Date,P/E,P/B,Div Yield
26-Aug-08,18.3,3.8,1.3
25-Aug-08,18.29,3.8,1.3
22-Aug-08,18.25,3.8,1.3
21-Aug-08,18.07,3.94,1.29
20-Aug-08,18.63,4.06,1.25
19-Aug-08,18.43,4.02,1.27
18-Aug-08,18.53,4.04,1.26
14-Aug-08,18.69,4.08,1.25
13-Aug-08,19.1,4.17,1.22
12-Aug-08,19.2,4.19,1.22
11-Aug-08,19.49,4.25,1.2
08-Aug-08,19.1,4.17,1.22
07-Aug-08,19.08,4.16,1.22
06-Aug-08,19.05,4.16,1.23
05-Aug-08,18.99,4.14,1.23
04-Aug-08,18.54,4.04,1.26
01-Aug-08,18.56,4.06,1.25
31-Jul-08,18.22,3.99,1.28
30-Jul-08,18.08,3.97,1.28
29-Jul-08,17.49,3.85,1.32
28-Jul-08,18.2,3.99,1.28
25-Jul-08,18.19,3.97,1.28
24-Jul-08,18.79,4.08,1.25
23-Jul-08,19.06,4.12,1.24
22-Jul-08,18.06,4.01,1.3
21-Jul-08,17.72,3.94,1.32
18-Jul-08,17.49,3.87,1.34
17-Jul-08,16.87,3.74,1.39
16-Jul-08,16.33,3.61,1.44
15-Jul-08,16.53,3.66,1.42
14-Jul-08,17.3,3.82,1.36
11-Jul-08,17.34,3.83,1.36
10-Jul-08,17.85,3.94,1.32
09-Jul-08,17.83,3.94,1.32
08-Jul-08,17.11,3.78,1.38
07-Jul-08,17.28,3.82,1.37
04-Jul-08,17.22,3.8,1.37
03-Jul-08,16.79,3.89,1.39
02-Jul-08,17.5,4.05,1.33
01-Jul-08,16.66,3.86,1.4
30-Jun-08,17.28,4,1.35
27-Jun-08,17.67,4.09,1.31
26-Jun-08,18.45,4.27,1.26
25-Jun-08,18.18,4.21,1.28
24-Jun-08,17.91,4.15,1.3
23-Jun-08,18.25,4.22,1.27
20-Jun-08,18.59,4.3,1.25
19-Jun-08,19.26,4.46,1.21
18-Jun-08,19.6,4.53,1.19
17-Jun-08,19.89,4.6,1.17
16-Jun-08,19.46,4.53,1.19
13-Jun-08,19.23,4.47,1.2
12-Jun-08,19.32,4.49,1.2
11-Jun-08,19.25,4.48,1.2
10-Jun-08,18.94,4.4,1.22
09-Jun-08,19.16,4.63,1.18
06-Jun-08,19.7,4.76,1.14
05-Jun-08,19.91,4.81,1.13
04-Jun-08,19.52,4.71,1.15
03-Jun-08,20.07,4.85,1.12
02-Jun-08,20.17,4.87,1.12
30-May-08,20.74,5.01,1.09
29-May-08,20.59,4.97,1.1
28-May-08,20.92,5.06,1.08
27-May-08,20.67,5,1.09
26-May-08,20.73,5.01,1.09
23-May-08,21.03,5.32,1.01
22-May-08,21.38,5.4,1
21-May-08,21.77,5.5,0.98
20-May-08,21.72,5.49,0.98
16-May-08,21.94,5.55,0.97
15-May-08,21.84,5.5,0.98
14-May-08,21.44,5.39,1
13-May-08,21.21,5.33,1.01
12-May-08,21.45,5.39,1
09-May-08,21.32,5.36,1.01
08-May-08,21.75,5.47,0.99
07-May-08,21.98,5.52,0.98
06-May-08,22.02,5.53,0.97
05-May-08,22.2,5.58,0.97
02-May-08,22.42,5.62,0.96
30-Apr-08,22.17,5.55,0.97
29-Apr-08,22.31,5.58,0.97
28-Apr-08,21.85,5.47,0.99
25-Apr-08,21.96,5.49,0.98
24-Apr-08,21.57,5.37,1
23-Apr-08,21.69,5.4,1
22-Apr-08,21.8,5.43,0.99
21-Apr-08,21.92,5.41,1
17-Apr-08,21.6,5.33,1.01
16-Apr-08,21.29,5.25,1.03
15-Apr-08,21.26,5.24,1.03
11-Apr-08,20.82,5.13,1.05
10-Apr-08,20.63,5.09,1.06
09-Apr-08,20.69,5.1,1.06
08-Apr-08,20.53,5.06,1.07
07-Apr-08,20.75,5.12,1.05
04-Apr-08,20.25,4.99,1.08
03-Apr-08,20.8,5.13,1.05
02-Apr-08,20.72,5.11,1.06
01-Apr-08,20.66,5.09,1.06
31-Mar-08,20.63,5.09,1.06
28-Mar-08,21.54,5.31,1.02
27-Mar-08,21.05,5.19,1.04
26-Mar-08,21.05,5.19,1.04
25-Mar-08,21.25,5.24,1.03
24-Mar-08,20.09,4.95,1.09
19-Mar-08,19.93,4.91,1.1
18-Mar-08,19.75,4.87,1.11
17-Mar-08,19.62,4.84,1.12
14-Mar-08,20.68,5.1,1.06
13-Mar-08,19.72,4.81,1.13
12-Mar-08,20.78,5.11,1.05
11-Mar-08,20.75,5.1,1.05
10-Mar-08,20.47,5.03,1.06
07-Mar-08,20.35,5,1.07
05-Mar-08,20.98,5.16,1.04
04-Mar-08,20.74,5.1,1.05
03-Mar-08,21.12,5.19,1.03
29-Feb-08,22.27,5.47,0.98
28-Feb-08,22.53,5.54,0.97
27-Feb-08,22.46,5.52,0.97
26-Feb-08,22.47,5.52,0.97
25-Feb-08,22.17,5.45,0.98
22-Feb-08,21.79,5.35,1
21-Feb-08,22.14,5.44,0.98
20-Feb-08,21.98,5.4,0.99
19-Feb-08,22.52,5.53,0.97
18-Feb-08,22.51,5.53,0.97
15-Feb-08,22.62,5.56,0.96
14-Feb-08,22.19,5.45,0.98
13-Feb-08,21.03,5.16,1.04
12-Feb-08,20.64,5.07,1.06
11-Feb-08,20.72,5.09,1.05
08-Feb-08,21.85,5.36,1
07-Feb-08,21.9,5.38,1
06-Feb-08,22.71,5.58,0.96
05-Feb-08,23.4,5.74,0.93
04-Feb-08,23.31,5.72,0.94
01-Feb-08,22.68,5.57,0.96
31-Jan-08,21.97,5.38,0.99
30-Jan-08,22.02,5.41,0.99
29-Jan-08,22.55,5.53,0.97
28-Jan-08,22.6,5.52,0.97
25-Jan-08,22.88,5.61,0.95
24-Jan-08,21.52,5.24,1.02
23-Jan-08,22.26,5.42,0.99
22-Jan-08,20.96,5.1,1.05
21-Jan-08,22.33,5.43,0.99
18-Jan-08,24.49,5.94,0.9
17-Jan-08,25.47,6.16,0.87
16-Jan-08,26.67,6.18,0.87
15-Jan-08,27.3,6.33,0.85
14-Jan-08,27.89,6.47,0.83
11-Jan-08,27.86,6.46,0.83
10-Jan-08,27.7,6.41,0.83
09-Jan-08,28.22,6.53,0.82
08-Jan-08,28.29,6.55,0.82
07-Jan-08,28.25,6.54,0.82
04-Jan-08,28.23,6.53,0.82
03-Jan-08,27.8,6.43,0.83
02-Jan-08,27.8,6.43,0.83
01-Jan-08,27.64,6.4,0.84
31-Dec-07,27.62,6.39,0.84
28-Dec-07,27.35,6.33,0.85
27-Dec-07,27.36,6.33,0.85
26-Dec-07,27.29,6.32,0.85
24-Dec-07,26.91,6.23,0.86
20-Dec-07,25.92,6,0.89
19-Dec-07,25.85,5.98,0.89
18-Dec-07,25.81,5.97,0.9
17-Dec-07,25.97,6.01,0.89
14-Dec-07,27.19,6.32,0.85
13-Dec-07,27.23,6.33,0.85
12-Dec-07,27.69,6.44,0.83
11-Dec-07,26.68,6.4,0.88
10-Dec-07,26.08,6.26,0.9
07-Dec-07,26.14,6.27,0.9
06-Dec-07,26.05,6.25,0.9
05-Dec-07,25.98,6.23,0.9
04-Dec-07,25.63,6.15,0.92
03-Dec-07,25.66,6.15,0.91
30-Nov-07,25.21,6.05,0.93
29-Nov-07,24.65,5.91,0.95
28-Nov-07,24.57,5.89,0.96
27-Nov-07,24.92,5.98,0.94
26-Nov-07,25.07,6.01,0.94
23-Nov-07,24.53,5.88,0.96
22-Nov-07,24.17,5.79,0.97
21-Nov-07,24.35,5.83,0.97
20-Nov-07,25.32,6.06,0.93
19-Nov-07,25.87,6.2,0.91
16-Nov-07,25.86,6.2,0.91
15-Nov-07,25.87,6.2,0.91
14-Nov-07,25.98,6.22,0.9
13-Nov-07,24.92,5.97,0.94
12-Nov-07,24.57,5.89,0.96
09-Nov-07,24.77,5.93,0.95
08-Nov-07,24.92,5.97,0.94
07-Nov-07,25.29,6.06,0.93
06-Nov-07,25.31,6.06,0.93
05-Nov-07,25.57,6.13,0.92
02-Nov-07,25.94,6.21,0.91
01-Nov-07,25.65,6.15,0.92
31-Oct-07,25.74,6.18,0.91
30-Oct-07,26.01,6.15,0.92
29-Oct-07,26.35,6.18,0.91
26-Oct-07,25.57,5.96,0.94
25-Oct-07,25.01,5.82,0.97
24-Oct-07,24.66,5.75,0.98
23-Oct-07,24.53,5.72,0.98
22-Oct-07,23.28,5.42,1.04
19-Oct-07,23.46,5.45,1.03
18-Oct-07,24.33,5.6,1.01
17-Oct-07,25.2,5.78,0.97
16-Oct-07,25.71,5.9,0.95
15-Oct-07,25.77,6.19,0.93
12-Oct-07,24.67,5.93,0.97
11-Oct-07,25.13,6.03,0.95
10-Oct-07,24.78,5.94,0.97
09-Oct-07,24.26,5.82,0.99
08-Oct-07,23.16,5.55,1.03
05-Oct-07,23.62,5.66,1.01
04-Oct-07,23.42,5.56,1.03
03-Oct-07,23.43,5.56,1.03
01-Oct-07,22.79,5.41,1.05
28-Sep-07,22.58,5.36,1.06
27-Sep-07,22.49,5.33,1.07
26-Sep-07,22.21,5.27,1.08
25-Sep-07,22.21,5.27,1.08
24-Sep-07,22.18,5.26,1.08
21-Sep-07,21.89,5.39,1.07
20-Sep-07,21.49,5.29,1.09
19-Sep-07,21.42,5.27,1.09
18-Sep-07,20.57,5.06,1.14
17-Sep-07,20.34,5.01,1.15
14-Sep-07,20.45,5.03,1.14
13-Sep-07,20.5,5.16,1.08
12-Sep-07,20.35,5.12,1.09
11-Sep-07,20.35,5.12,1.09
10-Sep-07,20.4,5.13,1.09
07-Sep-07,20.41,5.14,1.09
06-Sep-07,20.45,5.15,1.09
05-Sep-07,20.26,5.1,1.1
04-Sep-07,20.27,5.1,1.1
03-Sep-07,20.25,5.1,1.1
31-Aug-07,20.2,5.08,1.1
30-Aug-07,19.96,5.02,1.11
29-Aug-07,19.72,4.96,1.13
28-Aug-07,19.55,4.92,1.14
27-Aug-07,19.47,4.9,1.14
24-Aug-07,18.96,4.77,1.17
23-Aug-07,18.62,4.69,1.19
22-Aug-07,18.79,4.73,1.18
21-Aug-07,18.43,4.79,1.19
20-Aug-07,19.04,4.95,1.15
17-Aug-07,18.58,4.83,1.18
16-Aug-07,18.9,4.92,1.16
14-Aug-07,19.77,5.14,1.11
13-Aug-07,19.81,5.14,1.11
10-Aug-07,19.63,5.09,1.12
09-Aug-07,19.94,5.17,1.1
08-Aug-07,20.2,5.24,1.09
07-Aug-07,19.72,5.12,1.11
06-Aug-07,19.65,5.1,1.12
03-Aug-07,19.93,5.17,1.1
02-Aug-07,19.72,5.12,1.11
01-Aug-07,19.65,5.1,1.12
31-Jul-07,20.49,5.31,1.07
30-Jul-07,20.34,5.21,1.1
27-Jul-07,20.87,5.21,1.09
26-Jul-07,21.71,5.42,1.05
25-Jul-07,21.71,5.38,1.06
24-Jul-07,22.01,5.42,1.05
23-Jul-07,22,5.42,1.05
20-Jul-07,21.76,5.35,1.07
19-Jul-07,21.86,5.77,1.04
18-Jul-07,21.64,5.69,1.05
17-Jul-07,21.65,5.69,1.05
16-Jul-07,21.78,5.71,1.05
13-Jul-07,21.63,5.67,1.06
12-Jul-07,21.35,5.6,1.07
11-Jul-07,21.06,5.52,1.09
10-Jul-07,21.2,5.55,1.08
09-Jul-07,21.27,5.56,1.08
06-Jul-07,21.11,5.52,1.09
05-Jul-07,20.81,5.44,1.1
04-Jul-07,20.84,5.45,1.1
03-Jul-07,20.83,5.45,1.1
02-Jul-07,20.62,5.39,1.11
29-Jun-07,20.6,5.4,1.11
28-Jun-07,20.42,5.35,1.12
27-Jun-07,20.34,5.33,1.12
26-Jun-07,20.44,5.36,1.12
25-Jun-07,20.32,5.32,1.13
22-Jun-07,20.2,5.31,1.13
21-Jun-07,20.28,5.48,1.09
20-Jun-07,20.19,5.46,1.09
19-Jun-07,20.02,5.41,1.1
18-Jun-07,19.7,5.33,1.12
15-Jun-07,19.82,5.36,1.11
14-Jun-07,19.81,5.36,1.11
13-Jun-07,19.54,5.28,1.13
12-Jun-07,19.74,5.34,1.11
11-Jun-07,19.69,5.33,1.12
08-Jun-07,19.69,5.32,1.12
07-Jun-07,19.85,5.37,1.11
06-Jun-07,19.94,5.39,1.1
05-Jun-07,20.35,5.5,1.08
04-Jun-07,20.27,5.48,1.09
01-Jun-07,20.41,5.59,1.1
31-May-07,20.41,5.59,1.1
30-May-07,20.17,5.53,1.11
29-May-07,20.11,5.59,1.1
28-May-07,20.02,5.54,1.11
25-May-07,19.98,5.53,1.12
24-May-07,19.59,5.47,1.13
23-May-07,19.78,5.53,1.12
22-May-07,19.91,5.57,1.11
21-May-07,19.83,5.54,1.11
18-May-07,19.78,5.48,1.12
17-May-07,19.93,5.49,1.12
16-May-07,19.7,5.43,1.14
15-May-07,19.46,5.36,1.15
14-May-07,19.54,5.39,1.13
11-May-07,19.35,5.31,1.15
10-May-07,19.31,5.3,1.15
09-May-07,19.36,5.32,1.15
08-May-07,19.39,5.31,1.15
07-May-07,19.56,5.36,1.14
04-May-07,19.59,5.36,1.14
03-May-07,19.76,5.41,1.13
30-Apr-07,19.48,5.33,1.15
27-Apr-07,19.58,5.32,1.15
26-Apr-07,20.25,5.44,1.12
25-Apr-07,20.24,5.43,1.13
24-Apr-07,20.13,5.4,1.13
23-Apr-07,19.88,5.32,1.15
20-Apr-07,19.88,5.32,1.15
19-Apr-07,19.57,5.21,1.17
18-Apr-07,19.66,5.22,1.17
17-Apr-07,19.55,5.19,1.18
16-Apr-07,19.75,5.23,1.17
13-Apr-07,19.28,5.1,1.2
12-Apr-07,18.93,4.99,1.23
11-Apr-07,19.09,5.03,1.22
10-Apr-07,19.02,5.04,1.2
09-Apr-07,19,5.03,1.2
05-Apr-07,18.54,4.91,1.23
04-Apr-07,18.43,4.89,1.24
03-Apr-07,17.77,4.71,1.29
02-Apr-07,17.49,4.63,1.31
30-Mar-07,18.4,4.87,1.25
29-Mar-07,18.29,4.84,1.25
28-Mar-07,18.1,4.79,1.27
26-Mar-07,18.38,4.87,1.25
23-Mar-07,18.58,4.92,1.23
22-Mar-07,18.65,4.94,1.23
21-Mar-07,18.11,4.8,1.26
20-Mar-07,17.79,4.71,1.29
19-Mar-07,17.7,4.69,1.29
16-Mar-07,17.36,4.6,1.32
15-Mar-07,17.53,4.64,1.31
14-Mar-07,17.51,4.64,1.31
13-Mar-07,18.14,4.8,1.26
12-Mar-07,17.96,4.76,1.28
09-Mar-07,17.88,4.74,1.28
08-Mar-07,18.09,4.79,1.27
07-Mar-07,17.44,4.62,1.31
06-Mar-07,17.58,4.66,1.3
05-Mar-07,17.2,4.56,1.33
02-Mar-07,17.92,4.75,1.28
01-Mar-07,18.33,4.86,1.25
28-Feb-07,18.01,4.77,1.27
27-Feb-07,18.72,4.96,1.22
26-Feb-07,18.95,5.02,1.21
23-Feb-07,18.94,5.02,1.21
22-Feb-07,19.42,5.14,1.18
21-Feb-07,19.69,5.22,1.16
20-Feb-07,19.74,5.23,1.16
19-Feb-07,20.02,5.3,1.14
15-Feb-07,19.94,5.28,1.15
14-Feb-07,19.47,5.15,1.18
13-Feb-07,19.45,5.15,1.18
12-Feb-07,19.52,5.17,1.17
09-Feb-07,20.14,5.33,1.14
08-Feb-07,20.31,5.38,1.13
07-Feb-07,20.32,5.38,1.13
06-Feb-07,20.18,5.35,1.14
05-Feb-07,20.27,5.37,1.13
02-Feb-07,20.12,5.33,1.14
01-Feb-07,19.95,5.27,1.15
31-Jan-07,19.85,5.2,1.17
29-Jan-07,20.88,5.26,1.15
25-Jan-07,21.35,5.29,1.15
24-Jan-07,21.07,5.21,1.16
23-Jan-07,20.96,5.18,1.17
22-Jan-07,21.42,5.22,1.16
19-Jan-07,21.43,5.21,1.17
18-Jan-07,21.74,5.23,1.16
17-Jan-07,21.59,5.19,1.17
16-Jan-07,21.67,5.19,1.17
15-Jan-07,21.77,5.19,1.17
12-Jan-07,21.63,5.16,1.18
11-Jan-07,21.04,5.04,1.22
10-Jan-07,20.64,4.92,1.25
09-Jan-07,20.97,5,1.23
08-Jan-07,21.08,5.03,1.23
05-Jan-07,21.35,5.09,1.21
04-Jan-07,21.38,5.1,1.21
03-Jan-07,21.57,5.14,1.2
02-Jan-07,21.48,5.12,1.2
29-Dec-06,21.26,5.07,1.22
28-Dec-06,21.28,5.08,1.22
27-Dec-06,21.3,5.08,1.21
26-Dec-06,21.12,5.04,1.22
22-Dec-06,20.74,4.95,1.25
21-Dec-06,20.54,4.9,1.26
20-Dec-06,20.45,4.88,1.26
19-Dec-06,20.53,4.9,1.26
18-Dec-06,21.05,5.02,1.23
15-Dec-06,20.83,4.97,1.24
14-Dec-06,20.59,4.91,1.26
13-Dec-06,20.17,4.81,1.28
12-Dec-06,19.91,4.75,1.3
11-Dec-06,20.62,4.92,1.25
08-Dec-06,21.23,5.06,1.22
07-Dec-06,21.54,5.13,1.2
06-Dec-06,21.51,5.13,1.2
05-Dec-06,21.51,5.13,1.2
04-Dec-06,21.43,5.11,1.21
01-Dec-06,21.41,5.14,1.21
30-Nov-06,21.18,5.08,1.22
29-Nov-06,21.03,5.05,1.23
28-Nov-06,21,5.04,1.23
27-Nov-06,21.25,5.1,1.22
24-Nov-06,21.17,5.08,1.22
23-Nov-06,21.14,5.07,1.22
22-Nov-06,21.2,5.08,1.22
21-Nov-06,21,5.03,1.23
20-Nov-06,20.67,4.95,1.25
17-Nov-06,20.65,4.95,1.25
16-Nov-06,20.78,4.98,1.25
15-Nov-06,20.78,4.98,1.25
14-Nov-06,20.7,4.96,1.25
13-Nov-06,20.66,4.95,1.25
10-Nov-06,20.53,4.92,1.26
09-Nov-06,20.32,4.87,1.27
08-Nov-06,20.22,4.88,1.31
07-Nov-06,20.34,4.91,1.3
06-Nov-06,20.39,4.92,1.3
03-Nov-06,20.37,4.92,1.3
02-Nov-06,20.29,4.9,1.31
01-Nov-06,20.16,4.87,1.32
31-Oct-06,20.37,4.84,1.32
30-Oct-06,20.48,4.87,1.31
27-Oct-06,21.04,4.83,1.32
26-Oct-06,20.79,4.75,1.35
23-Oct-06,20.79,4.72,1.35
21-Oct-06,20.94,4.76,1.35
20-Oct-06,20.91,4.75,1.35
19-Oct-06,21.06,4.75,1.35
18-Oct-06,21.33,4.79,1.34
17-Oct-06,21.47,4.79,1.33
16-Oct-06,21.64,4.81,1.33
13-Oct-06,21.36,4.74,1.35
12-Oct-06,21.04,4.67,1.37
11-Oct-06,20.68,4.59,1.39
10-Oct-06,20.83,4.73,1.36
09-Oct-06,20.82,4.73,1.36
06-Oct-06,20.82,4.73,1.33
05-Oct-06,20.79,4.72,1.34
04-Oct-06,20.5,4.66,1.36
03-Oct-06,20.82,4.73,1.33
29-Sep-06,20.92,4.76,1.33
28-Sep-06,20.83,4.73,1.33
27-Sep-06,20.87,4.74,1.33
26-Sep-06,20.83,4.73,1.33
25-Sep-06,20.21,4.59,1.37
22-Sep-06,20.33,4.62,1.37
21-Sep-06,20.38,4.63,1.36
20-Sep-06,20.09,4.57,1.38
19-Sep-06,19.83,4.51,1.4
18-Sep-06,20.03,4.55,1.39
15-Sep-06,19.95,4.53,1.39
14-Sep-06,19.91,4.53,1.4
13-Sep-06,19.81,4.5,1.4
12-Sep-06,19.42,4.44,1.45
11-Sep-06,19.29,4.41,1.46
08-Sep-06,19.89,4.55,1.42
07-Sep-06,19.79,4.53,1.42
06-Sep-06,19.92,4.56,1.41
05-Sep-06,19.9,4.55,1.42
04-Sep-06,19.92,4.56,1.41
01-Sep-06,19.68,4.5,1.43
31-Aug-06,19.15,4.55,1.47
30-Aug-06,19.25,4.58,1.47
29-Aug-06,19.22,4.64,1.47
28-Aug-06,19.08,4.6,1.48
25-Aug-06,19,4.58,1.48
24-Aug-06,18.91,4.56,1.49
23-Aug-06,18.71,4.52,1.51
22-Aug-06,18.88,4.55,1.49
21-Aug-06,18.88,4.56,1.49
18-Aug-06,18.84,4.54,1.5
17-Aug-06,18.83,4.54,1.5
16-Aug-06,18.84,4.58,1.48
14-Aug-06,18.6,4.52,1.5
11-Aug-06,18.38,4.46,1.52
10-Aug-06,18.3,4.45,1.52
09-Aug-06,18.27,4.44,1.53
08-Aug-06,18.03,4.38,1.55
07-Aug-06,17.69,4.3,1.58
04-Aug-06,17.83,4.33,1.56
03-Aug-06,17.9,4.35,1.56
02-Aug-06,17.86,4.34,1.56
01-Aug-06,17.67,4.29,1.58
31-Jul-06,17.64,4.29,1.58
28-Jul-06,17.57,4.27,1.59
27-Jul-06,17.83,4.3,1.57
26-Jul-06,17.58,4.45,1.53
25-Jul-06,17.44,4.35,1.57
24-Jul-06,17.13,4.27,1.6
21-Jul-06,16.93,4.21,1.62
20-Jul-06,17.43,4.32,1.58
19-Jul-06,17,4.19,1.63
18-Jul-06,17.52,4.28,1.59
17-Jul-06,17.63,4.3,1.59
14-Jul-06,18.33,4.47,1.54
13-Jul-06,18.61,4.72,1.47
12-Jul-06,18.76,4.76,1.46
11-Jul-06,18.36,4.64,1.5
10-Jul-06,18.52,4.68,1.49
07-Jul-06,18.13,4.58,1.52
06-Jul-06,18.6,4.7,1.48
05-Jul-06,18.84,4.76,1.46
04-Jul-06,18.5,4.67,1.49
03-Jul-06,18.57,4.69,1.48
30-Jun-06,18.44,4.66,1.49
29-Jun-06,17.67,4.46,1.56
28-Jun-06,17.57,4.44,1.57
27-Jun-06,17.36,4.44,1.57
26-Jun-06,16.73,4.24,1.64
25-Jun-06,17.34,4.39,1.58
23-Jun-06,17.3,4.38,1.58
22-Jun-06,17.03,4.31,1.61
21-Jun-06,16.62,4.21,1.65
20-Jun-06,16.27,4.12,1.68
19-Jun-06,16.58,4.2,1.65
16-Jun-06,16.43,4.28,1.64
15-Jun-06,15.91,4.14,1.69
14-Jun-06,14.92,3.9,1.8
13-Jun-06,15.09,3.94,1.78
12-Jun-06,15.73,4.11,1.71
09-Jun-06,16.24,4.24,1.65
08-Jun-06,15.44,4.03,1.74
07-Jun-06,16.21,4.23,1.66
06-Jun-06,16.64,4.35,1.62
05-Jun-06,17.09,4.49,1.51
02-Jun-06,17.51,4.6,1.47
01-Jun-06,16.78,4.41,1.53
31-May-06,17.46,4.57,1.48
30-May-06,18.11,4.74,1.43
29-May-06,18.27,4.78,1.41
26-May-06,18.28,4.77,1.42
25-May-06,18.39,4.73,1.43
24-May-06,17.71,4.63,1.46
23-May-06,18.19,4.85,1.41
22-May-06,17.52,4.67,1.46
19-May-06,18.51,4.92,1.39
18-May-06,19.26,5.13,1.33
17-May-06,20.62,5.51,1.24
16-May-06,19.97,5.34,1.28
15-May-06,19.86,5.3,1.29
12-May-06,20.69,5.53,1.24
11-May-06,20.98,5.6,1.22
10-May-06,21.28,5.68,1.2
09-May-06,21.09,5.63,1.21
08-May-06,20.93,5.59,1.22
05-May-06,20.77,5.55,1.23
04-May-06,20.7,5.52,1.24
03-May-06,20.62,5.5,1.24
02-May-06,20.46,5.46,1.25
29-Apr-06,20.31,5.39,1.27
28-Apr-06,20.08,5.31,1.29
27-Apr-06,20.58,5.31,1.29
26-Apr-06,20.93,5.38,1.27
25-Apr-06,20.37,5.24,1.3
24-Apr-06,20.85,5.37,1.27
21-Apr-06,21.01,5.41,1.26
20-Apr-06,21.01,5.41,1.26
19-Apr-06,20.79,5.35,1.28
18-Apr-06,20.76,5.32,1.28
17-Apr-06,20.34,5.18,1.32
13-Apr-06,19.91,5.06,1.35
12-Apr-06,20.13,5.12,1.34
10-Apr-06,20.71,5.26,1.3
07-Apr-06,20.57,5.23,1.31
05-Apr-06,20.9,5.31,1.29
04-Apr-06,20.74,5.27,1.3
03-Apr-06,20.68,5.26,1.3
31-Mar-06,20.26,5.15,1.33
30-Mar-06,20.35,5.17,1.32
29-Mar-06,19.97,5.07,1.35
28-Mar-06,19.79,5.03,1.36
27-Mar-06,19.77,5.02,1.36
24-Mar-06,19.52,4.96,1.38
23-Mar-06,19.33,4.91,1.39
22-Mar-06,19.28,4.9,1.39
21-Mar-06,19.42,4.93,1.38
20-Mar-06,19.44,4.94,1.38
17-Mar-06,19.25,4.89,1.4
16-Mar-06,19.18,4.87,1.4
14-Mar-06,19,4.83,1.42
13-Mar-06,19.04,4.84,1.41
10-Mar-06,18.93,4.81,1.42
09-Mar-06,18.6,4.73,1.45
08-Mar-06,18.53,4.71,1.45
07-Mar-06,18.92,4.81,1.42
06-Mar-06,18.96,4.82,1.42
03-Mar-06,18.71,4.75,1.44
02-Mar-06,18.73,4.76,1.44
01-Mar-06,18.56,4.72,1.45
28-Feb-06,18.27,4.64,1.47
27-Feb-06,18.22,4.63,1.48
24-Feb-06,18.12,4.61,1.48
23-Feb-06,18.19,4.62,1.48
22-Feb-06,18.13,4.61,1.48
21-Feb-06,18.03,4.58,1.49
20-Feb-06,17.86,4.54,1.51
17-Feb-06,17.71,4.5,1.52
16-Feb-06,17.95,4.56,1.5
15-Feb-06,17.96,4.56,1.5
14-Feb-06,17.93,4.56,1.5
13-Feb-06,18.11,4.59,1.49
10-Feb-06,18.03,4.57,1.49
08-Feb-06,17.95,4.54,1.5
07-Feb-06,18.02,4.56,1.5
06-Feb-06,17.9,4.53,1.51
03-Feb-06,17.54,4.44,1.54
02-Feb-06,17.7,4.48,1.53
01-Feb-06,17.73,4.49,1.52
31-Jan-06,17.9,4.53,1.51
30-Jan-06,17.91,4.49,1.52
27-Jan-06,17.42,4.5,1.52
25-Jan-06,17.02,4.44,1.54
24-Jan-06,16.86,4.39,1.56
23-Jan-06,16.83,4.35,1.57
20-Jan-06,16.91,4.38,1.56
19-Jan-06,16.87,4.33,1.58
18-Jan-06,16.53,4.24,1.61
17-Jan-06,17.12,4.36,1.57
16-Jan-06,17.14,4.37,1.56
13-Jan-06,17.25,4.4,1.55
12-Jan-06,17.28,4.4,1.55
10-Jan-06,17.37,4.43,1.54
09-Jan-06,17.62,4.49,1.52
06-Jan-06,17.64,4.49,1.52
05-Jan-06,17.55,4.47,1.53
04-Jan-06,17.58,4.48,1.53
03-Jan-06,17.45,4.44,1.54
02-Jan-06,17.16,4.37,1.56
30-Dec-05,17.16,4.37,1.56
29-Dec-05,17.07,4.35,1.57
28-Dec-05,16.91,4.31,1.59
27-Dec-05,16.98,4.32,1.58
26-Dec-05,16.64,4.24,1.61
23-Dec-05,16.97,4.32,1.58
22-Dec-05,17.15,4.37,1.56
21-Dec-05,17.08,4.35,1.57
20-Dec-05,17.1,4.35,1.57
19-Dec-05,17.2,4.38,1.56
16-Dec-05,16.9,4.3,1.59
15-Dec-05,16.71,4.26,1.61
14-Dec-05,16.87,4.3,1.59
13-Dec-05,16.91,4.31,1.59
12-Dec-05,16.7,4.25,1.61
09-Dec-05,16.58,4.22,1.62
08-Dec-05,16.28,4.15,1.65
07-Dec-05,16.2,4.13,1.66
06-Dec-05,16.01,4.08,1.68
05-Dec-05,16,4.08,1.68
02-Dec-05,16.22,4.13,1.65
01-Dec-05,16.23,4.13,1.65
30-Nov-05,15.95,4.06,1.68
29-Nov-05,16.22,4.13,1.65
28-Nov-05,16.31,4.15,1.64
26-Nov-05,16.13,4.12,1.65
25-Nov-05,16.02,4.09,1.66
24-Nov-05,15.84,4.04,1.68
23-Nov-05,15.68,4,1.69
22-Nov-05,15.47,3.95,1.72
21-Nov-05,15.65,3.99,1.7
18-Nov-05,15.73,4.01,1.69
17-Nov-05,15.63,3.99,1.7
16-Nov-05,15.5,3.96,1.71
14-Nov-05,15.36,3.92,1.73
11-Nov-05,15.29,3.9,1.74
10-Nov-05,15.01,3.83,1.77
09-Nov-05,14.94,3.81,1.78
08-Nov-05,14.96,3.82,1.78
07-Nov-05,14.77,3.77,1.8
02-Nov-05,14.52,3.7,1.83
01-Nov-05,14.32,3.65,1.85
31-Oct-05,14.23,3.63,1.87
28-Oct-05,13.74,3.55,1.91
27-Oct-05,14.01,3.6,1.88
