id,year,statename,pcname,candidate,sex,party,total,polled,validv,electors,polled,pollperc,Rank,win,alliance
9104,1996,TAMIL NADU,CHIDAMBARAM (SC),GANESAN V,M,DMK,336164,48.69%,690447,1026604,725700,70.69%,1,1,DMK
9105,1996,TAMIL NADU,CHIDAMBARAM (SC),ELUMALAIR,M,PMK,159898,23.16%,690447,1026604,725700,70.69%,2,0,OTHERS
9106,1996,TAMIL NADU,CHIDAMBARAM (SC),VALLAL PERUMAN P,M,INC,144478,20.93%,690447,1026604,725700,70.69%,3,0,OTHERS
9107,1996,TAMIL NADU,CHIDAMBARAM (SC),MAHALINGAMPS,M,CPM,28646,4.15%,690447,1026604,725700,70.69%,4,0,LEFT FRONT
9108,1996,TAMIL NADU,CHIDAMBARAM (SC),KIRUBANIDHI SP,M,BJP,7954,1.15%,690447,1026604,725700,70.69%,5,0,BJP
9109,1996,TAMIL NADU,CHIDAMBARAM (SC),SELVAMANI K TMT,F,IND,5795,0.84%,690447,1026604,725700,70.69%,6,0,OTHERS
9110,1996,TAMIL NADU,CHIDAMBARAM (SC),PALANIS,M,IND,2714,0.39%,690447,1026604,725700,70.69%,7,0,OTHERS
9111,1996,TAMIL NADU,CHIDAMBARAM (SC),ASHOKANA,M,IND,1544,0.22%,690447,1026604,725700,70.69%,8,0,OTHERS
9112,1996,TAMIL NADU,CHIDAMBARAM (SC),PERUMALA,M,IND,1338,0.19%,690447,1026604,725700,70.69%,9,0,OTHERS
9113,1996,TAMIL NADU,CHIDAMBARAM (SC),CHIDAMBARAMS,M,IND,1104,0.16%,690447,1026604,725700,70.69%,10,0,OTHERS
9114,1996,TAMIL NADU,CHIDAMBARAM (SC),"ASOKAN, S",M,IND,812,0.12%,690447,1026604,725700,70.69%,11,0,OTHERS
9115,1996,TAMIL NADU,DHARMAPURI,THEERTHARAMANP,M,TMC(M),297166,42.65%,696696,1122427,738915,65.83%,1,1,TMC
9116,1996,TAMIL NADU,DHARMAPURI,SUBRAMANIYAMMP,M,INC,165920,23.82%,696696,1122427,738915,65.83%,2,0,OTHERS
9117,1996,TAMIL NADU,DHARMAPURI,RAMAMURTHYK,M,AIIC(T),163484,23.47%,696696,1122427,738915,65.83%,3,0,OTHERS
9118,1996,TAMIL NADU,DHARMAPURI,KRISHNANP,M,MDMK,28633,4.11%,696696,1122427,738915,65.83%,4,0,OTHERS
9119,1996,TAMIL NADU,DHARMAPURI,CHINNASAMYC,M,IND,12495,1.79%,696696,1122427,738915,65.83%,5,0,OTHERS
9120,1996,TAMIL NADU,DHARMAPURI,GOPAL INAMURASUA,M,IND,8283,1.19%,696696,1122427,738915,65.83%,6,0,OTHERS
9121,1996,TAMIL NADU,DHARMAPURI,ARUMUGAM PS,M,BJP,6060,0.87%,696696,1122427,738915,65.83%,7,0,BJP
9122,1996,TAMIL NADU,DHARMAPURI,PADMARAJAN K,M,IND,2553,0.37%,696696,1122427,738915,65.83%,8,0,OTHERS
9123,1996,TAMIL NADU,DHARMAPURI,BALASUBRAMANIAMM,M,IND,2154,0.31%,696696,1122427,738915,65.83%,9,0,OTHERS
9124,1996,TAMIL NADU,DHARMAPURI,MADAVACHARIDN,M,IND,2053,0.29%,696696,1122427,738915,65.83%,10,0,OTHERS
9125,1996,TAMIL NADU,DHARMAPURI,RAVIN,M,IND,2010,0.29%,696696,1122427,738915,65.83%,11,0,OTHERS
9126,1996,TAMIL NADU,DHARMAPURI,"RAJENDRAN, KASPHA",M,IND,1468,0.21%,696696,1122427,738915,65.83%,12,0,OTHERS
9127,1996,TAMIL NADU,DHARMAPURI,MATHIVANANV,M,IND,1058,0.15%,696696,1122427,738915,65.83%,13,0,OTHERS
9128,1996,TAMIL NADU,DHARMAPURI,BALAKRISHNANP,M,IND,944,0.14%,696696,1122427,738915,65.83%,14,0,OTHERS
9129,1996,TAMIL NADU,DHARMAPURI,GOPALAKRISHNANKM,M,IND,893,0.13%,696696,1122427,738915,65.83%,15,0,OTHERS
9130,1996,TAMIL NADU,DHARMAPURI,SRIRANGANN,M,IND,574,0.08%,696696,1122427,738915,65.83%,16,0,OTHERS
9131,1996,TAMIL NADU,DHARMAPURI,ALAGURAMAN,M,IND,570,0.08%,696696,1122427,738915,65.83%,17,0,OTHERS
9132,1996,TAMIL NADU,DHARMAPURI,SELVAMAC,M,IND,378,0.05%,696696,1122427,738915,65.83%,18,0,OTHERS
9133,1996,TAMIL NADU,KRISHNAGIRI,NARASIMHAN C,M,TMC(M),371009,55.95%,663054,1077964,715036,66.33%,1,1,TMC
9134,1996,TAMIL NADU,KRISHNAGIRI,ELANKOVAN EVKS,M,INC,176333,26.59%,663054,1077964,715036,66.33%,2,0,OTHERS
9135,1996,TAMIL NADU,KRISHNAGIRI,VADIVELU G A,M,JD,50932,7.68%,663054,1077964,715036,66.33%,3,0,NATIONAL FRONT
9136,1996,TAMIL NADU,KRISHNAGIRI,MANOHARAN K A,M,AIIC(T),29277,4.42%,663054,1077964,715036,66.33%,4,0,OTHERS
9137,1996,TAMIL NADU,KRISHNAGIRI,THIMMI CHETTY,M,BJP,25864,3.90%,663054,1077964,715036,66.33%,5,0,BJP
9138,1996,TAMIL NADU,KRISHNAGIRI,NARAYANA RAO R,M,IND,3445,0.52%,663054,1077964,715036,66.33%,6,0,OTHERS
9139,1996,TAMIL NADU,KRISHNAGIRI,RAJA M,M,IND,1797,0.27%,663054,1077964,715036,66.33%,7,0,OTHERS
9140,1996,TAMIL NADU,KRISHNAGIRI,NOOR AHMED M B,M,IND,1716,0.26%,663054,1077964,715036,66.33%,8,0,OTHERS
9141,1996,TAMIL NADU,KRISHNAGIRI,RAMAMURTHY C,M,IND,1542,0.23%,663054,1077964,715036,66.33%,9,0,OTHERS
9142,1996,TAMIL NADU,KRISHNAGIRI,NAGARAJAN M N,M,IND,1139,0.17%,663054,1077964,715036,66.33%,10,0,OTHERS
9143,1996,TAMIL NADU,RASIPURAM (SC),KANDASAMY K,M,TMC(M),408791,61.76%,661937,1047694,694523,66.29%,1,1,TMC
9144,1996,TAMIL NADU,RASIPURAM (SC),JAYAKUMAR K,M,INC,215613,32.57%,661937,1047694,694523,66.29%,2,0,OTHERS
9145,1996,TAMIL NADU,RASIPURAM (SC),CHAKRAVARTHI V,M,MDMK,15712,2.37%,661937,1047694,694523,66.29%,3,0,OTHERS
9146,1996,TAMIL NADU,RASIPURAM (SC),DHEENADAYALAN R,M,BJP,5109,0.77%,661937,1047694,694523,66.29%,4,0,BJP
9147,1996,TAMIL NADU,RASIPURAM (SC),KANGANI C N,M,RPI,3654,0.55%,661937,1047694,694523,66.29%,5,0,OTHERS
9148,1996,TAMIL NADU,RASIPURAM (SC),VAIYAPURI K,M,IND,2247,0.34%,661937,1047694,694523,66.29%,6,0,OTHERS
9149,1996,TAMIL NADU,RASIPURAM (SC),JEYAPAL P,M,IND,2201,0.33%,661937,1047694,694523,66.29%,7,0,OTHERS
9150,1996,TAMIL NADU,RASIPURAM (SC),INDRAGANTHI R,F,IND,1919,0.29%,661937,1047694,694523,66.29%,8,0,OTHERS
9151,1996,TAMIL NADU,RASIPURAM (SC),MARIYAPPAN P,M,IND,1183,0.18%,661937,1047694,694523,66.29%,9,0,OTHERS
9152,1996,TAMIL NADU,RASIPURAM (SC),ANBALAHAN M,M,IND,1175,0.18%,661937,1047694,694523,66.29%,10,0,OTHERS
9153,1996,TAMIL NADU,RASIPURAM (SC),DHARMARAJAN A,M,IND,1162,0.18%,661937,1047694,694523,66.29%,11,0,OTHERS
9154,1996,TAMIL NADU,RASIPURAM (SC),RAMASAMY P,M,IND,1078,0.16%,661937,1047694,694523,66.29%,12,0,OTHERS
9155,1996,TAMIL NADU,RASIPURAM (SC),SINGARAVEL S,M,IND,780,0.12%,661937,1047694,694523,66.29%,13,0,OTHERS
9156,1996,TAMIL NADU,RASIPURAM (SC),PERUMAL A,M,IND,714,0.11%,661937,1047694,694523,66.29%,14,0,OTHERS
9157,1996,TAMIL NADU,RASIPURAM (SC),ARULJOTHI S,M,IND,599,0.09%,661937,1047694,694523,66.29%,15,0,OTHERS
9158,1996,TAMIL NADU,SALEM,DEVADASSR,M,TMC(M),315277,47.07%,669817,1080762,706406,65.36%,1,1,TMC
9159,1996,TAMIL NADU,SALEM,THANGKABALU KV,M,INC,194392,29.02%,669817,1080762,706406,65.36%,2,0,OTHERS
9160,1996,TAMIL NADU,SALEM,RANGARAJAN KUMARAMANGALAMP,M,AIIC(T),120345,17.97%,669817,1080762,706406,65.36%,3,0,OTHERS
9161,1996,TAMIL NADU,SALEM,RAJAMANIN,M,BJP,9538,1.42%,669817,1080762,706406,65.36%,4,0,BJP
9162,1996,TAMIL NADU,SALEM,MOHANRAJB,M,MDMK,6245,0.93%,669817,1080762,706406,65.36%,5,0,OTHERS
9163,1996,TAMIL NADU,SALEM,MURUGESANAC,M,IND,4927,0.74%,669817,1080762,706406,65.36%,6,0,OTHERS
9164,1996,TAMIL NADU,SALEM,ESWARANS,M,IND,1944,0.29%,669817,1080762,706406,65.36%,7,0,OTHERS
9165,1996,TAMIL NADU,SALEM,MADESWARANA,M,RPI,1218,0.18%,669817,1080762,706406,65.36%,8,0,OTHERS
9166,1996,TAMIL NADU,SALEM,CHINNASAMYV,M,IND,1172,0.17%,669817,1080762,706406,65.36%,9,0,OTHERS
9167,1996,TAMIL NADU,SALEM,MANICKAM C,M,IND,1164,0.17%,669817,1080762,706406,65.36%,10,0,OTHERS
9168,1996,TAMIL NADU,SALEM,RAJENDRANA,M,IND,1063,0.16%,669817,1080762,706406,65.36%,11,0,OTHERS
9169,1996,TAMIL NADU,SALEM,BALAVENKATESHM,M,IND,1009,0.15%,669817,1080762,706406,65.36%,12,0,OTHERS
9170,1996,TAMIL NADU,SALEM,NAGAMANICKAMBALA,M,IND,988,0.15%,669817,1080762,706406,65.36%,13,0,OTHERS
9171,1996,TAMIL NADU,SALEM,SAIT MUSTHAFAS,M,IND,911,0.14%,669817,1080762,706406,65.36%,14,0,OTHERS
9172,1996,TAMIL NADU,SALEM,MAHABOOK SHARIFFA,M,IND,897,0.13%,669817,1080762,706406,65.36%,15,0,OTHERS
9173,1996,TAMIL NADU,SALEM,KRISHNAMOORTHYN,M,IND,784,0.12%,669817,1080762,706406,65.36%,16,0,OTHERS
9174,1996,TAMIL NADU,SALEM,GANESANK,M,IND,784,0.12%,669817,1080762,706406,65.36%,16,0,OTHERS
9175,1996,TAMIL NADU,SALEM,RAM MOHANV,M,IND,755,0.11%,669817,1080762,706406,65.36%,18,0,OTHERS
9176,1996,TAMIL NADU,SALEM,SELVAKUMARANPM,M,IND,698,0.10%,669817,1080762,706406,65.36%,19,0,OTHERS
9177,1996,TAMIL NADU,SALEM,SAMPATH KUMARP,M,IND,644,0.10%,669817,1080762,706406,65.36%,20,0,OTHERS
9178,1996,TAMIL NADU,SALEM,MEGANATHANSB,M,IND,571,0.09%,669817,1080762,706406,65.36%,21,0,OTHERS
9179,1996,TAMIL NADU,SALEM,PALANISAMYK,M,IND,540,0.08%,669817,1080762,706406,65.36%,22,0,OTHERS
9180,1996,TAMIL NADU,SALEM,KANDASAMIM,M,IND,466,0.07%,669817,1080762,706406,65.36%,23,0,OTHERS
9181,1996,TAMIL NADU,SALEM,RAMAMOORTHYB,M,IND,456,0.07%,669817,1080762,706406,65.36%,24,0,OTHERS
9182,1996,TAMIL NADU,SALEM,KRISHNAMOORTHYN,M,IND,417,0.06%,669817,1080762,706406,65.36%,25,0,OTHERS
9183,1996,TAMIL NADU,SALEM,SIVAGNANAMST,M,IND,406,0.06%,669817,1080762,706406,65.36%,26,0,OTHERS
9184,1996,TAMIL NADU,SALEM,MAYANP,M,IND,399,0.06%,669817,1080762,706406,65.36%,27,0,OTHERS
9185,1996,TAMIL NADU,SALEM,ANNAMALAIK,M,IND,397,0.06%,669817,1080762,706406,65.36%,28,0,OTHERS
9186,1996,TAMIL NADU,SALEM,PADMANAPANKM,M,IND,396,0.06%,669817,1080762,706406,65.36%,29,0,OTHERS
9187,1996,TAMIL NADU,SALEM,CHAKKARAPANIN,M,IND,318,0.05%,669817,1080762,706406,65.36%,30,0,OTHERS
9188,1996,TAMIL NADU,SALEM,ANNAMALAIS,M,IND,245,0.04%,669817,1080762,706406,65.36%,31,0,OTHERS
9189,1996,TAMIL NADU,SALEM,VEDANAYAGAM RAMA,M,IND,188,0.03%,669817,1080762,706406,65.36%,32,0,OTHERS
9190,1996,TAMIL NADU,SALEM,VENKATACHALAMS,M,IND,183,0.03%,669817,1080762,706406,65.36%,33,0,OTHERS
9191,1996,TAMIL NADU,SALEM,VELLIANGIRI KS VEERAPANDI,M,IND,80,0.01%,669817,1080762,706406,65.36%,34,0,OTHERS
9192,1996,TAMIL NADU,TIRUCHENGODE,KPRAMALINGAM,M,DMK,471533,56.64%,832475,1322216,857452,64.85%,1,1,DMK
9193,1996,TAMIL NADU,TIRUCHENGODE,KUMARASAMY AV,M,ADMK,278345,33.44%,832475,1322216,857452,64.85%,2,0,OTHERS
9194,1996,TAMIL NADU,TIRUCHENGODE,PBALAKRISHNAN,M,MDMK,40041,4.81%,832475,1322216,857452,64.85%,3,0,OTHERS
9195,1996,TAMIL NADU,TIRUCHENGODE,KPERUMAL,M,AIIC(T),18677,2.24%,832475,1322216,857452,64.85%,4,0,OTHERS
9196,1996,TAMIL NADU,TIRUCHENGODE,RAMALINGAM ST,M,BJP,10264,1.23%,832475,1322216,857452,64.85%,5,0,BJP
9197,1996,TAMIL NADU,TIRUCHENGODE,KARUPPANNA GOUNDER K,M,IND,2148,0.26%,832475,1322216,857452,64.85%,6,0,OTHERS
9198,1996,TAMIL NADU,TIRUCHENGODE,SUBRAMANIP,M,IND,1585,0.19%,832475,1322216,857452,64.85%,7,0,OTHERS
9199,1996,TAMIL NADU,TIRUCHENGODE,SUBRAMANIANC,M,IND,1450,0.17%,832475,1322216,857452,64.85%,8,0,OTHERS
9200,1996,TAMIL NADU,TIRUCHENGODE,PALANIAPPAN S,M,IND,1384,0.17%,832475,1322216,857452,64.85%,9,0,OTHERS
9201,1996,TAMIL NADU,TIRUCHENGODE,SADASIVAM MS,M,IND,1212,0.15%,832475,1322216,857452,64.85%,10,0,OTHERS
9202,1996,TAMIL NADU,TIRUCHENGODE,SAMUEL RAJG,M,IND,1098,0.13%,832475,1322216,857452,64.85%,11,0,OTHERS
9203,1996,TAMIL NADU,TIRUCHENGODE,RAJACHANDRASEKAR N,M,IND,1085,0.13%,832475,1322216,857452,64.85%,12,0,OTHERS
9204,1996,TAMIL NADU,TIRUCHENGODE,SHIVAKUMARA,M,IND,906,0.11%,832475,1322216,857452,64.85%,13,0,OTHERS
9205,1996,TAMIL NADU,TIRUCHENGODE,ARUMUGAM KK,M,IND,720,0.09%,832475,1322216,857452,64.85%,14,0,OTHERS
9206,1996,TAMIL NADU,TIRUCHENGODE,GANGA NAIDU P,M,IND,689,0.08%,832475,1322216,857452,64.85%,15,0,OTHERS
9207,1996,TAMIL NADU,TIRUCHENGODE,SUNDARESANA,M,IND,668,0.08%,832475,1322216,857452,64.85%,16,0,OTHERS
9208,1996,TAMIL NADU,TIRUCHENGODE,MADESWARAN K,M,IND,427,0.05%,832475,1322216,857452,64.85%,17,0,OTHERS
9209,1996,TAMIL NADU,TIRUCHENGODE,VENUGOPAL D,M,IND,243,0.03%,832475,1322216,857452,64.85%,18,0,OTHERS
9210,1996,TAMIL NADU,NILGIRIS,BALASUBRAMANIYAN SR,M,TMC(M),475515,62.91%,755924,1199070,796437,66.42%,1,1,TMC
9211,1996,TAMIL NADU,NILGIRIS,RPRABHU,M,INC,194139,25.68%,755924,1199070,796437,66.42%,2,0,OTHERS
9212,1996,TAMIL NADU,NILGIRIS,CVKANDASAMY,M,JD,38462,5.09%,755924,1199070,796437,66.42%,3,0,NATIONAL FRONT
9213,1996,TAMIL NADU,NILGIRIS,MATHAN M @ MASTER MATHAN,M,BJP,32185,4.26%,755924,1199070,796437,66.42%,4,0,BJP
9214,1996,TAMIL NADU,NILGIRIS,LOGANATHAN V,M,IND,2069,0.27%,755924,1199070,796437,66.42%,5,0,OTHERS
9215,1996,TAMIL NADU,NILGIRIS,HNKALLA GOWDER,M,IND,2019,0.27%,755924,1199070,796437,66.42%,6,0,OTHERS
9216,1996,TAMIL NADU,NILGIRIS,MASHOK,M,SHS,1824,0.24%,755924,1199070,796437,66.42%,7,0,BJP AFFILIATED
9217,1996,TAMIL NADU,NILGIRIS,RASA G,M,IND,1600,0.21%,755924,1199070,796437,66.42%,8,0,OTHERS
9218,1996,TAMIL NADU,NILGIRIS,RANGANATHAN AG,M,IND,1016,0.13%,755924,1199070,796437,66.42%,9,0,OTHERS
9219,1996,TAMIL NADU,NILGIRIS,KPARAMATHMA,M,IND,998,0.13%,755924,1199070,796437,66.42%,10,0,OTHERS
9220,1996,TAMIL NADU,NILGIRIS,JOY MATHEW,M,IND,870,0.12%,755924,1199070,796437,66.42%,11,0,OTHERS
9221,1996,TAMIL NADU,NILGIRIS,MUDHAYASHANKAR,M,IND,868,0.11%,755924,1199070,796437,66.42%,12,0,OTHERS
9222,1996,TAMIL NADU,NILGIRIS,RAMANUJAM GR,M,IND,795,0.11%,755924,1199070,796437,66.42%,13,0,OTHERS
9223,1996,TAMIL NADU,NILGIRIS,MURUGESAN M,M,IND,744,0.10%,755924,1199070,796437,66.42%,14,0,OTHERS
9224,1996,TAMIL NADU,NILGIRIS,VIJAYAKUMAR P,M,IND,712,0.09%,755924,1199070,796437,66.42%,15,0,OTHERS
9225,1996,TAMIL NADU,NILGIRIS,RPOORANACHANDRAN,M,IND,682,0.09%,755924,1199070,796437,66.42%,16,0,OTHERS
9226,1996,TAMIL NADU,NILGIRIS,JOSEPH D,M,IND,407,0.05%,755924,1199070,796437,66.42%,17,0,OTHERS
9227,1996,TAMIL NADU,NILGIRIS,SMYLESWAMY,M,IND,354,0.05%,755924,1199070,796437,66.42%,18,0,OTHERS
9228,1996,TAMIL NADU,NILGIRIS,MUTHIAH B,M,ATMK,348,0.05%,755924,1199070,796437,66.42%,19,0,OTHERS
9229,1996,TAMIL NADU,NILGIRIS,JOSEPH FRANKEL,M,IND,317,0.04%,755924,1199070,796437,66.42%,20,0,OTHERS
9230,1996,TAMIL NADU,GOBICHETTIPALAYAM,SHANMUGASUNDARAM VP,M,DMK,353982,53.20%,665361,971883,691388,71.14%,1,1,DMK
9231,1996,TAMIL NADU,GOBICHETTIPALAYAM,NARAYANAN PG,M,ADMK,211014,31.71%,665361,971883,691388,71.14%,2,0,OTHERS
9232,1996,TAMIL NADU,GOBICHETTIPALAYAM,NACCHIMUTHU NADAR C,M,PMK,38368,5.77%,665361,971883,691388,71.14%,3,0,OTHERS
9233,1996,TAMIL NADU,GOBICHETTIPALAYAM,PALANISAMY B,M,MDMK,34096,5.12%,665361,971883,691388,71.14%,4,0,OTHERS
9234,1996,TAMIL NADU,GOBICHETTIPALAYAM,CHANDRASEKAR A,M,BJP,11104,1.67%,665361,971883,691388,71.14%,5,0,BJP
9235,1996,TAMIL NADU,GOBICHETTIPALAYAM,PONNUSAMY LP,M,IND,3086,0.46%,665361,971883,691388,71.14%,6,0,OTHERS
9236,1996,TAMIL NADU,GOBICHETTIPALAYAM,NALLAPPANNADI,M,IND,3066,0.46%,665361,971883,691388,71.14%,7,0,OTHERS
9237,1996,TAMIL NADU,GOBICHETTIPALAYAM,SELWAKUMAR PRABHA L,M,IND,1922,0.29%,665361,971883,691388,71.14%,8,0,OTHERS
9238,1996,TAMIL NADU,GOBICHETTIPALAYAM,CHINNAPONNU VATHIYAR VM,M,IND,1595,0.24%,665361,971883,691388,71.14%,9,0,OTHERS
9239,1996,TAMIL NADU,GOBICHETTIPALAYAM,CHANDRASEKAR SP,M,IND,1453,0.22%,665361,971883,691388,71.14%,10,0,OTHERS
9240,1996,TAMIL NADU,GOBICHETTIPALAYAM,DURAI JP,M,IND,1215,0.18%,665361,971883,691388,71.14%,11,0,OTHERS
9241,1996,TAMIL NADU,GOBICHETTIPALAYAM,PACHIAPPAN KR,M,IND,1040,0.16%,665361,971883,691388,71.14%,12,0,OTHERS
9242,1996,TAMIL NADU,GOBICHETTIPALAYAM,NALLASAMY GOUNDER KS,M,IND,912,0.14%,665361,971883,691388,71.14%,13,0,OTHERS
9243,1996,TAMIL NADU,GOBICHETTIPALAYAM,BALASUBRAMANIAN P,M,IND,911,0.14%,665361,971883,691388,71.14%,14,0,OTHERS
9244,1996,TAMIL NADU,GOBICHETTIPALAYAM,RANGASAMY K,M,IND,620,0.09%,665361,971883,691388,71.14%,15,0,OTHERS
9245,1996,TAMIL NADU,GOBICHETTIPALAYAM,PONNUSAMY SRTK,M,IND,551,0.08%,665361,971883,691388,71.14%,16,0,OTHERS
9246,1996,TAMIL NADU,GOBICHETTIPALAYAM,SHEIK DAVOOD AM,M,IND,426,0.06%,665361,971883,691388,71.14%,17,0,OTHERS
9247,1996,TAMIL NADU,COIMBATORE,RAMANATHAN M,M,DMK,463807,56.79%,816665,1317120,848217,64.40%,1,1,DMK
9248,1996,TAMIL NADU,COIMBATORE,KUPPUSWAMY CK,M,INC,201020,24.61%,816665,1317120,848217,64.40%,2,0,OTHERS
9249,1996,TAMIL NADU,COIMBATORE,NATARAJAN PR,M,CPM,85355,10.45%,816665,1317120,848217,64.40%,3,0,LEFT FRONT
9250,1996,TAMIL NADU,COIMBATORE,NATARAJAN KS,M,BJP,43289,5.30%,816665,1317120,848217,64.40%,4,0,BJP
9251,1996,TAMIL NADU,COIMBATORE,GURUSWAMI SIDDHAN,M,ATMK,2873,0.35%,816665,1317120,848217,64.40%,5,0,OTHERS
9252,1996,TAMIL NADU,COIMBATORE,CHELLADURAI P,M,IND,2627,0.32%,816665,1317120,848217,64.40%,6,0,OTHERS
9253,1996,TAMIL NADU,COIMBATORE,TAMILSELVAN S,M,IND,2396,0.29%,816665,1317120,848217,64.40%,7,0,OTHERS
9254,1996,TAMIL NADU,COIMBATORE,SUBARAMANIAM N,M,IND,2270,0.28%,816665,1317120,848217,64.40%,8,0,OTHERS
9255,1996,TAMIL NADU,COIMBATORE,ARUNANKI,M,SHS,1288,0.16%,816665,1317120,848217,64.40%,9,0,BJP AFFILIATED
9256,1996,TAMIL NADU,COIMBATORE,DURAIRAJ G,M,IND,1245,0.15%,816665,1317120,848217,64.40%,10,0,OTHERS
9257,1996,TAMIL NADU,COIMBATORE,SIVASHANMUGAM S,M,IND,1092,0.13%,816665,1317120,848217,64.40%,11,0,OTHERS
9258,1996,TAMIL NADU,COIMBATORE,NOORMUHAMAD A,M,IND,907,0.11%,816665,1317120,848217,64.40%,12,0,OTHERS
9259,1996,TAMIL NADU,COIMBATORE,PALANISAMY S,M,IND,856,0.10%,816665,1317120,848217,64.40%,13,0,OTHERS
9260,1996,TAMIL NADU,COIMBATORE,CHINNAPONNU VATHIYAR VM,M,IND,695,0.09%,816665,1317120,848217,64.40%,14,0,OTHERS
9261,1996,TAMIL NADU,COIMBATORE,SAKTHIVEL M,M,IND,679,0.08%,816665,1317120,848217,64.40%,15,0,OTHERS
9262,1996,TAMIL NADU,COIMBATORE,NATARAJAN RTHIYAGI,M,IND,660,0.08%,816665,1317120,848217,64.40%,16,0,OTHERS
9263,1996,TAMIL NADU,COIMBATORE,SUNDERRAJAN S,M,IND,579,0.07%,816665,1317120,848217,64.40%,17,0,OTHERS
9264,1996,TAMIL NADU,COIMBATORE,KARUPPUSAMYA,M,IND,550,0.07%,816665,1317120,848217,64.40%,18,0,OTHERS
9265,1996,TAMIL NADU,COIMBATORE,RAMCHANDRAN A,M,IND,501,0.06%,816665,1317120,848217,64.40%,19,0,OTHERS
9266,1996,TAMIL NADU,COIMBATORE,THANGAVELU R,M,IND,491,0.06%,816665,1317120,848217,64.40%,20,0,OTHERS
9267,1996,TAMIL NADU,COIMBATORE,RAMASWAMY O,M,SAP,465,0.06%,816665,1317120,848217,64.40%,21,0,BJP AFFILIATED
9268,1996,TAMIL NADU,COIMBATORE,PALANISAMY VRRAJU,M,IND,459,0.06%,816665,1317120,848217,64.40%,22,0,OTHERS
9269,1996,TAMIL NADU,COIMBATORE,RAMASWAMY M,M,IND,392,0.05%,816665,1317120,848217,64.40%,23,0,OTHERS
9270,1996,TAMIL NADU,COIMBATORE,ARUMUGAM CK,M,IND,342,0.04%,816665,1317120,848217,64.40%,24,0,OTHERS
9271,1996,TAMIL NADU,COIMBATORE,JAYABAL A,M,IND,339,0.04%,816665,1317120,848217,64.40%,25,0,OTHERS
9272,1996,TAMIL NADU,COIMBATORE,PRABHAKARAN S,M,IND,339,0.04%,816665,1317120,848217,64.40%,25,0,OTHERS
9273,1996,TAMIL NADU,COIMBATORE,SHANMUGAM D,M,IND,332,0.04%,816665,1317120,848217,64.40%,27,0,OTHERS
9274,1996,TAMIL NADU,COIMBATORE,LOGANATHAN K,M,IND,326,0.04%,816665,1317120,848217,64.40%,28,0,OTHERS
9275,1996,TAMIL NADU,COIMBATORE,PONNUSAMY PK,M,IND,265,0.03%,816665,1317120,848217,64.40%,29,0,OTHERS
9276,1996,TAMIL NADU,COIMBATORE,SAMPATH S,M,IND,226,0.03%,816665,1317120,848217,64.40%,30,0,OTHERS
9277,1996,TAMIL NADU,POLLACHI (SC),KANDASAMY V,M,TMC(M),361743,55.18%,655567,968739,696457,71.89%,1,1,TMC
9278,1996,TAMIL NADU,POLLACHI (SC),ANNA NAMBI R,M,ADMK,222852,33.99%,655567,968739,696457,71.89%,2,0,OTHERS
9279,1996,TAMIL NADU,POLLACHI (SC),RAJAN K N,M,JD,49032,7.48%,655567,968739,696457,71.89%,3,0,NATIONAL FRONT
9280,1996,TAMIL NADU,POLLACHI (SC),ELANGANDHI EK,M,BJP,15123,2.31%,655567,968739,696457,71.89%,4,0,BJP
9281,1996,TAMIL NADU,POLLACHI (SC),NATTARAYAN N,M,IND,1840,0.28%,655567,968739,696457,71.89%,5,0,OTHERS
9282,1996,TAMIL NADU,POLLACHI (SC),VELUSWAMY K,M,IND,1587,0.24%,655567,968739,696457,71.89%,6,0,OTHERS
9283,1996,TAMIL NADU,POLLACHI (SC),RAJAN K,M,IND,1483,0.23%,655567,968739,696457,71.89%,7,0,OTHERS
9284,1996,TAMIL NADU,POLLACHI (SC),THANGAVELU V,M,IND,709,0.11%,655567,968739,696457,71.89%,8,0,OTHERS
9285,1996,TAMIL NADU,POLLACHI (SC),THANGARAJ T,M,IND,436,0.07%,655567,968739,696457,71.89%,9,0,OTHERS
9286,1996,TAMIL NADU,POLLACHI (SC),MUNIAPPAN S,M,IND,406,0.06%,655567,968739,696457,71.89%,10,0,OTHERS
9287,1996,TAMIL NADU,POLLACHI (SC),VELUSWAMY K,M,IND,356,0.05%,655567,968739,696457,71.89%,11,0,OTHERS
9288,1996,TAMIL NADU,PALANI,KAARVENDHAN SK,M,TMC(M),405782,57.43%,706553,1067963,735759,68.89%,1,1,TMC
9289,1996,TAMIL NADU,PALANI,KUMARASAMY P,M,ADMK,213149,30.17%,706553,1067963,735759,68.89%,2,0,OTHERS
9290,1996,TAMIL NADU,PALANI,PONNIYIN SELVAN V,M,MDMK,65489,9.27%,706553,1067963,735759,68.89%,3,0,OTHERS
9291,1996,TAMIL NADU,PALANI,THIRUMALAISAMY K,M,BJP,8873,1.26%,706553,1067963,735759,68.89%,4,0,BJP
9292,1996,TAMIL NADU,PALANI,FRANCIS XAVIER A,M,IND,2829,0.40%,706553,1067963,735759,68.89%,5,0,OTHERS
9293,1996,TAMIL NADU,PALANI,MUTHURAJ R,M,IND,1592,0.23%,706553,1067963,735759,68.89%,6,0,OTHERS
9294,1996,TAMIL NADU,PALANI,BALASUBRAMANIAM K,M,IND,1280,0.18%,706553,1067963,735759,68.89%,7,0,OTHERS
