id,year,statename,lcname,candidate,sex,age,category,party,general,postal,total,electors,polled,rank,win,alliance
2151,2016,Tamil Nadu,Coimbatore (South),KRISHNAKUMAR.R,M,48,GEN,SHS,187,1,188,245307,153533,13,0,OTHERS
2152,2016,Tamil Nadu,Coimbatore (South),"BABU,K.B.",M,63,GEN,NCP,183,0,183,245307,153533,15,0,OTHERS
2153,2016,Tamil Nadu,Coimbatore (South),JEEVALATHA.A,F,39,SC,TMMK,162,2,164,245307,153533,16,0,OTHERS
2154,2016,Tamil Nadu,Coimbatore (South),"ABDUL SALAM,A.",M,46,GEN,IND,97,1,98,245307,153533,17,0,OTHERS
2155,2016,Tamil Nadu,Coimbatore (South),"MOHANRAJ,K.",M,48,SC,IND,79,0,79,245307,153533,18,0,OTHERS
2156,2016,Tamil Nadu,Coimbatore (South),"KUMAR,S.",M,39,GEN,IND,62,0,62,245307,153533,19,0,OTHERS
2157,2016,Tamil Nadu,Coimbatore (South),"MUTHUKUMAR,B.",M,32,GEN,IND,58,0,58,245307,153533,20,0,OTHERS
2158,2016,Tamil Nadu,Singanallur,"KARTHIK, N.",M,52,GEN,DMK,74402,1057,75459,304833,188531,1,1,DMK
2159,2016,Tamil Nadu,Singanallur,"SINGAI MUTHU, N.",M,67,GEN,ADMK,70018,261,70279,304833,188531,2,0,AIADMK
2160,2016,Tamil Nadu,Singanallur,"NANDAKUMAR, C.R.",M,46,GEN,BJP,16537,68,16605,304833,188531,3,0,NDA
2161,2016,Tamil Nadu,Singanallur,"ARJUNARAJ, A.",M,66,GEN,MDMK,10987,48,11035,304833,188531,4,0,MMK
2162,2016,Tamil Nadu,Singanallur,"KALYANASUNDARAM, S.",M,32,GEN,NTK,4325,29,4354,304833,188531,5,0,OTHERS
2163,2016,Tamil Nadu,Singanallur,None of the Above,,,,NOTA,3717,15,3732,304833,188531,6,0,OTHERS
2164,2016,Tamil Nadu,Singanallur,"ASHOK JAYENDAR, P.",M,27,GEN,PMK,2859,6,2865,304833,188531,7,0,OTHERS
2165,2016,Tamil Nadu,Singanallur,"KARTHIKEYAN, N.",M,45,GEN,KMDK,1104,3,1107,304833,188531,8,0,OTHERS
2166,2016,Tamil Nadu,Singanallur,"SHAJAHAN, S.M.",M,42,GEN,WPOI,528,1,529,304833,188531,9,0,OTHERS
2167,2016,Tamil Nadu,Singanallur,"VELLIMALAI, S",M,40,GEN,IND,527,1,528,304833,188531,10,0,OTHERS
2168,2016,Tamil Nadu,Singanallur,"KARTHIK, P.",M,30,SC,IND,354,0,354,304833,188531,11,0,OTHERS
2169,2016,Tamil Nadu,Singanallur,"KRISHNASAMY, P.",M,49,SC,BSP,338,2,340,304833,188531,12,0,OTHERS
2170,2016,Tamil Nadu,Singanallur,"RAGHUL GANDHI, K.",M,27,GEN,IND,332,0,332,304833,188531,13,0,OTHERS
2171,2016,Tamil Nadu,Singanallur,"SARGUNAM, K.",M,67,GEN,GMI,299,7,306,304833,188531,14,0,OTHERS
2172,2016,Tamil Nadu,Singanallur,"ELANGOVAN, K",M,37,GEN,IND,278,0,278,304833,188531,15,0,OTHERS
2173,2016,Tamil Nadu,Singanallur,"MANUPRASATH, M.",M,25,SC,TMMK,160,2,162,304833,188531,16,0,OTHERS
2174,2016,Tamil Nadu,Singanallur,"MANIAN, R.",M,41,GEN,UMK,147,1,148,304833,188531,17,0,OTHERS
2175,2016,Tamil Nadu,Singanallur,"PARTHIBAN, D.",M,36,GEN,IND,118,0,118,304833,188531,18,0,OTHERS
2176,2016,Tamil Nadu,Kinathukadavu,"SHANMUGAM, A.",M,55,GEN,ADMK,88774,268,89042,297116,207989,1,1,AIADMK
2177,2016,Tamil Nadu,Kinathukadavu,KURICHI PRABHAKARAN,M,41,GEN,DMK,86837,873,87710,297116,207989,2,0,DMK
2178,2016,Tamil Nadu,Kinathukadavu,"MUTHURAMALINGAM, V.",M,42,GEN,BJP,11313,41,11354,297116,207989,3,0,NDA
2179,2016,Tamil Nadu,Kinathukadavu,"ESWARAN, V.",M,46,GEN,MDMK,8336,51,8387,297116,207989,4,0,MMK
2180,2016,Tamil Nadu,Kinathukadavu,None of the Above,,,,NOTA,3868,16,3884,297116,207989,5,0,OTHERS
2181,2016,Tamil Nadu,Kinathukadavu,"SELVAKUMAR, U.",M,34,GEN,NTK,1936,10,1946,297116,207989,6,0,OTHERS
2182,2016,Tamil Nadu,Kinathukadavu,"SELVAKUMAR, S.",M,48,GEN,KMDK,1860,3,1863,297116,207989,7,0,OTHERS
2183,2016,Tamil Nadu,Kinathukadavu,"ABDUL KAREEM, M.",M,51,GEN,SDPI,1365,2,1367,297116,207989,8,0,OTHERS
2184,2016,Tamil Nadu,Kinathukadavu,"CHINNASAMI, R.",M,63,GEN,PMK,1258,7,1265,297116,207989,9,0,OTHERS
2185,2016,Tamil Nadu,Kinathukadavu,"MANIMEGALAI, V.",F,30,SC,IND,596,0,596,297116,207989,10,0,OTHERS
2186,2016,Tamil Nadu,Kinathukadavu,"PANNERSELVAM, N.",M,33,SC,WPOI,284,2,286,297116,207989,11,0,OTHERS
2187,2016,Tamil Nadu,Kinathukadavu,"SENTHILKUMAR, R.",M,41,GEN,IND,163,1,164,297116,207989,12,0,OTHERS
2188,2016,Tamil Nadu,Kinathukadavu,"SAJITHKUMAR, D.",M,47,GEN,IND,125,0,125,297116,207989,13,0,OTHERS
2189,2016,Tamil Nadu,Pollachi,POLLACHI V JAYARAMAN,M,62,GEN,ADMK,78353,200,78553,217007,168616,1,1,AIADMK
2190,2016,Tamil Nadu,Pollachi,"TAMILMANI, R.",M,50,GEN,DMK,64505,680,65185,217007,168616,2,0,DMK
2191,2016,Tamil Nadu,Pollachi,"NITHYANANDHAN, K.",M,44,GEN,KMDK,7685,37,7722,217007,168616,3,0,OTHERS
2192,2016,Tamil Nadu,Pollachi,"SIVAKUMAR, R.",M,44,GEN,BJP,5342,21,5363,217007,168616,4,0,NDA
2193,2016,Tamil Nadu,Pollachi,"MUTHUKUMAR, S.",M,46,GEN,DMDK,4879,14,4893,217007,168616,5,0,MMK
2194,2016,Tamil Nadu,Pollachi,None of the Above,,,,NOTA,2245,9,2254,217007,168616,6,0,OTHERS
2195,2016,Tamil Nadu,Pollachi,"UMAMAHESWARI, K.",F,44,GEN,NTK,1362,7,1369,217007,168616,7,0,OTHERS
2196,2016,Tamil Nadu,Pollachi,"TAMILMANI, K.",M,26,SC,IND,807,0,807,217007,168616,8,0,OTHERS
2197,2016,Tamil Nadu,Pollachi,"KANNAPPAN, V.S.",M,63,GEN,PMK,744,3,747,217007,168616,9,0,OTHERS
2198,2016,Tamil Nadu,Pollachi,"MANICKAVEL, R.",M,45,GEN,IND,430,0,430,217007,168616,10,0,OTHERS
2199,2016,Tamil Nadu,Pollachi,"KALAIVANAN, V.",M,32,SC,BSP,308,0,308,217007,168616,11,0,OTHERS
2200,2016,Tamil Nadu,Pollachi,"SELLIMUTHU, N.",M,52,GEN,IND,236,0,236,217007,168616,12,0,OTHERS
2201,2016,Tamil Nadu,Pollachi,"SELVAKUMAR, N.",M,46,GEN,IND,228,0,228,217007,168616,13,0,OTHERS
2202,2016,Tamil Nadu,Pollachi,"MUTHUKUMAR, C.",M,42,GEN,IND,216,0,216,217007,168616,14,0,OTHERS
2203,2016,Tamil Nadu,Pollachi,"VIVEK, S.",M,25,GEN,TMMK,179,0,179,217007,168616,15,0,OTHERS
2204,2016,Tamil Nadu,Pollachi,"SRINIVASAN, K.",M,33,GEN,IND,126,0,126,217007,168616,16,0,OTHERS
2205,2016,Tamil Nadu,Valparai,"KASTHURI VASU, V.",F,57,SC,ADMK,69873,107,69980,196795,143743,1,1,AIADMK
2206,2016,Tamil Nadu,Valparai,"PAULPANDI, T.",M,45,SC,DMK,61137,599,61736,196795,143743,2,0,DMK
2207,2016,Tamil Nadu,Valparai,"MANIBHARATHI, P.",M,51,SC,CPI,3482,12,3494,196795,143743,3,0,MMK
2208,2016,Tamil Nadu,Valparai,"MURUGESAN, P.",M,45,SC,BJP,2558,7,2565,196795,143743,4,0,NDA
2209,2016,Tamil Nadu,Valparai,None of the Above,,,,NOTA,2199,7,2206,196795,143743,5,0,OTHERS
2210,2016,Tamil Nadu,Valparai,"ANBAZHAGAN, K.V.",M,49,SC,KMDK,1283,1,1284,196795,143743,6,0,OTHERS
2211,2016,Tamil Nadu,Valparai,"SARALADEVI, M.",F,34,SC,NTK,1009,10,1019,196795,143743,7,0,OTHERS
2212,2016,Tamil Nadu,Valparai,"SELVARAJ, T.",M,32,SC,IND,642,0,642,196795,143743,8,0,OTHERS
2213,2016,Tamil Nadu,Valparai,"SINGARAVEL, U.",M,39,SC,PMK,577,3,580,196795,143743,9,0,OTHERS
2214,2016,Tamil Nadu,Valparai,"MANIMARAN, K.V.",M,43,SC,WPOI,237,0,237,196795,143743,10,0,OTHERS
2215,2016,Tamil Nadu,Udumalaipettai,RADHAKRISHNAN. K,M,50,GEN,ADMK,81580,237,81817,248679,182917,1,1,AIADMK
2216,2016,Tamil Nadu,Udumalaipettai,MUTHU. MU. KA,M,50,GEN,DMK,75244,886,76130,248679,182917,2,0,DMK
2217,2016,Tamil Nadu,Udumalaipettai,KANDHASAMY. U.K.P.N,M,57,GEN,BJP,7275,64,7339,248679,182917,3,0,NDA
2218,2016,Tamil Nadu,Udumalaipettai,GANESHKUMAR.S,M,54,GEN,DMDK,7054,36,7090,248679,182917,4,0,MMK
2219,2016,Tamil Nadu,Udumalaipettai,RAGUPATHI RAGHAVAN. C,M,52,GEN,KMDK,3546,16,3562,248679,182917,5,0,OTHERS
2220,2016,Tamil Nadu,Udumalaipettai,None of the Above,,,,NOTA,3288,18,3306,248679,182917,6,0,OTHERS
2221,2016,Tamil Nadu,Udumalaipettai,DURAISAMY.P,M,47,GEN,PMK,1960,15,1975,248679,182917,7,0,OTHERS
2222,2016,Tamil Nadu,Udumalaipettai,VELUSAMY.P,M,41,SC,BSP,819,3,822,248679,182917,8,0,OTHERS
2223,2016,Tamil Nadu,Udumalaipettai,PRABHU.D,M,28,SC,IND,445,0,445,248679,182917,9,0,OTHERS
2224,2016,Tamil Nadu,Udumalaipettai,AMSAVENI.R,F,38,SC,IND,431,0,431,248679,182917,10,0,OTHERS
2225,2016,Tamil Nadu,Madathukulam,JAYARAMAKRISHNAN R,M,49,GEN,DMK,75959,660,76619,225451,171544,1,1,DMK
2226,2016,Tamil Nadu,Madathukulam,MANOHARAN K,M,62,GEN,ADMK,74789,163,74952,225451,171544,2,0,AIADMK
2227,2016,Tamil Nadu,Madathukulam,MAHESWARI A S,F,54,GEN,TMC(M),6191,17,6208,225451,171544,3,0,MMK
2228,2016,Tamil Nadu,Madathukulam,MUTHUKUMAR A,M,32,GEN,BJP,2607,12,2619,225451,171544,4,0,NDA
2229,2016,Tamil Nadu,Madathukulam,RAVICHANDRAN A,M,51,GEN,PMK,2428,15,2443,225451,171544,5,0,OTHERS
2230,2016,Tamil Nadu,Madathukulam,None of the Above,,,,NOTA,2145,2,2147,225451,171544,6,0,OTHERS
2231,2016,Tamil Nadu,Madathukulam,KUMARAGURUBARAN,M,43,GEN,KMDK,1566,7,1573,225451,171544,7,0,OTHERS
2232,2016,Tamil Nadu,Madathukulam,MANOHARAN S,M,49,GEN,IND,1449,1,1450,225451,171544,8,0,OTHERS
2233,2016,Tamil Nadu,Madathukulam,RAVISHANKAR C,M,26,GEN,NTK,972,8,980,225451,171544,9,0,OTHERS
2234,2016,Tamil Nadu,Madathukulam,ALAVUDEEN S,M,34,GEN,BSP,782,1,783,225451,171544,10,0,OTHERS
2235,2016,Tamil Nadu,Madathukulam,VEERAMANICKAM S,M,54,SC,IND,568,1,569,225451,171544,11,0,OTHERS
2236,2016,Tamil Nadu,Madathukulam,MANOHARAN D,M,52,GEN,IND,399,0,399,225451,171544,12,0,OTHERS
2237,2016,Tamil Nadu,Madathukulam,ARUNACHALAM N,M,40,SC,IND,299,0,299,225451,171544,13,0,OTHERS
2238,2016,Tamil Nadu,Madathukulam,NARAYANAN T,M,45,SC,TMMK,268,2,270,225451,171544,14,0,OTHERS
2239,2016,Tamil Nadu,Madathukulam,SURESH PANDIAN S,M,27,GEN,SMK,233,0,233,225451,171544,15,0,OTHERS
2240,2016,Tamil Nadu,Palani,SENTHILKUMAR I P,M,37,GEN,DMK,98970,1075,100045,257151,197474,1,1,DMK
2241,2016,Tamil Nadu,Palani,KUMARASAMY P,M,68,GEN,ADMK,74151,308,74459,257151,197474,2,0,AIADMK
2242,2016,Tamil Nadu,Palani,RAJAMANICKAM V,M,56,GEN,CPM,9584,103,9687,257151,197474,3,0,OTHERS
2243,2016,Tamil Nadu,Palani,KANAGARAJ N,M,36,GEN,BJP,4060,32,4092,257151,197474,4,0,NDA
2244,2016,Tamil Nadu,Palani,None of the Above,,,,NOTA,1436,24,1460,257151,197474,5,0,OTHERS
2245,2016,Tamil Nadu,Palani,KYZER A,M,38,GEN,SDPI,1366,4,1370,257151,197474,6,0,OTHERS
2246,2016,Tamil Nadu,Palani,VINOTH RAJASEKARAN G,M,28,GEN,NTK,871,5,876,257151,197474,7,0,OTHERS
2247,2016,Tamil Nadu,Palani,SIVAKUMAR T,M,29,GEN,IND,594,0,594,257151,197474,8,0,OTHERS
2248,2016,Tamil Nadu,Palani,NAGENDRAN P,M,50,SC,BSP,584,3,587,257151,197474,9,0,OTHERS
2249,2016,Tamil Nadu,Palani,MADURAI VEERAN K A,M,61,GEN,IND,580,0,580,257151,197474,10,0,OTHERS
2250,2016,Tamil Nadu,Palani,MAHESWARAN P,M,46,GEN,IND,572,0,572,257151,197474,11,0,OTHERS
2251,2016,Tamil Nadu,Palani,NAGARAJAN B,M,46,GEN,PMK,488,2,490,257151,197474,12,0,OTHERS
2252,2016,Tamil Nadu,Palani,CHINNARAJ A,M,63,GEN,IND,444,1,445,257151,197474,13,0,OTHERS
2253,2016,Tamil Nadu,Palani,MOHAMED JABBAR M,M,45,GEN,IND,348,0,348,257151,197474,14,0,OTHERS
2254,2016,Tamil Nadu,Palani,SICKANDER K,M,26,GEN,IND,345,0,345,257151,197474,15,0,OTHERS
2255,2016,Tamil Nadu,Palani,SIRAJDEEN N,M,26,GEN,IND,343,0,343,257151,197474,16,0,OTHERS
2256,2016,Tamil Nadu,Palani,KRISHNAMOORTHI R,M,46,GEN,KMDK,222,2,224,257151,197474,17,0,OTHERS
2257,2016,Tamil Nadu,Palani,KUMARESAN S,M,31,GEN,IND,192,0,192,257151,197474,18,0,OTHERS
2258,2016,Tamil Nadu,Palani,SUNDARAM C,M,48,GEN,IND,184,0,184,257151,197474,19,0,OTHERS
2259,2016,Tamil Nadu,Palani,MANOHARAN K,M,44,GEN,IND,152,0,152,257151,197474,20,0,OTHERS
2260,2016,Tamil Nadu,Palani,RAVI PAUL G,M,49,GEN,ICF,124,0,124,257151,197474,21,0,OTHERS
2261,2016,Tamil Nadu,Palani,THANGAPANDIYAN R,M,45,SC,IND,107,0,107,257151,197474,22,0,OTHERS
2262,2016,Tamil Nadu,Palani,KAJA A,M,40,GEN,IND,102,1,103,257151,197474,23,0,OTHERS
2263,2016,Tamil Nadu,Palani,MUTHU KARUPPANAN M,M,62,GEN,IND,95,0,95,257151,197474,24,0,OTHERS
2264,2016,Tamil Nadu,Oddanchatram,SAKKARAPANI R,M,55,GEN,DMK,120681,1034,121715,223074,189414,1,1,DMK
2265,2016,Tamil Nadu,Oddanchatram,KITTUSAMY K,M,59,GEN,ADMK,55755,233,55988,223074,189414,2,0,AIADMK
2266,2016,Tamil Nadu,Oddanchatram,SANTHANAM K,M,51,GEN,CPI,3646,38,3684,223074,189414,3,0,MMK
2267,2016,Tamil Nadu,Oddanchatram,PALANISAMY S.K,M,49,GEN,BJP,1894,15,1909,223074,189414,4,0,NDA
2268,2016,Tamil Nadu,Oddanchatram,None of the Above,,,,NOTA,1268,6,1274,223074,189414,5,0,OTHERS
2269,2016,Tamil Nadu,Oddanchatram,MUTHUKUMAR K,M,41,GEN,IND,1050,0,1050,223074,189414,6,0,OTHERS
2270,2016,Tamil Nadu,Oddanchatram,ARUMUGAM M,M,49,GEN,NCP,701,0,701,223074,189414,7,0,OTHERS
2271,2016,Tamil Nadu,Oddanchatram,SELVAKUMAR K,M,36,GEN,NTK,603,8,611,223074,189414,8,0,OTHERS
2272,2016,Tamil Nadu,Oddanchatram,VELLIYANGIRI S,M,48,GEN,IND,447,0,447,223074,189414,9,0,OTHERS
2273,2016,Tamil Nadu,Oddanchatram,MARIMUTHU T S,M,35,GEN,IND,435,0,435,223074,189414,10,0,OTHERS
2274,2016,Tamil Nadu,Oddanchatram,MOHAMED NAINER M,M,29,GEN,IND,420,0,420,223074,189414,11,0,OTHERS
2275,2016,Tamil Nadu,Oddanchatram,ARULANANTHAN P,M,42,GEN,KMDK,368,8,376,223074,189414,12,0,OTHERS
2276,2016,Tamil Nadu,Oddanchatram,SHANMUGAM K,M,48,GEN,PMK,364,3,367,223074,189414,13,0,OTHERS
2277,2016,Tamil Nadu,Oddanchatram,SAKTHIVEL A,M,31,GEN,IND,258,0,258,223074,189414,14,0,OTHERS
2278,2016,Tamil Nadu,Oddanchatram,CHELLAMUTHU K,M,51,GEN,IND,92,1,93,223074,189414,15,0,OTHERS
2279,2016,Tamil Nadu,Oddanchatram,SHANMUGAVEL P,M,60,GEN,IND,86,0,86,223074,189414,16,0,OTHERS
2280,2016,Tamil Nadu,Athoor,PERIYASAMY I,M,64,GEN,DMK,120492,1246,121738,268876,229252,1,1,DMK
2281,2016,Tamil Nadu,Athoor,VISWANATHAN R NATHAM,M,66,GEN,ADMK,94234,357,94591,268876,229252,2,0,AIADMK
2282,2016,Tamil Nadu,Athoor,PACKIYA SELVARAJ M,M,39,GEN,DMDK,3713,28,3741,268876,229252,3,0,MMK
2283,2016,Tamil Nadu,Athoor,None of the Above,,,,NOTA,2097,8,2105,268876,229252,4,0,OTHERS
2284,2016,Tamil Nadu,Athoor,ILANCHEZHIYAN S.P,M,47,GEN,BJP,1342,23,1365,268876,229252,5,0,NDA
2285,2016,Tamil Nadu,Athoor,MARIAGUNASEKARAN R,M,47,GEN,NTK,1001,12,1013,268876,229252,6,0,OTHERS
2286,2016,Tamil Nadu,Athoor,NIRMALA GNANASOUNDARI I,F,48,GEN,PMK,661,10,671,268876,229252,7,0,OTHERS
2287,2016,Tamil Nadu,Athoor,ARUMUGAM K,M,41,SC,LJP,650,0,650,268876,229252,8,0,OTHERS
2288,2016,Tamil Nadu,Athoor,VISWANATHAN M,M,39,GEN,IND,632,0,632,268876,229252,9,0,OTHERS
2289,2016,Tamil Nadu,Athoor,PALRAJ R,M,33,GEN,IND,521,0,521,268876,229252,10,0,OTHERS
2290,2016,Tamil Nadu,Athoor,PERIYASAMY M,M,51,SC,IND,446,0,446,268876,229252,11,0,OTHERS
2291,2016,Tamil Nadu,Athoor,BALAMURUGAN A,M,26,SC,BSP,418,1,419,268876,229252,12,0,OTHERS
2292,2016,Tamil Nadu,Athoor,KARUPPUSAMY P,M,46,SC,IND,416,0,416,268876,229252,13,0,OTHERS
2293,2016,Tamil Nadu,Athoor,PEYATHEVAR A,M,58,GEN,AIFB,226,1,227,268876,229252,14,0,OTHERS
2294,2016,Tamil Nadu,Athoor,SHANMUGAM V,M,49,SC,IND,149,1,150,268876,229252,15,0,OTHERS
2295,2016,Tamil Nadu,Athoor,SANKAR D,M,34,GEN,IND,124,3,127,268876,229252,16,0,OTHERS
2296,2016,Tamil Nadu,Athoor,PARAMAN A,M,42,SC,TMMK,126,0,126,268876,229252,17,0,OTHERS
2297,2016,Tamil Nadu,Athoor,SELVAKUMAR R,M,42,GEN,KMDK,123,1,124,268876,229252,18,0,OTHERS
2298,2016,Tamil Nadu,Athoor,MURUGANANTHAM C,M,38,GEN,IND,117,0,117,268876,229252,19,0,OTHERS
2299,2016,Tamil Nadu,Athoor,TAMIL NESAN R,M,42,SC,TAVK,73,0,73,268876,229252,20,0,OTHERS
2300,2016,Tamil Nadu,Nilakkottai,THANGATHURAI R,M,59,SC,ADMK,85116,391,85507,218582,174541,1,1,AIADMK
2301,2016,Tamil Nadu,Nilakkottai,ANBAZHAGAN M,M,52,SC,DMK,69617,1114,70731,218582,174541,2,0,DMK
2302,2016,Tamil Nadu,Nilakkottai,RAMASAMY K,M,51,SC,DMDK,7609,57,7666,218582,174541,3,0,MMK
2303,2016,Tamil Nadu,Nilakkottai,ALAGUMANI R,M,60,SC,BJP,2534,31,2565,218582,174541,4,0,NDA
2304,2016,Tamil Nadu,Nilakkottai,RAMOORTHY N,M,48,SC,PMK,2158,43,2201,218582,174541,5,0,OTHERS
2305,2016,Tamil Nadu,Nilakkottai,None of the Above,,,,NOTA,1805,14,1819,218582,174541,6,0,OTHERS
2306,2016,Tamil Nadu,Nilakkottai,SANGILIPANDIAN A,M,35,SC,NTK,1183,21,1204,218582,174541,7,0,OTHERS
2307,2016,Tamil Nadu,Nilakkottai,SARAVANAKUMAR P,M,34,SC,BSP,746,0,746,218582,174541,8,0,OTHERS
2308,2016,Tamil Nadu,Nilakkottai,RAJENDIRAN V,M,56,SC,AIFB,700,3,703,218582,174541,9,0,OTHERS
2309,2016,Tamil Nadu,Nilakkottai,MENAKA P,F,28,SC,IND,439,1,440,218582,174541,10,0,OTHERS
2310,2016,Tamil Nadu,Nilakkottai,ILAVARASI BALASUNDARAM B,F,60,SC,IND,306,1,307,218582,174541,11,0,OTHERS
2311,2016,Tamil Nadu,Nilakkottai,KARTHIK C,M,26,SC,IND,226,1,227,218582,174541,12,0,OTHERS
2312,2016,Tamil Nadu,Nilakkottai,ANBAZHAGAN P,M,28,SC,IND,188,0,188,218582,174541,13,0,OTHERS
2313,2016,Tamil Nadu,Nilakkottai,ALAGUMALAI P,M,45,SC,IND,135,4,139,218582,174541,14,0,OTHERS
2314,2016,Tamil Nadu,Nilakkottai,SELVARAJ S,M,54,SC,LJP,98,0,98,218582,174541,15,0,OTHERS
2315,2016,Tamil Nadu,Natham,ANDI AMBALAM M.A,M,60,GEN,DMK,92996,826,93822,258718,207011,1,1,DMK
2316,2016,Tamil Nadu,Natham,SHAJAHAN S,M,67,GEN,ADMK,91448,264,91712,258718,207011,2,0,AIADMK
2317,2016,Tamil Nadu,Natham,KARTHIKEYAN G,M,50,GEN,DMDK,9326,47,9373,258718,207011,3,0,MMK
2318,2016,Tamil Nadu,Natham,SIVASANKARAN V.DR,M,30,GEN,NTK,2375,18,2393,258718,207011,4,0,OTHERS
2319,2016,Tamil Nadu,Natham,None of the Above,,,,NOTA,1835,9,1844,258718,207011,5,0,OTHERS
2320,2016,Tamil Nadu,Natham,VADIVEL M,M,36,SC,IND,1182,0,1182,258718,207011,6,0,OTHERS
2321,2016,Tamil Nadu,Natham,SEERANGAN K,M,56,GEN,PMK,1150,5,1155,258718,207011,7,0,OTHERS
2322,2016,Tamil Nadu,Natham,MURUGASAN C,M,38,SC,IND,1065,0,1065,258718,207011,8,0,OTHERS
2323,2016,Tamil Nadu,Natham,SANDHANAKRISHAN M,M,45,GEN,IJK,1043,1,1044,258718,207011,9,0,NDA
2324,2016,Tamil Nadu,Natham,KRISNAMOORTHI P,M,38,SC,BSP,648,1,649,258718,207011,10,0,OTHERS
2325,2016,Tamil Nadu,Natham,BALAMURUGAN T,M,31,GEN,IND,550,0,550,258718,207011,11,0,OTHERS
2326,2016,Tamil Nadu,Natham,JEYAPAL R,M,37,GEN,IND,347,1,348,258718,207011,12,0,OTHERS
2327,2016,Tamil Nadu,Natham,ALAGU A,M,50,GEN,IND,335,0,335,258718,207011,13,0,OTHERS
2328,2016,Tamil Nadu,Natham,SENTHILVELU V,M,35,GEN,IND,312,2,314,258718,207011,14,0,OTHERS
2329,2016,Tamil Nadu,Natham,PANDI C,M,26,GEN,RSPS,258,1,259,258718,207011,15,0,OTHERS
2330,2016,Tamil Nadu,Natham,PONNAN K,M,41,SC,IND,258,0,258,258718,207011,16,0,OTHERS
2331,2016,Tamil Nadu,Natham,BALAGURU R,M,28,GEN,IND,228,0,228,258718,207011,17,0,OTHERS
2332,2016,Tamil Nadu,Natham,PITCHAIMUTHU M,M,42,SC,IND,206,0,206,258718,207011,18,0,OTHERS
2333,2016,Tamil Nadu,Natham,VENKATESAN G,M,44,GEN,IND,163,0,163,258718,207011,19,0,OTHERS
2334,2016,Tamil Nadu,Natham,CHINNADURAI M,M,44,GEN,IND,111,0,111,258718,207011,20,0,OTHERS
2335,2016,Tamil Nadu,Dindigul,SREENIVASAN C,M,68,GEN,ADMK,90791,622,91413,248751,185419,1,1,AIADMK
2336,2016,Tamil Nadu,Dindigul,BASHEER AHAMED M,M,60,GEN,DMK,68549,2145,70694,248751,185419,2,0,DMK
2337,2016,Tamil Nadu,Dindigul,PANDI N,M,58,GEN,CPM,8519,138,8657,248751,185419,3,0,OTHERS
2338,2016,Tamil Nadu,Dindigul,THIRUMALAI BALAJI T.A,M,43,GEN,BJP,5023,56,5079,248751,185419,4,0,NDA
2339,2016,Tamil Nadu,Dindigul,None of the Above,,,,NOTA,2754,29,2783,248751,185419,5,0,OTHERS
2340,2016,Tamil Nadu,Dindigul,PARASURAMAN R,M,40,GEN,PMK,2678,40,2718,248751,185419,6,0,OTHERS
2341,2016,Tamil Nadu,Dindigul,GANESAN M.P,M,54,GEN,NTK,2209,18,2227,248751,185419,7,0,OTHERS
2342,2016,Tamil Nadu,Dindigul,ARASUR MANOHARAN S,M,59,GEN,BSP,423,6,429,248751,185419,8,0,OTHERS
2343,2016,Tamil Nadu,Dindigul,HAKKIM RAJA A,M,26,GEN,IND,413,1,414,248751,185419,9,0,OTHERS
2344,2016,Tamil Nadu,Dindigul,BALAJI C.K,M,45,GEN,SHS,259,2,261,248751,185419,10,0,OTHERS
2345,2016,Tamil Nadu,Dindigul,NAVANEETHAKANNAN R,M,25,GEN,IND,226,2,228,248751,185419,11,0,OTHERS
2346,2016,Tamil Nadu,Dindigul,THOMAS A,M,63,GEN,IND,159,1,160,248751,185419,12,0,OTHERS
2347,2016,Tamil Nadu,Dindigul,SELVARAJ M,M,41,GEN,IND,137,2,139,248751,185419,13,0,OTHERS
2348,2016,Tamil Nadu,Dindigul,SRINIVASAN K,M,56,GEN,IND,88,0,88,248751,185419,14,0,OTHERS
2349,2016,Tamil Nadu,Dindigul,PHILLIPDASS A,M,41,GEN,TAVK,77,1,78,248751,185419,15,0,OTHERS
2350,2016,Tamil Nadu,Dindigul,KUMARAPPAN R,M,42,GEN,IND,51,0,51,248751,185419,16,0,OTHERS
2351,2016,Tamil Nadu,Vedasandur,PARAMASIVAM V.P.B,M,36,GEN,ADMK,97184,371,97555,246548,198558,1,1,AIADMK
2352,2016,Tamil Nadu,Vedasandur,SIVASAKTHIVEL GOUNDER R,M,68,GEN,INC,76954,663,77617,246548,198558,2,0,DMK
2353,2016,Tamil Nadu,Vedasandur,BALU S.R.K,M,50,GEN,DMDK,12389,56,12445,246548,198558,3,0,MMK
2354,2016,Tamil Nadu,Vedasandur,KANNAN R,M,35,GEN,IND,2486,26,2512,246548,198558,4,0,OTHERS
2355,2016,Tamil Nadu,Vedasandur,None of the Above,,,,NOTA,2248,8,2256,246548,198558,5,0,OTHERS
2356,2016,Tamil Nadu,Vedasandur,PALANICHAMY M,M,58,SC,BSP,1263,1,1264,246548,198558,6,0,OTHERS
2357,2016,Tamil Nadu,Vedasandur,VENGADASH S,M,37,GEN,IND,1206,0,1206,246548,198558,7,0,OTHERS
2358,2016,Tamil Nadu,Vedasandur,MOHANRAJ S,M,30,GEN,NTK,926,6,932,246548,198558,8,0,OTHERS
2359,2016,Tamil Nadu,Vedasandur,RAVI K,M,42,GEN,IND,481,0,481,246548,198558,9,0,OTHERS
