year,statename,lcname,category,candidate,sex,age,party,total,rank,electors,polled,win,alliance
2013,NCT of Delhi,TRILOKPURI,SC,None of the Above,NULL,NULL,NOTA,666,6,163933,113279,0,OTHERS
2013,NCT of Delhi,TRILOKPURI,SC,PADAM CHAND,M,60,IND,152,13,163933,113279,0,OTHERS
2013,NCT of Delhi,TRILOKPURI,SC,PRITAM,M,46,JD(U),640,7,163933,113279,0,JD(U)
2013,NCT of Delhi,TRILOKPURI,SC,RAJU,M,39,AAAP,44082,1,163933,113279,1,AAAP
2013,NCT of Delhi,TRILOKPURI,SC,SATPAL SINGH,M,45,IPP,197,11,163933,113279,0,OTHERS
2013,NCT of Delhi,TRILOKPURI,SC,SUBHASH CHAND,M,38,IND,212,9,163933,113279,0,OTHERS
2013,NCT of Delhi,TRILOKPURI,SC,SUNIL KUMAR,M,46,BJP,26397,2,163933,113279,0,BJP
2013,NCT of Delhi,TRILOKPURI,SC,VIJAY PAL,M,47,BSP,16099,4,163933,113279,0,OTHERS
2013,NCT of Delhi,KONDLI,SC,AMRISH SINGH GAUTAM,M,56,INC,24730,3,159331,107939,0,INC
2013,NCT of Delhi,KONDLI,SC,CHAMAN KUMAR,M,38,BSP,14988,4,159331,107939,0,OTHERS
2013,NCT of Delhi,KONDLI,SC,DHARMENDRA DHORIWAL,M,39,aicp,131,10,159331,107939,0,OTHERS
2013,NCT of Delhi,KONDLI,SC,DUSHYANT KUMAR GAUTAM,M,56,BJP,29373,2,159331,107939,0,BJP
2013,NCT of Delhi,KONDLI,SC,GURBACHAN SINGH,M,69,RPIE,574,6,159331,107939,0,OTHERS
2013,NCT of Delhi,KONDLI,SC,JITENDRA KAPIL,M,42,IND,153,9,159331,107939,0,OTHERS
2013,NCT of Delhi,KONDLI,SC,MANOJ KUMAR,M,34,AAAP,36863,1,159331,107939,1,AAAP
2013,NCT of Delhi,KONDLI,SC,None of the Above,NULL,NULL,NOTA,647,5,159331,107939,0,OTHERS
2013,NCT of Delhi,KONDLI,SC,RAMRUP,M,44,CPI(ML)(L),203,8,159331,107939,0,OTHERS
2013,NCT of Delhi,KONDLI,SC,REKHA,F,40,PBI,232,7,159331,107939,0,OTHERS
2013,NCT of Delhi,PATPARGANJ,GEN,ANIL KUMAR,M,37,INC,28067,3,189183,120977,0,INC
2013,NCT of Delhi,PATPARGANJ,GEN,IRSHAD ALI,M,53,BSP,2127,4,189183,120977,0,OTHERS
2013,NCT of Delhi,PATPARGANJ,GEN,KEHAR SINGH,M,57,CPI,362,6,189183,120977,0,OTHERS
2013,NCT of Delhi,PATPARGANJ,GEN,KUNWAR PAL SINGH,M,57,kajp,162,9,189183,120977,0,OTHERS
2013,NCT of Delhi,PATPARGANJ,GEN,MANISH SISODIA,M,41,AAAP,50211,1,189183,120977,1,AAAP
2013,NCT of Delhi,PATPARGANJ,GEN,NAIM KHAN,M,44,IND,54,12,189183,120977,0,OTHERS
2013,NCT of Delhi,PATPARGANJ,GEN,NAKUL BHARDWAJ,M,33,BJP,38735,2,189183,120977,0,BJP
2013,NCT of Delhi,PATPARGANJ,GEN,None of the Above,NULL,NULL,NOTA,475,5,189183,120977,0,OTHERS
2013,NCT of Delhi,PATPARGANJ,GEN,RAJ KISHOR,M,38,AP,264,7,189183,120977,0,OTHERS
2013,NCT of Delhi,PATPARGANJ,GEN,RAJPAL SINGH,M,41,IND,97,11,189183,120977,0,OTHERS
2013,NCT of Delhi,PATPARGANJ,GEN,SAR VENDRA SINGH PAL,M,41,NCP,206,8,189183,120977,0,OTHERS
2013,NCT of Delhi,PATPARGANJ,GEN,VINOD KUMAR SINGH GAUTAM,M,45,CPI(ML)(L),146,10,189183,120977,0,OTHERS
2013,NCT of Delhi,LAXMI NAGAR,GEN,ABHAY KUMAR VERMA,M,40,BJP,33849,3,182858,118314,0,BJP
2013,NCT of Delhi,LAXMI NAGAR,GEN,AJITA MALL,F,42,IND,119,9,182858,118314,0,OTHERS
2013,NCT of Delhi,LAXMI NAGAR,GEN,ASHOK KUMAR WALIA,M,64,INC,35300,2,182858,118314,0,INC
2013,NCT of Delhi,LAXMI NAGAR,GEN,DUSHYANT NAGAR,M,26,SP,136,8,182858,118314,0,OTHERS
2013,NCT of Delhi,LAXMI NAGAR,GEN,JAY RAM,M,48,JD(U),91,11,182858,118314,0,JD(U)
2013,NCT of Delhi,LAXMI NAGAR,GEN,MANOJ KUMAR GUPTA,M,36,IND,103,10,182858,118314,0,OTHERS
2013,NCT of Delhi,LAXMI NAGAR,GEN,MOHAMMED NAEEM,M,37,IND,3410,4,182858,118314,0,OTHERS
2013,NCT of Delhi,LAXMI NAGAR,GEN,MOOL CHAND,M,59,BSP,1275,5,182858,118314,0,OTHERS
2013,NCT of Delhi,LAXMI NAGAR,GEN,MURARI LAL PARJAPATI,M,68,IDP,41,14,182858,118314,0,OTHERS
2013,NCT of Delhi,LAXMI NAGAR,GEN,None of the Above,NULL,NULL,NOTA,562,6,182858,118314,0,OTHERS
2013,NCT of Delhi,LAXMI NAGAR,GEN,RAJEEV KUMAR,M,42,IND,76,12,182858,118314,0,OTHERS
2013,NCT of Delhi,LAXMI NAGAR,GEN,RIFAKAT ALI,M,67,bjdi,43,13,182858,118314,0,OTHERS
2013,NCT of Delhi,LAXMI NAGAR,GEN,VIKRAM NIJHAWAN,M,36,aicp,183,7,182858,118314,0,OTHERS
2013,NCT of Delhi,LAXMI NAGAR,GEN,VINOD KUMAR BINNY,M,39,AAAP,43052,1,182858,118314,1,AAAP
2013,NCT of Delhi,VISHWAS NAGAR,GEN,DR. ATUL GUPTA,M,55,AAAP,30388,3,175882,117999,0,AAAP
2013,NCT of Delhi,VISHWAS NAGAR,GEN,NASEEB SINGH,M,46,INC,37002,2,175882,117999,0,INC
2013,NCT of Delhi,VISHWAS NAGAR,GEN,None of the Above,NULL,NULL,NOTA,591,6,175882,117999,0,OTHERS
2013,NCT of Delhi,VISHWAS NAGAR,GEN,OM PRAKASH SHARMA,M,60,BJP,44801,1,175882,117999,1,BJP
2013,NCT of Delhi,VISHWAS NAGAR,GEN,SHAUKAT ALI,M,63,IND,166,7,175882,117999,0,OTHERS
2013,NCT of Delhi,VISHWAS NAGAR,GEN,SUDESH KUMAR JAIN,M,53,BSP,1652,5,175882,117999,0,OTHERS
2013,NCT of Delhi,VISHWAS NAGAR,GEN,USHA SURYAN,F,50,IND,3221,4,175882,117999,0,OTHERS
2013,NCT of Delhi,VISHWAS NAGAR,GEN,VIJAY KUMAR SHARMA,M,40,IND,87,8,175882,117999,0,OTHERS
2013,NCT of Delhi,KRISHNA NAGAR,GEN,AJAY SURYAVANSHI,M,43,IND,63,10,175153,118714,0,OTHERS
2013,NCT of Delhi,KRISHNA NAGAR,GEN,DR VINOD KUMAR MONGA,M,61,INC,26072,2,175153,118714,0,INC
2013,NCT of Delhi,KRISHNA NAGAR,GEN,DR. HARSH VARDHAN,M,58,BJP,69222,1,175153,118714,1,BJP
2013,NCT of Delhi,KRISHNA NAGAR,GEN,ISHRAT ALI ANSARI,M,63,AAAP,17498,3,175153,118714,0,AAAP
2013,NCT of Delhi,KRISHNA NAGAR,GEN,NAYEEM ABBAS,M,35,BSP,1820,5,175153,118714,0,OTHERS
2013,NCT of Delhi,KRISHNA NAGAR,GEN,None of the Above,NULL,NULL,NOTA,587,6,175153,118714,0,OTHERS
2013,NCT of Delhi,KRISHNA NAGAR,GEN,RAJESH,M,45,ANC,165,8,175153,118714,0,OTHERS
2013,NCT of Delhi,KRISHNA NAGAR,GEN,SAHRUR,F,37,IND,2876,4,175153,118714,0,OTHERS
2013,NCT of Delhi,KRISHNA NAGAR,GEN,SALMA,F,36,SP,275,7,175153,118714,0,OTHERS
2013,NCT of Delhi,KRISHNA NAGAR,GEN,VIJAY KUMAR ARORA,M,49,IND,86,9,175153,118714,0,OTHERS
2013,NCT of Delhi,GANDHI NAGAR,GEN,ANAND MOHAN SINGH,M,45,PHRC,105,8,153167,100883,0,OTHERS
2013,NCT of Delhi,GANDHI NAGAR,GEN,ANIL KUMAR BAJPAI,M,56,AAAP,16546,3,153167,100883,0,AAAP
2013,NCT of Delhi,GANDHI NAGAR,GEN,ARVINDER SINGH LOVELY,M,44,INC,48897,1,153167,100883,1,INC
2013,NCT of Delhi,GANDHI NAGAR,GEN,BHASKAR GUPTA,M,38,IND,130,7,153167,100883,0,OTHERS
2013,NCT of Delhi,GANDHI NAGAR,GEN,DIWAKAR,M,25,SP,103,9,153167,100883,0,OTHERS
2013,NCT of Delhi,GANDHI NAGAR,GEN,JAI KISHAN,M,26,IND,63,13,153167,100883,0,OTHERS
2013,NCT of Delhi,GANDHI NAGAR,GEN,NAFIS AHMED,M,62,PECP,1193,4,153167,100883,0,OTHERS
2013,NCT of Delhi,GANDHI NAGAR,GEN,NEERAJ SHARMA,M,41,IND,76,10,153167,100883,0,OTHERS
2013,NCT of Delhi,GANDHI NAGAR,GEN,None of the Above,NULL,NULL,NOTA,531,6,153167,100883,0,OTHERS
2013,NCT of Delhi,GANDHI NAGAR,GEN,OM PAL SINGH,M,42,BSP,1105,5,153167,100883,0,OTHERS
2013,NCT of Delhi,GANDHI NAGAR,GEN,PARDEEP KUMAR DUBEY,M,32,IND,58,14,153167,100883,0,OTHERS
2013,NCT of Delhi,GANDHI NAGAR,GEN,RAJESH KUMAR,M,33,IND,64,12,153167,100883,0,OTHERS
2013,NCT of Delhi,GANDHI NAGAR,GEN,RAMESH CHAND JAIN,M,57,BJP,31936,2,153167,100883,0,BJP
2013,NCT of Delhi,GANDHI NAGAR,GEN,VIJAY SINGH,M,37,SHS,70,11,153167,100883,0,OTHERS
2013,NCT of Delhi,SHAHDARA,GEN,ACHAL SHARMA,M,26,IND,2725,4,156148,105624,0,OTHERS
2013,NCT of Delhi,SHAHDARA,GEN,AKEEL,M,36,SP,132,9,156148,105624,0,OTHERS
2013,NCT of Delhi,SHAHDARA,GEN,BALBIR SINGH,M,39,AAAP,23512,3,156148,105624,0,AAAP
2013,NCT of Delhi,SHAHDARA,GEN,BHIM SINGH,M,67,BSP,2239,5,156148,105624,0,OTHERS
2013,NCT of Delhi,SHAHDARA,GEN,ISHWAR DASS,M,52,IND,89,12,156148,105624,0,OTHERS
2013,NCT of Delhi,SHAHDARA,GEN,JITENDER SINGH SHUNTY,M,51,BJP,45364,1,156148,105624,1,BJP
2013,NCT of Delhi,SHAHDARA,GEN,NARENDER NATH,M,69,INC,30247,2,156148,105624,0,INC
2013,NCT of Delhi,SHAHDARA,GEN,NIKUNJ SHARMA,M,27,NCP,229,8,156148,105624,0,OTHERS
2013,NCT of Delhi,SHAHDARA,GEN,None of the Above,NULL,NULL,NOTA,595,6,156148,105624,0,OTHERS
2013,NCT of Delhi,SHAHDARA,GEN,RAM KANWAR,M,64,CPM,121,11,156148,105624,0,OTHERS
2013,NCT of Delhi,SHAHDARA,GEN,TASAVVAR,M,29,IDP,230,7,156148,105624,0,OTHERS
2013,NCT of Delhi,SHAHDARA,GEN,VANDANA,F,37,IND,124,10,156148,105624,0,OTHERS
2013,NCT of Delhi,SEEMA PURI,SC,ANGAN LAL,M,43,RPIE,131,12,157639,114486,0,OTHERS
2013,NCT of Delhi,SEEMA PURI,SC,DEEP MALA,F,48,NaLP,171,11,157639,114486,0,OTHERS
2013,NCT of Delhi,SEEMA PURI,SC,DHARMENDER SINGH,M,27,AAAP,43199,1,157639,114486,1,AAAP
2013,NCT of Delhi,SEEMA PURI,SC,KISHAN PAL VAID,M,42,IND,218,10,157639,114486,0,OTHERS
2013,NCT of Delhi,SEEMA PURI,SC,None of the Above,NULL,NULL,NOTA,723,5,157639,114486,0,OTHERS
2013,NCT of Delhi,SEEMA PURI,SC,RAM MOHAN GAUTAM,M,52,PECP,470,7,157639,114486,0,OTHERS
2013,NCT of Delhi,SEEMA PURI,SC,RAM PAL SINGH,M,57,BJP,24356,3,157639,114486,0,BJP
2013,NCT of Delhi,SEEMA PURI,SC,RAM PRAKASH GAUTAM,M,43,SP,431,8,157639,114486,0,OTHERS
2013,NCT of Delhi,SEEMA PURI,SC,RAM PRASAD ATRI,M,65,CPI,699,6,157639,114486,0,OTHERS
2013,NCT of Delhi,SEEMA PURI,SC,SANTOSH KUMAR,M,38,BSP,12501,4,157639,114486,0,OTHERS
2013,NCT of Delhi,SEEMA PURI,SC,SUBHASH BABU,M,29,HND,283,9,157639,114486,0,OTHERS
2013,NCT of Delhi,SEEMA PURI,SC,VEER SINGH DHINGAN,M,59,INC,31223,2,157639,114486,0,INC
2013,NCT of Delhi,ROHTAS NAGAR,GEN,BHUDEV SHARMA,M,41,AVIRP,173,8,175409,120896,0,OTHERS
2013,NCT of Delhi,ROHTAS NAGAR,GEN,DAYA SHANKAR BHARDWAJ,M,54,BSP,2076,4,175409,120896,0,OTHERS
2013,NCT of Delhi,ROHTAS NAGAR,GEN,JITENDER KUMAR,M,44,BJP,49916,1,175409,120896,1,BJP
2013,NCT of Delhi,ROHTAS NAGAR,GEN,JUGAL KISHORE SHARMA,M,34,IND,167,9,175409,120896,0,OTHERS
2013,NCT of Delhi,ROHTAS NAGAR,GEN,MOHAMMAD UMAR,M,66,IND,92,10,175409,120896,0,OTHERS
2013,NCT of Delhi,ROHTAS NAGAR,GEN,MOHD.  ARIF,M,41,IND,289,7,175409,120896,0,OTHERS
2013,NCT of Delhi,ROHTAS NAGAR,GEN,MUKESH HOODA,M,50,AAAP,34973,2,175409,120896,0,AAAP
2013,NCT of Delhi,ROHTAS NAGAR,GEN,NAUSHAD,M,35,LJP,295,6,175409,120896,0,OTHERS
2013,NCT of Delhi,ROHTAS NAGAR,GEN,None of the Above,NULL,NULL,NOTA,619,5,175409,120896,0,OTHERS
2013,NCT of Delhi,ROHTAS NAGAR,GEN,VIPIN SHARMA,M,36,INC,32156,3,175409,120896,0,INC
2013,NCT of Delhi,SEELAMPUR,GEN,ABDUL REHMAN,M,46,BSP,13352,3,145780,99864,0,OTHERS
2013,NCT of Delhi,SEELAMPUR,GEN,BASHIRUDDIN,M,45,SP,472,8,145780,99864,0,OTHERS
2013,NCT of Delhi,SEELAMPUR,GEN,CHAUDHARY MATEEN AHMAD,M,55,INC,46452,1,145780,99864,1,INC
2013,NCT of Delhi,SEELAMPUR,GEN,KAUSHAL KUMAR MISHRA,M,45,BJP,24724,2,145780,99864,0,BJP
2013,NCT of Delhi,SEELAMPUR,GEN,MASOOD ALI KHAN,M,56,AAAP,12969,4,145780,99864,0,AAAP
2013,NCT of Delhi,SEELAMPUR,GEN,MOHD.HASNAIN,M,54,IND,571,6,145780,99864,0,OTHERS
2013,NCT of Delhi,SEELAMPUR,GEN,NAZRIN NAAZ,F,30,PECP,635,5,145780,99864,0,OTHERS
2013,NCT of Delhi,SEELAMPUR,GEN,None of the Above,NULL,NULL,NOTA,550,7,145780,99864,0,OTHERS
2013,NCT of Delhi,SEELAMPUR,GEN,SARFARAJ,M,40,IND,120,9,145780,99864,0,OTHERS
2013,NCT of Delhi,GHONDA,GEN,AFLATOON,M,40,PBI,225,9,184840,121139,0,OTHERS
2013,NCT of Delhi,GHONDA,GEN,BHISHAM SHARMA,M,51,INC,35599,2,184840,121139,0,INC
2013,NCT of Delhi,GHONDA,GEN,DATARAM,M,54,AAAP,23621,3,184840,121139,0,AAAP
2013,NCT of Delhi,GHONDA,GEN,JAI PRAKASH SINGH,M,43,LPSP,264,8,184840,121139,0,OTHERS
2013,NCT of Delhi,GHONDA,GEN,KIRAN PAL SINGH,M,40,IND,1857,6,184840,121139,0,OTHERS
2013,NCT of Delhi,GHONDA,GEN,KIRAN SINGH,F,36,IJP,131,11,184840,121139,0,OTHERS
2013,NCT of Delhi,GHONDA,GEN,MD. NAZIR,M,39,JKNPP,129,12,184840,121139,0,OTHERS
2013,NCT of Delhi,GHONDA,GEN,MOHINDER PAL SINGH,M,76,BASMM,109,13,184840,121139,0,OTHERS
2013,NCT of Delhi,GHONDA,GEN,NARESH CHAND RATHORE,M,53,BSP,6155,4,184840,121139,0,OTHERS
2013,NCT of Delhi,GHONDA,GEN,None of the Above,NULL,NULL,NOTA,549,7,184840,121139,0,OTHERS
2013,NCT of Delhi,GHONDA,GEN,PADAM CHAND,M,40,RJ,84,15,184840,121139,0,OTHERS
2013,NCT of Delhi,GHONDA,GEN,RAJIV KUMAR,M,45,SP(I),86,14,184840,121139,0,OTHERS
2013,NCT of Delhi,GHONDA,GEN,RAMESH CHAND,M,37,JSHSP,77,16,184840,121139,0,OTHERS
2013,NCT of Delhi,GHONDA,GEN,ROHTASH KUMAR,M,59,JD(U),4464,5,184840,121139,0,JD(U)
2013,NCT of Delhi,GHONDA,GEN,SAHAB SINGH CHAUHAN,M,63,BJP,47531,1,184840,121139,1,BJP
2013,NCT of Delhi,GHONDA,GEN,WASEEM,M,32,RLD,217,10,184840,121139,0,OTHERS
2013,NCT of Delhi,BABARPUR,GEN,ABSAAR AHMED,M,54,CPI,794,8,174496,114978,0,OTHERS
2013,NCT of Delhi,BABARPUR,GEN,BABU RAM,M,33,IND,141,11,174496,114978,0,OTHERS
2013,NCT of Delhi,BABARPUR,GEN,BHURE KHAN,M,47,BSP,5019,6,174496,114978,0,OTHERS
2013,NCT of Delhi,BABARPUR,GEN,FURKHAN,M,35,PECP,10017,4,174496,114978,0,OTHERS
2013,NCT of Delhi,BABARPUR,GEN,GOPAL RAI,M,38,AAAP,25723,3,174496,114978,0,AAAP
2013,NCT of Delhi,BABARPUR,GEN,KESAR,F,34,RJ,178,10,174496,114978,0,OTHERS
2013,NCT of Delhi,BABARPUR,GEN,MAHNAAZ ALAM,F,27,IND,123,12,174496,114978,0,OTHERS
2013,NCT of Delhi,BABARPUR,GEN,MS. SHAGUFTA RANI,F,26,IND,2744,7,174496,114978,0,OTHERS
2013,NCT of Delhi,BABARPUR,GEN,NARESH GAUR,M,61,BJP,34180,1,174496,114978,1,BJP
2013,NCT of Delhi,BABARPUR,GEN,None of the Above,NULL,NULL,NOTA,460,9,174496,114978,0,OTHERS
2013,NCT of Delhi,BABARPUR,GEN,SUNIL VASISHT,M,52,SP,5924,5,174496,114978,0,OTHERS
2013,NCT of Delhi,BABARPUR,GEN,ZAKIR KHAN,M,39,INC,29673,2,174496,114978,0,INC
2013,NCT of Delhi,GOKALPUR,SC,ANIL KUMAR,M,29,LJP,339,9,178740,128122,0,OTHERS
2013,NCT of Delhi,GOKALPUR,SC,ASHOK KUMAR GAUTAM,M,33,IND,272,10,178740,128122,0,OTHERS
2013,NCT of Delhi,GOKALPUR,SC,BALZOR SINGH,M,75,INC,15902,4,178740,128122,0,INC
2013,NCT of Delhi,GOKALPUR,SC,CHOUDHARY BALRAJ,M,44,BSP,10899,5,178740,128122,0,OTHERS
2013,NCT of Delhi,GOKALPUR,SC,DEVI DAYAL,M,48,AAAP,29633,3,178740,128122,0,AAAP
2013,NCT of Delhi,GOKALPUR,SC,DHARM RAJ SINGH,M,36,PECP,1034,7,178740,128122,0,OTHERS
2013,NCT of Delhi,GOKALPUR,SC,None of the Above,NULL,NULL,NOTA,1338,6,178740,128122,0,OTHERS
2013,NCT of Delhi,GOKALPUR,SC,RAJESH KUMAR,M,31,BASMM,136,12,178740,128122,0,OTHERS
2013,NCT of Delhi,GOKALPUR,SC,RANJEET SINGH,M,42,BJP,34888,1,178740,128122,1,BJP
2013,NCT of Delhi,GOKALPUR,SC,ROOP KISHOR,M,45,IJP,346,8,178740,128122,0,OTHERS
2013,NCT of Delhi,GOKALPUR,SC,RUPESH KUMAR,M,31,RLD,117,13,178740,128122,0,OTHERS
2013,NCT of Delhi,GOKALPUR,SC,SATYENDRI PAL SINGH,F,29,SP,184,11,178740,128122,0,OTHERS
2013,NCT of Delhi,GOKALPUR,SC,SURENDRA KUMAR,M,45,IND,32966,2,178740,128122,0,OTHERS
2013,NCT of Delhi,MUSTAFABAD,GEN,BRAHM PAL,M,34,LPSP,166,11,204982,147097,0,OTHERS
2013,NCT of Delhi,MUSTAFABAD,GEN,BRIJESH CHAND SHUKLA,M,37,IND,1740,6,204982,147097,0,OTHERS
2013,NCT of Delhi,MUSTAFABAD,GEN,DEVKI MAURYA,F,43,LSWP,210,10,204982,147097,0,OTHERS
2013,NCT of Delhi,MUSTAFABAD,GEN,HASAN AHMED,M,60,INC,56250,1,204982,147097,1,INC
2013,NCT of Delhi,MUSTAFABAD,GEN,JAGDISH PRADHAN,M,60,BJP,54354,2,204982,147097,0,BJP
2013,NCT of Delhi,MUSTAFABAD,GEN,KADIR AHMED,M,37,RJ,164,13,204982,147097,0,OTHERS
2013,NCT of Delhi,MUSTAFABAD,GEN,KAPIL  DHAMA,M,28,AAAP,19759,3,204982,147097,0,AAAP
2013,NCT of Delhi,MUSTAFABAD,GEN,MASTER SHER KHAN,M,53,PECP,9478,4,204982,147097,0,OTHERS
2013,NCT of Delhi,MUSTAFABAD,GEN,MOHD YASEEN,M,35,LJP,122,14,204982,147097,0,OTHERS
2013,NCT of Delhi,MUSTAFABAD,GEN,NAAZ MOHAMMAD KHAN,M,48,BSP,2954,5,204982,147097,0,OTHERS
2013,NCT of Delhi,MUSTAFABAD,GEN,None of the Above,NULL,NULL,NOTA,768,7,204982,147097,0,OTHERS
2013,NCT of Delhi,MUSTAFABAD,GEN,ROOP SINGH,M,61,IND,234,9,204982,147097,0,OTHERS
2013,NCT of Delhi,MUSTAFABAD,GEN,SHAQUIB YUSUFZAI KHAN,M,42,JD(U),164,12,204982,147097,0,JD(U)
2013,NCT of Delhi,MUSTAFABAD,GEN,UDAI VEER SINGH,M,70,IJP,719,8,204982,147097,0,OTHERS
2013,NCT of Delhi,KARAWAL NAGAR,GEN,ANMOL CHOUDHRI,M,44,CPM,1199,6,207924,142225,0,OTHERS
2013,NCT of Delhi,KARAWAL NAGAR,GEN,BALJIT SINGH KHATANA,M,61,PBI,98,14,207924,142225,0,OTHERS
2013,NCT of Delhi,KARAWAL NAGAR,GEN,BEGRAJ SINGH,M,48,INC,20950,3,207924,142225,0,INC
2013,NCT of Delhi,KARAWAL NAGAR,GEN,BIJENDRA KUMAR PODDAR,M,33,RVNP,203,12,207924,142225,0,OTHERS
2013,NCT of Delhi,KARAWAL NAGAR,GEN,IRSHAD,M,50,IND,353,8,207924,142225,0,OTHERS
2013,NCT of Delhi,KARAWAL NAGAR,GEN,JITENDRA BANSALA,M,35,IJP,340,9,207924,142225,0,OTHERS
2013,NCT of Delhi,KARAWAL NAGAR,GEN,KAPIL MISHRA,M,33,AAAP,46179,2,207924,142225,0,AAAP
2013,NCT of Delhi,KARAWAL NAGAR,GEN,MOHAN SINGH BISHT,M,55,BJP,49262,1,207924,142225,1,BJP
2013,NCT of Delhi,KARAWAL NAGAR,GEN,None of the Above,NULL,NULL,NOTA,911,7,207924,142225,0,OTHERS
2013,NCT of Delhi,KARAWAL NAGAR,GEN,NOOR HASAN,M,49,JD(U),248,11,207924,142225,0,JD(U)
2013,NCT of Delhi,KARAWAL NAGAR,GEN,RAJBIR SINGH,M,53,BSP,2688,5,207924,142225,0,OTHERS
2013,NCT of Delhi,KARAWAL NAGAR,GEN,RAJENDRA PRASAD MISHRA,M,54,IND,292,10,207924,142225,0,OTHERS
2013,NCT of Delhi,KARAWAL NAGAR,GEN,SATAN PAL DAYMA,M,49,IND,19362,4,207924,142225,0,OTHERS
2013,NCT of Delhi,KARAWAL NAGAR,GEN,SUBAS CHAND,M,47,LPSP,124,13,207924,142225,0,OTHERS
