year,statename,lcname,category,candidate,sex,age,party,total,rank,electors,polled,win,alliance
2013,NCT of Delhi,SADAR BAZAR,GEN,RAJESH DASS,M,35,IND,3496,4,153248,109084,0,OTHERS
2013,NCT of Delhi,SADAR BAZAR,GEN,RAJESH JAIN,M,57,INC,31094,3,153248,109084,0,INC
2013,NCT of Delhi,SADAR BAZAR,GEN,SOM DUTT,M,37,AAAP,34079,1,153248,109084,1,AAAP
2013,NCT of Delhi,SADAR BAZAR,GEN,VINOD RANA,M,50,IND,263,8,153248,109084,0,OTHERS
2013,NCT of Delhi,CHANDNI CHOWK,GEN,ANIL ANAND,M,68,IND,24,15,106559,69771,0,OTHERS
2013,NCT of Delhi,CHANDNI CHOWK,GEN,BALRAM BARI,M,47,IND,74,11,106559,69771,0,OTHERS
2013,NCT of Delhi,CHANDNI CHOWK,GEN,DEV RAJ,M,57,IND,71,12,106559,69771,0,OTHERS
2013,NCT of Delhi,CHANDNI CHOWK,GEN,DINESH KUMAR TRIPATHI,M,27,IND,61,13,106559,69771,0,OTHERS
2013,NCT of Delhi,CHANDNI CHOWK,GEN,KHURRUM IQBAL,M,32,JD(U),7032,4,106559,69771,0,JD(U)
2013,NCT of Delhi,CHANDNI CHOWK,GEN,MANOJ KUMAR SHARMA,M,36,RBHP,58,14,106559,69771,0,OTHERS
2013,NCT of Delhi,CHANDNI CHOWK,GEN,MAUSAM ALI,M,40,BSP,437,7,106559,69771,0,OTHERS
2013,NCT of Delhi,CHANDNI CHOWK,GEN,MOHD SHAHZAMAN,M,26,IND,1461,5,106559,69771,0,OTHERS
2013,NCT of Delhi,CHANDNI CHOWK,GEN,None of the Above,NULL,NULL,NOTA,493,6,106559,69771,0,OTHERS
2013,NCT of Delhi,CHANDNI CHOWK,GEN,PARLAD SINGH SAWHNEY,M,63,INC,26335,1,106559,69771,1,INC
2013,NCT of Delhi,CHANDNI CHOWK,GEN,PAUL M RUFUS,M,44,AACP,92,9,106559,69771,0,OTHERS
2013,NCT of Delhi,CHANDNI CHOWK,GEN,SUMAN KUMAR GUPTA,M,56,BJP,18092,2,106559,69771,0,BJP
2013,NCT of Delhi,CHANDNI CHOWK,GEN,VIJAY BAHADUR,M,33,LJP,84,10,106559,69771,0,OTHERS
2013,NCT of Delhi,CHANDNI CHOWK,GEN,VIKRAM BADHWAR,M,44,AAAP,15312,3,106559,69771,0,AAAP
2013,NCT of Delhi,CHANDNI CHOWK,GEN,YOGESH KUMAR,M,31,IND,103,8,106559,69771,0,OTHERS
2013,NCT of Delhi,MATIA MAHAL,GEN,ABDUL AZIZ SHAH,M,34,BSP,972,6,109130,71780,0,OTHERS
2013,NCT of Delhi,MATIA MAHAL,GEN,AMAR NATH,M,44,IND,57,15,109130,71780,0,OTHERS
2013,NCT of Delhi,MATIA MAHAL,GEN,BASHIRUDDIN,M,67,IND,54,18,109130,71780,0,OTHERS
2013,NCT of Delhi,MATIA MAHAL,GEN,GULFAM,M,46,bjdi,122,11,109130,71780,0,OTHERS
2013,NCT of Delhi,MATIA MAHAL,GEN,MANOJ SAXSENA,M,40,LJP,55,17,109130,71780,0,OTHERS
2013,NCT of Delhi,MATIA MAHAL,GEN,MIRZA JAVED ALI,M,44,INC,19841,2,109130,71780,0,INC
2013,NCT of Delhi,MATIA MAHAL,GEN,MOAZAM KHAN,M,30,RPI(A),37,20,109130,71780,0,OTHERS
2013,NCT of Delhi,MATIA MAHAL,GEN,MOHAMMAD AHMED SAIFI,M,52,IND,279,9,109130,71780,0,OTHERS
2013,NCT of Delhi,MATIA MAHAL,GEN,MOHD. SUHAIL,M,25,IND,111,12,109130,71780,0,OTHERS
2013,NCT of Delhi,MATIA MAHAL,GEN,NIZAMUDDIN,M,55,BJP,6061,4,109130,71780,0,BJP
2013,NCT of Delhi,MATIA MAHAL,GEN,None of the Above,NULL,NULL,NOTA,296,7,109130,71780,0,OTHERS
2013,NCT of Delhi,MATIA MAHAL,GEN,RAFIULLAH,M,54,IND,284,8,109130,71780,0,OTHERS
2013,NCT of Delhi,MATIA MAHAL,GEN,RAGHU VANSH VERMA,M,52,HND,55,16,109130,71780,0,OTHERS
2013,NCT of Delhi,MATIA MAHAL,GEN,RAJIV SINGHAL,M,49,PHRC,144,10,109130,71780,0,OTHERS
2013,NCT of Delhi,MATIA MAHAL,GEN,ROHIT KUMAR GUPTA,M,31,BPC,109,13,109130,71780,0,OTHERS
2013,NCT of Delhi,MATIA MAHAL,GEN,SATISH,M,37,NADP,85,14,109130,71780,0,OTHERS
2013,NCT of Delhi,MATIA MAHAL,GEN,SATISH KUMAR DHAWAN,M,58,IND,40,19,109130,71780,0,OTHERS
2013,NCT of Delhi,MATIA MAHAL,GEN,SHAKEEL ANJUM,M,52,AAAP,18668,3,109130,71780,0,AAAP
2013,NCT of Delhi,MATIA MAHAL,GEN,SHOAIB IQBAL,M,55,JD(U),22732,1,109130,71780,1,JD(U)
2013,NCT of Delhi,MATIA MAHAL,GEN,UMAR FARUQ,M,26,IND,1668,5,109130,71780,0,OTHERS
2013,NCT of Delhi,BALLIMARAN,GEN,AFAQUE AHMED,M,30,RUC,85,15,131574,88771,0,OTHERS
2013,NCT of Delhi,BALLIMARAN,GEN,ANAS,M,31,JKNPP,250,9,131574,88771,0,OTHERS
2013,NCT of Delhi,BALLIMARAN,GEN,BASU,M,31,IND,128,12,131574,88771,0,OTHERS
2013,NCT of Delhi,BALLIMARAN,GEN,DAULAT RAM,M,68,RPIE,143,10,131574,88771,0,OTHERS
2013,NCT of Delhi,BALLIMARAN,GEN,FAISAL TARIQ,M,26,RPI(A),52,17,131574,88771,0,OTHERS
2013,NCT of Delhi,BALLIMARAN,GEN,FARHANA ANJUM,F,37,AAAP,13103,4,131574,88771,0,AAAP
2013,NCT of Delhi,BALLIMARAN,GEN,HAROON YUSUF,M,53,INC,32105,1,131574,88771,1,INC
2013,NCT of Delhi,BALLIMARAN,GEN,IMRAN HUSSAIN,M,32,BSP,16267,3,131574,88771,0,OTHERS
2013,NCT of Delhi,BALLIMARAN,GEN,LAXMAN,M,43,IND,293,8,131574,88771,0,OTHERS
2013,NCT of Delhi,BALLIMARAN,GEN,MOTI LAL SODHI,M,62,BJP,24012,2,131574,88771,0,BJP
2013,NCT of Delhi,BALLIMARAN,GEN,MUKESH,M,52,IND,97,14,131574,88771,0,OTHERS
2013,NCT of Delhi,BALLIMARAN,GEN,N. K. PURSHARTHI,M,68,IND,107,13,131574,88771,0,OTHERS
2013,NCT of Delhi,BALLIMARAN,GEN,None of the Above,NULL,NULL,NOTA,385,7,131574,88771,0,OTHERS
2013,NCT of Delhi,BALLIMARAN,GEN,RAJ KUMAR,M,47,bjdi,63,16,131574,88771,0,OTHERS
2013,NCT of Delhi,BALLIMARAN,GEN,RAJKUMAR RAJU,M,50,NADP,131,11,131574,88771,0,OTHERS
2013,NCT of Delhi,BALLIMARAN,GEN,RAVINDER KUMAR,M,47,SP,50,18,131574,88771,0,OTHERS
2013,NCT of Delhi,BALLIMARAN,GEN,SHIV NARAYAN BAGRI,M,64,IND,442,6,131574,88771,0,OTHERS
2013,NCT of Delhi,BALLIMARAN,GEN,VIJAY KUMAR,M,27,LJP,1036,5,131574,88771,0,OTHERS
2013,NCT of Delhi,KAROL BAGH,SC,GYAN CHAND,M,51,LJP,171,7,151950,102316,0,OTHERS
2013,NCT of Delhi,KAROL BAGH,SC,JAWAHAR SINGH,M,60,BSP,1200,4,151950,102316,0,OTHERS
2013,NCT of Delhi,KAROL BAGH,SC,KIRAN,F,25,IND,66,10,151950,102316,0,OTHERS
2013,NCT of Delhi,KAROL BAGH,SC,MADAN KHORWAL,M,58,INC,29358,3,151950,102316,0,INC
2013,NCT of Delhi,KAROL BAGH,SC,MANOJ KUMAR,M,41,IND,110,9,151950,102316,0,OTHERS
2013,NCT of Delhi,KAROL BAGH,SC,None of the Above,NULL,NULL,NOTA,768,5,151950,102316,0,OTHERS
2013,NCT of Delhi,KAROL BAGH,SC,PARVEEN KUMAR,M,34,IND,119,8,151950,102316,0,OTHERS
2013,NCT of Delhi,KAROL BAGH,SC,RANJAN KHATUMARIA,M,35,SP,491,6,151950,102316,0,OTHERS
2013,NCT of Delhi,KAROL BAGH,SC,SURENDER PAL RATAWAL,M,65,BJP,34068,2,151950,102316,0,BJP
2013,NCT of Delhi,KAROL BAGH,SC,VISHESH RAVI,M,30,AAAP,35818,1,151950,102316,1,AAAP
2013,NCT of Delhi,PATEL NAGAR,SC,MANGAL SAIN,M,45,BSP,5069,4,155635,102650,0,OTHERS
2013,NCT of Delhi,PATEL NAGAR,SC,None of the Above,NULL,NULL,NOTA,993,5,155635,102650,0,OTHERS
2013,NCT of Delhi,PATEL NAGAR,SC,POORNIMA VIDYARTHI,F,57,BJP,32637,2,155635,102650,0,BJP
2013,NCT of Delhi,PATEL NAGAR,SC,RAJESH LILOTHIA,M,48,INC,25016,3,155635,102650,0,INC
2013,NCT of Delhi,PATEL NAGAR,SC,VEENA ANAND,F,47,AAAP,38899,1,155635,102650,1,AAAP
2013,NCT of Delhi,MOTI NAGAR,GEN,ABDUL WAHEED,M,41,SP,334,7,145640,100478,0,OTHERS
2013,NCT of Delhi,MOTI NAGAR,GEN,AVINASH GUPTA,M,38,BSP,1583,5,145640,100478,0,OTHERS
2013,NCT of Delhi,MOTI NAGAR,GEN,DAYA NAND SINGH,M,36,RVNP,148,9,145640,100478,0,OTHERS
2013,NCT of Delhi,MOTI NAGAR,GEN,DR.SUSHIL GUPTA,M,52,INC,25393,3,145640,100478,0,INC
2013,NCT of Delhi,MOTI NAGAR,GEN,JAGDISH CHANDRA,M,48,BASMM,102,10,145640,100478,0,OTHERS
2013,NCT of Delhi,MOTI NAGAR,GEN,KULDEEP SINGH CHANNA,M,63,AAAP,26578,2,145640,100478,0,AAAP
2013,NCT of Delhi,MOTI NAGAR,GEN,MAHAVEER SHARMA,M,53,IND,42,13,145640,100478,0,OTHERS
2013,NCT of Delhi,MOTI NAGAR,GEN,None of the Above,NULL,NULL,NOTA,604,6,145640,100478,0,OTHERS
2013,NCT of Delhi,MOTI NAGAR,GEN,OM PRAKASH,M,34,IND,37,14,145640,100478,0,OTHERS
2013,NCT of Delhi,MOTI NAGAR,GEN,RAKESH KHANDURI,M,48,IND,92,11,145640,100478,0,OTHERS
2013,NCT of Delhi,MOTI NAGAR,GEN,SANJAY RAI,M,25,NADP,65,12,145640,100478,0,OTHERS
2013,NCT of Delhi,MOTI NAGAR,GEN,SANJEEV GUPTA,M,41,IND,2681,4,145640,100478,0,OTHERS
2013,NCT of Delhi,MOTI NAGAR,GEN,SIYA RAM GARG,M,52,IND,162,8,145640,100478,0,OTHERS
2013,NCT of Delhi,MOTI NAGAR,GEN,SUBHASH SACHDEVA,M,57,BJP,42599,1,145640,100478,1,BJP
2013,NCT of Delhi,MADIPUR,SC,GIRISH SONI,M,49,AAAP,36393,1,148659,101226,1,AAAP
2013,NCT of Delhi,MADIPUR,SC,KAILASH SANKLA,M,47,BJP,35290,2,148659,101226,0,BJP
2013,NCT of Delhi,MADIPUR,SC,LALIT KUMAR JOHAR,M,26,IND,269,7,148659,101226,0,OTHERS
2013,NCT of Delhi,MADIPUR,SC,MALA RAM,M,38,IND,190,8,148659,101226,0,OTHERS
2013,NCT of Delhi,MADIPUR,SC,MALA RAM GANGWAL,M,63,INC,25545,3,148659,101226,0,INC
2013,NCT of Delhi,MADIPUR,SC,MISHRI LAL KHORWAL,M,36,BSP,2169,4,148659,101226,0,OTHERS
2013,NCT of Delhi,MADIPUR,SC,None of the Above,NULL,NULL,NOTA,848,5,148659,101226,0,OTHERS
2013,NCT of Delhi,MADIPUR,SC,TARA CHAND,M,27,IDP,464,6,148659,101226,0,OTHERS
2013,NCT of Delhi,RAJOURI GARDEN,GEN,A DHANWATI CHANDELA A,F,53,INC,30713,2,147899,101947,0,INC
2013,NCT of Delhi,RAJOURI GARDEN,GEN,ANIL KUMAR KHANNA,M,51,BSP,565,8,147899,101947,0,OTHERS
2013,NCT of Delhi,RAJOURI GARDEN,GEN,GIAN SINGH GODPAL,M,48,IND,188,11,147899,101947,0,OTHERS
2013,NCT of Delhi,RAJOURI GARDEN,GEN,GURCHARAN SINGH,M,32,DJP,308,10,147899,101947,0,OTHERS
2013,NCT of Delhi,RAJOURI GARDEN,GEN,HARUN KHAN,M,46,IND,172,12,147899,101947,0,OTHERS
2013,NCT of Delhi,RAJOURI GARDEN,GEN,JAI PRAKASH LOHIA,M,38,NCP,5752,4,147899,101947,0,OTHERS
2013,NCT of Delhi,RAJOURI GARDEN,GEN,JASVINDRA SINGH,M,46,SHS,1389,6,147899,101947,0,OTHERS
2013,NCT of Delhi,RAJOURI GARDEN,GEN,MANISH CHANDILA,M,26,IND,122,13,147899,101947,0,OTHERS
2013,NCT of Delhi,RAJOURI GARDEN,GEN,MANJINDER SINGH SIRSA,M,41,SAD,41721,1,147899,101947,1,SAD
2013,NCT of Delhi,RAJOURI GARDEN,GEN,MOIN KHAN,M,38,JD(U),311,9,147899,101947,0,JD(U)
2013,NCT of Delhi,RAJOURI GARDEN,GEN,None of the Above,NULL,NULL,NOTA,1194,7,147899,101947,0,OTHERS
2013,NCT of Delhi,RAJOURI GARDEN,GEN,PRIT PAL SINGH,M,57,AAAP,17022,3,147899,101947,0,AAAP
2013,NCT of Delhi,RAJOURI GARDEN,GEN,RAJENDER,M,48,IND,2468,5,147899,101947,0,OTHERS
2013,NCT of Delhi,HARI NAGAR,GEN,HARSHARAN SINGH BALLI,M,65,INC,23111,3,150396,100295,0,INC
2013,NCT of Delhi,HARI NAGAR,GEN,JAGDEEP SINGH,M,42,AAAP,38912,1,150396,100295,1,AAAP
2013,NCT of Delhi,HARI NAGAR,GEN,NEERAJ KAPOOR,M,40,RBHP,295,8,150396,100295,0,OTHERS
2013,NCT of Delhi,HARI NAGAR,GEN,None of the Above,NULL,NULL,NOTA,919,6,150396,100295,0,OTHERS
2013,NCT of Delhi,HARI NAGAR,GEN,RAJ LAKSHMI SHARMA,F,48,JD(U),464,7,150396,100295,0,JD(U)
2013,NCT of Delhi,HARI NAGAR,GEN,SATPAL SINGH,M,39,IND,4649,4,150396,100295,0,OTHERS
2013,NCT of Delhi,HARI NAGAR,GEN,SHUBH KARAN,M,48,BSP,1874,5,150396,100295,0,OTHERS
2013,NCT of Delhi,HARI NAGAR,GEN,SHYAM SHARMA,M,49,SAD,30036,2,150396,100295,0,SAD
2013,NCT of Delhi,TILAK NAGAR,GEN,A PREMRAJ CHANDELA A,M,64,IND,71,11,132754,87877,0,OTHERS
2013,NCT of Delhi,TILAK NAGAR,GEN,AMRITA DHAWAN,F,28,INC,19117,3,132754,87877,0,INC
2013,NCT of Delhi,TILAK NAGAR,GEN,JAGDISH CHAND,M,63,BSP,409,5,132754,87877,0,OTHERS
2013,NCT of Delhi,TILAK NAGAR,GEN,JARNAIL SINGH,M,32,AAAP,34493,1,132754,87877,1,AAAP
2013,NCT of Delhi,TILAK NAGAR,GEN,None of the Above,NULL,NULL,NOTA,617,4,132754,87877,0,OTHERS
2013,NCT of Delhi,TILAK NAGAR,GEN,PARAMJIT SINGH SAINI,M,57,IND,100,8,132754,87877,0,OTHERS
2013,NCT of Delhi,TILAK NAGAR,GEN,RAJIV BABBAR,M,45,BJP,32405,2,132754,87877,0,BJP
2013,NCT of Delhi,TILAK NAGAR,GEN,SARWAN SINGH,M,45,IND,308,6,132754,87877,0,OTHERS
2013,NCT of Delhi,TILAK NAGAR,GEN,SAURABH SINGH,M,31,ABVCP,147,7,132754,87877,0,OTHERS
2013,NCT of Delhi,TILAK NAGAR,GEN,SUDHIR ARORA,M,33,IND,73,10,132754,87877,0,OTHERS
2013,NCT of Delhi,TILAK NAGAR,GEN,VISHAL SHARMA,M,37,IND,90,9,132754,87877,0,OTHERS
2013,NCT of Delhi,JANAKPURI,GEN,ALOK SHARMA,M,40,IND,71,11,155873,107638,0,OTHERS
2013,NCT of Delhi,JANAKPURI,GEN,DEEPAK ARORA,M,29,IND,71,12,155873,107638,0,OTHERS
2013,NCT of Delhi,JANAKPURI,GEN,HARI PRAKASH SINGH,M,44,BSP,1019,5,155873,107638,0,OTHERS
2013,NCT of Delhi,JANAKPURI,GEN,K SWARNA,F,53,DMDK,110,10,155873,107638,0,OTHERS
2013,NCT of Delhi,JANAKPURI,GEN,None of the Above,NULL,NULL,NOTA,805,6,155873,107638,0,OTHERS
2013,NCT of Delhi,JANAKPURI,GEN,PANKAJ SINGH,M,32,JD(U),379,7,155873,107638,0,JD(U)
2013,NCT of Delhi,JANAKPURI,GEN,PROF. JAGDISH MUKHI,M,70,BJP,42886,1,155873,107638,1,BJP
2013,NCT of Delhi,JANAKPURI,GEN,RAGINI NAYAK,F,31,INC,17191,3,155873,107638,0,INC
2013,NCT of Delhi,JANAKPURI,GEN,RAJESH RISHI,M,49,AAAP,40242,2,155873,107638,0,AAAP
2013,NCT of Delhi,JANAKPURI,GEN,SANJAY PURI,M,45,IND,4332,4,155873,107638,0,OTHERS
2013,NCT of Delhi,JANAKPURI,GEN,SUKH LAL,M,61,IND,142,9,155873,107638,0,OTHERS
2013,NCT of Delhi,JANAKPURI,GEN,VIRENDER JHA,M,50,PBI,304,8,155873,107638,0,OTHERS
2013,NCT of Delhi,VIKASPURI,GEN,JITENDER DAHIYA,M,27,IND,1267,6,285994,180844,0,OTHERS
2013,NCT of Delhi,VIKASPURI,GEN,KRISHAN GAHLOT,M,39,BJP,61627,2,285994,180844,0,BJP
2013,NCT of Delhi,VIKASPURI,GEN,MAHINDER YADAV,M,49,AAAP,62032,1,285994,180844,1,AAAP
2013,NCT of Delhi,VIKASPURI,GEN,MOHD. NAEEM,M,62,IND,218,11,285994,180844,0,OTHERS
2013,NCT of Delhi,VIKASPURI,GEN,NAND KISHORE,M,43,INC,47331,3,285994,180844,0,INC
2013,NCT of Delhi,VIKASPURI,GEN,NARESH KUMAR,M,48,JD(U),1191,7,285994,180844,0,JD(U)
2013,NCT of Delhi,VIKASPURI,GEN,None of the Above,NULL,NULL,NOTA,1426,5,285994,180844,0,OTHERS
2013,NCT of Delhi,VIKASPURI,GEN,RADHEY SHYAM SINGH,M,40,IND,295,10,285994,180844,0,OTHERS
2013,NCT of Delhi,VIKASPURI,GEN,SANGEETA CHAUHAN,F,33,SHS,634,8,285994,180844,0,OTHERS
2013,NCT of Delhi,VIKASPURI,GEN,SANJAY KUMAR,M,37,BSP,4169,4,285994,180844,0,OTHERS
2013,NCT of Delhi,VIKASPURI,GEN,SURESH KUMAR,M,39,IND,523,9,285994,180844,0,OTHERS
2013,NCT of Delhi,UTTAM NAGAR,GEN,DESH RAJ RAGHAV,M,47,AAAP,33619,3,191460,133034,0,AAAP
2013,NCT of Delhi,UTTAM NAGAR,GEN,KULDEEP,M,30,IND,261,7,191460,133034,0,OTHERS
2013,NCT of Delhi,UTTAM NAGAR,GEN,MUKESH SHARMA,M,48,INC,42031,2,191460,133034,0,INC
2013,NCT of Delhi,UTTAM NAGAR,GEN,NIRMALA DEVI,F,45,SHS,236,8,191460,133034,0,OTHERS
2013,NCT of Delhi,UTTAM NAGAR,GEN,None of the Above,NULL,NULL,NOTA,1041,6,191460,133034,0,OTHERS
2013,NCT of Delhi,UTTAM NAGAR,GEN,PAWAN SHARMA,M,54,BJP,48377,1,191460,133034,1,BJP
2013,NCT of Delhi,UTTAM NAGAR,GEN,RAJA RAM,M,45,BSP,1626,5,191460,133034,0,OTHERS
2013,NCT of Delhi,UTTAM NAGAR,GEN,RAMESH KUMAR JAIN,M,37,IND,217,9,191460,133034,0,OTHERS
2013,NCT of Delhi,UTTAM NAGAR,GEN,SHYAM BABU GUPTA,M,44,IND,5272,4,191460,133034,0,OTHERS
2013,NCT of Delhi,UTTAM NAGAR,GEN,VEENU SAHAI,F,35,BHBP,98,11,191460,133034,0,OTHERS
2013,NCT of Delhi,UTTAM NAGAR,GEN,VINOD KUMAR SINGH,M,47,JD(U),205,10,191460,133034,0,JD(U)
2013,NCT of Delhi,DWARKA,GEN,ANIL SINGH,M,50,IND,90,11,174884,114567,0,OTHERS
2013,NCT of Delhi,DWARKA,GEN,MUKESH KUMAR CHAUDHARY,M,45,CPM,684,8,174884,114567,0,OTHERS
2013,NCT of Delhi,DWARKA,GEN,MUKESH KUMAR TANWAR,M,45,IND,169,10,174884,114567,0,OTHERS
2013,NCT of Delhi,DWARKA,GEN,None of the Above,NULL,NULL,NOTA,729,7,174884,114567,0,OTHERS
2013,NCT of Delhi,DWARKA,GEN,PARDUYMN RAJPUT,M,50,BJP,42734,1,174884,114567,1,BJP
2013,NCT of Delhi,DWARKA,GEN,PRAMOD KUMAR,M,42,JD(U),2751,5,174884,114567,0,JD(U)
2013,NCT of Delhi,DWARKA,GEN,RAJESH,M,28,AACP,225,9,174884,114567,0,OTHERS
2013,NCT of Delhi,DWARKA,GEN,RAJIV KUMAR GAUTAM,M,41,BSP,1760,6,174884,114567,0,OTHERS
2013,NCT of Delhi,DWARKA,GEN,RAJNEESH KUMAR JHA,M,29,NYP,4398,4,174884,114567,0,OTHERS
2013,NCT of Delhi,DWARKA,GEN,RAVI KUMAR SURYAN,M,39,AAAP,37537,2,174884,114567,0,AAAP
2013,NCT of Delhi,DWARKA,GEN,TASVEER SOLANKI,M,32,INC,23487,3,174884,114567,0,INC
2013,NCT of Delhi,MATIALA,GEN,AJAY KUMAR PANDEY,M,63,PpGP,469,9,302875,194228,0,OTHERS
2013,NCT of Delhi,MATIALA,GEN,GIRJANAND SINGH,M,50,RPI(A),271,12,302875,194228,0,OTHERS
2013,NCT of Delhi,MATIALA,GEN,GULAB SINGH,M,35,AAAP,66051,2,302875,194228,0,AAAP
2013,NCT of Delhi,MATIALA,GEN,KAILASH,M,37,IND,97,19,302875,194228,0,OTHERS
2013,NCT of Delhi,MATIALA,GEN,NARENDER YADAV,M,36,SP,743,6,302875,194228,0,OTHERS
2013,NCT of Delhi,MATIALA,GEN,None of the Above,NULL,NULL,NOTA,636,7,302875,194228,0,OTHERS
2013,NCT of Delhi,MATIALA,GEN,POONAM,F,38,IND,152,14,302875,194228,0,OTHERS
2013,NCT of Delhi,MATIALA,GEN,POORAN SINGH,M,66,IND,194,13,302875,194228,0,OTHERS
2013,NCT of Delhi,MATIALA,GEN,RAJA KUMAR SINGH,M,32,RVNP,92,20,302875,194228,0,OTHERS
2013,NCT of Delhi,MATIALA,GEN,RAJESH GAHLOT,M,49,BJP,70053,1,302875,194228,1,BJP
2013,NCT of Delhi,MATIALA,GEN,RAKESH KUMAR,M,42,IND,448,10,302875,194228,0,OTHERS
2013,NCT of Delhi,MATIALA,GEN,RANDHIR SINGH,M,48,IND,135,15,302875,194228,0,OTHERS
2013,NCT of Delhi,MATIALA,GEN,RAVINDER KUMAR,M,28,IND,488,8,302875,194228,0,OTHERS
2013,NCT of Delhi,MATIALA,GEN,RENU PODDAR,F,40,PBI,326,11,302875,194228,0,OTHERS
2013,NCT of Delhi,MATIALA,GEN,SATENDRA SINGH RANA,M,41,IND,2718,4,302875,194228,0,OTHERS
2013,NCT of Delhi,MATIALA,GEN,SHRIPAL,M,37,IND,115,18,302875,194228,0,OTHERS
2013,NCT of Delhi,MATIALA,GEN,SRI NIWAS YADAV,M,34,BSP,2411,5,302875,194228,0,OTHERS
2013,NCT of Delhi,MATIALA,GEN,SUBHASH TOMAR,M,40,RLD,118,16,302875,194228,0,OTHERS
2013,NCT of Delhi,MATIALA,GEN,SUMESH SHOKEEN,M,39,INC,48358,3,302875,194228,0,INC
2013,NCT of Delhi,MATIALA,GEN,SUMITRA,F,48,LJP,116,17,302875,194228,0,OTHERS
2013,NCT of Delhi,NAJAFGARH,GEN,AJEET SINGH KHARKHARI,M,58,BJP,54358,1,212116,144153,1,BJP
2013,NCT of Delhi,NAJAFGARH,GEN,AJIT SINGH,M,55,BSP,6618,5,212116,144153,0,OTHERS
2013,NCT of Delhi,NAJAFGARH,GEN,BAIDYANATH SAH,M,48,PBI,312,9,212116,144153,0,OTHERS
2013,NCT of Delhi,NAJAFGARH,GEN,BHARAT SINGH,M,35,INLD,44590,2,212116,144153,0,OTHERS
2013,NCT of Delhi,NAJAFGARH,GEN,BIJANDER DUTT,M,49,INC,10633,4,212116,144153,0,INC
2013,NCT of Delhi,NAJAFGARH,GEN,BIMLA,F,49,RBHP,138,12,212116,144153,0,OTHERS
2013,NCT of Delhi,NAJAFGARH,GEN,INDERJIT,M,31,IND,232,11,212116,144153,0,OTHERS
2013,NCT of Delhi,NAJAFGARH,GEN,MUKESH KUMAR DAGAR,M,36,AAAP,22798,3,212116,144153,0,AAAP
2013,NCT of Delhi,NAJAFGARH,GEN,NEELAM,F,40,IND,2660,6,212116,144153,0,OTHERS
2013,NCT of Delhi,NAJAFGARH,GEN,None of the Above,NULL,NULL,NOTA,733,7,212116,144153,0,OTHERS
2013,NCT of Delhi,NAJAFGARH,GEN,OM PRAKASH SINGH,M,61,SP,513,8,212116,144153,0,OTHERS
2013,NCT of Delhi,NAJAFGARH,GEN,PANKAJ,M,34,IND,237,10,212116,144153,0,OTHERS
2013,NCT of Delhi,BIJWASAN,GEN,COLONEL DEVINDER  SEHRAWAT,M,48,AAAP,33574,2,164573,103931,0,AAAP
2013,NCT of Delhi,BIJWASAN,GEN,INDER SINGH,M,65,IND,290,8,164573,103931,0,OTHERS
2013,NCT of Delhi,BIJWASAN,GEN,JAY VIR SINGH,M,36,JD(U),500,7,164573,103931,0,JD(U)
2013,NCT of Delhi,BIJWASAN,GEN,NARENDER RANA,M,34,BSP,12053,4,164573,103931,0,OTHERS
2013,NCT of Delhi,BIJWASAN,GEN,None of the Above,NULL,NULL,NOTA,688,6,164573,103931,0,OTHERS
2013,NCT of Delhi,BIJWASAN,GEN,OMBIR SINGH NAUGHWAR,M,50,IND,239,9,164573,103931,0,OTHERS
2013,NCT of Delhi,BIJWASAN,GEN,SAT PRAKASH RANA,M,48,BJP,35988,1,164573,103931,1,BJP
2013,NCT of Delhi,BIJWASAN,GEN,SURENDER BHARDWAJ,M,39,SP,2370,5,164573,103931,0,OTHERS
2013,NCT of Delhi,BIJWASAN,GEN,VIJAY SINGH LOCHAV,M,63,INC,18173,3,164573,103931,0,INC
2013,NCT of Delhi,PALAM,GEN,BHAWNA GAUR,F,42,AAAP,34461,2,204035,128822,0,AAAP
2013,NCT of Delhi,PALAM,GEN,DALIP,M,45,IND,176,11,204035,128822,0,OTHERS
2013,NCT of Delhi,PALAM,GEN,DHARM DEV SOLANKI,M,62,BJP,42833,1,204035,128822,1,BJP
2013,NCT of Delhi,PALAM,GEN,MADAN MOHAN,M,43,BSP,24862,3,204035,128822,0,OTHERS
2013,NCT of Delhi,PALAM,GEN,NEERAJ KR SHARMA,M,26,NYP,3631,5,204035,128822,0,OTHERS
2013,NCT of Delhi,PALAM,GEN,None of the Above,NULL,NULL,NOTA,903,7,204035,128822,0,OTHERS
2013,NCT of Delhi,PALAM,GEN,P. RATHINAM,M,34,DMDK,230,10,204035,128822,0,OTHERS
2013,NCT of Delhi,PALAM,GEN,PRAHLAD RANA,M,66,RLD,165,12,204035,128822,0,OTHERS
2013,NCT of Delhi,PALAM,GEN,RAJENDRA PRASAD SINGH,M,60,IND,273,9,204035,128822,0,OTHERS
2013,NCT of Delhi,PALAM,GEN,SAROJ BALA,F,37,CPI,498,8,204035,128822,0,OTHERS
2013,NCT of Delhi,PALAM,GEN,SUNIL POKHRIYAL,M,42,JD(U),1063,6,204035,128822,0,JD(U)
2013,NCT of Delhi,PALAM,GEN,VINAY MISHRA,M,30,INC,19531,4,204035,128822,0,INC
2013,NCT of Delhi,DELHI CANTT,GEN,ASHOK JINDAL,M,53,IND,34,12,109420,65891,0,OTHERS
