year,statename,lcname,candidate,sex,party,total,electors,polled,rank,overpolled,win,alliance
2001,Tamil Nadu,VALANGIMAN,THIAGARAJAN .M,M,MDMK,3298,,94385,3,3.49%,0,OTHERS
2001,Tamil Nadu,VALANGIMAN,GOMATHI SRINIVASAN,F,IND,1813,,94385,4,1.92%,0,OTHERS
2001,Tamil Nadu,VALANGIMAN,G. MARIMUTHU,M,IND,1412,,94385,5,1.50%,0,OTHERS
2001,Tamil Nadu,VALANGIMAN,S. PRABAKARAN,M,IND,1060,,94385,6,1.12%,0,OTHERS
2001,Tamil Nadu,VALANGIMAN,KASTHURI.S,F,IND,925,,94385,7,0.98%,0,OTHERS
2001,Tamil Nadu,VALPARAI,KOVAI THANGAM.,M,TMC(M),47428,,89131,1,53.21%,1,ADMK
2001,Tamil Nadu,VALPARAI,KRISHNASWAMY . DR. K.,M,PT,29513,,89131,2,33.11%,0,DMK
2001,Tamil Nadu,VALPARAI,CHINNASWAMI. R.,M,MDMK,7626,,89131,3,8.56%,0,OTHERS
2001,Tamil Nadu,VALPARAI,MANOHARAN. S.,M,IND,1425,,89131,4,1.60%,0,OTHERS
2001,Tamil Nadu,VALPARAI,RAVICHANDRAN.S.,M,IND,1223,,89131,5,1.37%,0,OTHERS
2001,Tamil Nadu,VALPARAI,KANAGARAJ. K.,M,IND,708,,89131,6,0.79%,0,OTHERS
2001,Tamil Nadu,VALPARAI,PUKALENDHI .K.,M,NCP,613,,89131,7,0.69%,0,OTHERS
2001,Tamil Nadu,VALPARAI,THANGAVELU .V.,M,IND,406,,89131,8,0.46%,0,OTHERS
2001,Tamil Nadu,VALPARAI,SUBARAMANI. M.,M,IND,189,,89131,9,0.21%,0,OTHERS
2001,Tamil Nadu,VANDAVASI (SC),MURUGAVELRAJAN.K,M,PMK,55773,,113490,1,49.14%,1,ADMK
2001,Tamil Nadu,VANDAVASI (SC),LOGANATHAN .K.,M,DMK,46902,,113490,2,41.33%,0,DMK
2001,Tamil Nadu,VANDAVASI (SC),JAYAVINDHIYARAJ. N.K.,M,IND,3822,,113490,3,3.37%,0,OTHERS
2001,Tamil Nadu,VANDAVASI (SC),RAJAGOPAL.V,M,MDMK,2832,,113490,4,2.50%,0,OTHERS
2001,Tamil Nadu,VANDAVASI (SC),LAKSHMANAN.P.,M,IND,1790,,113490,5,1.58%,0,OTHERS
2001,Tamil Nadu,VANDAVASI (SC),ANBUMANI R.,M,IND,998,,113490,6,0.88%,0,OTHERS
2001,Tamil Nadu,VANDAVASI (SC),SIVAKUMAR.G.,M,IND,863,,113490,7,0.76%,0,OTHERS
2001,Tamil Nadu,VANDAVASI (SC),GOVINDAN R.M.,M,IND,510,,113490,8,0.45%,0,OTHERS
2001,Tamil Nadu,VANIAYAMBADI,ABDUL LATHEEF. M. ,M,IND,54218,,112346,1,48.26%,1,ADMK
2001,Tamil Nadu,VANIAYAMBADI,HAROON RASHEED. J.M. ,M,DMK,42280,,112346,2,37.63%,0,DMK
2001,Tamil Nadu,VANIAYAMBADI,LAKSHMI KANTHAN.R.,M,MDMK,7724,,112346,3,6.88%,0,OTHERS
2001,Tamil Nadu,VANIAYAMBADI,KALEEL NISAR AHMED,M,IND,3095,,112346,4,2.75%,0,OTHERS
2001,Tamil Nadu,VANIAYAMBADI,NATARAJAN.M.P.,M,IND,2268,,112346,5,2.02%,0,OTHERS
2001,Tamil Nadu,VANIAYAMBADI,SENGAM JAFFAR,M,IND,1093,,112346,6,0.97%,0,OTHERS
2001,Tamil Nadu,VANIAYAMBADI,PARTHIBAN. J.,M,LJNSP,859,,112346,7,0.76%,0,OTHERS
2001,Tamil Nadu,VANIAYAMBADI,KAKA IQBAL AHMED,M,IND,443,,112346,8,0.39%,0,OTHERS
2001,Tamil Nadu,VANIAYAMBADI,IQBAL.G.S.,M,SAP,366,,112346,9,0.33%,0,OTHERS
2001,Tamil Nadu,VANUR (SC),GANAPATHY N.,M,ADMK,68421,,122958,1,55.65%,1,ADMK
2001,Tamil Nadu,VANUR (SC),MYDILI R.,F,DMK,47072,,122958,2,38.28%,0,DMK
2001,Tamil Nadu,VANUR (SC),VELAYUDHAM.P.S,M,MDMK,2986,,122958,3,2.43%,0,OTHERS
2001,Tamil Nadu,VANUR (SC),JAYARAMAN.R,M,IND,2410,,122958,4,1.96%,0,OTHERS
2001,Tamil Nadu,VANUR (SC),LAKSHMI KANTHAN .A..,M,IND,951,,122958,5,0.77%,0,OTHERS
2001,Tamil Nadu,VANUR (SC),AYYAPPAN.V,M,IND,263,,122958,6,0.21%,0,OTHERS
2001,Tamil Nadu,VANUR (SC),RAMADHAS.K.,M,IND,263,,122958,6,0.21%,0,OTHERS
2001,Tamil Nadu,VANUR (SC),KALIYAMOORTHY.K,M,IND,222,,122958,8,0.18%,0,OTHERS
2001,Tamil Nadu,VANUR (SC),ARULDASS.C.,M,IND,203,,122958,9,0.17%,0,OTHERS
2001,Tamil Nadu,VANUR (SC),ELUMALAI.R,M,IND,167,,122958,10,0.14%,0,OTHERS
2001,Tamil Nadu,VARAHUR,ARUNACHALAM.A,M,ADMK,61064,,115731,1,52.76%,1,ADMK
2001,Tamil Nadu,VARAHUR,THIRUVALLUVAN.K,M,DMK,47160,,115731,2,40.75%,0,DMK
2001,Tamil Nadu,VARAHUR,PALANIMUTHU R.,M,MDMK,3278,,115731,3,2.83%,0,OTHERS
2001,Tamil Nadu,VARAHUR,KALYANA SUNDARAM P ,M,JD(U),2667,,115731,4,2.30%,0,OTHERS
2001,Tamil Nadu,VARAHUR,RAJENDIRAN.P,M,BSP,1562,,115731,5,1.35%,0,OTHERS
2001,Tamil Nadu,VASUDEVANALLUR,EASWARAN R,M,TMC(M),48019,,102069,1,47.05%,1,ADMK
2001,Tamil Nadu,VASUDEVANALLUR,THANGAPANDIAN S,M,PT,36467,,102069,2,35.73%,0,DMK
2001,Tamil Nadu,VASUDEVANALLUR,GANESH KUMAR G ,M,MDMK,13742,,102069,3,13.46%,0,OTHERS
2001,Tamil Nadu,VASUDEVANALLUR,DURAI RAJ S ,M,IND,2775,,102069,4,2.72%,0,OTHERS
2001,Tamil Nadu,VASUDEVANALLUR,SAMUTHIRAPANDIAN T,M,IND,1066,,102069,5,1.04%,0,OTHERS
2001,Tamil Nadu,VEDARANYAM,VEDARATHINAM .S.K,M,DMK,63568,,118353,1,53.71%,1,DMK
2001,Tamil Nadu,VEDARANYAM,MUTHARASAN.R,M,CPI,48568,,118353,2,41.04%,0,ADMK
2001,Tamil Nadu,VEDARANYAM,ILANGOVAN N.,M,MDMK,3678,,118353,3,3.11%,0,OTHERS
2001,Tamil Nadu,VEDARANYAM,RAMAMURTHY.R,M,IND,2539,,118353,4,2.15%,0,OTHERS
2001,Tamil Nadu,VEDASANDUR, . ANDIVEL.P,M,ADMK,65415,,133475,1,49.01%,1,ADMK
2001,Tamil Nadu,VEDASANDUR, . KAVITHA PARTHIPAN.TMT.R,F,DMK,46289,,133475,2,34.68%,0,DMK
2001,Tamil Nadu,VEDASANDUR, . KARNAN.S,M,MDMK,8381,,133475,3,6.28%,0,OTHERS
2001,Tamil Nadu,VEDASANDUR, . RETHINAM .V.,M,TYMK,6984,,133475,4,5.23%,0,OTHERS
2001,Tamil Nadu,VEDASANDUR, . SIVASUBRAMANI ALIAS DALIT SIVA .P,M,IND,2296,,133475,5,1.72%,0,OTHERS
2001,Tamil Nadu,VEDASANDUR, . ANDAVAN .K.,M,IND,1966,,133475,6,1.47%,0,OTHERS
2001,Tamil Nadu,VEDASANDUR, . KARUPPANAN.A.,M,JD(U),1221,,133475,7,0.91%,0,OTHERS
2001,Tamil Nadu,VEDASANDUR, . MURUGESAN.S.,M,CPI(ML)(L),923,,133475,8,0.69%,0,OTHERS
2001,Tamil Nadu,VEERAPANDI,SELVAM.S.K,M,ADMK,85657,,146733,1,58.38%,1,ADMK
2001,Tamil Nadu,VEERAPANDI,ARUMUGAM.S,M,DMK,55645,,146733,2,37.92%,0,DMK
2001,Tamil Nadu,VEERAPANDI,A. ANBURAJENDRAN,M,MDMK,1318,,146733,3,0.90%,0,OTHERS
2001,Tamil Nadu,VEERAPANDI,S. AMIRTHALINGAM,M,IND,1067,,146733,4,0.73%,0,OTHERS
2001,Tamil Nadu,VEERAPANDI,V. NEHRURAJAN,M,IND,962,,146733,5,0.66%,0,OTHERS
2001,Tamil Nadu,VEERAPANDI,SUBRAMANIAM.K,M,IND,661,,146733,6,0.45%,0,OTHERS
2001,Tamil Nadu,VEERAPANDI,SELVAM.S.K,M,IND,519,,146733,7,0.35%,0,OTHERS
2001,Tamil Nadu,VEERAPANDI,T. SAMPATHKUMAR,M,IND,251,,146733,8,0.17%,0,OTHERS
2001,Tamil Nadu,VEERAPANDI,OM AYABA ESWARAN.R.P. ,M,IND,203,,146733,9,0.14%,0,OTHERS
2001,Tamil Nadu,VEERAPANDI,ANANDAN.M,M,IND,189,,146733,10,0.13%,0,OTHERS
2001,Tamil Nadu,VEERAPANDI,R. GOVINDASAMY,M,IND,142,,146733,11,0.10%,0,OTHERS
2001,Tamil Nadu,VEERAPANDI,KRISHNAMOORTHY.N,M,IND,119,,146733,12,0.08%,0,OTHERS
2001,Tamil Nadu,VELLAKOIL,SAMINATHAN.M.P.,M,DMK,37571,,113900,1,32.99%,1,DMK
2001,Tamil Nadu,VELLAKOIL,PERIASAMY. V.P.,M,ADMK,36831,,113900,2,32.34%,0,ADMK
2001,Tamil Nadu,VELLAKOIL,DURAI RAMASWAMY,M,IND,32056,,113900,3,28.14%,0,OTHERS
2001,Tamil Nadu,VELLAKOIL,SHANMUGAM .V.N.,M,MDMK,4045,,113900,4,3.55%,0,OTHERS
2001,Tamil Nadu,VELLAKOIL,PALANISAMY,M,IND,1611,,113900,5,1.41%,0,OTHERS
2001,Tamil Nadu,VELLAKOIL,SUDHARSAN,M,IND,1090,,113900,6,0.96%,0,OTHERS
2001,Tamil Nadu,VELLAKOIL,SUBURATHINAM. N,M,IND,696,,113900,7,0.61%,0,OTHERS
2001,Tamil Nadu,VELLORE,GNANASEKARAN.C,M,TMC(M),60697,,115708,1,52.46%,1,ADMK
2001,Tamil Nadu,VELLORE,RAMALINGAM..A.M,M,DMK,49573,,115708,2,42.84%,0,DMK
2001,Tamil Nadu,VELLORE,RAJASEKARAN ..S,M,MDMK,2098,,115708,3,1.81%,0,OTHERS
2001,Tamil Nadu,VELLORE,ABDUL JAMEEL.R,M,IND,1192,,115708,4,1.03%,0,OTHERS
2001,Tamil Nadu,VELLORE,RAMU.A,M,IND,959,,115708,5,0.83%,0,OTHERS
2001,Tamil Nadu,VELLORE,VARADARAJAN.A.,M,JP,478,,115708,6,0.41%,0,OTHERS
2001,Tamil Nadu,VELLORE,PANNEER SELVAM.N,M,IND,436,,115708,7,0.38%,0,OTHERS
2001,Tamil Nadu,VELLORE,KARNAKER.C.M,M,SAP,275,,115708,8,0.24%,0,OTHERS
2001,Tamil Nadu,VILATHIKULAM,PERUMAL.N.K,M,ADMK,44415,,92221,1,48.16%,1,ADMK
2001,Tamil Nadu,VILATHIKULAM,RAJASEKARAN.R.K.P,M,DMK,29172,,92221,2,31.63%,0,DMK
2001,Tamil Nadu,VILATHIKULAM,KUMARAGURUBARA RAMANATHAN.S,M,MDMK,16237,,92221,3,17.61%,0,OTHERS
2001,Tamil Nadu,VILATHIKULAM,BOOMINATHAN.K,M,IND,1331,,92221,4,1.44%,0,OTHERS
2001,Tamil Nadu,VILATHIKULAM,SELVARAJ.K,M,IND,1066,,92221,5,1.16%,0,OTHERS
2001,Tamil Nadu,VILAVANCODE,MONY.D.,M,CPM,59087,,104113,1,56.75%,1,ADMK
2001,Tamil Nadu,VILAVANCODE,JEEVARAJ.P.,M,DMK,36168,,104113,2,34.74%,0,DMK
2001,Tamil Nadu,VILAVANCODE,JAYARAJ.A.,M,MDMK,6494,,104113,3,6.24%,0,OTHERS
2001,Tamil Nadu,VILAVANCODE,RADHAKRISHNANC.P.,M,IND,1181,,104113,4,1.13%,0,OTHERS
2001,Tamil Nadu,VILAVANCODE,DHARMENDRAKUMAR.S.N.,M,IND,501,,104113,5,0.48%,0,OTHERS
2001,Tamil Nadu,VILAVANCODE,ELIAS.G.,M,IND,295,,104113,6,0.28%,0,OTHERS
2001,Tamil Nadu,VILAVANCODE,GNANAMUTHAN.V.,M,IND,236,,104113,7,0.23%,0,OTHERS
2001,Tamil Nadu,VILAVANCODE,KISINJER.N.S.,M,IND,151,,104113,8,0.15%,0,OTHERS
2001,Tamil Nadu,VILLIVAKKAM,NEPOLEON .D,M,DMK,164787,,341835,1,48.21%,1,DMK
2001,Tamil Nadu,VILLIVAKKAM,CHELLAKUMAR.A.DR.,M,TMC(M),155557,,341835,2,45.51%,0,ADMK
2001,Tamil Nadu,VILLIVAKKAM,SIVAPRAKASAM J,M,MDMK,12112,,341835,3,3.54%,0,OTHERS
2001,Tamil Nadu,VILLIVAKKAM,JOSUVA .P,M,PB,3139,,341835,4,0.92%,0,OTHERS
2001,Tamil Nadu,VILLIVAKKAM,KUMARASAMY .S,M,CPI(ML)(L),1601,,341835,5,0.47%,0,OTHERS
2001,Tamil Nadu,VILLIVAKKAM,ABUBAKKAR .M,M,SP,1150,,341835,6,0.34%,0,OTHERS
2001,Tamil Nadu,VILLIVAKKAM,MURUGASAN R.,M,IND,1097,,341835,7,0.32%,0,OTHERS
2001,Tamil Nadu,VILLIVAKKAM,BALAKUMARAN S.,M,IND,536,,341835,8,0.16%,0,OTHERS
2001,Tamil Nadu,VILLIVAKKAM,THIAGARAJAN .J,M,IND,458,,341835,9,0.13%,0,OTHERS
2001,Tamil Nadu,VILLIVAKKAM,ARUMUGAM .A,M,LJNSP,370,,341835,10,0.11%,0,OTHERS
2001,Tamil Nadu,VILLIVAKKAM,SEKAR .S.V.,M,IND,361,,341835,11,0.11%,0,OTHERS
2001,Tamil Nadu,VILLIVAKKAM,BALUSAMY .CHO.,M,NVMK,277,,341835,12,0.08%,0,OTHERS
2001,Tamil Nadu,VILLIVAKKAM,SUDALAIMUTHU .G.,M,IND,219,,341835,13,0.06%,0,OTHERS
2001,Tamil Nadu,VILLIVAKKAM,TAMIL SELVAN .P.V,M,IND,171,,341835,14,0.05%,0,OTHERS
2001,Tamil Nadu,VILLUPURAM,PONMUDY.K,M,DMK,65693,,138453,1,47.45%,1,DMK
2001,Tamil Nadu,VILLUPURAM,R.PASUPATHY,M,PMK,63488,,138453,2,45.86%,0,ADMK
2001,Tamil Nadu,VILLUPURAM,GOVINDARAJULU.V,M,MDMK,2982,,138453,3,2.15%,0,OTHERS
2001,Tamil Nadu,VILLUPURAM,SADAGOPAN.K,M,IND,1853,,138453,4,1.34%,0,OTHERS
2001,Tamil Nadu,VILLUPURAM,MOHAMED ALI JINNA .M,M,IND,1116,,138453,5,0.81%,0,OTHERS
2001,Tamil Nadu,VILLUPURAM,PONMUDI .V,M,IND,851,,138453,6,0.61%,0,OTHERS
2001,Tamil Nadu,VILLUPURAM,KALIYAMOORTHY.G,M,BSP,781,,138453,7,0.56%,0,OTHERS
2001,Tamil Nadu,VILLUPURAM,FARUKLAL. C,M,IND,704,,138453,8,0.51%,0,OTHERS
2001,Tamil Nadu,VILLUPURAM,PONMUDI .V,M,IND,293,,138453,9,0.21%,0,OTHERS
2001,Tamil Nadu,VILLUPURAM,BABU . N ,M,IND,246,,138453,10,0.18%,0,OTHERS
2001,Tamil Nadu,VILLUPURAM,PALANIAPPAN. K.P,M,IND,237,,138453,11,0.17%,0,OTHERS
2001,Tamil Nadu,VILLUPURAM,SURESHKUMAR.S,M,IND,209,,138453,12,0.15%,0,OTHERS
2001,Tamil Nadu,VIRUDHUNAGAR,DAMODARAN S.,M,TMC(M),49413,,115815,1,42.67%,1,ADMK
2001,Tamil Nadu,VIRUDHUNAGAR,A.R.R.SEENIVASAN,M,DMK,45396,,115815,2,39.20%,0,DMK
2001,Tamil Nadu,VIRUDHUNAGAR,R.VARATHARAJAN,M,MDMK,14695,,115815,3,12.69%,0,OTHERS
2001,Tamil Nadu,VIRUDHUNAGAR,RAJAILANGO.M,M,IND,2595,,115815,4,2.24%,0,OTHERS
2001,Tamil Nadu,VIRUDHUNAGAR,A.S.A. ARUMUGAM,M,JD(S),1090,,115815,5,0.94%,0,OTHERS
2001,Tamil Nadu,VIRUDHUNAGAR,P.S.A. UMAR FAROOK,M,IND,1040,,115815,6,0.90%,0,OTHERS
2001,Tamil Nadu,VIRUDHUNAGAR,RAJA.M.G,M,IND,620,,115815,7,0.54%,0,OTHERS
2001,Tamil Nadu,VIRUDHUNAGAR,RAAMAMOORTHY.K,M,IND,271,,115815,8,0.23%,0,OTHERS
2001,Tamil Nadu,VIRUDHUNAGAR,R.MARAN,M,IND,230,,115815,9,0.20%,0,OTHERS
2001,Tamil Nadu,VIRUDHUNAGAR,R.BABU,M,IND,176,,115815,10,0.15%,0,OTHERS
2001,Tamil Nadu,VIRUDHUNAGAR,PALANICHAMY. V,M,IND,146,,115815,11,0.13%,0,OTHERS
2001,Tamil Nadu,VIRUDHUNAGAR,P.K.SUNDARARAJ,M,IND,143,,115815,12,0.12%,0,OTHERS
2001,Tamil Nadu,VRIDHACHALAM,GOVINDASAMY. DR.R,M,PMK,68905,,137440,1,50.13%,1,ADMK
2001,Tamil Nadu,VRIDHACHALAM,KUZHANDAI TAMIZHARASAN.,M,DMK,61777,,137440,2,44.95%,0,DMK
2001,Tamil Nadu,VRIDHACHALAM,VENGADASALABTHI.G,M,MDMK,1657,,137440,3,1.21%,0,OTHERS
2001,Tamil Nadu,VRIDHACHALAM,JAYABALAN.G.,M,IND,1650,,137440,4,1.20%,0,OTHERS
2001,Tamil Nadu,VRIDHACHALAM,NAGAPPAN. PON.,M,BSP,1230,,137440,5,0.89%,0,OTHERS
2001,Tamil Nadu,VRIDHACHALAM,SENTHILKUMAR .T,M,IND,1011,,137440,6,0.74%,0,OTHERS
2001,Tamil Nadu,VRIDHACHALAM,CHAKKARAVARTHI. K,M,IND,609,,137440,7,0.44%,0,OTHERS
2001,Tamil Nadu,VRIDHACHALAM,ASHOKKUMAR.S,M,IND,350,,137440,8,0.25%,0,OTHERS
2001,Tamil Nadu,VRIDHACHALAM,BALAKUMAR.K,M,MNK(PLP),251,,137440,9,0.18%,0,OTHERS
2001,Tamil Nadu,YERCAUD,ELAYAKANNU. K.T.,M,ADMK,64319,,99950,1,64.35%,1,ADMK
2001,Tamil Nadu,YERCAUD,GOVINDAN.K.,M,BJP,30334,,99950,2,30.35%,0,DMK
2001,Tamil Nadu,YERCAUD,VADIVEL.R.,M,IND,2483,,99950,3,2.48%,0,OTHERS
2001,Tamil Nadu,YERCAUD,SAMPATHKUMAR.P.,M,IND,856,,99950,4,0.86%,0,OTHERS
2001,Tamil Nadu,YERCAUD,DHANNALAKSHMI.C.,F,JD(U),847,,99950,5,0.85%,0,OTHERS
2001,Tamil Nadu,YERCAUD,ALAGESAN.A.,M,IND,399,,99950,6,0.40%,0,OTHERS
2001,Tamil Nadu,YERCAUD,RAMASAMY. C.V.,M,IND,386,,99950,7,0.39%,0,OTHERS
2001,Tamil Nadu,YERCAUD,ANDI.A.,M,IND,326,,99950,8,0.33%,0,OTHERS
