id,year,statename,pcname,candidate,sex,age,category,party,symbol,general,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance,created_at,updated_at,,
147,2014,Andhra Pradesh,Secundrabad,SYED MADANI QUADRI,M,53,GEN,IND,Bread,376,0,376,0.02,0.04,1893741,28,1003769,0,0,OTHERS,,,,
148,2014,Andhra Pradesh,Secundrabad,B.SUBRAMANYAM,M,60,GEN,IND,Camera,2480,1,2481,0.13,0.25,1893741,11,1003769,0,0,OTHERS,,,,
149,2014,Andhra Pradesh,Secundrabad,None of the Above,,,,NOTA,NOTA,6567,5,6572,0.35,0.65,1893741,7,1003769,0,0,OTHERS,,,,
150,2014,Andhra Pradesh,Hyderabad,S KRISHNA REDDY,M,51,GEN,INC,Hand,49301,9,49310,2.70,5.07,1823217,3,971421,0,0,UPA,,,,
151,2014,Andhra Pradesh,Hyderabad,DR.BHAGAVANTH RAO,M,61,GEN,BJP,Lotus,311336,78,311414,17.08,32.05,1823217,2,971421,0,1,NDA,,,,
152,2014,Andhra Pradesh,Hyderabad,RASHID SHAREEF,M,53,GEN,TRS,Car,37190,5,37195,2.04,3.83,1823217,4,971421,0,0,OTHERS,,,,
153,2014,Andhra Pradesh,Hyderabad,VENU GOPAL.P,M,30,SC,BSP,Elephant,3100,0,3100,0.17,0.32,1823217,10,971421,0,0,OTHERS,,,,
154,2014,Andhra Pradesh,Hyderabad,ASADUDDIN OWAISI,M,43,GEN,AIMIM,Kite,513777,91,513868,28.18,52.88,1823217,1,971421,1,0,OTHERS,,,,
155,2014,Andhra Pradesh,Hyderabad,S.KHAJA MOINUDDIN,M,45,GEN,AIACP,Batsman,1592,1,1593,0.09,0.16,1823217,12,971421,0,0,OTHERS,,,,
156,2014,Andhra Pradesh,Hyderabad,JAYA VINDHYALA,F,49,GEN,SP(I),Battery Torch,598,0,598,0.03,0.06,1823217,16,971421,0,0,OTHERS,,,,
157,2014,Andhra Pradesh,Hyderabad,BINGHI RAJASHEKAR,M,38,GEN,PPOI,Television,21796,0,21796,1.20,2.24,1823217,5,971421,0,0,OTHERS,,,,
158,2014,Andhra Pradesh,Hyderabad,BODDU SAINATH REDDY,M,36,GEN,YSRCP,Ceiling Fan,10735,8,10743,0.59,1.11,1823217,6,971421,0,0,OTHERS,,,,
159,2014,Andhra Pradesh,Hyderabad,N.MAHENDER SINGH,M,49,GEN,NBNP,Dao,485,0,485,0.03,0.05,1823217,17,971421,0,0,OTHERS,,,,
160,2014,Andhra Pradesh,Hyderabad,LUBNA SARWATH,F,49,GEN,AAAP,Broom,6118,0,6118,0.34,0.63,1823217,7,971421,0,0,OTHERS,,,,
161,2014,Andhra Pradesh,Hyderabad,SYED MUSTAFA MAHMOOD,M,45,GEN,MBT,Bat,2101,1,2102,0.12,0.22,1823217,11,971421,0,0,OTHERS,,,,
162,2014,Andhra Pradesh,Hyderabad,MD OSMAN,M,52,GEN,IND,BELT,728,0,728,0.04,0.07,1823217,14,971421,0,0,OTHERS,,,,
163,2014,Andhra Pradesh,Hyderabad,SHAIK MOIN,M,46,GEN,IND,Candles,626,0,626,0.03,0.06,1823217,15,971421,0,0,OTHERS,,,,
164,2014,Andhra Pradesh,Hyderabad,SYED ABDUL GAFFER,M,56,GEN,IND,Gas Cylinder,740,0,740,0.04,0.08,1823217,13,971421,0,0,OTHERS,,,,
165,2014,Andhra Pradesh,Hyderabad,M A HABEEB,M,37,GEN,IND,Carrom Board,5992,0,5992,0.33,0.62,1823217,8,971421,0,0,OTHERS,,,,
166,2014,Andhra Pradesh,Hyderabad,None of the Above,,,,NOTA,NOTA,5011,2,5013,0.27,0.52,1823217,9,971421,0,0,OTHERS,,,,
167,2014,Andhra Pradesh,CHELVELLA,KONDA VISHWESHWAR REDDY,M,54,GEN,TRS,Car,431084,3993,435077,19.91,32.90,2185164,1,1315862,1,0,OTHERS,,,,
168,2014,Andhra Pradesh,CHELVELLA,TULLA VEERENDER,M,31,GEN,TDP,Bicycle,352227,976,353203,16.16,26.71,2185164,3,1315862,0,0,NDA,,,,
169,2014,Andhra Pradesh,CHELVELLA,PATLOLLA KARTIK REDDY,M,34,GEN,INC,Hand,360834,1220,362054,16.57,27.38,2185164,2,1315862,0,1,UPA,,,,
170,2014,Andhra Pradesh,CHELVELLA,SAMALA RAVINDAR,M,46,GEN,BSP,Elephant,7713,19,7732,0.35,0.58,2185164,8,1315862,0,0,OTHERS,,,,
171,2014,Andhra Pradesh,CHELVELLA,KUMMARI GIRI,M,33,GEN,PPOI,Television,5787,2,5789,0.26,0.44,2185164,10,1315862,0,0,OTHERS,,,,
172,2014,Andhra Pradesh,CHELVELLA,KONDA RAGHAVA REDDY,M,54,GEN,YSRCP,Ceiling Fan,40069,66,40135,1.84,3.04,2185164,5,1315862,0,0,OTHERS,,,,
173,2014,Andhra Pradesh,CHELVELLA,DR.GOLLA RAMAIAH,M,73,GEN,TLP,Gas Cylinder,1737,28,1765,0.08,0.13,2185164,15,1315862,0,0,OTHERS,,,,
174,2014,Andhra Pradesh,CHELVELLA,CHAN PASHA,M,37,GEN,ABML(S),Kite,56832,3,56835,2.60,4.30,2185164,4,1315862,0,0,OTHERS,,,,
175,2014,Andhra Pradesh,CHELVELLA,MD YUNUS MIYA,M,70,GEN,MCPI,Carrom Board,2901,3,2904,0.13,0.22,2185164,11,1315862,0,0,OTHERS,,,,
176,2014,Andhra Pradesh,CHELVELLA,REGATTE VENKAT REDDY,M,54,GEN,AAAP,Broom,7433,29,7462,0.34,0.56,2185164,9,1315862,0,0,OTHERS,,,,
177,2014,Andhra Pradesh,CHELVELLA,SYED HASHMATHULLAH QUADRI,M,45,GEN,IUML,Ladder,1399,12,1411,0.06,0.11,2185164,16,1315862,0,0,UPA,,,,
178,2014,Andhra Pradesh,CHELVELLA,DR. P. SADHU SATYANADHAN,M,61,GEN,ICSP,Trumpet,2487,58,2545,0.12,0.19,2185164,12,1315862,0,0,OTHERS,,,,
179,2014,Andhra Pradesh,CHELVELLA,SUTHARAPU PADMAIAH,M,61,GEN,APRSSP,Batsman,2211,3,2214,0.10,0.17,2185164,13,1315862,0,0,OTHERS,,,,
180,2014,Andhra Pradesh,CHELVELLA,G.MALLESHAM GOUD,M,38,GEN,IND,Auto- Rickshaw,24650,10,24660,1.13,1.86,2185164,6,1315862,0,0,OTHERS,,,,
181,2014,Andhra Pradesh,CHELVELLA,SANIKE RAM GOPAL YADAV,M,47,GEN,IND,Ring,2056,2,2058,0.09,0.16,2185164,14,1315862,0,0,OTHERS,,,,
182,2014,Andhra Pradesh,CHELVELLA,None of the Above,,,,NOTA,NOTA,9989,29,10018,0.46,0.76,2185164,7,1315862,0,0,OTHERS,,,,
183,2014,Andhra Pradesh,Mahbubnagar,KADIRE KRISHNA,M,37,SC,BSP,Elephant,15690,89,15779,1.11,1.55,1418668,5,1014800,0,0,OTHERS,,,,
184,2014,Andhra Pradesh,Mahbubnagar,DR. JANARDHAN REDDY NAGAM,M,65,GEN,BJP,Lotus,270102,2689,272791,19.23,26.86,1418668,3,1014800,0,0,NDA,,,,
185,2014,Andhra Pradesh,Mahbubnagar,JAIPAL REDDY SUDINI,M,72,GEN,INC,Hand,330167,1471,331638,23.38,32.66,1418668,2,1014800,0,1,UPA,,,,
186,2014,Andhra Pradesh,Mahbubnagar,AP JITHENDER REDDY,M,60,GEN,TRS,Car,332581,1647,334228,23.56,32.91,1418668,1,1014800,1,0,OTHERS,,,,
187,2014,Andhra Pradesh,Mahbubnagar,S.R.PREMAIAH,M,60,SC,PPOI,Auto- Rickshaw,30379,9,30388,2.14,2.99,1418668,4,1014800,0,0,OTHERS,,,,
188,2014,Andhra Pradesh,Mahbubnagar,H.A. RAHMAN,M,44,GEN,YSRCP,Ceiling Fan,9065,40,9105,0.64,0.90,1418668,6,1014800,0,0,OTHERS,,,,
189,2014,Andhra Pradesh,Mahbubnagar,IBRAHIM SYED,M,44,GEN,IND,Almirah,4487,62,4549,0.32,0.45,1418668,8,1014800,0,0,OTHERS,,,,
190,2014,Andhra Pradesh,Mahbubnagar,DR. CHANDRA SEKHAR. A,M,45,GEN,IND,Stethoscope,3983,50,4033,0.28,0.40,1418668,9,1014800,0,0,OTHERS,,,,
191,2014,Andhra Pradesh,Mahbubnagar,S. SHIVA SHANKAR,M,45,GEN,IND,Air Conditioner,3242,10,3252,0.23,0.32,1418668,10,1014800,0,0,OTHERS,,,,
192,2014,Andhra Pradesh,Mahbubnagar,None of the Above,,,,NOTA,NOTA,9016,21,9037,0.64,0.89,1418668,7,1014800,0,0,OTHERS,,,,
193,2014,Andhra Pradesh,Nagarkurnool,YELLAIAH NANDI,M,71,SC,INC,Hand,419040,1035,420075,28.44,37.64,1477305,1,1108968,1,0,UPA,,,,
194,2014,Andhra Pradesh,Nagarkurnool,BAKKANI NARSIMLU,M,63,SC,TDP,Bicycle,182734,618,183352,12.41,16.43,1477305,3,1108968,0,0,NDA,,,,
195,2014,Andhra Pradesh,Nagarkurnool,BAHADHUR SRINIVAS,M,39,SC,BSP,Elephant,12022,67,12089,0.82,1.08,1477305,7,1108968,0,0,OTHERS,,,,
196,2014,Andhra Pradesh,Nagarkurnool,DR. MANDA JAGANNATH,M,63,SC,TRS,Car,401212,2187,403399,27.31,36.14,1477305,2,1108968,0,1,OTHERS,,,,
197,2014,Andhra Pradesh,Nagarkurnool,MAREDU GOPAL,M,63,SC,YSRCP,Ceiling Fan,22955,30,22985,1.56,2.06,1477305,5,1108968,0,0,OTHERS,,,,
198,2014,Andhra Pradesh,Nagarkurnool,BUDDULA SRINIVAS,M,39,SC,IND,Auto- Rickshaw,54675,5,54680,3.70,4.90,1477305,4,1108968,0,0,OTHERS,,,,
199,2014,Andhra Pradesh,Nagarkurnool,None of the Above,,,,NOTA,NOTA,12329,59,12388,0.84,1.11,1477305,6,1108968,0,0,OTHERS,,,,
200,2014,Andhra Pradesh,Nalgonda,KUNDARAPU RAMESH,M,46,GEN,BSP,Elephant,11503,14,11517,0.77,0.97,1494343,7,1189399,0,0,OTHERS,,,,
201,2014,Andhra Pradesh,Nalgonda,GUTHA SUKHENDER REDDY,M,60,GEN,INC,Hand,467984,4109,472093,31.59,39.62,1494343,1,1189399,1,0,UPA,,,,
202,2014,Andhra Pradesh,Nalgonda,TERA CHINNAPA REDDY,M,50,GEN,TDP,Bicycle,277433,1504,278937,18.67,23.41,1494343,2,1189399,0,1,NDA,,,,
203,2014,Andhra Pradesh,Nalgonda,NANDYALA NARSIMHA REDDY,M,58,GEN,CPM,"Hammer, Sickle and Star",54157,266,54423,3.64,4.57,1494343,5,1189399,0,0,OTHERS,,,,
204,2014,Andhra Pradesh,Nalgonda,DR. PALLA RAJESHWAR REDDY,M,50,GEN,TRS,Car,257953,2724,260677,17.44,21.88,1494343,3,1189399,0,0,OTHERS,,,,
205,2014,Andhra Pradesh,Nalgonda,GUNNAM NAGI REDDY,M,64,GEN,YSRCP,Ceiling Fan,39339,46,39385,2.64,3.31,1494343,6,1189399,0,0,OTHERS,,,,
206,2014,Andhra Pradesh,Nalgonda,TEJAVATH BELLAIAH NAIK,M,42,GEN,AAAP,Broom,2297,11,2308,0.15,0.19,1494343,10,1189399,0,0,OTHERS,,,,
207,2014,Andhra Pradesh,Nalgonda,MANUPURI DAYA SAGAR,M,39,GEN,PPOI,Television,4481,14,4495,0.30,0.38,1494343,9,1189399,0,0,OTHERS,,,,
208,2014,Andhra Pradesh,Nalgonda,MARRI NEHEMIAH,M,58,GEN,IND,Auto- Rickshaw,56256,3,56259,3.76,4.72,1494343,4,1189399,0,0,OTHERS,,,,
209,2014,Andhra Pradesh,Nalgonda,None of the Above,,,,NOTA,NOTA,9284,21,9305,0.62,0.78,1494343,8,1189399,0,0,OTHERS,,,,
210,2014,Andhra Pradesh,Bhongir ,ARVAPALLY AMBATI,M,34,GEN,BSP,Elephant,9023,6,9029,0.61,0.74,1492240,8,1211732,0,0,OTHERS,,,,
211,2014,Andhra Pradesh,Bhongir ,INDRASENA REDDY NALLU,M,64,GEN,BJP,Lotus,182849,400,183249,12.28,15.11,1492240,3,1211732,0,0,NDA,,,,
212,2014,Andhra Pradesh,Bhongir ,KOMATIREDDY RAJGOPAL REDDY,M,46,GEN,INC,Hand,416240,1380,417620,27.99,34.44,1492240,2,1211732,0,1,UPA,,,,
213,2014,Andhra Pradesh,Bhongir ,CHERUPALLY SEETHARAMULU,M,60,GEN,CPM,"Hammer, Sickle and Star",53973,62,54035,3.62,4.46,1492240,4,1211732,0,0,OTHERS,,,,
214,2014,Andhra Pradesh,Bhongir ,DR. BOORA NARSAIAH GOUD,M,55,GEN,TRS,Car,446822,1342,448164,30.03,36.96,1492240,1,1211732,1,0,OTHERS,,,,
215,2014,Andhra Pradesh,Bhongir ,KAPILAVAI DILEEP KUMAR,M,60,GEN,RLD,Hand Pump,5550,1,5551,0.37,0.46,1492240,11,1211732,0,0,UPA,,,,
216,2014,Andhra Pradesh,Bhongir ,GUDURU JANARDHAN REDDY,M,41,GEN,JaSPa,Chappals,2342,0,2342,0.16,0.19,1492240,13,1211732,0,0,OTHERS,,,,
217,2014,Andhra Pradesh,Bhongir ,GUAHATI MOTHILAL,M,45,GEN,AIMIM,Kite,2598,2,2600,0.17,0.21,1492240,12,1211732,0,0,OTHERS,,,,
218,2014,Andhra Pradesh,Bhongir ,NAGULA SRINIVAS YADAV,M,44,GEN,MaSP,Scissors,1852,6,1858,0.12,0.15,1492240,14,1211732,0,0,OTHERS,,,,
219,2014,Andhra Pradesh,Bhongir ,BOILLA NARENDER,M,32,SC,RPI(A),Sewing Machine,6846,1,6847,0.46,0.56,1492240,10,1211732,0,0,OTHERS,,,,
220,2014,Andhra Pradesh,Bhongir ,NAVULLA MALLA REDDY,M,42,GEN,IND,Coconut,26805,0,26805,1.80,2.21,1492240,6,1211732,0,0,OTHERS,,,,
221,2014,Andhra Pradesh,Bhongir ,RAVULAPALLY KONDAL RAO,M,60,GEN,IND,Television,7720,1,7721,0.52,0.64,1492240,9,1211732,0,0,OTHERS,,,,
222,2014,Andhra Pradesh,Bhongir ,VARIKUPPALA KRISHNA VADDERA,M,45,GEN,IND,Auto- Rickshaw,35004,0,35004,2.35,2.89,1492240,5,1211732,0,0,OTHERS,,,,
223,2014,Andhra Pradesh,Bhongir ,None of the Above,,,,NOTA,NOTA,10869,38,10907,0.73,0.90,1492240,7,1211732,0,0,OTHERS,,,,
224,2014,Andhra Pradesh,Warangal,KADIYAM SRIHARI,M,63,SC,TRS,Car,658828,2811,661639,43.03,56.23,1537778,1,1174631,1,0,OTHERS,,,,
225,2014,Andhra Pradesh,Warangal,GANNARAPU SURENDER,M,49,SC,BSP,Elephant,9489,47,9536,0.62,0.81,1537778,5,1174631,0,0,OTHERS,,,,
226,2014,Andhra Pradesh,Warangal,PARAMESHWAR RAMAGALLA,M,55,SC,BJP,Lotus,186742,397,187139,12.17,15.90,1537778,3,1174631,0,0,NDA,,,,
227,2014,Andhra Pradesh,Warangal,RAJAIAH SIRICILLA,M,61,SC,INC,Hand,268450,615,269065,17.50,22.87,1537778,2,1174631,0,1,UPA,,,,
228,2014,Andhra Pradesh,Warangal,CHINTHA SWAMY,M,44,SC,AAAP,Broom,5561,8,5569,0.36,0.47,1537778,8,1174631,0,0,OTHERS,,,,
229,2014,Andhra Pradesh,Warangal,THUPPARI NARASIMHA SWAMY,M,44,SC,PPOI,Television,7350,0,7350,0.48,0.62,1537778,7,1174631,0,0,OTHERS,,,,
230,2014,Andhra Pradesh,Warangal,VENKANNA KANNAM,M,36,SC,MCPI,Carrom Board,2257,1,2258,0.15,0.19,1537778,10,1174631,0,0,OTHERS,,,,
231,2014,Andhra Pradesh,Warangal,VENKANNA NEERUDU,M,38,SC,BMUP,Cot,2098,0,2098,0.14,0.18,1537778,11,1174631,0,0,OTHERS,,,,
232,2014,Andhra Pradesh,Warangal,VENU ESAMPELLY,M,37,SC,AIFB,Lion,1541,0,1541,0.10,0.13,1537778,13,1174631,0,0,OTHERS,,,,
233,2014,Andhra Pradesh,Warangal,KANAKAM RAMESH,M,34,SC,IND,Scissors,2013,0,2013,0.13,0.17,1537778,12,1174631,0,0,OTHERS,,,,
234,2014,Andhra Pradesh,Warangal,CHILUVERU PRATHAP,M,40,SC,IND,Gas Stove,9178,0,9178,0.60,0.78,1537778,6,1174631,0,0,OTHERS,,,,
235,2014,Andhra Pradesh,Warangal,JANNU MAHENDAR,M,33,SC,IND,Black Board,3209,2,3211,0.21,0.27,1537778,9,1174631,0,0,OTHERS,,,,
236,2014,Andhra Pradesh,Warangal,None of the Above,,,,NOTA,NOTA,14007,27,14034,0.91,1.19,1537778,4,1174631,0,0,OTHERS,,,,
237,2014,Andhra Pradesh,Mahabubabad  ,PROF. AZMEERA SEETARAM NAIK,M,56,ST,TRS,Car,319388,1181,320569,23.11,28.45,1387288,1,1124372,1,0,OTHERS,,,,
238,2014,Andhra Pradesh,Mahabubabad  ,P. BALRAM,M,49,ST,INC,Hand,283735,1842,285577,20.59,25.35,1387288,2,1124372,0,1,UPA,,,,
239,2014,Andhra Pradesh,Mahabubabad  ,BANOTH MOHANLAL,M,49,ST,TDP,Bicycle,215664,240,215904,15.56,19.16,1387288,3,1124372,0,0,NDA,,,,
240,2014,Andhra Pradesh,Mahabubabad  ,BODA RAASI,F,29,ST,BSP,Elephant,6220,4,6224,0.45,0.55,1387288,11,1124372,0,0,OTHERS,,,,
241,2014,Andhra Pradesh,Mahabubabad  ,KAVITHA RANI LUNAVATH,F,35,ST,PPOI,Television,6633,4,6637,0.48,0.59,1387288,10,1124372,0,0,OTHERS,,,,
242,2014,Andhra Pradesh,Mahabubabad  ,GUGULOTU JAGAN,M,37,ST,MCPI,Carrom Board,3662,0,3662,0.26,0.33,1387288,14,1124372,0,0,OTHERS,,,,
243,2014,Andhra Pradesh,Mahabubabad  ,TELLAM VENKATA RAO,M,46,ST,YSRCP,Ceiling Fan,127819,653,128472,9.26,11.40,1387288,4,1124372,0,0,OTHERS,,,,
244,2014,Andhra Pradesh,Mahabubabad  ,EESAM SUDHAKAR,M,29,ST,IND,Bat,2193,0,2193,0.16,0.19,1387288,18,1124372,0,0,OTHERS,,,,
245,2014,Andhra Pradesh,Mahabubabad  ,V. GOURI NAGAMANI,F,43,ST,IND,Scissors,13580,83,13663,0.98,1.21,1387288,7,1124372,0,0,OTHERS,,,,
246,2014,Andhra Pradesh,Mahabubabad  ,DATLA NAGESHWAR RAO,M,48,ST,IND,Pot,6833,20,6853,0.49,0.61,1387288,8,1124372,0,0,OTHERS,,,,
247,2014,Andhra Pradesh,Mahabubabad  ,PADIGA YARRAIAH,M,69,ST,IND,Table,3496,2,3498,0.25,0.31,1387288,15,1124372,0,0,OTHERS,,,,
248,2014,Andhra Pradesh,Mahabubabad  ,PAYAM CHANDHAR RAO (CHINNA CHANDHRANNA),M,53,ST,IND,Auto- Rickshaw,94029,15,94044,6.78,8.35,1387288,5,1124372,0,0,OTHERS,,,,
249,2014,Andhra Pradesh,Mahabubabad  ,PONAKA SAMMAKKA,F,36,ST,IND,Cup & Saucer,3443,0,3443,0.25,0.31,1387288,16,1124372,0,0,OTHERS,,,,
250,2014,Andhra Pradesh,Mahabubabad  ,BALUNAYAK BHUKYA,M,34,ST,IND,Gas Cylinder,3091,0,3091,0.22,0.27,1387288,17,1124372,0,0,OTHERS,,,,
251,2014,Andhra Pradesh,Mahabubabad  ,METLA PAPAIAH,M,62,ST,IND,BUCKET,3882,43,3925,0.28,0.35,1387288,13,1124372,0,0,OTHERS,,,,
252,2014,Andhra Pradesh,Mahabubabad  ,LAXMAN BUKYA,M,38,ST,IND,Ring,14029,5,14034,1.01,1.25,1387288,6,1124372,0,0,OTHERS,,,,
253,2014,Andhra Pradesh,Mahabubabad  ,LAXMINARAYANA BORRA,M,38,ST,IND,Gas Stove,5879,0,5879,0.42,0.52,1387288,12,1124372,0,0,OTHERS,,,,
254,2014,Andhra Pradesh,Mahabubabad  ,None of the Above,,,,NOTA,NOTA,6695,9,6704,0.48,0.60,1387288,9,1124372,0,0,OTHERS,,,,
255,2014,Andhra Pradesh,Khammam ,KANKANALA NARAYANA,M,66,GEN,CPI,Ears of Corn And Sickle,187266,436,187702,13.03,15.79,1440267,3,1183849,0,0,OTHERS,,,,
256,2014,Andhra Pradesh,Khammam ,DODDA RAM BABU,M,48,GEN,BSP,Elephant,4758,3,4761,0.33,0.40,1440267,12,1183849,0,0,OTHERS,,,,
257,2014,Andhra Pradesh,Khammam ,NAMA NAGESWARA RAO,M,56,GEN,TDP,Bicycle,407614,2616,410230,28.48,34.51,1440267,2,1183849,0,1,NDA,,,,
258,2014,Andhra Pradesh,Khammam ,BUDAN BAIG SHAIK,M,53,GEN,TRS,Car,88944,180,89124,6.19,7.50,1440267,4,1183849,0,0,OTHERS,,,,
259,2014,Andhra Pradesh,Khammam ,NAGARJUNA CHERUKURU,M,44,GEN,JaSPa,Chappals,4994,8,5002,0.35,0.42,1440267,10,1183849,0,0,OTHERS,,,,
260,2014,Andhra Pradesh,Khammam ,PONGULETI  SRINIVASA REDDY,M,48,GEN,YSRCP,Ceiling Fan,418609,3825,422434,29.33,35.53,1440267,1,1183849,1,0,OTHERS,,,,
261,2014,Andhra Pradesh,Khammam ,MEDARAMETLA  RAMA RAO,M,48,GEN,PPOI,Television,4136,3,4139,0.29,0.35,1440267,14,1183849,0,0,OTHERS,,,,
262,2014,Andhra Pradesh,Khammam ,KANAKAM TIRUMALA RAO,M,27,SC,IND,Green Chilli,917,0,917,0.06,0.08,1440267,26,1183849,0,0,OTHERS,,,,
263,2014,Andhra Pradesh,Khammam ,KALTHI RAMULAMMA,F,39,ST,IND,Basket containing Fruits,983,0,983,0.07,0.08,1440267,24,1183849,0,0,OTHERS,,,,
264,2014,Andhra Pradesh,Khammam ,KALTHI VENKATESWARLU,M,42,ST,IND,Almirah,1063,0,1063,0.07,0.09,1440267,22,1183849,0,0,OTHERS,,,,
265,2014,Andhra Pradesh,Khammam ,KAKI BHASKAR,M,43,GEN,IND,Auto- Rickshaw,5368,0,5368,0.37,0.45,1440267,9,1183849,0,0,OTHERS,,,,
266,2014,Andhra Pradesh,Khammam ,GUGULOTHU RANJITH KUMAR,M,30,ST,IND,Bat,1434,0,1434,0.10,0.12,1440267,17,1183849,0,0,OTHERS,,,,
267,2014,Andhra Pradesh,Khammam ,GUGULOTHU SARVAN,M,29,ST,IND,Sewing Machine,1491,0,1491,0.10,0.13,1440267,16,1183849,0,0,OTHERS,,,,
268,2014,Andhra Pradesh,Khammam ,GOKINEPALLI VENKATESWARA RAO (GVR),M,56,GEN,IND,Cup & Saucer,8041,14,8055,0.56,0.68,1440267,6,1183849,0,0,OTHERS,,,,
269,2014,Andhra Pradesh,Khammam ,JERRIPOTHULA SRINIVAS,M,38,SC,IND,Cot,1116,0,1116,0.08,0.09,1440267,21,1183849,0,0,OTHERS,,,,
270,2014,Andhra Pradesh,Khammam ,NAGIREDDY RAJI REDDY (RAJANNA),M,38,GEN,IND,Telephone,4484,0,4484,0.31,0.38,1440267,13,1183849,0,0,OTHERS,,,,
271,2014,Andhra Pradesh,Khammam ,BACHALA LAXMAIAH,M,55,ST,IND,Electric Pole,6506,0,6506,0.45,0.55,1440267,7,1183849,0,0,OTHERS,,,,
272,2014,Andhra Pradesh,Khammam ,BANOTH KISHAN NAYAK,M,33,ST,IND,Dolli,1617,0,1617,0.11,0.14,1440267,15,1183849,0,0,OTHERS,,,,
273,2014,Andhra Pradesh,Khammam ,BANOTH LAXMA NAIK,M,57,ST,IND,Table,1342,0,1342,0.09,0.11,1440267,18,1183849,0,0,OTHERS,,,,
274,2014,Andhra Pradesh,Khammam ,BUSIREDDY SHANKAR REDDY,M,53,GEN,IND,Pot,964,0,964,0.07,0.08,1440267,25,1183849,0,0,OTHERS,,,,
275,2014,Andhra Pradesh,Khammam ,MARIKANTI VASUDASU,M,69,GEN,IND,Ring,879,0,879,0.06,0.07,1440267,28,1183849,0,0,OTHERS,,,,
276,2014,Andhra Pradesh,Khammam ,MUDIGE NAGESWARA RAO,M,44,ST,IND,BELT,1202,0,1202,0.08,0.10,1440267,20,1183849,0,0,OTHERS,,,,
277,2014,Andhra Pradesh,Khammam ,MOKALLA RAMESH,M,41,ST,IND,Scissors,5401,0,5401,0.37,0.45,1440267,8,1183849,0,0,OTHERS,,,,
278,2014,Andhra Pradesh,Khammam ,RAMESH KOMMU,M,42,SC,IND,Gas Stove,1273,1,1274,0.09,0.11,1440267,19,1183849,0,0,OTHERS,,,,
279,2014,Andhra Pradesh,Khammam ,RAMU KANDULA,M,35,SC,IND,Coconut,1021,0,1021,0.07,0.09,1440267,23,1183849,0,0,OTHERS,,,,
280,2014,Andhra Pradesh,Khammam ,LINGALA RAVI KUMAR,M,38,SC,IND,Gas Cylinder,9459,1,9460,0.66,0.80,1440267,5,1183849,0,0,OTHERS,,,,
281,2014,Andhra Pradesh,Khammam ,SANAPA POMMAIAH,M,50,ST,IND,BUCKET,889,0,889,0.06,0.07,1440267,27,1183849,0,0,OTHERS,,,,
282,2014,Andhra Pradesh,Khammam ,None of the Above,,,,NOTA,NOTA,4978,13,4991,0.35,0.42,1440267,11,1183849,0,0,OTHERS,,,,
283,2014,Andhra Pradesh,Aruku ,KISHORE CHANDRA DEO,M,67,ST,INC,Hand,52574,310,52884,4.16,5.79,1272340,3,909614,0,0,UPA,,,,
284,2014,Andhra Pradesh,Aruku ,GUMMIDI SANDHYARANI,F,41,ST,TDP,Bicycle,319846,1947,321793,25.29,35.21,1272340,2,909614,0,1,NDA,,,,
285,2014,Andhra Pradesh,Aruku ,MIDIYAM BABURAO,M,63,ST,CPM,"Hammer, Sickle and Star",38254,644,38898,3.06,4.26,1272340,4,909614,0,0,OTHERS,,,,
286,2014,Andhra Pradesh,Aruku ,KOTHAPALLI GEETHA,F,43,ST,YSRCP,Ceiling Fan,410730,2461,413191,32.47,45.22,1272340,1,909614,1,0,OTHERS,,,,
287,2014,Andhra Pradesh,Aruku ,BURJABARIKI DHANARAJU,M,32,ST,AAAP,Broom,8539,30,8569,0.67,0.94,1272340,8,909614,0,0,OTHERS,,,,
288,2014,Andhra Pradesh,Aruku ,IILLA RAMI REDDY,M,60,ST,IND,Table,5685,7,5692,0.45,0.62,1272340,11,909614,0,0,OTHERS,,,,
289,2014,Andhra Pradesh,Aruku ,KANGALA BALUDORA,M,58,ST,IND,Cup & Saucer,23197,18,23215,1.82,2.54,1272340,5,909614,0,0,OTHERS,,,,
290,2014,Andhra Pradesh,Aruku ,CHETTI SANKARARAO,M,32,ST,IND,Envelope,8934,17,8951,0.70,0.98,1272340,7,909614,0,0,OTHERS,,,,
291,2014,Andhra Pradesh,Aruku ,BIDDIKA RAMAIAH,M,52,ST,IND,Iron,7581,6,7587,0.60,0.83,1272340,10,909614,0,0,OTHERS,,,,
292,2014,Andhra Pradesh,Aruku ,VANUGU SANKARARAO,M,39,ST,IND,Bat,4591,23,4614,0.36,0.50,1272340,12,909614,0,0,OTHERS,,,,
293,2014,Andhra Pradesh,Aruku ,SALLANGI RATNAM,F,35,ST,IND,Pot,7648,40,7688,0.60,0.84,1272340,9,909614,0,0,OTHERS,,,,
294,2014,Andhra Pradesh,Aruku ,None of the Above,,,,NOTA,NOTA,16496,36,16532,1.30,1.81,1272340,6,909614,0,0,OTHERS,,,,
295,2014,Andhra Pradesh,Srikakulam,KILLI KRUPARANI,F,52,GEN,INC,Hand,24038,133,24171,1.71,2.29,1413726,3,1052115,0,0,UPA,,,,
296,2014,Andhra Pradesh,Srikakulam,BODDEPALLI RAJARAO,M,47,GEN,BSP,Elephant,8036,13,8049,0.57,0.76,1413726,5,1052115,0,0,OTHERS,,,,
