year,statename,distname,lcname,category,candidate,sex,age,party,total,rank,electors,polled,pollperc,win,alliance
2009,Jharkhand,Ranchi,Kanke,SC,ARJUN KUMAR RAM,M,34,IND,4559,6,331582,144559,43.6,0,OTHERS
2009,Jharkhand,Ranchi,Kanke,SC,AJAY RAJAK,M,33,ABMSD,3596,7,331582,144559,43.6,0,OTHERS
2009,Jharkhand,Ranchi,Kanke,SC,KHUDA RAM,M,51,RJD,2856,8,331582,144559,43.6,0,OTHERS
2009,Jharkhand,Ranchi,Kanke,SC,RATIYA GANJHU,M,39,IND,1959,9,331582,144559,43.6,0,OTHERS
2009,Jharkhand,Ranchi,Kanke,SC,VIJAY RAM,M,30,NSAM,1872,10,331582,144559,43.6,0,OTHERS
2009,Jharkhand,Ranchi,Kanke,SC,NAGESHWAR CHOUDHARY,M,43,IND,1706,11,331582,144559,43.6,0,OTHERS
2009,Jharkhand,Ranchi,Kanke,SC,NANDLAL NAYAK,M,35,JHJAP,1423,12,331582,144559,43.6,0,OTHERS
2009,Jharkhand,Ranchi,Kanke,SC,VIJAY SHANKAR NAYAK,M,43,BSP,1120,13,331582,144559,43.6,0,OTHERS
2009,Jharkhand,Ranchi,Kanke,SC,VIJAY KR. RAJAK,M,32,JHJAM,930,14,331582,144559,43.6,0,OTHERS
2009,Jharkhand,Ranchi,Kanke,SC,RAJ KISHOR RAVI,M,26,IND,827,15,331582,144559,43.6,0,OTHERS
2009,Jharkhand,Ranchi,Kanke,SC,SHIV TAHAL NAYAK,M,25,IND,809,16,331582,144559,43.6,0,OTHERS
2009,Jharkhand,Ranchi,Kanke,SC,NIRASHO KUMARI,F,32,IND,702,17,331582,144559,43.6,0,OTHERS
2009,Jharkhand,Ranchi,Kanke,SC,PRATIMA KUMARI,F,37,SVKP,567,18,331582,144559,43.6,0,OTHERS
2009,Jharkhand,Ranchi,Kanke,SC,LAL BABU RAJAK,M,32,IND,535,19,331582,144559,43.6,0,OTHERS
2009,Jharkhand,Ranchi,Kanke,SC,RAM NARAIN RAMA,M,68,JKP,525,20,331582,144559,43.6,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,BANDHU TIRKEY,M,49,JHJAM,58924,1,255065,154805,60.69,1,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,DEO KUMAR DHAN,M,47,INC,28953,2,255065,154805,60.69,0,INC
2009,Jharkhand,Ranchi,Mandar,ST,CHAMRA LINDA,M,39,RAKAP,27073,3,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,ANIL ORAON,M,40,BJP,14189,4,255065,154805,60.69,0,BJP
2009,Jharkhand,Ranchi,Mandar,ST,PRABHAKAR TIRKEY,M,49,JKP,4767,5,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,DIWAKAR MINZ,M,52,RJD,4496,6,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,JAGDISH PAHAN,M,33,IND,2832,7,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,SUKHRAM MUNDA,M,32,IND,1890,8,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,SHIV ORAON,M,26,JMM,1778,9,255065,154805,60.69,0,JMM
2009,Jharkhand,Ranchi,Mandar,ST,BIMAL KACHHAP,M,44,JKPP,1523,10,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,RAM KISUN ORAON,M,46,LJVM,1309,11,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,ETWA ORAON,M,46,IND,932,12,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,BUDHWA ORAON,M,43,CPI(ML)(L),751,13,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,BISHRAM MINZ,M,43,LTSD,728,14,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,AMRIT KACHHAP,M,34,IND,715,15,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,SUNIL KUJUR,M,65,BRSP,665,16,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,ARVIND LOHRA,M,32,BSP,651,17,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,DHARO ORAON,M,31,IND,616,18,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,PREM LATA TIGGA,F,30,IND,613,19,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,SAMU TOPPO,M,37,IND,492,20,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,PRABAL KACHHAP,M,43,IND,373,21,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,MANGESHWAR TANA BHAGAT,M,28,IND,323,22,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Ranchi,Mandar,ST,PARMESHWAR ORAON,M,30,IND,212,23,255065,154805,60.69,0,OTHERS
2009,Jharkhand,Gumla,Sisai,ST,GEETA SHREE ORAON,F,43,INC,39260,1,183053,114235,62.41,1,INC
2009,Jharkhand,Gumla,Sisai,ST,SAMIR ORAON,M,32,BJP,24319,2,183053,114235,62.41,0,BJP
2009,Jharkhand,Gumla,Sisai,ST,JIGA SUSARAN HORO,M,50,JMM,17427,3,183053,114235,62.41,0,JMM
2009,Jharkhand,Gumla,Sisai,ST,SUFAL ORAON,M,36,JKP,7789,4,183053,114235,62.41,0,OTHERS
2009,Jharkhand,Gumla,Sisai,ST,DEOSHARAN BHAGAT,M,45,AJSUP,7208,5,183053,114235,62.41,0,OTHERS
2009,Jharkhand,Gumla,Sisai,ST,BALESHWAR ORAON,M,41,IND,3217,6,183053,114235,62.41,0,OTHERS
2009,Jharkhand,Gumla,Sisai,ST,ISAAC ISHWARDATT ADETIYA MINZ,M,35,IND,2320,7,183053,114235,62.41,0,OTHERS
2009,Jharkhand,Gumla,Sisai,ST,SUJET TETE,M,36,IND,2254,8,183053,114235,62.41,0,OTHERS
2009,Jharkhand,Gumla,Sisai,ST,SUKRA LOHRA,M,33,LJVM,2187,9,183053,114235,62.41,0,OTHERS
2009,Jharkhand,Gumla,Sisai,ST,PAWAN BHAGAT,M,35,IND,1609,10,183053,114235,62.41,0,OTHERS
2009,Jharkhand,Gumla,Sisai,ST,TARSIUS TIRKEY,M,39,BSP,1417,11,183053,114235,62.41,0,OTHERS
2009,Jharkhand,Gumla,Sisai,ST,SHISHIR LAKRA,M,33,JHJAM,1228,12,183053,114235,62.41,0,OTHERS
2009,Jharkhand,Gumla,Sisai,ST,DAYAL ORAON,M,37,IND,1194,13,183053,114235,62.41,0,OTHERS
2009,Jharkhand,Gumla,Sisai,ST,GANDUR ORAON,M,52,LTSD,929,14,183053,114235,62.41,0,OTHERS
2009,Jharkhand,Gumla,Sisai,ST,JOSEPH ABHASH MINZ,M,35,RADP,838,15,183053,114235,62.41,0,OTHERS
2009,Jharkhand,Gumla,Sisai,ST,RAJESH KUMAR TIGGA,M,40,ANC,557,16,183053,114235,62.41,0,OTHERS
2009,Jharkhand,Gumla,Sisai,ST,ANUJ BARWA,M,35,IND,479,17,183053,114235,62.41,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,KAMLESH ORAON,M,42,BJP,39555,1,177355,103337,58.27,1,BJP
2009,Jharkhand,Gumla,Gumla,ST,BHUSHAN TIRKEY,M,39,JMM,27468,2,177355,103337,58.27,0,JMM
2009,Jharkhand,Gumla,Gumla,ST,JOY FREDRIC BAXLA,M,45,INC,21329,3,177355,103337,58.27,0,INC
2009,Jharkhand,Gumla,Gumla,ST,BRAJKISHORE BHAGAT,M,61,IND,1868,4,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,GHANSHYAM CHANDRA PAHAN,M,41,RJD,1436,5,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,SALIM TOPPO,M,41,IND,1167,6,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,AJIT NEELAM KERKETTA,M,35,AJSUP,1021,7,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,VINCENT BARLA,M,38,IND,965,8,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,SHISHIR TIRKEY,M,44,IND,902,9,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,CHANDAN MINJ,M,42,BSP,869,10,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,ASHOK KUMAR BHAGAT,M,39,IND,845,11,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,OJHA ORAON,M,56,IND,795,12,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,ALOIS MINJ,M,37,IND,638,13,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,JAYRAM ENDWAR,M,32,IND,631,14,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,SUDHIRAM KISAN,M,33,IND,561,15,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,DHEERENDRA PRASAD SINGH,M,25,IND,558,16,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,ANUP SANJAY TOPPO,M,28,JHJAP,542,17,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,SRIMANIM BELKHAS KUJUR,M,53,RADP,536,18,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,KACHA BHAGAT,M,58,IND,439,19,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,MAHESHWAR BAIGA,M,45,IND,436,20,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,MANOHAR KUJUR,M,43,IND,395,21,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Gumla,ST,ASHA JOSEPHINE MINJ,F,63,IND,371,22,177355,103337,58.27,0,OTHERS
2009,Jharkhand,Gumla,Bishunpur,ST,CHAMRA LINDA,M,39,RAKAP,44461,1,186306,120215,64.53,1,OTHERS
2009,Jharkhand,Gumla,Bishunpur,ST,SHIV KUMAR BHAGAT,M,35,INC,27751,2,186306,120215,64.53,0,INC
2009,Jharkhand,Gumla,Bishunpur,ST,BHIKHARI BHAGAT,M,42,BJP,23470,3,186306,120215,64.53,0,BJP
2009,Jharkhand,Gumla,Bishunpur,ST,UDAY BHAGAT,M,37,JMM,6007,4,186306,120215,64.53,0,JMM
2009,Jharkhand,Gumla,Bishunpur,ST,SUKHNATH BHAGAT,M,47,IND,4818,5,186306,120215,64.53,0,OTHERS
2009,Jharkhand,Gumla,Bishunpur,ST,SURESH BHAGAT,M,39,CPI(ML)(L),2196,6,186306,120215,64.53,0,OTHERS
2009,Jharkhand,Gumla,Bishunpur,ST,RAMESHWARI DEVI,F,38,AJSUP,2190,7,186306,120215,64.53,0,OTHERS
2009,Jharkhand,Gumla,Bishunpur,ST,SUNIL MINZ,M,28,BSP,1901,8,186306,120215,64.53,0,OTHERS
2009,Jharkhand,Gumla,Bishunpur,ST,GOURISHANKAR BHAGAT,M,63,JD(S),1209,9,186306,120215,64.53,0,OTHERS
2009,Jharkhand,Gumla,Bishunpur,ST,NARAYAN BHAGAT,M,42,RLD,1182,10,186306,120215,64.53,0,OTHERS
2009,Jharkhand,Gumla,Bishunpur,ST,ROJLEEN TIRKEY,F,38,IND,1143,11,186306,120215,64.53,0,OTHERS
2009,Jharkhand,Gumla,Bishunpur,ST,PADMA BARAIK,F,25,IND,1023,12,186306,120215,64.53,0,OTHERS
2009,Jharkhand,Gumla,Bishunpur,ST,KALAWATI DEVI,F,35,LTSD,842,13,186306,120215,64.53,0,OTHERS
2009,Jharkhand,Gumla,Bishunpur,ST,GANA ORAON,M,53,IND,731,14,186306,120215,64.53,0,OTHERS
2009,Jharkhand,Gumla,Bishunpur,ST,BANDHU TIRKEY,M,49,JHJAM,718,15,186306,120215,64.53,0,OTHERS
2009,Jharkhand,Gumla,Bishunpur,ST,KRISHNA BANGE ORAON,M,52,IND,572,16,186306,120215,64.53,0,OTHERS
2009,Jharkhand,Simdega,Simdega,ST,VIMLA PRADHAN,F,45,BJP,38476,1,178863,115975,64.84,1,BJP
2009,Jharkhand,Simdega,Simdega,ST,NEIL TIRKEY,M,54,INC,37363,2,178863,115975,64.84,0,INC
2009,Jharkhand,Simdega,Simdega,ST,ANOSH EKKA,M,40,JKP,18252,3,178863,115975,64.84,0,OTHERS
2009,Jharkhand,Simdega,Simdega,ST,FUJAMES DUNGDUNG,M,43,JMM,6189,4,178863,115975,64.84,0,JMM
2009,Jharkhand,Simdega,Simdega,ST,ABRAHAM MINJ,M,51,GGP,3889,5,178863,115975,64.84,0,OTHERS
2009,Jharkhand,Simdega,Simdega,ST,BIRANJAN BARA,M,40,IND,2814,6,178863,115975,64.84,0,OTHERS
2009,Jharkhand,Simdega,Simdega,ST,JOHAN AIND,M,62,IND,1375,7,178863,115975,64.84,0,OTHERS
2009,Jharkhand,Simdega,Simdega,ST,SUKHRAM BHAGAT,M,31,BSP,1214,8,178863,115975,64.84,0,OTHERS
2009,Jharkhand,Simdega,Simdega,ST,MAHABIR CHIEK BARAIK,M,38,RJD,1200,9,178863,115975,64.84,0,OTHERS
2009,Jharkhand,Simdega,Simdega,ST,JHINGA JOHAN LAKRA,M,61,IND,1184,10,178863,115975,64.84,0,OTHERS
2009,Jharkhand,Simdega,Simdega,ST,AGAPIT SORENG,M,63,IND,964,11,178863,115975,64.84,0,OTHERS
2009,Jharkhand,Simdega,Simdega,ST,BAL KISUN BHAGAT,M,41,IND,875,12,178863,115975,64.84,0,OTHERS
2009,Jharkhand,Simdega,Simdega,ST,BIRJANAND ORAON,M,37,CPI(ML)(L),726,13,178863,115975,64.84,0,OTHERS
2009,Jharkhand,Simdega,Simdega,ST,ASIM HERENJ,M,38,IJP,573,14,178863,115975,64.84,0,OTHERS
2009,Jharkhand,Simdega,Simdega,ST,VINOD LOHRA,M,42,LTSD,506,15,178863,115975,64.84,0,OTHERS
2009,Jharkhand,Simdega,Simdega,ST,SUDHIR KINDO,M,31,PPIS,375,16,178863,115975,64.84,0,OTHERS
2009,Jharkhand,Simdega,Kolebira,ST,ANOSH EKKA,M,40,JKP,28834,1,158862,99863,62.86,1,OTHERS
2009,Jharkhand,Simdega,Kolebira,ST,MAHENDRA BHAGAT,M,43,BJP,21332,2,158862,99863,62.86,0,BJP
2009,Jharkhand,Simdega,Kolebira,ST,BENJAMIN LAKRA,M,54,INC,13499,3,158862,99863,62.86,0,INC
2009,Jharkhand,Simdega,Kolebira,ST,LOUIS KUJUR,M,47,IND,8214,4,158862,99863,62.86,0,OTHERS
2009,Jharkhand,Simdega,Kolebira,ST,ALFONS MUNDA,M,56,GGP,6575,5,158862,99863,62.86,0,OTHERS
2009,Jharkhand,Simdega,Kolebira,ST,BASANT KUMAR LONGA,M,40,JMM,4595,6,158862,99863,62.86,0,JMM
2009,Jharkhand,Simdega,Kolebira,ST,BERNARD KANDULNA,M,43,IND,2948,7,158862,99863,62.86,0,OTHERS
2009,Jharkhand,Simdega,Kolebira,ST,AUGUSTIN KIRO,M,29,AIFB,2676,8,158862,99863,62.86,0,OTHERS
2009,Jharkhand,Simdega,Kolebira,ST,NAWAL LUGUN,M,45,BSP,1809,9,158862,99863,62.86,0,OTHERS
2009,Jharkhand,Simdega,Kolebira,ST,PRABHA VINIT TRIKEY,M,40,IND,1808,10,158862,99863,62.86,0,OTHERS
2009,Jharkhand,Simdega,Kolebira,ST,NUHAS MINZ,M,52,IND,1618,11,158862,99863,62.86,0,OTHERS
2009,Jharkhand,Simdega,Kolebira,ST,CORNELIUS EKKA,M,60,IND,1292,12,158862,99863,62.86,0,OTHERS
2009,Jharkhand,Simdega,Kolebira,ST,ALBERT HORO,M,39,RADP,1261,13,158862,99863,62.86,0,OTHERS
2009,Jharkhand,Simdega,Kolebira,ST,SYLVESTER KUJUR,M,39,RJD,1075,14,158862,99863,62.86,0,OTHERS
2009,Jharkhand,Simdega,Kolebira,ST,SHYAM SUNDAR BARAIK,M,50,NSAM,942,15,158862,99863,62.86,0,OTHERS
2009,Jharkhand,Simdega,Kolebira,ST,PIYARA MUNDU,M,43,JKP(N),705,16,158862,99863,62.86,0,OTHERS
2009,Jharkhand,Simdega,Kolebira,ST,ALIYA KERKETTA,M,67,IND,680,17,158862,99863,62.86,0,OTHERS
2009,Jharkhand,Lohardaga,Lohardaga,ST,KAMAL KISHOR BHAGAT,M,40,AJSUP,35816,1,197610,116575,58.99,1,OTHERS
2009,Jharkhand,Lohardaga,Lohardaga,ST,SUKHDEO BHAGAT,M,45,INC,35210,2,197610,116575,58.99,0,INC
2009,Jharkhand,Lohardaga,Lohardaga,ST,SADHNU BHAGAT,M,63,BJP,28949,3,197610,116575,58.99,0,BJP
2009,Jharkhand,Lohardaga,Lohardaga,ST,PAWAN EKKA,M,42,IND,3632,4,197610,116575,58.99,0,OTHERS
2009,Jharkhand,Lohardaga,Lohardaga,ST,AASHAMANI DEVI,F,31,CPI(ML)(L),2238,5,197610,116575,58.99,0,OTHERS
2009,Jharkhand,Lohardaga,Lohardaga,ST,SURA ORAON,M,53,RADP,1632,6,197610,116575,58.99,0,OTHERS
2009,Jharkhand,Lohardaga,Lohardaga,ST,BALMUKUND LOHRA,M,53,BSP,1571,7,197610,116575,58.99,0,OTHERS
2009,Jharkhand,Lohardaga,Lohardaga,ST,ABHAY KUJUR,M,40,JMM,1389,8,197610,116575,58.99,0,JMM
2009,Jharkhand,Lohardaga,Lohardaga,ST,VIJAY LAXMI KHALKHO,F,33,LTSD,1372,9,197610,116575,58.99,0,OTHERS
2009,Jharkhand,Lohardaga,Lohardaga,ST,SOMNATH LAKRA,M,39,JKP,1310,10,197610,116575,58.99,0,OTHERS
2009,Jharkhand,Lohardaga,Lohardaga,ST,SUKHDEO LOHRA,M,69,BRSP,1107,11,197610,116575,58.99,0,OTHERS
2009,Jharkhand,Lohardaga,Lohardaga,ST,EKUS DHAN,M,50,IND,952,12,197610,116575,58.99,0,OTHERS
2009,Jharkhand,Lohardaga,Lohardaga,ST,JATAN BHAGAT,M,53,RJD,757,13,197610,116575,58.99,0,OTHERS
2009,Jharkhand,Lohardaga,Lohardaga,ST,JAI PRAKASH BHAGAT,M,36,IND,621,14,197610,116575,58.99,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,HARIKRISHNA SINGH,M,30,BJP,18645,1,152558,84825,55.6,1,BJP
2009,Jharkhand,Latehar,Manika,ST,RAMESHWAR ORAON,M,63,INC,16876,2,152558,84825,55.6,0,INC
2009,Jharkhand,Latehar,Manika,ST,RAMCHANDRA SINGH,M,44,RJD,15214,3,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,MUNESHWAR ORAON,M,29,JHJAM,7425,4,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,AMRIT JOY KUJUR,M,34,JMM,3300,5,152558,84825,55.6,0,JMM
2009,Jharkhand,Latehar,Manika,ST,JANESHWAR SINGH,M,35,IND,3057,6,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,KANHAI SINGH,M,32,CPI(ML)(L),2349,7,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,AJIT PAL KUJUR,M,30,NSAM,2240,8,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,YAMUNA SINGH,M,71,IND,1712,9,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,JITENDRA SINGH,M,39,AJSUP,1568,10,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,SUSHILA DEVI,F,26,BSP,1537,11,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,MAHESHAR SINGH,M,30,AITC,1415,12,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,POLIKARP XAXA,M,31,RADP,1324,13,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,VASU MINJ,M,59,JKP,1170,14,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,RAM LAGAN SINGH,M,50,RLD,1046,15,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,HARINANDAN ORAON,M,41,IND,1024,16,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,JEROM LAKRA,M,49,IND,951,17,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,PARIKSHAN SINGH,M,55,BJJD,932,18,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,MAHESHWOR ORAON,M,61,IJP,846,19,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,BALESHAR SINGH,M,28,IND,621,20,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,PANDU SINGH,M,60,IND,579,21,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,VIRENDRA KUMAR SINGH,M,26,IND,498,22,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Manika,ST,YUGESHWAR SINGH,M,37,IND,496,23,152558,84825,55.6,0,OTHERS
2009,Jharkhand,Latehar,Latehar,SC,BAIDYANATH RAM,M,43,BJP,34522,1,171628,105054,61.21,1,BJP
2009,Jharkhand,Latehar,Latehar,SC,PRAKASH RAM,M,42,RJD,34084,2,171628,105054,61.21,0,OTHERS
2009,Jharkhand,Latehar,Latehar,SC,RAMDEO GANJHU,M,56,JMM,10076,3,171628,105054,61.21,0,JMM
2009,Jharkhand,Latehar,Latehar,SC,SURESH RAM,M,46,INC,7865,4,171628,105054,61.21,0,INC
2009,Jharkhand,Latehar,Latehar,SC,RAMNATH GANJHU,M,36,IND,5999,5,171628,105054,61.21,0,OTHERS
2009,Jharkhand,Latehar,Latehar,SC,RAM RATAN BASPATI,M,38,IND,3731,6,171628,105054,61.21,0,OTHERS
2009,Jharkhand,Latehar,Latehar,SC,YUGAL KISHOR RAM,M,43,BSP,3189,7,171628,105054,61.21,0,OTHERS
2009,Jharkhand,Latehar,Latehar,SC,PARDEEP GANJHU,M,42,IND,1386,8,171628,105054,61.21,0,OTHERS
2009,Jharkhand,Latehar,Latehar,SC,FULCHAND GANJHU,M,46,AJSUP,1217,9,171628,105054,61.21,0,OTHERS
2009,Jharkhand,Latehar,Latehar,SC,ANITA DEVI,F,31,LJVM,1062,10,171628,105054,61.21,0,OTHERS
2009,Jharkhand,Latehar,Latehar,SC,RAJU BHUIYA,M,39,RLD,973,11,171628,105054,61.21,0,OTHERS
2009,Jharkhand,Latehar,Latehar,SC,RAMSEWAK BAITHA,M,29,JKP,950,12,171628,105054,61.21,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,BIDESH SINGH,M,49,IND,38458,1,189543,111140,58.64,1,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,MADHU SINGH,M,59,JD(U),18240,2,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,SHASHI BHUSHAN PRAKASH MEHTA,M,42,IND,11297,3,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,KESHWAR YADAV,M,47,RJD,8772,4,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,IFTEKHAR AHMED KHAN,M,37,AJSUP,8015,5,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,KAVITA SINGH,F,41,CPI(ML)(L),6921,6,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,SURENDRA YADAV,M,36,JMM,2248,7,189543,111140,58.64,0,JMM
2009,Jharkhand,Palamu,Panki,GEN,SAJJAD KHAN,M,37,INC,1825,8,189543,111140,58.64,0,INC
2009,Jharkhand,Palamu,Panki,GEN,KRISHNKANT CHOUBEY,M,43,BSP,1808,9,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,MUKESH KUMAR SINGH,M,39,IND,1529,10,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,PRADEEP RAJAK,M,55,ABMSD,1408,11,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,DHRUV N. SINGH,M,60,IND,1370,12,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,DEONANDAN RAM,M,45,IND,1351,13,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,KAMESH YADAV,M,38,NSAM,1305,14,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,IBRAR AHMED KHAN,M,53,IND,1260,15,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,SURESH SHAW,M,36,IND,1253,16,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,RAMCHANDRA URAON,M,48,IND,720,17,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,AGRAJIT SINGH,M,40,IND,548,18,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,RATNESH KUMAR GUPTA,M,47,SP,518,19,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,SANTOSH KUMAR JAISWAL,M,36,IND,504,20,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,RAMDEO PRASAD YADAV,M,44,JKP,489,21,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,RAVINDRA KUMAR,M,32,IND,463,22,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,SUNIL KUMAR SINGH,M,27,IND,422,23,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Panki,GEN,SURENDRA YADAV,M,42,IND,415,24,189543,111140,58.64,0,OTHERS
2009,Jharkhand,Palamu,Daltonganj,GEN,KRISHNA NAND TRIPATHI,M,33,INC,43571,1,267909,147212,54.95,1,INC
2009,Jharkhand,Palamu,Daltonganj,GEN,DILEEP SINGH NAMDHARI,M,34,BJP,39338,2,267909,147212,54.95,0,BJP
2009,Jharkhand,Palamu,Daltonganj,GEN,ANIL KUMAR CHAURASIYA,M,41,BSP,37380,3,267909,147212,54.95,0,OTHERS
2009,Jharkhand,Palamu,Daltonganj,GEN,GYAN CHAND PANDEY,M,62,RJD,5180,4,267909,147212,54.95,0,OTHERS
2009,Jharkhand,Palamu,Daltonganj,GEN,SATISH KUMAR,M,44,JMM,4444,5,267909,147212,54.95,0,JMM
2009,Jharkhand,Palamu,Daltonganj,GEN,SAZID AHMAD SI.,M,30,AJSUP,3872,6,267909,147212,54.95,0,OTHERS
2009,Jharkhand,Palamu,Daltonganj,GEN,FULI SINGH,M,51,IND,2510,7,267909,147212,54.95,0,OTHERS
2009,Jharkhand,Palamu,Daltonganj,GEN,FULESHWARI DEVI,F,44,IND,1534,8,267909,147212,54.95,0,OTHERS
2009,Jharkhand,Palamu,Daltonganj,GEN,AVINASH KUMAR SINGH,M,25,IND,1068,9,267909,147212,54.95,0,OTHERS
2009,Jharkhand,Palamu,Daltonganj,GEN,AJIMUDDIN MIAN,M,35,IND,872,10,267909,147212,54.95,0,OTHERS
