year,statename,lcname,candidate,sex,age,category,party,general,postal,total,electors,polled,rank,win,alliance,
2011,Tamil Nadu,Thiruverumbur,A.EDWIN JERALD,M,35,GEN,IJK,3679,9,3688,209398,150543,3,0,OTHERS,
2011,Tamil Nadu,Thiruverumbur,K.N.SEHARAN,M,53,GEN,DMK,66972,179,67151,209398,150543,2,0,DMK,
2011,Tamil Nadu,Thiruverumbur,S.SENTHILKUMAR,M,41,GEN,DMDK,71319,37,71356,209398,150543,1,1,AIADMK,
2011,Tamil Nadu,Lalgudi,RAVI.P,M,46,GEN,IND,583,0,583,175172,146201,8,0,OTHERS,
2011,Tamil Nadu,Lalgudi,CHINNAPPAN.C,M,46,GEN,BSP,1164,3,1167,175172,146201,7,0,OTHERS,
2011,Tamil Nadu,Lalgudi,JEYAKUMAR.A,M,45,SC,IND,1437,0,1437,175172,146201,6,0,OTHERS,
2011,Tamil Nadu,Lalgudi,THANGAMANI.K,M,70,GEN,IND,1452,0,1452,175172,146201,5,0,OTHERS,
2011,Tamil Nadu,Lalgudi,LOHITHASAN.M.S,M,55,GEN,BJP,2410,3,2413,175172,146201,4,0,OTHERS,
2011,Tamil Nadu,Lalgudi,PARKKAVAN PACHAMUTHU.P,M,48,GEN,IJK,13970,34,14004,175172,146201,3,0,OTHERS,
2011,Tamil Nadu,Lalgudi,SENDHURESWARAN.A.D,M,40,GEN,DMDK,58161,47,58208,175172,146201,2,0,AIADMK,
2011,Tamil Nadu,Lalgudi,SOUNDARAPANDIAN.A,M,46,GEN,DMK,64835,528,65363,175172,146201,1,1,DMK,
2011,Tamil Nadu,Lalgudi,CHANDRASEKARAN.P,M,45,GEN,IND,279,0,279,175172,146201,12,0,OTHERS,
2011,Tamil Nadu,Lalgudi,AYYASAMY.S,M,57,GEN,IND,346,0,346,175172,146201,11,0,OTHERS,
2011,Tamil Nadu,Lalgudi,BALASUBRAMANIAN.P,M,68,GEN,IND,472,0,472,175172,146201,10,0,OTHERS,
2011,Tamil Nadu,Lalgudi,MURUGAVEL.K,M,32,GEN,IND,477,0,477,175172,146201,9,0,OTHERS,
2011,Tamil Nadu,Manachanallur,KARTHIK. K,M,27,GEN,IND,229,0,229,186109,156437,12,0,OTHERS,
2011,Tamil Nadu,Manachanallur,SAVARIMUTHU S,M,43,GEN,IND,331,0,331,186109,156437,11,0,OTHERS,
2011,Tamil Nadu,Manachanallur,SRINIVASAN. R,M,40,GEN,IND,380,0,380,186109,156437,10,0,OTHERS,
2011,Tamil Nadu,Manachanallur,TAMILSELVAN. S,M,28,SC,IND,453,0,453,186109,156437,9,0,OTHERS,
2011,Tamil Nadu,Manachanallur,SENGUTTUVAN. A,M,38,GEN,IND,489,0,489,186109,156437,8,0,OTHERS,
2011,Tamil Nadu,Manachanallur,KARTHEK R,M,45,GEN,IJK,512,2,514,186109,156437,7,0,OTHERS,
2011,Tamil Nadu,Manachanallur,GANESAN. P,M,49,SC,BSP,790,1,791,186109,156437,6,0,OTHERS,
2011,Tamil Nadu,Manachanallur,ANBALAGAN. V,M,28,SC,PB,1010,0,1010,186109,156437,5,0,OTHERS,
2011,Tamil Nadu,Manachanallur,RETHINAKUMAR. G,M,37,GEN,IND,1093,0,1093,186109,156437,4,0,OTHERS,
2011,Tamil Nadu,Manachanallur,SUBRAMANIAM. M,M,51,GEN,BJP,4122,5,4127,186109,156437,3,0,OTHERS,
2011,Tamil Nadu,Manachanallur,SELVARAJ. N,M,67,GEN,DMK,63660,255,63915,186109,156437,2,0,DMK,
2011,Tamil Nadu,Manachanallur,POONACHI. T.P.,M,58,GEN,AIADMK,83066,39,83105,186109,156437,1,1,AIADMK,
2011,Tamil Nadu,Musiri,D.APPAVOO,M,52,GEN,IND,356,0,356,184922,150808,11,0,OTHERS,
2011,Tamil Nadu,Musiri,P.GURUMOORTHY,M,32,GEN,IND,404,1,405,184922,150808,10,0,OTHERS,
2011,Tamil Nadu,Musiri,P.SENTHILVEL,M,40,GEN,IND,788,0,788,184922,150808,9,0,OTHERS,
2011,Tamil Nadu,Musiri,N.M.NEETHI MUTHU MANAL,M,74,GEN,IND,1077,9,1086,184922,150808,8,0,OTHERS,
2011,Tamil Nadu,Musiri,P.TAMILSELVAN,M,48,GEN,IND,1350,0,1350,184922,150808,7,0,OTHERS,
2011,Tamil Nadu,Musiri,M.BALAKRISHNAN,M,33,GEN,IND,1653,2,1655,184922,150808,6,0,OTHERS,
2011,Tamil Nadu,Musiri,K.PANNEERSELVAM,M,39,GEN,IND,1755,6,1761,184922,150808,5,0,OTHERS,
2011,Tamil Nadu,Musiri,S.P.RAJENDRAN,M,60,GEN,BJP,2735,8,2743,184922,150808,4,0,OTHERS,
2011,Tamil Nadu,Musiri,K. KANNIYAN,M,59,GEN,IND,19122,71,19193,184922,150808,3,0,OTHERS,
2011,Tamil Nadu,Musiri,M.RAJASEKHARAN,M,49,GEN,INC,38519,321,38840,184922,150808,2,0,DMK,
2011,Tamil Nadu,Musiri,N.R.SIVAPATHY,M,48,GEN,AIADMK,82548,83,82631,184922,150808,1,1,AIADMK,
2011,Tamil Nadu,Thuraiyur(SC),INDRAGANTHI T,F,43,SC,AIADMK,75100,128,75228,180988,148452,1,1,AIADMK,
2011,Tamil Nadu,Thuraiyur(SC),K.SINGARAM,M,56,SC,IND,379,1,380,180988,148452,10,0,OTHERS,
2011,Tamil Nadu,Thuraiyur(SC),P.SAMPATHKUMAR,M,43,SC,TMMK,630,0,630,180988,148452,9,0,OTHERS,
2011,Tamil Nadu,Thuraiyur(SC),J.K.SENTHILKUMAR,M,38,SC,IND,811,0,811,180988,148452,8,0,OTHERS,
2011,Tamil Nadu,Thuraiyur(SC),SUMATHI S,F,29,SC,IND,944,1,945,180988,148452,7,0,OTHERS,
2011,Tamil Nadu,Thuraiyur(SC),M.ARIVALAGAN,M,37,SC,BSP,1289,0,1289,180988,148452,6,0,OTHERS,
2011,Tamil Nadu,Thuraiyur(SC),A.DHARMALINGAM,M,26,SC,IND,1295,0,1295,180988,148452,5,0,OTHERS,
2011,Tamil Nadu,Thuraiyur(SC),V.GANESAN,M,62,SC,IND,1753,0,1753,180988,148452,4,0,OTHERS,
2011,Tamil Nadu,Thuraiyur(SC),S.RENGARAJI,M,41,SC,BJP,1819,9,1828,180988,148452,3,0,OTHERS,
2011,Tamil Nadu,Thuraiyur(SC),PARIMALA DEVI S,F,30,SC,DMK,63671,622,64293,180988,148452,2,0,DMK,
2011,Tamil Nadu,Perambalur(SC),SHYAM SUNDAR.G,M,29,SC,IND,712,0,712,228439,188725,8,0,OTHERS,
2011,Tamil Nadu,Perambalur(SC),SUBHASHINI.V,F,33,SC,IND,1115,2,1117,228439,188725,7,0,OTHERS,
2011,Tamil Nadu,Perambalur(SC),SELLAMUTHU.V.P,M,64,SC,IND,1442,0,1442,228439,188725,6,0,OTHERS,
2011,Tamil Nadu,Perambalur(SC),KRISHNAMOORTHY.S,M,40,SC,BSP,1851,0,1851,228439,188725,5,0,OTHERS,
2011,Tamil Nadu,Perambalur(SC),RAVICHANDRAN.S,M,42,SC,IND,2020,0,2020,228439,188725,4,0,OTHERS,
2011,Tamil Nadu,Perambalur(SC),JAYABALAJI.J,M,30,SC,IJK,3657,11,3668,228439,188725,3,0,OTHERS,
2011,Tamil Nadu,Perambalur(SC),PRABHAHARAN.M,M,37,SC,DMK,78853,565,79418,228439,188725,2,0,DMK,
2011,Tamil Nadu,Perambalur(SC),TAMIZHSELVAN.R,M,37,SC,AIADMK,98409,88,98497,228439,188725,1,1,AIADMK,
2011,Tamil Nadu,Kunnam,THETHI.M,M,57,GEN,LJP,561,0,561,212789,174294,12,0,OTHERS,
2011,Tamil Nadu,Kunnam,SAMINATHAN.P,M,34,GEN,IND,901,0,901,212789,174294,11,0,OTHERS,
2011,Tamil Nadu,Kunnam,THANGAVEL.M,M,58,GEN,RJD,1070,0,1070,212789,174294,10,0,OTHERS,
2011,Tamil Nadu,Kunnam,KUMAR.M,M,42,GEN,IND,1411,0,1411,212789,174294,9,0,OTHERS,
2011,Tamil Nadu,Kunnam,MARUTHADURAI.G,M,40,GEN,JMM,1433,0,1433,212789,174294,8,0,OTHERS,
2011,Tamil Nadu,Kunnam,RAJENDIRAN.K,M,46,SC,BSP,1525,1,1526,212789,174294,7,0,OTHERS,
2011,Tamil Nadu,Kunnam,RAMESH.B,M,37,GEN,IND,2264,0,2264,212789,174294,6,0,OTHERS,
2011,Tamil Nadu,Kunnam,BASKARAN.T,M,50,GEN,BJP,2508,1,2509,212789,174294,5,0,OTHERS,
2011,Tamil Nadu,Kunnam,PONNIVALAVAN.P,M,42,GEN,IND,8394,1,8395,212789,174294,4,0,OTHERS,
2011,Tamil Nadu,Kunnam,JAYASEELAN.P,M,53,GEN,IJK,13725,10,13735,212789,174294,3,0,OTHERS,
2011,Tamil Nadu,Kunnam,DURAI.KAMARAJ,M,38,GEN,DMDK,58726,40,58766,212789,174294,2,0,AIADMK,
2011,Tamil Nadu,Kunnam,SIVASANKAR.S.S,M,41,GEN,DMK,81328,395,81723,212789,174294,1,1,DMK,
2011,Tamil Nadu,Ariyalur,MUTHUSAMI M K,M,68,GEN,IND,1629,0,1629,218992,185749,8,0,OTHERS,
2011,Tamil Nadu,Ariyalur,NEELAMEGAM K,M,48,SC,BSP,2265,2,2267,218992,185749,7,0,OTHERS,
2011,Tamil Nadu,Ariyalur,MURUGANANTHAM T,M,38,GEN,IND,2640,0,2640,218992,185749,6,0,OTHERS,
2011,Tamil Nadu,Ariyalur,ABIRAMI P,F,33,GEN,BJP,2977,4,2981,218992,185749,5,0,OTHERS,
2011,Tamil Nadu,Ariyalur,PANNEERSELVAM R,M,58,GEN,IND,7050,49,7099,218992,185749,4,0,OTHERS,
2011,Tamil Nadu,Ariyalur,BASKAR C,M,41,GEN,IJK,9489,12,9501,218992,185749,3,0,OTHERS,
2011,Tamil Nadu,Ariyalur,AMARAMOORTHY D,M,56,GEN,INC,70547,359,70906,218992,185749,2,0,DMK,
2011,Tamil Nadu,Ariyalur,"MANIVEL, DURAI.",M,51,GEN,AIADMK,88627,99,88726,218992,185749,1,1,AIADMK,
2011,Tamil Nadu,Thiru-Vi-Ka-Nagar(SC),GOVINDARAJU. S,M,57,SC,IND,71,0,71,181243,123807,16,0,OTHERS,
2011,Tamil Nadu,Thiru-Vi-Ka-Nagar(SC),GOPALAKRISHNAN. A,M,43,SC,IND,100,0,100,181243,123807,15,0,OTHERS,
2011,Tamil Nadu,Thiru-Vi-Ka-Nagar(SC),SANKAR .T,M,31,SC,IND,106,0,106,181243,123807,14,0,OTHERS,
2011,Tamil Nadu,Thiru-Vi-Ka-Nagar(SC),KALAIVANAN .P,M,34,SC,IND,124,0,124,181243,123807,13,0,OTHERS,
2011,Tamil Nadu,Thiru-Vi-Ka-Nagar(SC),RENUKUMAR .S.E,M,30,SC,LJP,151,0,151,181243,123807,12,0,OTHERS,
2011,Tamil Nadu,Thiru-Vi-Ka-Nagar(SC),SELVAKUMAR.G,M,40,SC,IND,212,0,212,181243,123807,11,0,OTHERS,
2011,Tamil Nadu,Thiru-Vi-Ka-Nagar(SC),KOLANCHI .M,M,40,SC,IND,231,0,231,181243,123807,10,0,OTHERS,
2011,Tamil Nadu,Thiru-Vi-Ka-Nagar(SC),PRABHAKARAN. K,M,27,SC,IND,234,1,235,181243,123807,9,0,OTHERS,
2011,Tamil Nadu,Thiru-Vi-Ka-Nagar(SC),SIVAKUMAR. P. R,M,35,SC,IND,272,0,272,181243,123807,8,0,OTHERS,
2011,Tamil Nadu,Thiru-Vi-Ka-Nagar(SC),SILAMBARASAN. R,M,26,SC,IND,407,0,407,181243,123807,7,0,OTHERS,
2011,Tamil Nadu,Thiru-Vi-Ka-Nagar(SC),SHEELA BASKARAN.B,F,48,SC,IND,518,0,518,181243,123807,6,0,OTHERS,
2011,Tamil Nadu,Thiru-Vi-Ka-Nagar(SC),SAKTHIVEL. C,M,37,SC,BSP,627,3,630,181243,123807,5,0,OTHERS,
2011,Tamil Nadu,Thiru-Vi-Ka-Nagar(SC),AJITHA,F,40,SC,IJK,754,2,756,181243,123807,4,0,OTHERS,
2011,Tamil Nadu,Thiru-Vi-Ka-Nagar(SC),KARUNANIDHI. E,M,59,SC,BJP,3555,6,3561,181243,123807,3,0,OTHERS,
2011,Tamil Nadu,Thiru-Vi-Ka-Nagar(SC),NATESAN .C. DR.,M,68,SC,INC,43439,107,43546,181243,123807,2,0,DMK,
2011,Tamil Nadu,Thiru-Vi-Ka-Nagar(SC),NEELAKANDAN. V,M,63,SC,AIADMK,72851,36,72887,181243,123807,1,1,AIADMK,
2011,Tamil Nadu,Jayankondam,ASAITHAMBI P,M,59,GEN,RJD,289,0,289,216216,179981,10,0,OTHERS,
2011,Tamil Nadu,Jayankondam,MALLIKA T,F,42,ST,IND,916,0,916,216216,179981,9,0,OTHERS,
2011,Tamil Nadu,Jayankondam,CHAKKARAVARTHI C,M,44,SC,IND,947,1,948,216216,179981,8,0,OTHERS,
2011,Tamil Nadu,Jayankondam,GANESAN P,M,48,GEN,IND,989,0,989,216216,179981,7,0,OTHERS,
2011,Tamil Nadu,Jayankondam,GNANASEKARAN N,M,28,SC,BSP,1255,0,1255,216216,179981,6,0,OTHERS,
2011,Tamil Nadu,Jayankondam,VADIVEL V,M,35,SC,IND,1697,1,1698,216216,179981,5,0,OTHERS,
2011,Tamil Nadu,Jayankondam,RAMACHANDRAN G,M,44,GEN,IJK,1762,9,1771,216216,179981,4,0,OTHERS,
2011,Tamil Nadu,Jayankondam,KRISHNAMOORTHY S,M,51,GEN,BJP,1771,4,1775,216216,179981,3,0,OTHERS,
2011,Tamil Nadu,Jayankondam,ELAVAZHAGAN P,M,48,GEN,AIADMK,77532,69,77601,216216,179981,2,0,AIADMK,
2011,Tamil Nadu,Jayankondam,GURU @ GURUNATHAN J,M,50,GEN,PMK,92032,707,92739,216216,179981,1,1,DMK,
2011,Tamil Nadu,Tittakudi(SC),V.DHANASEKAR,M,41,SC,IND,836,0,836,175752,139261,10,0,OTHERS,
2011,Tamil Nadu,Tittakudi(SC),M.THANGAMANI,M,43,SC,BSP,1245,0,1245,175752,139261,9,0,OTHERS,
2011,Tamil Nadu,Tittakudi(SC),A.SUMAN,M,31,SC,IND,1885,0,1885,175752,139261,8,0,OTHERS,
2011,Tamil Nadu,Tittakudi(SC),K.MUTHUKUMARAN,M,53,SC,IND,2131,0,2131,175752,139261,7,0,OTHERS,
2011,Tamil Nadu,Tittakudi(SC),J.KALAIYARASAN,M,29,SC,IJK,3479,7,3486,175752,139261,6,0,OTHERS,
2011,Tamil Nadu,Tittakudi(SC),T.ELANGOVAN,M,52,SC,JMM,4308,4,4312,175752,139261,5,0,OTHERS,
2011,Tamil Nadu,Tittakudi(SC),C.ULAGANATHAN,M,32,SC,IND,5637,0,5637,175752,139261,4,0,OTHERS,
2011,Tamil Nadu,Tittakudi(SC),P.PALANIAMMAL,F,43,SC,IND,8577,0,8577,175752,139261,3,0,OTHERS,
2011,Tamil Nadu,Tittakudi(SC),M.SINTHANAISELVAN,M,45,SC,VCK,48829,426,49255,175752,139261,2,0,DMK,
2011,Tamil Nadu,Tittakudi(SC),K.TAMIL AZHAGAN,M,43,SC,DMDK,61864,33,61897,175752,139261,1,1,AIADMK,
2011,Tamil Nadu,Vriddhachalam,R. ARUNKUMAR,M,27,GEN,IND,1097,0,1097,195908,158288,9,0,OTHERS,
2011,Tamil Nadu,Vriddhachalam,A. SULOCHANA AYYASAMY,F,60,SC,IND,1214,2,1216,195908,158288,8,0,OTHERS,
2011,Tamil Nadu,Vriddhachalam,K. ARUTSELVAN,M,39,SC,BSP,1436,1,1437,195908,158288,7,0,OTHERS,
2011,Tamil Nadu,Vriddhachalam,A. PAZHAMALAI,M,57,GEN,BJP,2612,2,2614,195908,158288,6,0,OTHERS,
2011,Tamil Nadu,Vriddhachalam,S. SANTHANAMOORTHI,M,46,GEN,IND,2905,2,2907,195908,158288,5,0,OTHERS,
2011,Tamil Nadu,Vriddhachalam,K. RAJENDIRAN,M,46,ST,IND,5640,0,5640,195908,158288,4,0,OTHERS,
2011,Tamil Nadu,Vriddhachalam,R. KRISHNAMOORTHY,M,46,GEN,IJK,11097,117,11214,195908,158288,3,0,OTHERS,
2011,Tamil Nadu,Vriddhachalam,T. NEETHIRAJAN,M,37,GEN,INC,58840,421,59261,195908,158288,2,0,DMK,
2011,Tamil Nadu,Vriddhachalam,V. MUTHUKUMAR,M,33,GEN,DMDK,72804,98,72902,195908,158288,1,1,AIADMK,
2011,Tamil Nadu,Neyveli,V.K.KUMARAGURU,M,37,GEN,IND,441,0,441,166099,137357,9,0,OTHERS,
2011,Tamil Nadu,Neyveli,P.CHANDRA,F,50,GEN,SUCI,478,0,478,166099,137357,8,0,OTHERS,
2011,Tamil Nadu,Neyveli,S.ELANGOVAN,M,32,SC,LJP,576,0,576,166099,137357,7,0,OTHERS,
2011,Tamil Nadu,Neyveli,P.KUMAR,M,42,GEN,IJK,970,1,971,166099,137357,6,0,OTHERS,
2011,Tamil Nadu,Neyveli,P.LILY,F,32,GEN,LSP,1232,0,1232,166099,137357,5,0,OTHERS,
2011,Tamil Nadu,Neyveli,S.PANDIAN,M,46,SC,IND,1273,0,1273,166099,137357,4,0,OTHERS,
2011,Tamil Nadu,Neyveli,M.KARPAGAM,F,42,GEN,BJP,1404,2,1406,166099,137357,3,0,OTHERS,
2011,Tamil Nadu,Neyveli,T.VELMURUGAN,M,40,GEN,PMK,60989,442,61431,166099,137357,2,0,DMK,
2011,Tamil Nadu,Neyveli,M.P.S.SIVASUBRAMANIYAN,M,47,GEN,AIADMK,69351,198,69549,166099,137357,1,1,AIADMK,
2011,Tamil Nadu,Panruti,G.K.VENKATESAN,M,41,GEN,IND,264,0,264,193924,161443,11,0,OTHERS,
2011,Tamil Nadu,Panruti,T.KUMAR,M,25,GEN,IND,458,0,458,193924,161443,10,0,OTHERS,
2011,Tamil Nadu,Panruti,D.GANGADHARAN,M,56,SC,IND,711,0,711,193924,161443,9,0,OTHERS,
2011,Tamil Nadu,Panruti,K.KUPPUSAMY,M,69,GEN,IND,761,0,761,193924,161443,8,0,OTHERS,
2011,Tamil Nadu,Panruti,K.K.IYAPPAN,M,40,SC,BSP,859,0,859,193924,161443,7,0,OTHERS,
2011,Tamil Nadu,Panruti,N.S.VELMURUGAN,M,38,SC,IND,943,0,943,193924,161443,6,0,OTHERS,
2011,Tamil Nadu,Panruti,R.M.SELVAKUMAR,M,49,GEN,BJP,1060,4,1064,193924,161443,5,0,OTHERS,
2011,Tamil Nadu,Panruti,M.DEIVEEGADAS,M,30,SC,PB,1155,0,1155,193924,161443,4,0,OTHERS,
2011,Tamil Nadu,Panruti,R.SANKAR,M,52,GEN,IJK,1570,0,1570,193924,161443,3,0,OTHERS,
2011,Tamil Nadu,Panruti,SABA.RAJENDRAN,M,49,GEN,DMK,71077,394,71471,193924,161443,2,0,DMK,
2011,Tamil Nadu,Panruti,P.SIVAKOLUNTHU,M,46,GEN,DMDK,82152,35,82187,193924,161443,1,1,AIADMK,
2011,Tamil Nadu,Cuddalore,S. SAKTHIDASAN,M,25,GEN,IND,457,0,457,181920,141930,6,0,OTHERS,
2011,Tamil Nadu,Cuddalore,T.E.CHITHRAKALA,F,42,GEN,LSP,774,0,774,181920,141930,5,0,OTHERS,
2011,Tamil Nadu,Cuddalore,S.V. RAJAN,M,39,GEN,IND,892,0,892,181920,141930,4,0,OTHERS,
2011,Tamil Nadu,Cuddalore,R. GUNASEKARAN,M,36,SC,BJP,1574,5,1579,181920,141930,3,0,OTHERS,
2011,Tamil Nadu,Cuddalore,E.PUGAZHENDI,M,55,GEN,DMK,51926,349,52275,181920,141930,2,0,DMK,
2011,Tamil Nadu,Cuddalore,M.C. SAMPATH,M,52,GEN,AIADMK,85701,252,85953,181920,141930,1,1,AIADMK,
2011,Tamil Nadu,Kurinjipadi,T.S.PREMALATHA,F,39,SC,BSP,866,0,866,181914,156694,5,0,OTHERS,
2011,Tamil Nadu,Kurinjipadi,A.S.VAIRAKANNU,M,46,GEN,BJP,1123,0,1123,181914,156694,4,0,OTHERS,
2011,Tamil Nadu,Kurinjipadi,R.PANNEERSELVAM,M,53,GEN,IND,1863,0,1863,181914,156694,3,0,OTHERS,
2011,Tamil Nadu,Kurinjipadi,M.R.K.PANNEERSELVAM,M,53,GEN,DMK,64156,341,64497,181914,156694,2,0,DMK,
2011,Tamil Nadu,Kurinjipadi,R.RAJENDRAN,M,50,GEN,AIADMK,88244,101,88345,181914,156694,1,1,AIADMK,
2011,Tamil Nadu,Bhuvanagiri,E. GANESAN,M,51,GEN,IND,159,0,159,207558,170265,13,0,OTHERS,
2011,Tamil Nadu,Bhuvanagiri,M. PALANIVEL,M,40,SC,PB,179,0,179,207558,170265,12,0,OTHERS,
2011,Tamil Nadu,Bhuvanagiri,K. DHANARASU,M,35,GEN,IND,233,0,233,207558,170265,11,0,OTHERS,
2011,Tamil Nadu,Bhuvanagiri,G. THIRUVARASAMOORTHY,M,62,GEN,JD(U),243,0,243,207558,170265,10,0,OTHERS,
2011,Tamil Nadu,Bhuvanagiri,A. MANI,M,56,GEN,IND,349,0,349,207558,170265,9,0,OTHERS,
2011,Tamil Nadu,Bhuvanagiri,P.SOUNDARARAJAN,M,34,GEN,IND,584,0,584,207558,170265,8,0,OTHERS,
2011,Tamil Nadu,Bhuvanagiri,P. PANNEERSELVAM,M,40,GEN,IND,603,0,603,207558,170265,7,0,OTHERS,
2011,Tamil Nadu,Bhuvanagiri,N. SAMY,M,46,SC,BSP,1031,0,1031,207558,170265,6,0,OTHERS,
2011,Tamil Nadu,Bhuvanagiri,R.KAMALAKANNAN,M,33,GEN,LJP,1189,0,1189,207558,170265,5,0,OTHERS,
2011,Tamil Nadu,Bhuvanagiri,A. MUTHU,M,48,GEN,JMM,1472,3,1475,207558,170265,4,0,OTHERS,
2011,Tamil Nadu,Bhuvanagiri,K. MURUGAVEL,M,43,GEN,IND,2511,0,2511,207558,170265,3,0,OTHERS,
2011,Tamil Nadu,Bhuvanagiri,T.ARIVUSELVAN,M,37,GEN,PMK,73910,386,74296,207558,170265,2,0,DMK,
2011,Tamil Nadu,Bhuvanagiri,SELVI.R,F,44,GEN,AIADMK,87309,104,87413,207558,170265,1,1,AIADMK,
2011,Tamil Nadu,Chidambaram,K.BALAKRISHNAN,M,59,GEN,CPM,71916,138,72054,191446,149166,1,1,AIADMK,
2011,Tamil Nadu,Chidambaram,K.CHELLAIAH,M,63,SC,BSP,432,0,432,191446,149166,9,0,OTHERS,
2011,Tamil Nadu,Chidambaram,K.SATHYAMOORTHY,M,56,GEN,IND,459,0,459,191446,149166,8,0,OTHERS,
2011,Tamil Nadu,Chidambaram,A.ARULPRAKASAM,M,37,GEN,IND,478,0,478,191446,149166,7,0,OTHERS,
2011,Tamil Nadu,Chidambaram,S.SANKAR,M,45,GEN,IND,591,0,591,191446,149166,6,0,OTHERS,
2011,Tamil Nadu,Chidambaram,C.VINOBA,M,40,SC,IND,933,0,933,191446,149166,5,0,OTHERS,
2011,Tamil Nadu,Chidambaram,R. PANNEER,M,43,SC,LJP,1010,0,1010,191446,149166,4,0,OTHERS,
2011,Tamil Nadu,Chidambaram,V.KANNAN,M,62,GEN,BJP,3999,35,4034,191446,149166,3,0,OTHERS,
2011,Tamil Nadu,Chidambaram,SRIDHAR VANDAIYAR,M,55,GEN,DMK,68874,301,69175,191446,149166,2,0,DMK,
2011,Tamil Nadu,Kattumannarkoil(SC),B.MOHANAMBAL,F,41,SC,IJK,946,0,946,182058,144773,8,0,OTHERS,
2011,Tamil Nadu,Kattumannarkoil(SC),P.AZHAHIRI,M,33,SC,IND,1012,0,1012,182058,144773,7,0,OTHERS,
2011,Tamil Nadu,Kattumannarkoil(SC),K.BHARATHIDASAN,M,43,SC,BSP,1246,0,1246,182058,144773,6,0,OTHERS,
2011,Tamil Nadu,Kattumannarkoil(SC),M.MURUGANANDAM,M,34,SC,IND,1665,0,1665,182058,144773,5,0,OTHERS,
2011,Tamil Nadu,Kattumannarkoil(SC),P.K.BAKKIYARAJ,M,27,SC,PB,1969,0,1969,182058,144773,4,0,OTHERS,
2011,Tamil Nadu,Kattumannarkoil(SC),L.E.NANDHAKUMAR,M,43,SC,IND,2309,21,2330,182058,144773,3,0,OTHERS,
2011,Tamil Nadu,Kattumannarkoil(SC),D.RAVIKUMAR,M,50,SC,VCK,51513,427,51940,182058,144773,2,0,DMK,
2011,Tamil Nadu,Kattumannarkoil(SC),N.MURUGUMARAN,M,39,SC,AIADMK,83468,197,83665,182058,144773,1,1,AIADMK,
2011,Tamil Nadu,Egmore(SC),KATHIRAVAN D,M,39,SC,IND,462,0,462,164768,111996,7,0,OTHERS,
2011,Tamil Nadu,Egmore(SC),PARTHIBAN  M,M,36,SC,IND,468,0,468,164768,111996,6,0,OTHERS,
2011,Tamil Nadu,Egmore(SC),SURESHBABU D,M,35,SC,BSP,669,0,669,164768,111996,5,0,OTHERS,
2011,Tamil Nadu,Egmore(SC),SUNDARAMURTHI R,M,63,SC,IJK,1132,0,1132,164768,111996,4,0,OTHERS,
2011,Tamil Nadu,Egmore(SC),KUMARAVADIVEL N.S,M,40,SC,BJP,4911,0,4911,164768,111996,3,0,OTHERS,
2011,Tamil Nadu,Egmore(SC),PARITHI ELLAMVZUTHI,M,52,SC,DMK,51545,25,51570,164768,111996,2,0,DMK,
2011,Tamil Nadu,Egmore(SC),NALLATHAMBI K,M,44,SC,DMDK,51765,7,51772,164768,111996,1,1,AIADMK,
2011,Tamil Nadu,Egmore(SC),SUNDAR G,M,32,SC,IND,262,0,262,164768,111996,10,0,OTHERS,
2011,Tamil Nadu,Egmore(SC),NALLATHAMBI B,M,31,SC,IND,329,0,329,164768,111996,9,0,OTHERS,
2011,Tamil Nadu,Egmore(SC),SIVASANKARAN  V,M,47,SC,IND,420,1,421,164768,111996,8,0,OTHERS,
2011,Tamil Nadu,Sirkazhi(SC),KARPAGAVALLI .S,F,31,SC,IND,601,0,601,194824,153561,9,0,OTHERS,
2011,Tamil Nadu,Sirkazhi(SC),GOPINATH .B,M,27,SC,IND,698,0,698,194824,153561,8,0,OTHERS,
2011,Tamil Nadu,Sirkazhi(SC),MAYAVAN .A,M,27,SC,IND,1030,0,1030,194824,153561,7,0,OTHERS,
2011,Tamil Nadu,Sirkazhi(SC),KRISHNARAJ. M,M,28,SC,BSP,1331,0,1331,194824,153561,6,0,OTHERS,
2011,Tamil Nadu,Sirkazhi(SC),KUMARARAJA . S,M,36,SC,IND,1721,0,1721,194824,153561,5,0,OTHERS,
2011,Tamil Nadu,Sirkazhi(SC),KANIVANNAN  .M,M,51,SC,IND,3765,14,3779,194824,153561,4,0,OTHERS,
2011,Tamil Nadu,Sirkazhi(SC),KALAIVANI . P,F,34,SC,IND,4016,2,4018,194824,153561,3,0,OTHERS,
2011,Tamil Nadu,Sirkazhi(SC),DURAIRAJAN .P,M,55,SC,VCK,56068,434,56502,194824,153561,2,0,DMK,
2011,Tamil Nadu,Sirkazhi(SC),SAKTHI  . M,F,36,SC,AIADMK,83789,92,83881,194824,153561,1,1,AIADMK,
2011,Tamil Nadu,Mayiladuthurai,B. MANIMARAN,M,31,SC,IND,6023,0,6023,184990,141847,3,0,OTHERS,
2011,Tamil Nadu,Mayiladuthurai,S.RAJAKUMAR,M,43,GEN,INC,59800,509,60309,184990,141847,2,0,DMK,
2011,Tamil Nadu,Mayiladuthurai,R.ARULSELVAN,M,44,GEN,DMDK,63242,84,63326,184990,141847,1,1,AIADMK,
2011,Tamil Nadu,Mayiladuthurai,M. KUMAR,M,51,GEN,IND,237,1,238,184990,141847,16,0,OTHERS,
