year,statename,lcname,candidate,sex,age,category,party,general,postal,total,electors,polled,rank,win,alliance,
2011,Tamil Nadu,Pennagaram,KANDASAMY K P,M,60,GEN,BJP,2656,4,2660,195492,162288,4,0,OTHERS,
2011,Tamil Nadu,Pennagaram,MUNUSAMY M,M,37,SC,IND,3047,0,3047,195492,162288,3,0,OTHERS,
2011,Tamil Nadu,Pennagaram,INBASEKARAN P N P,M,27,GEN,DMK,68166,319,68485,195492,162288,2,0,DMK,
2011,Tamil Nadu,Pennagaram,NANJAPPAN N,M,61,GEN,CPI,79961,67,80028,195492,162288,1,1,AIADMK,
2011,Tamil Nadu,Dharmapuri,SELVAM K,M,37,SC,BSP,1067,1,1068,215940,168248,8,0,OTHERS,
2011,Tamil Nadu,Dharmapuri,VENKATACHALAM C,M,40,GEN,IND,1080,0,1080,215940,168248,7,0,OTHERS,
2011,Tamil Nadu,Dharmapuri,SIVAN R,M,34,SC,IND,1714,0,1714,215940,168248,6,0,OTHERS,
2011,Tamil Nadu,Dharmapuri,VENKATESH K,M,29,GEN,IND,2630,0,2630,215940,168248,5,0,OTHERS,
2011,Tamil Nadu,Dharmapuri,PRABAKARAN K,M,57,GEN,BJP,2803,29,2832,215940,168248,4,0,OTHERS,
2011,Tamil Nadu,Dharmapuri,RAJA P S,M,35,GEN,IND,6936,1,6937,215940,168248,3,0,OTHERS,
2011,Tamil Nadu,Dharmapuri,SANTHAMOORTHY P,M,43,GEN,PMK,72169,731,72900,215940,168248,2,0,DMK,
2011,Tamil Nadu,Dharmapuri,BASKAR A,M,44,GEN,DMDK,76772,171,76943,215940,168248,1,1,AIADMK,
2011,Tamil Nadu,Dharmapuri,CHINNASAMY G,M,49,GEN,IND,563,0,563,215940,168248,11,0,OTHERS,
2011,Tamil Nadu,Dharmapuri,NALLENDRAN S,M,41,GEN,IND,666,4,670,215940,168248,10,0,OTHERS,
2011,Tamil Nadu,Dharmapuri,PRABHU P,M,28,GEN,IND,910,1,911,215940,168248,9,0,OTHERS,
2011,Tamil Nadu,Avadi,PRABHU. G,M,28,GEN,IND,105,0,105,277885,199538,18,0,OTHERS,
2011,Tamil Nadu,Avadi,KAMALESH. J,M,26,GEN,IND,148,0,148,277885,199538,17,0,OTHERS,
2011,Tamil Nadu,Avadi,KOTHANDAN. R. K,M,53,GEN,IND,157,0,157,277885,199538,16,0,OTHERS,
2011,Tamil Nadu,Avadi,AMARAVATHI M,F,49,GEN,IND,277,0,277,277885,199538,15,0,OTHERS,
2011,Tamil Nadu,Avadi,GOVINDARAJ. P,M,49,GEN,IND,290,0,290,277885,199538,14,0,OTHERS,
2011,Tamil Nadu,Avadi,RAGULAN.S,M,46,GEN,IND,391,0,391,277885,199538,13,0,OTHERS,
2011,Tamil Nadu,Avadi,PARAMANANTHAM.DR. M.,M,35,GEN,LSP,414,2,416,277885,199538,12,0,OTHERS,
2011,Tamil Nadu,Avadi,SHANAVASKHAN. J,M,30,GEN,IND,471,0,471,277885,199538,11,0,OTHERS,
2011,Tamil Nadu,Avadi,MULLAITAMILAN.A,M,39,GEN,IND,540,1,541,277885,199538,10,0,OTHERS,
2011,Tamil Nadu,Avadi,RAVIARUMUGAM B,M,35,GEN,IND,585,0,585,277885,199538,9,0,OTHERS,
2011,Tamil Nadu,Avadi,JAYARAMAN. V,M,67,GEN,IND,827,1,828,277885,199538,8,0,OTHERS,
2011,Tamil Nadu,Avadi,JAYARAMU. L,F,28,GEN,IND,1114,0,1114,277885,199538,7,0,OTHERS,
2011,Tamil Nadu,Avadi,BAKTHAVACHALU.D.,M,54,GEN,JMM,1336,0,1336,277885,199538,6,0,OTHERS,
2011,Tamil Nadu,Avadi,SATHYAMURTHI.C,M,31,GEN,BSP,1656,2,1658,277885,199538,5,0,OTHERS,
2011,Tamil Nadu,Avadi,LOGANATHAN.J,M,43,GEN,BJP,3785,10,3795,277885,199538,4,0,OTHERS,
2011,Tamil Nadu,Avadi,JAYARAMAN.B.,M,51,GEN,IND,10454,6,10460,277885,199538,3,0,OTHERS,
2011,Tamil Nadu,Avadi,DHAMOTHARAN.R,M,61,GEN,INC,66728,136,66864,277885,199538,2,0,DMK,
2011,Tamil Nadu,Avadi,ABDUL RAHIM.S,M,41,GEN,AIADMK,110031,71,110102,277885,199538,1,1,AIADMK,
2011,Tamil Nadu,Pappireddippatti,ANNADURAI K,M,42,GEN,UMK,240,0,240,208543,168731,14,0,OTHERS,
2011,Tamil Nadu,Pappireddippatti,RAJAN K,M,42,SC,PB,281,0,281,208543,168731,13,0,OTHERS,
2011,Tamil Nadu,Pappireddippatti,SARAVANAN S,M,31,GEN,IND,286,0,286,208543,168731,12,0,OTHERS,
2011,Tamil Nadu,Pappireddippatti,KUMARAN V,M,41,GEN,IND,308,0,308,208543,168731,11,0,OTHERS,
2011,Tamil Nadu,Pappireddippatti,CHINNASAMY K,M,45,SC,IND,334,0,334,208543,168731,10,0,OTHERS,
2011,Tamil Nadu,Pappireddippatti,AMSAVENI A,F,35,GEN,IJK,335,3,338,208543,168731,9,0,OTHERS,
2011,Tamil Nadu,Pappireddippatti,PONMANI C,M,41,GEN,IND,415,0,415,208543,168731,8,0,OTHERS,
2011,Tamil Nadu,Pappireddippatti,JAYAKUMAR S,M,34,GEN,BJP,700,7,707,208543,168731,7,0,OTHERS,
2011,Tamil Nadu,Pappireddippatti,VAIGUNDAN P,M,40,SC,BSP,1036,1,1037,208543,168731,6,0,OTHERS,
2011,Tamil Nadu,Pappireddippatti,MOORTHY P,M,41,GEN,IND,1270,0,1270,208543,168731,5,0,OTHERS,
2011,Tamil Nadu,Pappireddippatti,SHANKAR P,M,36,GEN,IND,2128,2,2130,208543,168731,4,0,OTHERS,
2011,Tamil Nadu,Pappireddippatti,VELU M,M,62,GEN,IND,18639,71,18710,208543,168731,3,0,OTHERS,
2011,Tamil Nadu,Pappireddippatti,MULLAIVENTHAN V,M,65,GEN,DMK,65466,627,66093,208543,168731,2,0,DMK,
2011,Tamil Nadu,Pappireddippatti,PALANIAPPAN P,M,49,GEN,AIADMK,76406,176,76582,208543,168731,1,1,AIADMK,
2011,Tamil Nadu,Harur(SC),CHINNASAMY P,M,36,SC,BSP,1216,0,1216,188764,150272,9,0,OTHERS,
2011,Tamil Nadu,Harur(SC),BUDDHAMANI S,F,33,SC,IJK,1971,3,1974,188764,150272,8,0,OTHERS,
2011,Tamil Nadu,Harur(SC),ANBUTHEEBAN T,M,63,SC,IND,2118,1,2119,188764,150272,7,0,OTHERS,
2011,Tamil Nadu,Harur(SC),ATHIMULAM A,M,46,SC,IND,2149,0,2149,188764,150272,6,0,OTHERS,
2011,Tamil Nadu,Harur(SC),SAMIKANNU K,M,42,SC,BJP,3768,9,3777,188764,150272,5,0,OTHERS,
2011,Tamil Nadu,Harur(SC),RAJENDRAN S,M,51,SC,IND,4818,26,4844,188764,150272,4,0,OTHERS,
2011,Tamil Nadu,Harur(SC),PARTHIBAN P,M,42,SC,IND,5289,1,5290,188764,150272,3,0,OTHERS,
2011,Tamil Nadu,Harur(SC),NANDHAN B M,M,37,SC,VCK,50812,388,51200,188764,150272,2,0,DMK,
2011,Tamil Nadu,Harur(SC),DILLIBABU P,M,46,SC,CPM,77576,127,77703,188764,150272,1,1,AIADMK,
2011,Tamil Nadu,Chengam(SC),ANBAZHAGAN.P.G,M,41,SC,IND,842,0,842,211656,178325,10,0,OTHERS,
2011,Tamil Nadu,Chengam(SC),SURESH.T,M,26,SC,IND,1347,0,1347,211656,178325,9,0,OTHERS,
2011,Tamil Nadu,Chengam(SC),SANKAR.K,M,34,SC,IND,1364,0,1364,211656,178325,8,0,OTHERS,
2011,Tamil Nadu,Chengam(SC),SUBRAMANIAN.A.V,M,64,SC,BSP,1635,1,1636,211656,178325,7,0,OTHERS,
2011,Tamil Nadu,Chengam(SC),MANI.M,M,48,SC,IJK,1669,1,1670,211656,178325,6,0,OTHERS,
2011,Tamil Nadu,Chengam(SC),KUMAR.R,M,45,SC,IND,2511,0,2511,211656,178325,5,0,OTHERS,
2011,Tamil Nadu,Chengam(SC),JAYARAMAN.A,M,41,SC,BJP,4462,3,4465,211656,178325,4,0,OTHERS,
2011,Tamil Nadu,Chengam(SC),SURESHKUMAR.R,M,29,SC,IND,8543,0,8543,211656,178325,3,0,OTHERS,
2011,Tamil Nadu,Chengam(SC),2   SELVAPERUNTHAGAI.K,M,50,SC,INC,71753,472,72225,211656,178325,2,0,DMK,
2011,Tamil Nadu,Chengam(SC),   SURESH@SURESHKUMAR.T,M,44,SC,DMDK,83665,57,83722,211656,178325,1,1,AIADMK,
2011,Tamil Nadu,Tiruvannamalai,KOTHANDAPANI.B,M,33,GEN,IND,78,0,78,212430,171679,16,0,OTHERS,
2011,Tamil Nadu,Tiruvannamalai,GANESH.E,M,34,GEN,IND,85,0,85,212430,171679,15,0,OTHERS,
2011,Tamil Nadu,Tiruvannamalai,SURESH.K,M,28,GEN,IND,103,0,103,212430,171679,14,0,OTHERS,
2011,Tamil Nadu,Tiruvannamalai,YESUDURAI.S,M,37,GEN,IND,112,0,112,212430,171679,13,0,OTHERS,
2011,Tamil Nadu,Tiruvannamalai,SENTHIL.J,M,37,GEN,IND,130,0,130,212430,171679,12,0,OTHERS,
2011,Tamil Nadu,Tiruvannamalai,PALANIVEL.K,M,34,GEN,IND,250,0,250,212430,171679,10,0,OTHERS,
2011,Tamil Nadu,Tiruvannamalai,SELVAM.G,M,35,GEN,IND,250,0,250,212430,171679,10,0,OTHERS,
2011,Tamil Nadu,Tiruvannamalai,VELU @ SHANMUGAVELU.M,M,35,GEN,IND,514,0,514,212430,171679,9,0,OTHERS,
2011,Tamil Nadu,Tiruvannamalai,VELU.A,M,40,GEN,IND,518,0,518,212430,171679,8,0,OTHERS,
2011,Tamil Nadu,Tiruvannamalai,NARAYANAN.A,M,58,SC,IND,691,0,691,212430,171679,7,0,OTHERS,
2011,Tamil Nadu,Tiruvannamalai,DEIVEEGAN.K.I.,M,59,GEN,IJK,810,0,810,212430,171679,6,0,OTHERS,
2011,Tamil Nadu,Tiruvannamalai,RAJI.S,M,37,SC,BSP,955,0,955,212430,171679,5,0,OTHERS,
2011,Tamil Nadu,Tiruvannamalai,SATHASIVARAJA.S,M,45,GEN,IND,1186,0,1186,212430,171679,4,0,OTHERS,
2011,Tamil Nadu,Tiruvannamalai,ARJUNAN.A,M,42,GEN,BJP,1514,5,1519,212430,171679,3,0,OTHERS,
2011,Tamil Nadu,Tiruvannamalai,RAMACHANDRAN.S,M,51,GEN,AIADMK,79583,93,79676,212430,171679,2,0,AIADMK,
2011,Tamil Nadu,Tiruvannamalai,VELU E.V,M,60,GEN,DMK,83778,1024,84802,212430,171679,1,1,DMK,
2011,Tamil Nadu,Kilpennathur,MURUGAN.M,M,36,GEN,IND,1057,0,1057,205491,173576,7,0,OTHERS,
2011,Tamil Nadu,Kilpennathur,ISAAC NEWTON.A,M,55,GEN,BSP,1203,0,1203,205491,173576,6,0,OTHERS,
2011,Tamil Nadu,Kilpennathur,SETTU.R,M,34,GEN,IND,1724,0,1724,205491,173576,5,0,OTHERS,
2011,Tamil Nadu,Kilpennathur,PITCHANDI.D,M,32,GEN,BJP,1809,2,1811,205491,173576,4,0,OTHERS,
2011,Tamil Nadu,Kilpennathur,SRIDHARAN.D,M,36,SC,IND,2301,0,2301,205491,173576,3,0,OTHERS,
2011,Tamil Nadu,Kilpennathur,PITCHANDI.K,M,56,GEN,DMK,79183,399,79582,205491,173576,2,0,DMK,
2011,Tamil Nadu,Kilpennathur,ARANGANATHAN.A.K,M,52,GEN,AIADMK,83586,77,83663,205491,173576,1,1,AIADMK,
2011,Tamil Nadu,Kilpennathur,SASIKUMAR.S,M,34,GEN,IND,164,0,164,205491,173576,14,0,OTHERS,
2011,Tamil Nadu,Kilpennathur,KARTHIK.K,M,31,GEN,IND,189,0,189,205491,173576,13,0,OTHERS,
2011,Tamil Nadu,Kilpennathur,SELVARAJ.G,M,32,GEN,LSP,193,0,193,205491,173576,12,0,OTHERS,
2011,Tamil Nadu,Kilpennathur,SUGUNA PANDIAN.A.R.,M,67,GEN,IND,243,0,243,205491,173576,11,0,OTHERS,
2011,Tamil Nadu,Kilpennathur,JANARDHANAM.A,M,63,GEN,IJK,408,0,408,205491,173576,10,0,OTHERS,
2011,Tamil Nadu,Kilpennathur,SAMPATHRAJ.M,M,30,GEN,IND,410,0,410,205491,173576,9,0,OTHERS,
2011,Tamil Nadu,Kilpennathur,VELLAKANNU.P,M,41,SC,IND,628,0,628,205491,173576,8,0,OTHERS,
2011,Tamil Nadu,Kalasapakkam,PALANI.K,M,39,GEN,IND,389,0,389,180390,155790,13,0,OTHERS,
2011,Tamil Nadu,Kalasapakkam,GAJENDIRAN.M,M,27,SC,IND,399,0,399,180390,155790,12,0,OTHERS,
2011,Tamil Nadu,Kalasapakkam,MARTHAL.V,F,49,GEN,IND,425,0,425,180390,155790,11,0,OTHERS,
2011,Tamil Nadu,Kalasapakkam,CHANDRASEKERAN.K,M,42,GEN,IND,451,0,451,180390,155790,10,0,OTHERS,
2011,Tamil Nadu,Kalasapakkam,ELUMALAI.M,M,40,GEN,IND,456,0,456,180390,155790,9,0,OTHERS,
2011,Tamil Nadu,Kalasapakkam,POYYAMOZHI.V,M,48,GEN,IND,532,0,532,180390,155790,8,0,OTHERS,
2011,Tamil Nadu,Kalasapakkam,VIJAYAGANTH.S,M,25,GEN,IND,782,1,783,180390,155790,7,0,OTHERS,
2011,Tamil Nadu,Kalasapakkam,RAMESH.K,M,30,GEN,BJP,1321,2,1323,180390,155790,6,0,OTHERS,
2011,Tamil Nadu,Kalasapakkam,RAJENDRAN.M.S.,M,50,GEN,IJK,1328,1,1329,180390,155790,5,0,OTHERS,
2011,Tamil Nadu,Kalasapakkam,DEVENDIRAN.S,M,38,SC,BSP,1656,0,1656,180390,155790,4,0,OTHERS,
2011,Tamil Nadu,Kalasapakkam,VIJAYAKUMAR.A,M,51,SC,IND,2615,0,2615,180390,155790,3,0,OTHERS,
2011,Tamil Nadu,Kalasapakkam,VIJAYAKUMAR.P.S,M,56,GEN,INC,53357,242,53599,180390,155790,2,0,DMK,
2011,Tamil Nadu,Kalasapakkam,AGRI.KRISHNAMURTI.S.S,M,51,GEN,AIADMK,91656,177,91833,180390,155790,1,1,AIADMK,
2011,Tamil Nadu,Polur,DURAIRAJ.M,M,52,SC,IND,279,0,279,196477,166702,11,0,OTHERS,
2011,Tamil Nadu,Polur,BABU.M,M,37,SC,IND,340,0,340,196477,166702,10,0,OTHERS,
2011,Tamil Nadu,Polur,PONRAJ,M,52,SC,IND,485,0,485,196477,166702,9,0,OTHERS,
2011,Tamil Nadu,Polur,BASKAR.D,M,39,GEN,IND,559,0,559,196477,166702,8,0,OTHERS,
2011,Tamil Nadu,Polur,THIRUMARAN.S,M,37,SC,BSP,674,0,674,196477,166702,7,0,OTHERS,
2011,Tamil Nadu,Polur,VENKATESAN.N,M,36,GEN,BJP,1359,1,1360,196477,166702,6,0,OTHERS,
2011,Tamil Nadu,Polur,MURUGESAN.D,M,38,SC,IND,1881,0,1881,196477,166702,5,0,OTHERS,
2011,Tamil Nadu,Polur,MUNISAMY.M,M,56,SC,IND,2132,0,2132,196477,166702,4,0,OTHERS,
2011,Tamil Nadu,Polur,PERUMAL.V,M,38,GEN,IJK,2320,0,2320,196477,166702,3,0,OTHERS,
2011,Tamil Nadu,Polur,EDIROLIMANIAN.G,M,47,GEN,PMK,63600,246,63846,196477,166702,2,0,DMK,
2011,Tamil Nadu,Polur,JAYASUDHA.L,F,36,GEN,AIADMK,92329,62,92391,196477,166702,1,1,AIADMK,
2011,Tamil Nadu,Polur,3   DHANUSU.R,M,54,GEN,IND,182,0,182,196477,166702,13,0,OTHERS,
2011,Tamil Nadu,Polur,2   KALAINESAN.R,M,44,SC,IND,252,1,253,196477,166702,12,0,OTHERS,
2011,Tamil Nadu,Arani,MALAR.C,F,48,GEN,IND,573,0,573,215794,177723,9,0,OTHERS,
2011,Tamil Nadu,Arani,BABU.N,M,45,GEN,IND,833,0,833,215794,177723,8,0,OTHERS,
2011,Tamil Nadu,Arani,BALAJI.S,M,30,GEN,IND,891,0,891,215794,177723,7,0,OTHERS,
2011,Tamil Nadu,Arani,KUMAR.D,M,35,GEN,IND,1033,0,1033,215794,177723,6,0,OTHERS,
2011,Tamil Nadu,Arani,MURUGAVEL.K,M,36,GEN,IND,1326,1,1327,215794,177723,5,0,OTHERS,
2011,Tamil Nadu,Arani,GANESAN.A,M,50,SC,BSP,1457,2,1459,215794,177723,4,0,OTHERS,
2011,Tamil Nadu,Arani,GOPI.P,M,36,GEN,BJP,1636,3,1639,215794,177723,3,0,OTHERS,
2011,Tamil Nadu,Arani,SIVANANDHAM.R,M,62,GEN,DMK,80654,347,81001,215794,177723,2,0,DMK,
2011,Tamil Nadu,Arani,BABU MURUGAVEL.R.M,M,35,GEN,DMDK,88883,84,88967,215794,177723,1,1,AIADMK,
2011,Tamil Nadu,Cheyyar,SARAVANAN.K,M,27,GEN,IND,517,0,517,211108,179221,11,0,OTHERS,
2011,Tamil Nadu,Cheyyar,PONMUDI.E,M,25,GEN,IND,545,1,546,211108,179221,10,0,OTHERS,
2011,Tamil Nadu,Cheyyar,RAJI.A,M,41,GEN,IJK,586,0,586,211108,179221,9,0,OTHERS,
2011,Tamil Nadu,Cheyyar,SINGARAVELU.A,M,34,SC,IND,649,0,649,211108,179221,8,0,OTHERS,
2011,Tamil Nadu,Cheyyar,PANNEERSELVAM.C,M,26,SC,BSP,858,0,858,211108,179221,7,0,OTHERS,
2011,Tamil Nadu,Cheyyar,ELANGOVAN.K.P,M,31,SC,PB,1758,1,1759,211108,179221,6,0,OTHERS,
2011,Tamil Nadu,Cheyyar,TAMILARASI.D,F,46,GEN,BJP,2172,7,2179,211108,179221,5,0,OTHERS,
2011,Tamil Nadu,Cheyyar,RAJENDIRAN.E,M,41,GEN,IND,2207,1,2208,211108,179221,4,0,OTHERS,
2011,Tamil Nadu,Cheyyar,VISWANATHAN.D,M,39,SC,IND,3022,0,3022,211108,179221,3,0,OTHERS,
2011,Tamil Nadu,Cheyyar,VISHNU PRASAD.M.K.,M,38,GEN,INC,70345,372,70717,211108,179221,2,0,DMK,
2011,Tamil Nadu,Cheyyar,SUBRAMANIAN.N,M,52,GEN,AIADMK,96050,130,96180,211108,179221,1,1,AIADMK,
2011,Tamil Nadu,Vandavasi(SC),SEGAR.E,M,46,SC,IND,788,0,788,199026,162399,6,0,OTHERS,
2011,Tamil Nadu,Vandavasi(SC),RAJASEKAR.K,M,39,SC,BJP,1086,4,1090,199026,162399,5,0,OTHERS,
2011,Tamil Nadu,Vandavasi(SC),PONNAN.T,M,64,SC,BSP,1108,4,1112,199026,162399,4,0,OTHERS,
2011,Tamil Nadu,Vandavasi(SC),DEVENDIRAN.A,M,43,SC,IND,2020,0,2020,199026,162399,3,0,OTHERS,
2011,Tamil Nadu,Vandavasi(SC),KAMALAKKANNAN.J,M,34,SC,DMK,71912,321,72233,199026,162399,2,0,DMK,
2011,Tamil Nadu,Vandavasi(SC),GUNASEELAN.V,M,48,SC,AIADMK,84480,49,84529,199026,162399,1,1,AIADMK,
2011,Tamil Nadu,Vandavasi(SC),8   ANANDAVEL.A,M,31,SC,IND,294,0,294,199026,162399,8,0,OTHERS,
2011,Tamil Nadu,Vandavasi(SC),7   SANKAR.P,M,42,SC,IND,333,0,333,199026,162399,7,0,OTHERS,
2011,Tamil Nadu,Maduravoyal,SENTHIL KUMAR. K.G.R,M,32,GEN,IND,393,0,393,269513,185925,10,0,OTHERS,
2011,Tamil Nadu,Maduravoyal,DHARMARAJ. G,M,58,GEN,IND,640,0,640,269513,185925,9,0,OTHERS,
2011,Tamil Nadu,Maduravoyal,RAVEENDRAN. R,M,34,GEN,IND,855,0,855,269513,185925,8,0,OTHERS,54.4
2011,Tamil Nadu,Maduravoyal,DHILBAHADUR. L,M,41,GEN,JMM,1373,0,1373,269513,185925,7,0,OTHERS,
2011,Tamil Nadu,Maduravoyal,SELVAM. K,M,30,GEN,IND,1542,0,1542,269513,185925,6,0,OTHERS,
2011,Tamil Nadu,Maduravoyal,YOSUVA. P,M,52,GEN,BSP,2040,0,2040,269513,185925,5,0,OTHERS,
2011,Tamil Nadu,Maduravoyal,SIVASANKARAN. D,M,33,GEN,IJK,2255,1,2256,269513,185925,4,0,OTHERS,
2011,Tamil Nadu,Maduravoyal,SELVAN S,M,36,GEN,BJP,6376,5,6381,269513,185925,3,0,OTHERS,
2011,Tamil Nadu,Maduravoyal,SELVAM K,M,46,GEN,PMK,72799,34,72833,269513,185925,2,0,DMK,
2011,Tamil Nadu,Maduravoyal,BEEM RAO. G,M,52,GEN,CPM,96831,13,96844,269513,185925,1,1,AIADMK,
2011,Tamil Nadu,Maduravoyal,SOMASUNDARAM. K,M,48,GEN,IND,169,0,169,269513,185925,13,0,OTHERS,
2011,Tamil Nadu,Maduravoyal,TAMILOLEI. G,F,35,GEN,IND,296,0,296,269513,185925,12,0,OTHERS,
2011,Tamil Nadu,Maduravoyal,BASKARAN. K,M,26,GEN,IND,303,0,303,269513,185925,11,0,OTHERS,
2011,Tamil Nadu,Gingee,VEERAMALAI.V,M,36,GEN,IND,688,0,688,213724,174449,12,0,OTHERS,
2011,Tamil Nadu,Gingee,BASKARIAH.S,M,39,GEN,MMKA,1003,0,1003,213724,174449,11,0,OTHERS,
2011,Tamil Nadu,Gingee,PARUTHIPURAM SAKKARAI.M,M,53,GEN,BSP,1009,1,1010,213724,174449,10,0,OTHERS,
2011,Tamil Nadu,Gingee,SIVALINGAM.P,M,51,GEN,IND,1082,0,1082,213724,174449,9,0,OTHERS,
2011,Tamil Nadu,Gingee,KARUNANITHI.R,M,47,GEN,IND,1275,0,1275,213724,174449,8,0,OTHERS,
2011,Tamil Nadu,Gingee,RAJENDIRAN. M.S,M,36,GEN,BJP,1360,2,1362,213724,174449,7,0,OTHERS,
2011,Tamil Nadu,Gingee,MOHAN.A,M,36,GEN,IJK,1387,1,1388,213724,174449,6,0,OTHERS,
2011,Tamil Nadu,Gingee,VAITHILINGAM (A) VAITHIRAJA.P,M,61,GEN,IND,2811,0,2811,213724,174449,5,0,OTHERS,
2011,Tamil Nadu,Gingee,ELUMALAI.C.A,M,41,GEN,IND,2962,0,2962,213724,174449,4,0,OTHERS,
2011,Tamil Nadu,Gingee,SIVAMARK.K,M,32,GEN,IND,8627,0,8627,213724,174449,3,0,OTHERS,
2011,Tamil Nadu,Gingee,SIVALINGAM. R,M,34,GEN,DMDK,75110,105,75215,213724,174449,2,0,AIADMK,
2011,Tamil Nadu,Gingee,GANESH KUMAR.A,M,26,GEN,PMK,76496,530,77026,213724,174449,1,1,DMK,
2011,Tamil Nadu,Mailam,ARULMURUGAN.U,M,29,GEN,PPIS,217,0,217,183634,151434,11,0,OTHERS,
2011,Tamil Nadu,Mailam,FRANCIS.I,M,42,GEN,AIJMK,266,0,266,183634,151434,10,0,OTHERS,
2011,Tamil Nadu,Mailam,NAGARAJAN.C,M,36,GEN,IND,308,0,308,183634,151434,9,0,OTHERS,
2011,Tamil Nadu,Mailam,SIVARAJ.M,M,29,GEN,JMM(U),502,1,503,183634,151434,8,0,OTHERS,
2011,Tamil Nadu,Mailam,NEDUNCHEZHIYAN.S,M,25,GEN,IND,813,0,813,183634,151434,7,0,OTHERS,
2011,Tamil Nadu,Mailam,VIJAYAN.K,M,52,GEN,BSP,1191,0,1191,183634,151434,6,0,OTHERS,
2011,Tamil Nadu,Mailam,VASANTHI,F,48,GEN,IND,1506,0,1506,183634,151434,5,0,OTHERS,
2011,Tamil Nadu,Mailam,VINAYAGAMOORTHY.S,M,30,GEN,IND,1555,0,1555,183634,151434,4,0,OTHERS,
2011,Tamil Nadu,Mailam,ELUMALAI.B,M,42,GEN,BJP,1844,0,1844,183634,151434,3,0,OTHERS,
2011,Tamil Nadu,Mailam,PRAKASH.R,M,30,GEN,PMK,61306,269,61575,183634,151434,2,0,DMK,
2011,Tamil Nadu,Mailam,NAGARAJAN.P,M,45,GEN,AIADMK,81616,40,81656,183634,151434,1,1,AIADMK,
2011,Tamil Nadu,Tindivanam(SC),   HARIDOSS.D,M,62,SC,AIADMK,80441,112,80553,188461,153169,1,1,AIADMK,
2011,Tamil Nadu,Tindivanam(SC),JAGAJANANTHAM.R,M,41,SC,PB,350,7,357,188461,153169,11,0,OTHERS,
2011,Tamil Nadu,Tindivanam(SC),SIVAKALIDOSS.A.V.,M,34,SC,IND,397,0,397,188461,153169,10,0,OTHERS,
2011,Tamil Nadu,Tindivanam(SC),GANESAN.S,M,38,SC,IND,509,0,509,188461,153169,9,0,OTHERS,
2011,Tamil Nadu,Tindivanam(SC),MAYILVEL.P,M,38,SC,BSP,678,6,684,188461,153169,8,0,OTHERS,
2011,Tamil Nadu,Tindivanam(SC),BALU.C,M,35,SC,IND,695,0,695,188461,153169,7,0,OTHERS,
2011,Tamil Nadu,Tindivanam(SC),SUBRAMANIAN.R,M,30,SC,PPIS,752,0,752,188461,153169,6,0,OTHERS,
2011,Tamil Nadu,Tindivanam(SC),VENUGOPAL.M,M,50,SC,BJP,1010,0,1010,188461,153169,5,0,OTHERS,
2011,Tamil Nadu,Tindivanam(SC),RADHIKA.R,F,33,SC,IJK,1125,0,1125,188461,153169,4,0,OTHERS,
2011,Tamil Nadu,Tindivanam(SC),MUNUSAMY.M,M,43,SC,IND,2071,0,2071,188461,153169,3,0,OTHERS,
2011,Tamil Nadu,Tindivanam(SC),2   SANKAR M.P,M,37,SC,PMK,64354,662,65016,188461,153169,2,0,DMK,
2011,Tamil Nadu,Vanur(SC),BASKAR.S,M,31,SC,IND,344,0,344,196094,158671,8,0,OTHERS,
2011,Tamil Nadu,Vanur(SC),VASUDEVAN.P,M,49,SC,IND,753,0,753,196094,158671,7,0,OTHERS,
2011,Tamil Nadu,Vanur(SC),JANAGIRAMAN.K,M,41,SC,IND,1140,0,1140,196094,158671,6,0,OTHERS,
2011,Tamil Nadu,Vanur(SC),DEVI.D,F,32,SC,IND,1191,0,1191,196094,158671,5,0,OTHERS,
2011,Tamil Nadu,Vanur(SC),RAMAMOORTHY.N,M,43,SC,BSP,1192,1,1193,196094,158671,4,0,OTHERS,
2011,Tamil Nadu,Vanur(SC),VETRIVENDAN.D,M,40,SC,BJP,1520,0,1520,196094,158671,3,0,OTHERS,
2011,Tamil Nadu,Vanur(SC),PUSHPARAJ.S,M,40,SC,DMK,63509,187,63696,196094,158671,2,0,DMK,
2011,Tamil Nadu,Vanur(SC),JANAKIRAMAN.I,M,59,SC,AIADMK,88810,24,88834,196094,158671,1,1,AIADMK,
2011,Tamil Nadu,Villupuram,SADAGOPAN. K,M,62,GEN,IND,73,0,73,209392,173050,11,0,OTHERS,
2011,Tamil Nadu,Villupuram,SHANMUGAM. N,M,65,GEN,IND,123,1,124,209392,173050,10,0,OTHERS,
2011,Tamil Nadu,Villupuram,SHANMUGAM. V,M,55,GEN,IND,210,0,210,209392,173050,9,0,OTHERS,
2011,Tamil Nadu,Villupuram,INIYADAYALAN.G,M,60,GEN,IND,317,0,317,209392,173050,8,0,OTHERS,
2011,Tamil Nadu,Villupuram,BASKAR. S,M,32,GEN,IND,560,0,560,209392,173050,7,0,OTHERS,
2011,Tamil Nadu,Villupuram,VELU. A,M,37,GEN,PB,679,0,679,209392,173050,6,0,OTHERS,
2011,Tamil Nadu,Villupuram,MOHAMED ALI JINNA. M,M,52,GEN,IND,707,0,707,209392,173050,5,0,OTHERS,
2011,Tamil Nadu,Villupuram,SRINIVASAN. K,M,31,GEN,IND,769,0,769,209392,173050,4,0,OTHERS,
