Id,year,statename,pcname,candidate,sex,age,category,partydesc,party,symbol,evm,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance
2529,2019,KARNATAKA,Bangalore Rural,D M MADEGOWDA,,,GEN,Republican Sena,RS,,2800,1,2801,,0.17,,8,1621906,0,0,OTHERS
2530,2019,KARNATAKA,Bangalore Rural,RAGHU JANAGERE,,,GEN,Independent,IND,,2487,3,2490,,0.15,,9,1621906,0,0,OTHERS
2531,2019,KARNATAKA,Bangalore Rural,RAMA. T.C,,,GEN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),SUCOI(C),,2092,2,2094,,0.13,,10,1621906,0,0,OTHERS
2532,2019,KARNATAKA,Bangalore Rural,VENKATESHAPPA,,,GEN,Sarva Janata Party,SJP-II,,2024,1,2025,,0.12,,11,1621906,0,0,OTHERS
2533,2019,KARNATAKA,Bangalore Rural,M.C. DEVARAJU,,,GEN,Independent,IND,,2020,0,2020,,0.12,,12,1621906,0,0,OTHERS
2534,2019,KARNATAKA,Bangalore Rural,B. GOPAL,,,GEN,Independent,IND,,1859,0,1859,,0.11,,13,1621906,0,0,OTHERS
2535,2019,KARNATAKA,Bangalore Rural,Dr. M VENKATASWAMY,,,GEN,Republican Party of India (A),RPI(A),,1460,2,1462,,0.09,,14,1621906,0,0,OTHERS
2536,2019,KARNATAKA,Bangalore Rural,H.T. CHIKKARAJU,,,GEN,Independent,IND,,1362,0,1362,,0.08,,15,1621906,0,0,OTHERS
2537,2019,KARNATAKA,Bangalore Rural,ESWARA,,,GEN,Independent,IND,,924,0,924,,0.06,,16,1621906,0,0,OTHERS
2538,2019,KARNATAKA,Bangalore South,TEJASVI SURYA,,,GEN,Bharatiya Janata Party,BJP,,736605,2624,739229,,62.2,,1,1188491,1,0,NDA
2539,2019,KARNATAKA,Bangalore South,B.K.HARIPRASAD,,,GEN,Indian National Congress,INC,,407372,665,408037,,34.33,,2,1188491,0,1,OTHERS
2540,2019,KARNATAKA,Bangalore South,NOTA,,,GEN,None of the Above,NA,,9917,21,9938,,0.84,,3,1188491,0,0,OTHERS
2541,2019,KARNATAKA,Bangalore South,AHORATRA NATESHA POLEPALLI,,,GEN,Uttama Prajaakeeya Party,UPP,,6128,8,6136,,0.52,,4,1188491,0,0,OTHERS
2542,2019,KARNATAKA,Bangalore South,A.RAJU,,,GEN,Bahujan Samaj Party,BSP,,3846,18,3864,,0.33,,5,1188491,0,0,OTHERS
2543,2019,KARNATAKA,Bangalore South,BRAHMANAND.N,,,GEN,Independent,IND,,2700,1,2701,,0.23,,6,1188491,0,0,OTHERS
2544,2019,KARNATAKA,Bangalore South,VATAL NAGARAJ,,,GEN,Kannada Chalavali Vatal Paksha,KCVP,,2500,10,2510,,0.21,,7,1188491,0,0,OTHERS
2545,2019,KARNATAKA,Bangalore South,DR.JOHN BASCO PHILIPS,,,GEN,Indian Christian Front,ICF,,2355,2,2357,,0.2,,8,1188491,0,0,OTHERS
2546,2019,KARNATAKA,Bangalore South,PRASHANTHA.C,,,GEN,Independent,IND,,2232,0,2232,,0.19,,9,1188491,0,0,OTHERS
2547,2019,KARNATAKA,Bangalore South,MANOHAR IYER,,,GEN,Independent,IND,,2152,0,2152,,0.18,,10,1188491,0,0,OTHERS
2548,2019,KARNATAKA,Bangalore South,CHETAN CHAMAN,,,GEN,Independent,IND,,1106,1,1107,,0.09,,11,1188491,0,0,OTHERS
2549,2019,KARNATAKA,Bangalore South,BHAGYA.S,,,GEN,Independent,IND,,1090,0,1090,,0.09,,12,1188491,0,0,OTHERS
2550,2019,KARNATAKA,Bangalore South,SANTHOSH MIN.B,,,GEN,Independent,IND,,959,1,960,,0.08,,13,1188491,0,0,OTHERS
2551,2019,KARNATAKA,Bangalore South,THYAGARAJ,,,GEN,Republican Sena,RS,,789,0,789,,0.07,,14,1188491,0,0,OTHERS
2552,2019,KARNATAKA,Bangalore South,DR. BANUPRAKASH A.S SATHYA YUGA,,,GEN,Pyramid Party of India,PPI,,699,0,699,,0.06,,15,1188491,0,0,OTHERS
2553,2019,KARNATAKA,Bangalore South,K.C.NAGABHUSHANA REDDY,,,GEN,Independent,IND,,641,0,641,,0.05,,16,1188491,0,0,OTHERS
2554,2019,KARNATAKA,Bangalore South,R.SHEKAR,,,GEN,Viduthalai Chiruthaigal Katchi,VCK,,540,0,540,,0.05,,17,1188491,0,0,OTHERS
2555,2019,KARNATAKA,Bangalore South,MADESH.V,,,GEN,Independent,IND,,495,0,495,,0.04,,18,1188491,0,0,OTHERS
2556,2019,KARNATAKA,Bangalore South,KOLLUR MANJUNATHA NAIK,,,GEN,Independent,IND,,463,0,463,,0.04,,19,1188491,0,0,OTHERS
2557,2019,KARNATAKA,Bangalore South,B.CHIKKA NAGESHA,,,GEN,Independent,IND,,450,0,450,,0.04,,20,1188491,0,0,OTHERS
2558,2019,KARNATAKA,Bangalore South,RAVIKUMARA.T,,,GEN,Pragatishil Samajwadi Party (Lohia),PSP(L),,418,1,419,,0.04,,21,1188491,0,0,OTHERS
2559,2019,KARNATAKA,Bangalore South,SYED SADIQ PASHA,,,GEN,Karnataka Karmikara Paksha,KKP,,403,0,403,,0.03,,22,1188491,0,0,OTHERS
2560,2019,KARNATAKA,Bangalore South,AMBROSE D' MELLO,,,GEN,Independent,IND,,388,1,389,,0.03,,23,1188491,0,0,OTHERS
2561,2019,KARNATAKA,Bangalore South,B.SREENIVASULU,,,GEN,Independent,IND,,368,0,368,,0.03,,24,1188491,0,0,OTHERS
2562,2019,KARNATAKA,Bangalore South,YOGEESH NAGARAJ,,,GEN,Independent,IND,,281,0,281,,0.02,,25,1188491,0,0,OTHERS
2563,2019,KARNATAKA,Bangalore South,G VENKATESH BHOVI,,,GEN,Independent,IND,,240,1,241,,0.02,,26,1188491,0,0,OTHERS
2564,2019,KARNATAKA,Belgaum,ANGADI SURESH CHANNABASAPPA,,,GEN,Bharatiya Janata Party,BJP,,756986,5005,761991,,63.22,,1,1205229,1,0,NDA
2565,2019,KARNATAKA,Belgaum,Dr.SADHUNAVAR,,,GEN,Indian National Congress,INC,,369944,743,370687,,30.76,,2,1205229,0,1,OTHERS
2566,2019,KARNATAKA,Belgaum,GANESH M DADDIKAR,,,GEN,Independent,IND,,8150,1,8151,,0.68,,3,1205229,0,0,OTHERS
2567,2019,KARNATAKA,Belgaum,BADRODDIN KAMDOD,,,GEN,Bahujan Samaj Party,BSP,,5574,176,5750,,0.48,,4,1205229,0,0,OTHERS
2568,2019,KARNATAKA,Belgaum,DILSHAD SIKANDAR TAHASHILDAR,,,GEN,Republican Party of India (A),RPI(A),,4044,24,4068,,0.34,,5,1205229,0,0,OTHERS
2569,2019,KARNATAKA,Belgaum,VINAYAK BALKRISHNA MORE,,,GEN,Independent,IND,,4064,2,4066,,0.34,,6,1205229,0,0,OTHERS
2570,2019,KARNATAKA,Belgaum,RATHOD SHANKAR PANDAPPA,,,GEN,Independent,IND,,3298,0,3298,,0.27,,7,1205229,0,0,OTHERS
2571,2019,KARNATAKA,Belgaum,NOTA,,,GEN,None of the Above,NA,,3206,27,3233,,0.27,,8,1205229,0,0,OTHERS
2572,2019,KARNATAKA,Belgaum,KRISHNAKANT KAMANNA BIRJE,,,GEN,Independent,IND,,2396,1,2397,,0.2,,9,1205229,0,0,OTHERS
2573,2019,KARNATAKA,Belgaum,GOPAL BALAWANTRAO DESAI,,,GEN,Independent,IND,,2366,2,2368,,0.2,,10,1205229,0,0,OTHERS
2574,2019,KARNATAKA,Belgaum,GAJANAN AMRUT TOKANEKAR,,,GEN,Independent,IND,,2298,1,2299,,0.19,,11,1205229,0,0,OTHERS
2575,2019,KARNATAKA,Belgaum,MANJUNATH H RAJAPPANAVAR,,,GEN,Uttama Prajaakeeya Party,UPP,,2113,15,2128,,0.18,,12,1205229,0,0,OTHERS
2576,2019,KARNATAKA,Belgaum,RAJU CHANGAPPA DIVATAGI,,,GEN,Independent,IND,,2029,0,2029,,0.17,,13,1205229,0,0,OTHERS
2577,2019,KARNATAKA,Belgaum,ASHUTOSH S KAMBALE,,,GEN,Independent,IND,,1920,3,1923,,0.16,,14,1205229,0,0,OTHERS
2578,2019,KARNATAKA,Belgaum,SHANKAR PUNNAPPA CHAUGALE,,,GEN,Independent,IND,,1874,2,1876,,0.16,,15,1205229,0,0,OTHERS
2579,2019,KARNATAKA,Belgaum,SACHIN SHANTARAM KELAVEKAR,,,GEN,Independent,IND,,1564,0,1564,,0.13,,16,1205229,0,0,OTHERS
2580,2019,KARNATAKA,Belgaum,KAVITA DEEPAK KOLE,,,GEN,Independent,IND,,1476,14,1490,,0.12,,17,1205229,0,0,OTHERS
2581,2019,KARNATAKA,Belgaum,RANJIT KALLAPPA PATIL,,,GEN,Independent,IND,,1455,1,1456,,0.12,,18,1205229,0,0,OTHERS
2582,2019,KARNATAKA,Belgaum,ONKARSINGH BHATIA,,,GEN,Independent,IND,,1038,11,1049,,0.09,,19,1205229,0,0,OTHERS
2583,2019,KARNATAKA,Belgaum,KALLAPPA KRUSHNA KOWADKAR,,,GEN,Independent,IND,,1028,0,1028,,0.09,,20,1205229,0,0,OTHERS
2584,2019,KARNATAKA,Belgaum,SUNIL VITTAL DASAR,,,GEN,Independent,IND,,950,1,951,,0.08,,21,1205229,0,0,OTHERS
2585,2019,KARNATAKA,Belgaum,DHANANJAY RAJARAM PATIL,,,GEN,Independent,IND,,908,4,912,,0.08,,22,1205229,0,0,OTHERS
2586,2019,KARNATAKA,Belgaum,ANAND RAMESH PATIL,,,GEN,Independent,IND,,904,1,905,,0.08,,23,1205229,0,0,OTHERS
2587,2019,KARNATAKA,Belgaum,ANIL BABAN HEGADE,,,GEN,Independent,IND,,846,8,854,,0.07,,24,1205229,0,0,OTHERS
2588,2019,KARNATAKA,Belgaum,UDAY TUKARAM NAIK,,,GEN,Independent,IND,,823,6,829,,0.07,,25,1205229,0,0,OTHERS
2589,2019,KARNATAKA,Belgaum,VINAYAK GOPAL GUNJATKAR,,,GEN,Independent,IND,,821,1,822,,0.07,,26,1205229,0,0,OTHERS
2590,2019,KARNATAKA,Belgaum,RAMCHANDRA KRISHNA GAONKAR,,,GEN,Independent,IND,,820,0,820,,0.07,,27,1205229,0,0,OTHERS
2591,2019,KARNATAKA,Belgaum,SACHIN MANOHAR NIKAM,,,GEN,Independent,IND,,816,2,818,,0.07,,28,1205229,0,0,OTHERS
2592,2019,KARNATAKA,Belgaum,NAGESH SUBHASH BOBATE,,,GEN,Independent,IND,,702,6,708,,0.06,,29,1205229,0,0,OTHERS
2593,2019,KARNATAKA,Belgaum,UDAY KUNDARGI,,,GEN,Independent,IND,,703,2,705,,0.06,,30,1205229,0,0,OTHERS
2594,2019,KARNATAKA,Belgaum,SHUBHAM VIKRANT SHELKE,,,GEN,Independent,IND,,670,0,670,,0.06,,31,1205229,0,0,OTHERS
2595,2019,KARNATAKA,Belgaum,MEGHARAJ SHIVAGOUDAPPA KHANAGOUDAR,,,GEN,Independent,IND,,667,0,667,,0.06,,32,1205229,0,0,OTHERS
2596,2019,KARNATAKA,Belgaum,MAHADEV MARUTI MANGANAKAR,,,GEN,Independent,IND,,641,2,643,,0.05,,33,1205229,0,0,OTHERS
2597,2019,KARNATAKA,Belgaum,PRAKASH BALAPPA NESARKAR,,,GEN,Independent,IND,,637,1,638,,0.05,,34,1205229,0,0,OTHERS
2598,2019,KARNATAKA,Belgaum,PANDURANG MALLAPPA PATTAN,,,GEN,Independent,IND,,629,1,630,,0.05,,35,1205229,0,0,OTHERS
2599,2019,KARNATAKA,Belgaum,MARUTI SIDDAPPA CHOUGULE,,,GEN,Independent,IND,,610,3,613,,0.05,,36,1205229,0,0,OTHERS
2600,2019,KARNATAKA,Belgaum,LAXMAN BHIMARAO DALAVI,,,GEN,Independent,IND,,596,2,598,,0.05,,37,1205229,0,0,OTHERS
2601,2019,KARNATAKA,Belgaum,NANDA MARUTI KODACHWADKAR,,,GEN,Independent,IND,,588,4,592,,0.05,,38,1205229,0,0,OTHERS
2602,2019,KARNATAKA,Belgaum,SHRIKANT BALKRISHNA KADAM,,,GEN,Independent,IND,,579,1,580,,0.05,,39,1205229,0,0,OTHERS
2603,2019,KARNATAKA,Belgaum,BULAND DEEPAK DALVI,,,GEN,Independent,IND,,573,3,576,,0.05,,40,1205229,0,0,OTHERS
2604,2019,KARNATAKA,Belgaum,PRABHAKAR BHUJANG PATIL,,,GEN,Independent,IND,,558,2,560,,0.05,,41,1205229,0,0,OTHERS
2605,2019,KARNATAKA,Belgaum,LAXMI SUNIL MUTAGEKAR,,,GEN,Independent,IND,,539,4,543,,0.05,,42,1205229,0,0,OTHERS
2606,2019,KARNATAKA,Belgaum,VISHWANATH RAGHUNATH BUWAJI,,,GEN,Independent,IND,,542,1,543,,0.05,,42,1205229,0,0,OTHERS
2607,2019,KARNATAKA,Belgaum,LAXMANRAO SOMANNA MELGE,,,GEN,Independent,IND,,497,3,500,,0.04,,44,1205229,0,0,OTHERS
2608,2019,KARNATAKA,Belgaum,CHETAKKUMAR YALLAPPA KAMBLE,,,GEN,Independent,IND,,471,3,474,,0.04,,45,1205229,0,0,OTHERS
2609,2019,KARNATAKA,Belgaum,RAJENDRA YALLAPPA PATIL,,,GEN,Independent,IND,,472,2,474,,0.04,,45,1205229,0,0,OTHERS
2610,2019,KARNATAKA,Belgaum,SHIVARAJ NARAYAN PATIL,,,GEN,Independent,IND,,469,0,469,,0.04,,47,1205229,0,0,OTHERS
2611,2019,KARNATAKA,Belgaum,SANJAY SHIVAPPA KAMBLE,,,GEN,Independent,IND,,461,2,463,,0.04,,48,1205229,0,0,OTHERS
2612,2019,KARNATAKA,Belgaum,NITEEN DHONDIBA ANANDACHE,,,GEN,Independent,IND,,458,0,458,,0.04,,49,1205229,0,0,OTHERS
2613,2019,KARNATAKA,Belgaum,VIJAY LAXMAN PATIL,,,GEN,Independent,IND,,445,1,446,,0.04,,50,1205229,0,0,OTHERS
2614,2019,KARNATAKA,Belgaum,SUNIL GUDDAKAYU,,,GEN,Independent,IND,,437,3,440,,0.04,,51,1205229,0,0,OTHERS
2615,2019,KARNATAKA,Belgaum,NILKANTH MAHADEV PATIL,,,GEN,Independent,IND,,422,2,424,,0.04,,52,1205229,0,0,OTHERS
2616,2019,KARNATAKA,Belgaum,PRANAM PRAKASH PATIL,,,GEN,Independent,IND,,415,1,416,,0.03,,53,1205229,0,0,OTHERS
2617,2019,KARNATAKA,Belgaum,SANDIP VASANTH LAD,,,GEN,Independent,IND,,398,8,406,,0.03,,54,1205229,0,0,OTHERS
2618,2019,KARNATAKA,Belgaum,RAMCHANDRA DATTOBA PATIL,,,GEN,Independent,IND,,389,1,390,,0.03,,55,1205229,0,0,OTHERS
2619,2019,KARNATAKA,Belgaum,SURESH BASAPPA MARALINGANNAVAR,,,GEN,Independent,IND,,306,2,308,,0.03,,56,1205229,0,0,OTHERS
2620,2019,KARNATAKA,Belgaum,SURESH KHEMANA RAJUKAR,,,GEN,Independent,IND,,283,1,284,,0.02,,57,1205229,0,0,OTHERS
2621,2019,KARNATAKA,Belgaum,VIJAY KRISHNA MADAR,,,GEN,Independent,IND,,249,0,249,,0.02,,58,1205229,0,0,OTHERS
2622,2019,KARNATAKA,Bellary (ST),Y. DEVENDRAPPA,,,ST,Bharatiya Janata Party,BJP,,614274,2114,616388,,50.44,,1,1221926,1,0,NDA
2623,2019,KARNATAKA,Bellary (ST),V. S. UGRAPPA,,,ST,Indian National Congress,INC,,559970,711,560681,,45.89,,2,1221926,0,1,OTHERS
2624,2019,KARNATAKA,Bellary (ST),K. GULAPPA,,,ST,Bahujan Samaj Party,BSP,,9952,9,9961,,0.82,,3,1221926,0,0,OTHERS
2625,2019,KARNATAKA,Bellary (ST),NOTA,,,ST,None of the Above,NA,,9016,8,9024,,0.74,,4,1221926,0,0,OTHERS
2626,2019,KARNATAKA,Bellary (ST),B. ESHWARAPPA,,,ST,Shivsena,SHS,,6919,0,6919,,0.57,,5,1221926,0,0,OTHERS
2627,2019,KARNATAKA,Bellary (ST),A. DEVADAS,,,ST,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),SUCOI(C),,3832,1,3833,,0.31,,6,1221926,0,0,OTHERS
2628,2019,KARNATAKA,Bellary (ST),T. VEERESH,,,ST,Samajwadi Forward Bloc,SFB,,3397,0,3397,,0.28,,7,1221926,0,0,OTHERS
2629,2019,KARNATAKA,Bellary (ST),CONDUCTOR PAMPAPATHI,,,ST,Independent,IND,,3100,1,3101,,0.25,,8,1221926,0,0,OTHERS
2630,2019,KARNATAKA,Bellary (ST),P. D. RAMANAYAKA,,,ST,Republican Party of India (Karnataka),RPI(K)-I,,2720,2,2722,,0.22,,9,1221926,0,0,OTHERS
2631,2019,KARNATAKA,Bellary (ST),B. RAGHU,,,ST,Pyramid Party of India,PPI,,2656,2,2658,,0.22,,10,1221926,0,0,OTHERS
2632,2019,KARNATAKA,Bellary (ST),NAYAKARA RAMAPPA,,,ST,Indian Labour Party (Ambedkar Phule),ILP(AP),,1839,1,1840,,0.15,,11,1221926,0,0,OTHERS
2633,2019,KARNATAKA,Bellary (ST),NAVEEN KUMAR. S,,,ST,Bharat Prabhat Party,BPP,,1402,0,1402,,0.11,,12,1221926,0,0,OTHERS
2634,2019,KARNATAKA,Bidar,BHAGWANTH KHUBA,,,GEN,Bharatiya Janata Party,BJP,,583833,1638,585471,,52.41,,1,1117167,1,0,NDA
2635,2019,KARNATAKA,Bidar,ESHWAR B. KHANDRE,,,GEN,Indian National Congress,INC,,467297,1340,468637,,41.95,,2,1117167,0,1,OTHERS
2636,2019,KARNATAKA,Bidar,BABA BUKHARI,,,GEN,Bahujan Samaj Party,BSP,,15168,20,15188,,1.36,,3,1117167,0,0,OTHERS
2637,2019,KARNATAKA,Bidar,RAVIKANT. K. HUGAR VAKIL,,,GEN,Independent,IND,,5747,1,5748,,0.51,,4,1117167,0,0,OTHERS
2638,2019,KARNATAKA,Bidar,SHIVARAJ TIMMANNA BOKKE,,,GEN,Independent,IND,,4979,1,4980,,0.45,,5,1117167,0,0,OTHERS
2639,2019,KARNATAKA,Bidar,MAULASAB TADAKAL,,,GEN,Independent,IND,,4633,1,4634,,0.41,,6,1117167,0,0,OTHERS
2640,2019,KARNATAKA,Bidar,ABDUS SATTAR MUJAHED,,,GEN,Akhil Bharatiya Muslim League (Secular),ABML(S),,4623,1,4624,,0.41,,7,1117167,0,0,OTHERS
2641,2019,KARNATAKA,Bidar,DAYANAND GODBOLE,,,GEN,Ambedkarite Party of India,API,,3632,3,3635,,0.33,,8,1117167,0,0,OTHERS
2642,2019,KARNATAKA,Bidar,SHARAD GANDGE,,,GEN,Independent,IND,,3439,1,3440,,0.31,,9,1117167,0,0,OTHERS
2643,2019,KARNATAKA,Bidar,SANTOSH RATHOD,,,GEN,Bharatiya Jan Kranti Dal (Democratic),BJKD(D),,3342,2,3344,,0.3,,10,1117167,0,0,OTHERS
2644,2019,KARNATAKA,Bidar,MOULAPPA. A. MALGE,,,GEN,Independent,IND,,2026,1,2027,,0.18,,11,1117167,0,0,OTHERS
2645,2019,KARNATAKA,Bidar,NOTA,,,GEN,None of the Above,NA,,1946,2,1948,,0.17,,12,1117167,0,0,OTHERS
2646,2019,KARNATAKA,Bidar,AMBRESH KENCHA,,,GEN,Uttama Prajaakeeya Party,UPP,,1851,2,1853,,0.17,,13,1117167,0,0,OTHERS
2647,2019,KARNATAKA,Bidar,SUGRIV BHARAT KACHAVE,,,GEN,Kranti Kari Jai Hind Sena,KKJHS,,1707,0,1707,,0.15,,14,1117167,0,0,OTHERS
2648,2019,KARNATAKA,Bidar,SHRIMANTH ARJUN YEVATE PATIL,,,GEN,Independent,IND,,1322,0,1322,,0.12,,15,1117167,0,0,OTHERS
2649,2019,KARNATAKA,Bidar,MUFTI SHIAK ABDUL GAFFAR,,,GEN,Independent,IND,,1259,0,1259,,0.11,,16,1117167,0,0,OTHERS
2650,2019,KARNATAKA,Bidar,RAJKUMAR,,,GEN,Purvanchal Janta Party (Secular),PJP(S),,1240,1,1241,,0.11,,17,1117167,0,0,OTHERS
2651,2019,KARNATAKA,Bidar,RAJAMABI DASTAGIR,,,GEN,BhartiyaBahujanKranti Dal,BD,,1208,0,1208,,0.11,,18,1117167,0,0,OTHERS
2652,2019,KARNATAKA,Bidar,ADVOCATE MOULVI ZAMERUDDIN,,,GEN,National Development Party,NDP,,1137,1,1138,,0.1,,19,1117167,0,0,OTHERS
2653,2019,KARNATAKA,Bidar,SAIBANNA JAMADAR,,,GEN,Independent,IND,,1051,0,1051,,0.09,,20,1117167,0,0,OTHERS
2654,2019,KARNATAKA,Bidar,MD MERAJUDDIN,,,GEN,Bahujan Maha Party,BMP-III,,1000,0,1000,,0.09,,21,1117167,0,0,OTHERS
2655,2019,KARNATAKA,Bidar,MOHAMMED ABDUL WAKEEL,,,GEN,Bharat Prabhat Party,BPP,,970,0,970,,0.09,,22,1117167,0,0,OTHERS
2656,2019,KARNATAKA,Bidar,MOHAMMED YOUSUF,,,GEN,Praja Satta Party,PSP-III,,742,0,742,,0.07,,23,1117167,0,0,OTHERS
2657,2019,KARNATAKA,Bijapur (SC),JIGAJINAGI RAMESH CHANDAPPA,,,SC,Bharatiya Janata Party,BJP,,633868,1999,635867,,57.22,,1,1111354,1,0,NDA
2658,2019,KARNATAKA,Bijapur (SC),DR. SUNITA DEVANAND CHAVAN,,,SC,Janata Dal (Secular),JD(S),,377342,487,377829,,34,,2,1111354,0,1,OTHERS
2659,2019,KARNATAKA,Bijapur (SC),DHAREPPA MAHADEV ARDHAVAR,,,SC,Independent,IND,,23701,5,23706,,2.13,,3,1111354,0,0,OTHERS
2660,2019,KARNATAKA,Bijapur (SC),PUJARI SHRINATH SANGAPPA,,,SC,Bahujan Samaj Party,BSP,,23389,53,23442,,2.11,,4,1111354,0,0,OTHERS
2661,2019,KARNATAKA,Bijapur (SC),NOTA,,,SC,None of the Above,NA,,12280,6,12286,,1.11,,5,1111354,0,0,OTHERS
2662,2019,KARNATAKA,Bijapur (SC),GURUBASAVA. P . RABAKAVI,,,SC,Uttama Prajaakeeya Party,UPP,,8475,4,8479,,0.76,,6,1111354,0,0,OTHERS
2663,2019,KARNATAKA,Bijapur (SC),BALAJI DYAMANNA WADDAR (YATNAL),,,SC,Independent,IND,,7641,3,7644,,0.69,,7,1111354,0,0,OTHERS
2664,2019,KARNATAKA,Bijapur (SC),RAMAPPA HARIJAN (HOLER),,,SC,Independent,IND,,4990,2,4992,,0.45,,8,1111354,0,0,OTHERS
2665,2019,KARNATAKA,Bijapur (SC),DADASAB SIDDAPPA BAGAYAT,,,SC,Independent,IND,,4186,2,4188,,0.38,,9,1111354,0,0,OTHERS
2666,2019,KARNATAKA,Bijapur (SC),DONDIBA RAMU RATHOD,,,SC,Independent,IND,,4099,3,4102,,0.37,,10,1111354,0,0,OTHERS
2667,2019,KARNATAKA,Bijapur (SC),RUDRAPPA DEYAPPA CHALAWADI,,,SC,Bharipa Bahujan Mahasangh,BBM,,3215,1,3216,,0.29,,11,1111354,0,0,OTHERS
2668,2019,KARNATAKA,Bijapur (SC),YAMANAPPA VITTAL GUNADAL,,,SC,Republican Party of India (Karnataka),RPI(K)-I,,2952,5,2957,,0.27,,12,1111354,0,0,OTHERS
2669,2019,KARNATAKA,Bijapur (SC),SHRIVENKATESHWAR MAHA SWAMIJI (KATAKADHOND D.G),,,SC,Hindustan Janta Party,HJP,,2643,3,2646,,0.24,,13,1111354,0,0,OTHERS
2670,2019,KARNATAKA,Chamarajanagar (SC),V. SRINIVAS PRASAD,,,SC,Bharatiya Janata Party,BJP,,567010,1527,568537,,44.74,,1,1270658,1,0,NDA
2671,2019,KARNATAKA,Chamarajanagar (SC),R. DHRUVANARAYANA,,,SC,Indian National Congress,INC,,565754,966,566720,,44.6,,2,1270658,0,1,OTHERS
2672,2019,KARNATAKA,Chamarajanagar (SC),Dr. SHIVAKUMARA,,,SC,Bahujan Samaj Party,BSP,,87208,423,87631,,6.9,,3,1270658,0,0,OTHERS
2673,2019,KARNATAKA,Chamarajanagar (SC),NOTA,,,SC,None of the Above,NA,,12706,10,12716,,1,,4,1270658,0,0,OTHERS
2674,2019,KARNATAKA,Chamarajanagar (SC),HANUR NAGARAJU,,,SC,Uttama Prajaakeeya Party,UPP,,9501,9,9510,,0.75,,5,1270658,0,0,OTHERS
2675,2019,KARNATAKA,Chamarajanagar (SC),M. PRADEEP KUMAR,,,SC,Independent,IND,,6553,1,6554,,0.52,,6,1270658,0,0,OTHERS
2676,2019,KARNATAKA,Chamarajanagar (SC),G.D. RAJAGOPAL,,,SC,Independent,IND,,4632,1,4633,,0.36,,7,1270658,0,0,OTHERS
2677,2019,KARNATAKA,Chamarajanagar (SC),SUBBAIAH,,,SC,Indian New Congress Party,INCP,,4604,2,4606,,0.36,,8,1270658,0,0,OTHERS
2678,2019,KARNATAKA,Chamarajanagar (SC),N. AMBARISH,,,SC,Independent,IND,,4067,0,4067,,0.32,,9,1270658,0,0,OTHERS
2679,2019,KARNATAKA,Chamarajanagar (SC),ANAND JIVAN RAM,,,SC,Independent,IND,,3000,0,3000,,0.24,,10,1270658,0,0,OTHERS
2680,2019,KARNATAKA,Chamarajanagar (SC),PRASANNA KUMAR. B,,,SC,Karnataka Praja Party (RaithaParva),KPP(R),,2680,4,2684,,0.21,,11,1270658,0,0,OTHERS
2681,2019,KARNATAKA,Chikkballapur,B.N.Bache Gowda,,,GEN,Bharatiya Janata Party,BJP,,744475,1437,745912,,53.78,,1,1386963,1,0,NDA
2682,2019,KARNATAKA,Chikkballapur,M.Veerappa Moily,,,GEN,Indian National Congress,INC,,563396,406,563802,,40.65,,2,1386963,0,1,OTHERS
2683,2019,KARNATAKA,Chikkballapur,Dr. C.S.Dwarakanath,,,GEN,Bahujan Samaj Party,BSP,,23418,28,23446,,1.69,,3,1386963,0,0,OTHERS
2684,2019,KARNATAKA,Chikkballapur,S.Varalakshmi,,,GEN,Communist Party of India (Marxist),CPI(M),,18639,9,18648,,1.34,,4,1386963,0,0,OTHERS
2685,2019,KARNATAKA,Chikkballapur,NOTA,,,GEN,None of the Above,NA,,8015,10,8025,,0.58,,5,1386963,0,0,OTHERS
2686,2019,KARNATAKA,Chikkballapur,Muniraju.G,,,GEN,Uttama Prajaakeeya Party,UPP,,5092,1,5093,,0.37,,6,1386963,0,0,OTHERS
2687,2019,KARNATAKA,Chikkballapur,D.Palya Khadar Subhan Khan,,,GEN,Samajwadi Janata Party(Karnataka),SJP(K),,4991,0,4991,,0.36,,7,1386963,0,0,OTHERS
2688,2019,KARNATAKA,Chikkballapur,S.R.Nageshareddy,,,GEN,Ambedkar Samaj Party,ASP,,3549,1,3550,,0.26,,8,1386963,0,0,OTHERS
2689,2019,KARNATAKA,Chikkballapur,Nalina.K.S,,,GEN,Independent,IND,,3518,0,3518,,0.25,,9,1386963,0,0,OTHERS
2690,2019,KARNATAKA,Chikkballapur,Phaniraj.S.V,,,GEN,Independent,IND,,2078,0,2078,,0.15,,10,1386963,0,0,OTHERS
2691,2019,KARNATAKA,Chikkballapur,Nazir Ahmed,,,GEN,Karnataka Karmikara Paksha,KKP,,1743,0,1743,,0.13,,11,1386963,0,0,OTHERS
2692,2019,KARNATAKA,Chikkballapur,L. Nagaraj,,,GEN,Independent,IND,,1655,0,1655,,0.12,,12,1386963,0,0,OTHERS
2693,2019,KARNATAKA,Chikkballapur,Nasrulla,,,GEN,Independent,IND,,1362,0,1362,,0.1,,13,1386963,0,0,OTHERS
2694,2019,KARNATAKA,Chikkballapur,Nagendra Rao Shinde,,,GEN,Karnataka Jantha Paksha,KJP,,1288,0,1288,,0.09,,14,1386963,0,0,OTHERS
