Id,year,statename,pcname,candidate,sex,age,category,partydesc,party,symbol,evm,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance
2695,2019,KARNATAKA,Chikkballapur,Alanguru Kanakalakshmi,,,GEN,Independent,IND,,1018,2,1020,,0.07,,15,1386963,0,0,OTHERS
2696,2019,KARNATAKA,Chikkballapur,AbdulKarim Desai,,,GEN,Independent,IND,,832,0,832,,0.06,,16,1386963,0,0,OTHERS
2697,2019,KARNATAKA,Chikkodi,ANNASAHEB SHANKAR JOLLE,,,GEN,Bharatiya Janata Party,BJP,,641232,3785,645017,,52.98,,1,1217549,1,0,NDA
2698,2019,KARNATAKA,Chikkodi,PRAKASH BABANNA HUKKERI,,,GEN,Indian National Congress,INC,,524871,1269,526140,,43.21,,2,1217549,0,1,OTHERS
2699,2019,KARNATAKA,Chikkodi,MACHENDRA DAVALU KADAPURE,,,GEN,Bahujan Samaj Party,BSP,,15508,67,15575,,1.28,,3,1217549,0,0,OTHERS
2700,2019,KARNATAKA,Chikkodi,NOTA,,,GEN,None of the Above,NA,,10341,21,10362,,0.85,,4,1217549,0,0,OTHERS
2701,2019,KARNATAKA,Chikkodi,KALLAPPA GUDASI,,,GEN,Independent,IND,,4941,7,4948,,0.41,,5,1217549,0,0,OTHERS
2702,2019,KARNATAKA,Chikkodi,SHRINIK ANNASAHEB JANGATE,,,GEN,Independent,IND,,4906,0,4906,,0.4,,6,1217549,0,0,OTHERS
2703,2019,KARNATAKA,Chikkodi,APPASAHEB SHRIPATI KURANE,,,GEN,Bharipa Bahujan Mahasangh,BBM,,2742,13,2755,,0.23,,7,1217549,0,0,OTHERS
2704,2019,KARNATAKA,Chikkodi,WAJANTRI VISHWNATH KALLOLI,,,GEN,Independent,IND,,2023,5,2028,,0.17,,8,1217549,0,0,OTHERS
2705,2019,KARNATAKA,Chikkodi,JITENDRA SUBHASH NERLE,,,GEN,Independent,IND,,1719,7,1726,,0.14,,9,1217549,0,0,OTHERS
2706,2019,KARNATAKA,Chikkodi,PRAVEENKUMAR BALIGATTI,,,GEN,Uttama Prajaakeeya Party,UPP,,1530,16,1546,,0.13,,10,1217549,0,0,OTHERS
2707,2019,KARNATAKA,Chikkodi,MOHAN GURAPPA MOTANNAVAR,,,GEN,Independent,IND,,1482,5,1487,,0.12,,11,1217549,0,0,OTHERS
2708,2019,KARNATAKA,Chikkodi,MAGDUM ISMAILMAGDUM,,,GEN,Republican Party of India,RPI,,1050,9,1059,,0.09,,12,1217549,0,0,OTHERS
2709,2019,KARNATAKA,Chitradurga (SC),A NARAYANASWAMY,,,SC,Bharatiya Janata Party,BJP,,624200,1995,626195,,50.26,,1,1245950,1,0,NDA
2710,2019,KARNATAKA,Chitradurga (SC),B N CHANDRAPPA,,,SC,Indian National Congress,INC,,545159,858,546017,,43.82,,2,1245950,0,1,OTHERS
2711,2019,KARNATAKA,Chitradurga (SC),MAHANTHESH C U,,,SC,Bahujan Samaj Party,BSP,,8896,11,8907,,0.71,,3,1245950,0,0,OTHERS
2712,2019,KARNATAKA,Chitradurga (SC),N T VIJAYAKUMAR,,,SC,Independent,IND,,8705,2,8707,,0.7,,4,1245950,0,0,OTHERS
2713,2019,KARNATAKA,Chitradurga (SC),NIRANJANA A D CHEELANGI,,,SC,Ambedkar Samaj Party,ASP,,7771,2,7773,,0.62,,5,1245950,0,0,OTHERS
2714,2019,KARNATAKA,Chitradurga (SC),LOKESHA M K,,,SC,Independent,IND,,7025,1,7026,,0.56,,6,1245950,0,0,OTHERS
2715,2019,KARNATAKA,Chitradurga (SC),L VENUGOPAL,,,SC,Independent,IND,,6378,1,6379,,0.51,,7,1245950,0,0,OTHERS
2716,2019,KARNATAKA,Chitradurga (SC),NOTA,,,SC,None of the Above,NA,,4348,20,4368,,0.35,,8,1245950,0,0,OTHERS
2717,2019,KARNATAKA,Chitradurga (SC),L RANGAPPA (RTD.DDPI),,,SC,Independent,IND,,4306,6,4312,,0.35,,9,1245950,0,0,OTHERS
2718,2019,KARNATAKA,Chitradurga (SC),DEVENDRAPPA,,,SC,Uttama Prajaakeeya Party,UPP,,4276,4,4280,,0.34,,10,1245950,0,0,OTHERS
2719,2019,KARNATAKA,Chitradurga (SC),C H NARAYANASWAMY,,,SC,Independent,IND,,3801,1,3802,,0.31,,11,1245950,0,0,OTHERS
2720,2019,KARNATAKA,Chitradurga (SC),RAMESHA V,,,SC,Independent,IND,,2718,3,2721,,0.22,,12,1245950,0,0,OTHERS
2721,2019,KARNATAKA,Chitradurga (SC),V S BHUTHARAJA,,,SC,Independent,IND,,2464,0,2464,,0.2,,13,1245950,0,0,OTHERS
2722,2019,KARNATAKA,Chitradurga (SC),D PENNAPPA TURUVANUR,,,SC,Independent,IND,,2359,0,2359,,0.19,,14,1245950,0,0,OTHERS
2723,2019,KARNATAKA,Chitradurga (SC),ARUNACHALAM Y,,,SC,Pyramid Party of India,PPI,,2220,0,2220,,0.18,,15,1245950,0,0,OTHERS
2724,2019,KARNATAKA,Chitradurga (SC),R HANUMANTHAPPA,,,SC,Independent,IND,,1836,1,1837,,0.15,,16,1245950,0,0,OTHERS
2725,2019,KARNATAKA,Chitradurga (SC),GANESH,,,SC,Independent,IND,,1760,0,1760,,0.14,,17,1245950,0,0,OTHERS
2726,2019,KARNATAKA,Chitradurga (SC),S MEETYANAIK,,,SC,Pragatishil Samajwadi Party (Lohia),PSP(L),,1631,5,1636,,0.13,,18,1245950,0,0,OTHERS
2727,2019,KARNATAKA,Chitradurga (SC),KUMAR Y,,,SC,Independent,IND,,1612,4,1616,,0.13,,19,1245950,0,0,OTHERS
2728,2019,KARNATAKA,Chitradurga (SC),THIPPESWAMY T,,,SC,Independent,IND,,1570,1,1571,,0.13,,20,1245950,0,0,OTHERS
2729,2019,KARNATAKA,Dakshina Kannada,NALIN KUMAR KATEEL,,,GEN,Bharatiya Janata Party,BJP,,772754,1531,774285,,57.57,,1,1345039,1,0,NDA
2730,2019,KARNATAKA,Dakshina Kannada,MITHUN M RAI,,,GEN,Indian National Congress,INC,,499387,277,499664,,37.15,,2,1345039,0,1,OTHERS
2731,2019,KARNATAKA,Dakshina Kannada,MOHAMMED ELIYAS,,,GEN,SOCIAL DEMOCRATIC PARTY OF INDIA,SDPOI,,46834,5,46839,,3.48,,3,1345039,0,0,OTHERS
2732,2019,KARNATAKA,Dakshina Kannada,NOTA,,,GEN,None of the Above,NA,,7375,5,7380,,0.55,,4,1345039,0,0,OTHERS
2733,2019,KARNATAKA,Dakshina Kannada,S. SATHISH SALIAN,,,GEN,Bahujan Samaj Party,BSP,,4709,4,4713,,0.35,,5,1345039,0,0,OTHERS
2734,2019,KARNATAKA,Dakshina Kannada,ALEXANDER,,,GEN,Independent,IND,,2751,1,2752,,0.2,,6,1345039,0,0,OTHERS
2735,2019,KARNATAKA,Dakshina Kannada,H. SURESH POOJARY,,,GEN,Independent,IND,,2314,1,2315,,0.17,,7,1345039,0,0,OTHERS
2736,2019,KARNATAKA,Dakshina Kannada,VENKATESH BENDE,,,GEN,Independent,IND,,1702,0,1702,,0.13,,8,1345039,0,0,OTHERS
2737,2019,KARNATAKA,Dakshina Kannada,VIJAY SHREENIVAS .C,,,GEN,Uttama Prajaakeeya Party,UPP,,1628,1,1629,,0.12,,9,1345039,0,0,OTHERS
2738,2019,KARNATAKA,Dakshina Kannada,SUPREETH KUMAR POOJARY,,,GEN,Hindustan Janta Party,HJP,,948,0,948,,0.07,,10,1345039,0,0,OTHERS
2739,2019,KARNATAKA,Dakshina Kannada,MAXIM PINTO,,,GEN,Independent,IND,,908,0,908,,0.07,,11,1345039,0,0,OTHERS
2740,2019,KARNATAKA,Dakshina Kannada,DEEPAK RAJESH COELHO,,,GEN,Independent,IND,,747,1,748,,0.06,,12,1345039,0,0,OTHERS
2741,2019,KARNATAKA,Dakshina Kannada,MOHAMMAD KHALID,,,GEN,Independent,IND,,602,0,602,,0.04,,13,1345039,0,0,OTHERS
2742,2019,KARNATAKA,Dakshina Kannada,ABDUL HAMEED,,,GEN,Independent,IND,,554,0,554,,0.04,,14,1345039,0,0,OTHERS
2743,2019,KARNATAKA,Davanagere,G M SIDDESHWAR,,,GEN,Bharatiya Janata Party,BJP,,651353,1643,652996,,54.66,,1,1194586,1,0,NDA
2744,2019,KARNATAKA,Davanagere,H B MANJAPPA,,,GEN,Indian National Congress,INC,,482683,611,483294,,40.46,,2,1194586,0,1,OTHERS
2745,2019,KARNATAKA,Davanagere,SIDDAPPA B H,,,GEN,Bahujan Samaj Party,BSP,,7723,13,7736,,0.65,,3,1194586,0,0,OTHERS
2746,2019,KARNATAKA,Davanagere,MANJUNATHA MARIKOPPA,,,GEN,Independent,IND,,5947,0,5947,,0.5,,4,1194586,0,0,OTHERS
2747,2019,KARNATAKA,Davanagere,MOHAMED HAYATH,,,GEN,Independent,IND,,4953,1,4954,,0.41,,5,1194586,0,0,OTHERS
2748,2019,KARNATAKA,Davanagere,H ESHWARAPPA,,,GEN,India Praja Bandhu Party,IPBP,,4623,2,4625,,0.39,,6,1194586,0,0,OTHERS
2749,2019,KARNATAKA,Davanagere,V MANJUNATHACHAR,,,GEN,Independent,IND,,4568,3,4571,,0.38,,7,1194586,0,0,OTHERS
2750,2019,KARNATAKA,Davanagere,C M MANJUNATHA SWAMI,,,GEN,Independent,IND,,4488,2,4490,,0.38,,8,1194586,0,0,OTHERS
2751,2019,KARNATAKA,Davanagere,GANESHA B A,,,GEN,Uttama Prajaakeeya Party,UPP,,3213,7,3220,,0.27,,9,1194586,0,0,OTHERS
2752,2019,KARNATAKA,Davanagere,NOTA,,,GEN,None of the Above,NA,,3091,7,3098,,0.26,,10,1194586,0,0,OTHERS
2753,2019,KARNATAKA,Davanagere,A T DADAKHALANDAR,,,GEN,Independent,IND,,2723,0,2723,,0.23,,11,1194586,0,0,OTHERS
2754,2019,KARNATAKA,Davanagere,M B VEERABHADRAPPA,,,GEN,Independent,IND,,1733,0,1733,,0.15,,12,1194586,0,0,OTHERS
2755,2019,KARNATAKA,Davanagere,B V TIPPESWAMY GOSHALE,,,GEN,Independent,IND,,1612,0,1612,,0.13,,13,1194586,0,0,OTHERS
2756,2019,KARNATAKA,Davanagere,HARISH HALLI,,,GEN,Independent,IND,,1561,0,1561,,0.13,,14,1194586,0,0,OTHERS
2757,2019,KARNATAKA,Davanagere,BARKATH ALI,,,GEN,Independent,IND,,1505,0,1505,,0.13,,15,1194586,0,0,OTHERS
2758,2019,KARNATAKA,Davanagere,MADHU THOGALERI,,,GEN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),SUCOI(C),,1258,0,1258,,0.11,,16,1194586,0,0,OTHERS
2759,2019,KARNATAKA,Davanagere,MOHAMMED ALEEMULLA,,,GEN,Independent,IND,,1172,1,1173,,0.1,,17,1194586,0,0,OTHERS
2760,2019,KARNATAKA,Davanagere,SHASHIKUMAR R N,,,GEN,Independent,IND,,1097,3,1100,,0.09,,18,1194586,0,0,OTHERS
2761,2019,KARNATAKA,Davanagere,V IQBAL AHEMAD,,,GEN,Independent,IND,,1038,0,1038,,0.09,,19,1194586,0,0,OTHERS
2762,2019,KARNATAKA,Davanagere,ABDUL NAZEER SAB,,,GEN,Independent,IND,,987,0,987,,0.08,,20,1194586,0,0,OTHERS
2763,2019,KARNATAKA,Davanagere,SYED. ZABIULLA K,,,GEN,Independent,IND,,978,0,978,,0.08,,21,1194586,0,0,OTHERS
2764,2019,KARNATAKA,Davanagere,ALUR M G SWAMY,,,GEN,Independent,IND,,898,0,898,,0.08,,22,1194586,0,0,OTHERS
2765,2019,KARNATAKA,Davanagere,S S SUBHAN KHAN,,,GEN,Independent,IND,,851,0,851,,0.07,,23,1194586,0,0,OTHERS
2766,2019,KARNATAKA,Davanagere,RAVINDRA NAVALE,,,GEN,Indian Labour Party (Ambedkar Phule),ILP(AP),,822,0,822,,0.07,,24,1194586,0,0,OTHERS
2767,2019,KARNATAKA,Davanagere,S K AFZALKHAN,,,GEN,Independent,IND,,803,0,803,,0.07,,25,1194586,0,0,OTHERS
2768,2019,KARNATAKA,Davanagere,Dr|| SRIDHARA UDUPA,,,GEN,Independent,IND,,613,0,613,,0.05,,26,1194586,0,0,OTHERS
2769,2019,KARNATAKA,Dharwad,Pralhad Joshi,,,GEN,Bharatiya Janata Party,BJP,,682557,2280,684837,,56.43,,1,1213505,1,0,NDA
2770,2019,KARNATAKA,Dharwad,Vinay Kulkarni,,,GEN,Indian National Congress,INC,,479119,646,479765,,39.54,,2,1213505,0,1,OTHERS
2771,2019,KARNATAKA,Dharwad,Irappa Madar,,,GEN,Bahujan Samaj Party,BSP,,6322,22,6344,,0.52,,3,1213505,0,0,OTHERS
2772,2019,KARNATAKA,Dharwad,Somashekhar. Peeraji. Yadav.,,,GEN,Independent,IND,,5400,0,5400,,0.44,,4,1213505,0,0,OTHERS
2773,2019,KARNATAKA,Dharwad,Gangadhar Badiger,,,GEN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),SUCOI(C),,4750,5,4755,,0.39,,5,1213505,0,0,OTHERS
2774,2019,KARNATAKA,Dharwad,Mallikarjunagouda Giriyappagouda Balanagoudra,,,GEN,Independent,IND,,4457,1,4458,,0.37,,6,1213505,0,0,OTHERS
2775,2019,KARNATAKA,Dharwad,Raju. Anantsa. Naikwadi,,,GEN,Independent,IND,,4425,1,4426,,0.36,,7,1213505,0,0,OTHERS
2776,2019,KARNATAKA,Dharwad,Hashinabanu Tapalvale,,,GEN,Independent,IND,,4370,5,4375,,0.36,,8,1213505,0,0,OTHERS
2777,2019,KARNATAKA,Dharwad,Maradagi Veerappa Gurushantappa,,,GEN,Independent,IND,,4081,0,4081,,0.34,,9,1213505,0,0,OTHERS
2778,2019,KARNATAKA,Dharwad,NOTA,,,GEN,None of the Above,NA,,3503,9,3512,,0.29,,10,1213505,0,0,OTHERS
2779,2019,KARNATAKA,Dharwad,Shakeel Ahmad Abdulsattar Dodwad,,,GEN,Independent,IND,,1894,1,1895,,0.16,,11,1213505,0,0,OTHERS
2780,2019,KARNATAKA,Dharwad,Makhtum khan. Hasanalikhan Sirdesai,,,GEN,Independent,IND,,1739,1,1740,,0.14,,12,1213505,0,0,OTHERS
2781,2019,KARNATAKA,Dharwad,Santosh Nandur,,,GEN,Uttama Prajaakeeya Party,UPP,,1564,2,1566,,0.13,,13,1213505,0,0,OTHERS
2782,2019,KARNATAKA,Dharwad,Vadiraj Mannari Madhusudhan (Pandurangi),,,GEN,All India Hindustan Congress Party,AIHCP,,1186,3,1189,,0.1,,14,1213505,0,0,OTHERS
2783,2019,KARNATAKA,Dharwad,B. G. Sangannavar,,,GEN,Independent,IND,,1093,0,1093,,0.09,,15,1213505,0,0,OTHERS
2784,2019,KARNATAKA,Dharwad,Dundasi Abdulrahiman Mahammad Hanif,,,GEN,Independent,IND,,904,1,905,,0.07,,16,1213505,0,0,OTHERS
2785,2019,KARNATAKA,Dharwad,Udayakumar Ayyappa Ambiger,,,GEN,Independent,IND,,896,3,899,,0.07,,17,1213505,0,0,OTHERS
2786,2019,KARNATAKA,Dharwad,Raju Harishchandra Kamble,,,GEN,Azad Mazdoor Kissan Party,AMKP,,826,3,829,,0.07,,18,1213505,0,0,OTHERS
2787,2019,KARNATAKA,Dharwad,Vinod D Ghodke,,,GEN,"Proutist Bloc, India",PBI,,725,0,725,,0.06,,19,1213505,0,0,OTHERS
2788,2019,KARNATAKA,Dharwad,Revanshiddappa Basavaraj Talawar,,,GEN,Bharatiya Prajagala Kalyana Paksha,BPKP,,707,4,711,,0.06,,20,1213505,0,0,OTHERS
2789,2019,KARNATAKA,Gulbarga (SC),DR. UMESH G JADHAV,,,SC,Bharatiya Janata Party,BJP,,617692,2500,620192,,52.14,,1,1189361,1,0,NDA
2790,2019,KARNATAKA,Gulbarga (SC),MALLIKARJUN KHARGE,,,SC,Indian National Congress,INC,,523552,1188,524740,,44.12,,2,1189361,0,1,OTHERS
2791,2019,KARNATAKA,Gulbarga (SC),K. B. VASU,,,SC,Bahujan Samaj Party,BSP,,10852,13,10865,,0.91,,3,1189361,0,0,OTHERS
2792,2019,KARNATAKA,Gulbarga (SC),NOTA,,,SC,None of the Above,NA,,10482,5,10487,,0.88,,4,1189361,0,0,OTHERS
2793,2019,KARNATAKA,Gulbarga (SC),VIJAY JADHAV,,,SC,Sarva Janata Party,SJP-II,,6507,0,6507,,0.55,,5,1189361,0,0,OTHERS
2794,2019,KARNATAKA,Gulbarga (SC),RAMESH BHEEMSINGH CHAVAN,,,SC,Independent,IND,,5055,1,5056,,0.43,,6,1189361,0,0,OTHERS
2795,2019,KARNATAKA,Gulbarga (SC),S. M. SHARMA,,,SC,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),SUCOI(C),,2247,2,2249,,0.19,,7,1189361,0,0,OTHERS
2796,2019,KARNATAKA,Gulbarga (SC),DR. M. P. DARAKESHWARAIAH,,,SC,Independent,IND,,2035,1,2036,,0.17,,8,1189361,0,0,OTHERS
2797,2019,KARNATAKA,Gulbarga (SC),MAHESH LAMBANI,,,SC,Uttama Prajaakeeya Party,UPP,,1780,3,1783,,0.15,,9,1189361,0,0,OTHERS
2798,2019,KARNATAKA,Gulbarga (SC),SHANKAR JADHAV,,,SC,Bharatiya Peoples Party,BPP-II,,1647,2,1649,,0.14,,10,1189361,0,0,OTHERS
2799,2019,KARNATAKA,Gulbarga (SC),D. K. KONKATE KEROOR,,,SC,Rashtriya Samaj Paksha,RSP,,1485,0,1485,,0.12,,11,1189361,0,0,OTHERS
2800,2019,KARNATAKA,Gulbarga (SC),G. TIMMARAJU,,,SC,Independent,IND,,1361,0,1361,,0.11,,12,1189361,0,0,OTHERS
2801,2019,KARNATAKA,Gulbarga (SC),RAJKUMAR,,,SC,BhartiyaBahujanKranti Dal,BD,,950,1,951,,0.08,,13,1189361,0,0,OTHERS
2802,2019,KARNATAKA,Hassan,PRAJWAL REVANNA,,,GEN,Janata Dal (Secular),JD(S),,675512,1094,676606,,52.96,,1,1277552,1,0,UPA
2803,2019,KARNATAKA,Hassan,MANJU A,,,GEN,Bharatiya Janata Party,BJP,,533389,1893,535282,,41.9,,2,1277552,0,1,OTHERS
2804,2019,KARNATAKA,Hassan,VINODRAJ K H,,,GEN,Bahujan Samaj Party,BSP,,38682,79,38761,,3.03,,3,1277552,0,0,OTHERS
2805,2019,KARNATAKA,Hassan,NOTA,,,GEN,None of the Above,NA,,11641,21,11662,,0.91,,4,1277552,0,0,OTHERS
2806,2019,KARNATAKA,Hassan,H M CHANDREGOWDA,,,GEN,Uttama Prajaakeeya Party,UPP,,7007,16,7023,,0.55,,5,1277552,0,0,OTHERS
2807,2019,KARNATAKA,Hassan,R G SATHISHA,,,GEN,Independent,IND,,4501,7,4508,,0.35,,6,1277552,0,0,OTHERS
2808,2019,KARNATAKA,Hassan,M. MAHESH (AL: LOKESH),,,GEN,Independent,IND,,3706,4,3710,,0.29,,7,1277552,0,0,OTHERS
2809,2019,KARNATAKA,Haveri,UDASI. S.C.,,,GEN,Bharatiya Janata Party,BJP,,681147,2513,683660,,53.97,,1,1266679,1,0,NDA
2810,2019,KARNATAKA,Haveri,D.R. PATIL,,,GEN,Indian National Congress,INC,,541969,809,542778,,42.85,,2,1266679,0,1,OTHERS
2811,2019,KARNATAKA,Haveri,AYUBAKHAN A PATHAN,,,GEN,Bahujan Samaj Party,BSP,,7458,21,7479,,0.59,,3,1266679,0,0,OTHERS
2812,2019,KARNATAKA,Haveri,NOTA,,,GEN,None of the Above,NA,,7402,10,7412,,0.59,,4,1266679,0,0,OTHERS
2813,2019,KARNATAKA,Haveri,ISHWAR PATIL,,,GEN,Uttama Prajaakeeya Party,UPP,,7010,14,7024,,0.55,,5,1266679,0,0,OTHERS
2814,2019,KARNATAKA,Haveri,HANUMANTHAPPA.D.KABBAR,,,GEN,Independent,IND,,6242,5,6247,,0.49,,6,1266679,0,0,OTHERS
2815,2019,KARNATAKA,Haveri,SIDDAPPA. KALLAPPA. POOJAR,,,GEN,Independent,IND,,5856,2,5858,,0.46,,7,1266679,0,0,OTHERS
2816,2019,KARNATAKA,Haveri,VEERABHADRAPPA VEERAPPA KABBINADA URF BANDI,,,GEN,Independent,IND,,2281,2,2283,,0.18,,8,1266679,0,0,OTHERS
2817,2019,KARNATAKA,Haveri,BOMMOJI. RAMAPPA. SIDDAPPA,,,GEN,Independent,IND,,1387,2,1389,,0.11,,9,1266679,0,0,OTHERS
2818,2019,KARNATAKA,Haveri,BASAVARAJ. S. DESAI,,,GEN,Independent,IND,,1301,4,1305,,0.1,,10,1266679,0,0,OTHERS
2819,2019,KARNATAKA,Haveri,SHYLESH NAZARE ASHOK,,,GEN,Indian Labour Party (Ambedkar Phule),ILP(AP),,1243,1,1244,,0.1,,11,1266679,0,0,OTHERS
2820,2019,KARNATAKA,Kolar (SC),S. MUNISWAMY,,,SC,Bharatiya Janata Party,BJP,,707930,1235,709165,,56.35,,1,1258551,1,0,NDA
2821,2019,KARNATAKA,Kolar (SC),K.H. MUNIYAPPA,,,SC,Indian National Congress,INC,,498259,885,499144,,39.66,,2,1258551,0,1,OTHERS
2822,2019,KARNATAKA,Kolar (SC),NOTA,,,SC,None of the Above,NA,,13873,16,13889,,1.1,,3,1258551,0,0,OTHERS
2823,2019,KARNATAKA,Kolar (SC),JAYAPRASAD M.G,,,SC,Bahujan Samaj Party,BSP,,9846,15,9861,,0.78,,4,1258551,0,0,OTHERS
2824,2019,KARNATAKA,Kolar (SC),ASHOK CHAKRAVARTHI M.B,,,SC,Ambedkar Samaj Party,ASP,,7075,10,7085,,0.56,,5,1258551,0,0,OTHERS
2825,2019,KARNATAKA,Kolar (SC),RAMANJI. R,,,SC,Uttama Prajaakeeya Party,UPP,,3406,6,3412,,0.27,,6,1258551,0,0,OTHERS
2826,2019,KARNATAKA,Kolar (SC),RAJ KUMARESAN. L,,,SC,Independent,IND,,2877,4,2881,,0.23,,7,1258551,0,0,OTHERS
2827,2019,KARNATAKA,Kolar (SC),N.C. SUBBARAYAPPA,,,SC,Independent,IND,,2574,0,2574,,0.2,,8,1258551,0,0,OTHERS
2828,2019,KARNATAKA,Kolar (SC),C. SHANKARAPPA,,,SC,Independent,IND,,2493,2,2495,,0.2,,9,1258551,0,0,OTHERS
2829,2019,KARNATAKA,Kolar (SC),Dr. RAMESH BABU. V.M.,,,SC,Independent,IND,,1490,4,1494,,0.12,,10,1258551,0,0,OTHERS
2830,2019,KARNATAKA,Kolar (SC),G. CHIKKANARAYANA,,,SC,Republican Sena,RS,,1491,0,1491,,0.12,,11,1258551,0,0,OTHERS
2831,2019,KARNATAKA,Kolar (SC),MEDIHALA CHALAVADI M CHANDRASHEKAR,,,SC,Independent,IND,,1453,1,1454,,0.12,,12,1258551,0,0,OTHERS
2832,2019,KARNATAKA,Kolar (SC),SARVESH N.M.,,,SC,Pyramid Party of India,PPI,,1407,0,1407,,0.11,,13,1258551,0,0,OTHERS
2833,2019,KARNATAKA,Kolar (SC),MUNIRAJAPPA. P,,,SC,Independent,IND,,1183,1,1184,,0.09,,14,1258551,0,0,OTHERS
2834,2019,KARNATAKA,Kolar (SC),DHANAMATNALLI VENKATESHAPPA,,,SC,Republican Party of India (A),RPI(A),,1014,1,1015,,0.08,,15,1258551,0,0,OTHERS
2835,2019,KARNATAKA,Koppal,KARADI SANGANNA AMARAPPA,,,GEN,Bharatiya Janata Party,BJP,,584997,1786,586783,,49.3,,1,1190347,1,0,NDA
2836,2019,KARNATAKA,Koppal,K.RAJASHEKAR BASAVARAJ HITNAL,,,GEN,Indian National Congress,INC,,547573,813,548386,,46.07,,2,1190347,0,1,OTHERS
2837,2019,KARNATAKA,Koppal,NOTA,,,GEN,None of the Above,NA,,10800,13,10813,,0.91,,3,1190347,0,0,OTHERS
2838,2019,KARNATAKA,Koppal,SHIVAPUTRAPPA. GUMAGERA,,,GEN,Bahujan Samaj Party,BSP,,9469,12,9481,,0.8,,4,1190347,0,0,OTHERS
2839,2019,KARNATAKA,Koppal,ANNOJIRAO.G,,,GEN,Sarva Janata Party,SJP-II,,5679,2,5681,,0.48,,5,1190347,0,0,OTHERS
2840,2019,KARNATAKA,Koppal,SURESH GOUDA MUNDINAMANE,,,GEN,Independent,IND,,5157,1,5158,,0.43,,6,1190347,0,0,OTHERS
2841,2019,KARNATAKA,Koppal,NAGARAJ KALAL,,,GEN,Independent,IND,,4855,0,4855,,0.41,,7,1190347,0,0,OTHERS
2842,2019,KARNATAKA,Koppal,SURESH.H,,,GEN,Independent,IND,,3728,0,3728,,0.31,,8,1190347,0,0,OTHERS
2843,2019,KARNATAKA,Koppal,SATISHREDDY,,,GEN,Independent,IND,,3498,0,3498,,0.29,,9,1190347,0,0,OTHERS
2844,2019,KARNATAKA,Koppal,BALARAJ. YADAV,,,GEN,Independent,IND,,2937,0,2937,,0.25,,10,1190347,0,0,OTHERS
2845,2019,KARNATAKA,Koppal,MALLIKARJUN HADAPAD,,,GEN,Independent,IND,,2407,1,2408,,0.2,,11,1190347,0,0,OTHERS
2846,2019,KARNATAKA,Koppal,BANDIMATH SHARANAYYA,,,GEN,Uttama Prajaakeeya Party,UPP,,2244,8,2252,,0.19,,12,1190347,0,0,OTHERS
2847,2019,KARNATAKA,Koppal,PA.YA. GANESH,,,GEN,Independent,IND,,1699,0,1699,,0.14,,13,1190347,0,0,OTHERS
2848,2019,KARNATAKA,Koppal,COMRADE B.BASAVALINGAPPA,,,GEN,Marxist Leninist Party of India (Red Flag),MLPI(RF),,1609,0,1609,,0.14,,14,1190347,0,0,OTHERS
2849,2019,KARNATAKA,Koppal,HEMARAJ VEERAPUR,,,GEN,Communist Party of India (Marxist-Leninist) Red Star,CPI(M)RS,,1058,1,1059,,0.09,,15,1190347,0,0,OTHERS
2850,2019,KARNATAKA,Mandya,SUMALATHA AMBAREESH,,,GEN,Independent,IND,,702167,1493,703660,,51.02,,1,1379210,1,0,OTHERS
2851,2019,KARNATAKA,Mandya,NIKHIL KUMARASWAMY,,,GEN,Janata Dal (Secular),JD(S),,576545,1239,577784,,41.89,,2,1379210,0,1,OTHERS
2852,2019,KARNATAKA,Mandya,M.L. SHASHIKUMAR,,,GEN,Independent,IND,,18323,0,18323,,1.33,,3,1379210,0,0,OTHERS
2853,2019,KARNATAKA,Mandya,NANJUNDASWAMY,,,GEN,Bahujan Samaj Party,BSP,,12481,64,12545,,0.91,,4,1379210,0,0,OTHERS
2854,2019,KARNATAKA,Mandya,SUMALATHA,,,GEN,Independent,IND,,8898,4,8902,,0.65,,5,1379210,0,0,OTHERS
2855,2019,KARNATAKA,Mandya,M. SUMALATHA,,,GEN,Independent,IND,,8542,0,8542,,0.62,,6,1379210,0,0,OTHERS
2856,2019,KARNATAKA,Mandya,C. LINGEGOWDA,,,GEN,Independent,IND,,6408,0,6408,,0.46,,7,1379210,0,0,OTHERS
2857,2019,KARNATAKA,Mandya,GURULINGAIAH,,,GEN,Indian New Congress Party,INCP,,6307,15,6322,,0.46,,8,1379210,0,0,OTHERS
2858,2019,KARNATAKA,Mandya,D.C. JAYASHANKARA,,,GEN,Aihra National Party,ANP,,4989,3,4992,,0.36,,9,1379210,0,0,OTHERS
2859,2019,KARNATAKA,Mandya,T.K. DASAR,,,GEN,Independent,IND,,4272,0,4272,,0.31,,10,1379210,0,0,OTHERS
2860,2019,KARNATAKA,Mandya,NOTA,,,GEN,None of the Above,NA,,3518,8,3526,,0.26,,11,1379210,0,0,OTHERS
2861,2019,KARNATAKA,Mandya,DIVAKAR.C.P.GOWDA,,,GEN,Uttama Prajaakeeya Party,UPP,,3398,6,3404,,0.25,,12,1379210,0,0,OTHERS
