statename,year,distname,lcname,category,candidate,sex,age,party,total,rank,electors,polled,pollperc,win,alliance
Jharkhand,2005,Seraikella Kharsawan,Ichagarh,GEN,MD. QAIYUM KHAN,M,30,NLP,1503,10,191611,133288,69.56,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Ichagarh,GEN,SHAILENDRA  KUMAR  MAITHY,M,30,JKP(N),1285,11,191611,133288,69.56,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Ichagarh,GEN,DASHRATH MURMU,M,30,IND,890,12,191611,133288,69.56,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Ichagarh,GEN,JAGANNATH MAHATO,M,30,IND,736,13,191611,133288,69.56,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Ichagarh,GEN,LAXMI KANT  MAHTO,M,30,IND,688,14,191611,133288,69.56,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Ichagarh,GEN,AMBIKA SINGH YADAV,M,30,IND,620,15,191611,133288,69.56,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Ichagarh,GEN,JYOTI  LAL MANJHI,M,30,JKP,613,16,191611,133288,69.56,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Seraikella,ST,CHAMPAI SOREN,M,48,JMM,61112,1,232129,149745,64.51,1,JMM
Jharkhand,2005,Seraikella Kharsawan,Seraikella,ST,LAKXHMAN TUDU,M,40,BJP,60230,2,232129,149745,64.51,0,BJP
Jharkhand,2005,Seraikella Kharsawan,Seraikella,ST,BASKO BESRA,M,36,AJSU,15096,3,232129,149745,64.51,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Seraikella,ST,BANSHI DHAR MAJHI,M,42,RJD,3265,4,232129,149745,64.51,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Seraikella,ST,SINGU MAJHI,M,59,IND,2389,5,232129,149745,64.51,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Seraikella,ST,RAJKUMAR SARDAR,M,25,IND,2311,6,232129,149745,64.51,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Seraikella,ST,CHAMI MURMU,F,33,IND,2000,7,232129,149745,64.51,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Seraikella,ST,BABULAL MURMU,M,38,JVD,1397,8,232129,149745,64.51,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Seraikella,ST,MAHENDRA MURMU,M,27,JKP,980,9,232129,149745,64.51,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Seraikella,ST,SUBRAMANIUM BASKEY,M,59,BSP,965,10,232129,149745,64.51,0,OTHERS
Jharkhand,2005,West Singhbhum,Chaibasa,ST,PUTKAR HEMBROM,M,46,BJP,23448,1,155917,92559,59.36,1,BJP
Jharkhand,2005,West Singhbhum,Chaibasa,ST,DEEPAK BIRUA,M,39,IND,18383,2,155917,92559,59.36,0,OTHERS
Jharkhand,2005,West Singhbhum,Chaibasa,ST,BIMAL KUMAR SUMBRUI,M,32,INC,15614,3,155917,92559,59.36,0,INC
Jharkhand,2005,West Singhbhum,Chaibasa,ST,RAM SINGH SOY,M,35,IND,4618,4,155917,92559,59.36,0,OTHERS
Jharkhand,2005,West Singhbhum,Chaibasa,ST,SHIUKAR PURTY,M,50,LJP,4472,5,155917,92559,59.36,0,OTHERS
Jharkhand,2005,West Singhbhum,Chaibasa,ST,SONA DEOGAM,M,40,JVC,3989,6,155917,92559,59.36,0,OTHERS
Jharkhand,2005,West Singhbhum,Chaibasa,ST,HIBAR GURIA,M,49,UGDP,3100,7,155917,92559,59.36,0,OTHERS
Jharkhand,2005,West Singhbhum,Chaibasa,ST,DOBRO BIRULI ALIAS,M,35,IND,2517,8,155917,92559,59.36,0,OTHERS
Jharkhand,2005,West Singhbhum,Chaibasa,ST,ANTU HEMBROM,M,46,IND,2426,9,155917,92559,59.36,0,OTHERS
Jharkhand,2005,West Singhbhum,Chaibasa,ST,SADHU CHARAN SINGH KUNTIA,M,36,IND,2420,10,155917,92559,59.36,0,OTHERS
Jharkhand,2005,West Singhbhum,Chaibasa,ST,DEVENDRA NATH CHAMPIA,M,63,IND,2386,11,155917,92559,59.36,0,OTHERS
Jharkhand,2005,West Singhbhum,Chaibasa,ST,ANIL LAKRA,M,40,IND,2184,12,155917,92559,59.36,0,OTHERS
Jharkhand,2005,West Singhbhum,Chaibasa,ST,DAMU BANDRA,M,38,AJSU,2035,13,155917,92559,59.36,0,OTHERS
Jharkhand,2005,West Singhbhum,Chaibasa,ST,KENNEDY RANJAN BOIPAI,M,27,IND,1604,14,155917,92559,59.36,0,OTHERS
Jharkhand,2005,West Singhbhum,Chaibasa,ST,SONEYA KUMAR TIU,M,60,BSP,1529,15,155917,92559,59.36,0,OTHERS
Jharkhand,2005,West Singhbhum,Chaibasa,ST,JAIPAL BANRA,M,49,IND,1209,16,155917,92559,59.36,0,OTHERS
Jharkhand,2005,West Singhbhum,Chaibasa,ST,BIRSA KHALKHO,M,62,SHS,617,17,155917,92559,59.36,0,OTHERS
Jharkhand,2005,West Singhbhum,Majhgaon,ST,NIRAL PURTY,M,37,JMM,38827,1,138565,86788,62.63,1,JMM
Jharkhand,2005,West Singhbhum,Majhgaon,ST,BARKUWAR GAGRAI,M,38,BJP,33626,2,138565,86788,62.63,0,BJP
Jharkhand,2005,West Singhbhum,Majhgaon,ST,GOBERDHAN NAYAK,M,65,RJD,4006,3,138565,86788,62.63,0,OTHERS
Jharkhand,2005,West Singhbhum,Majhgaon,ST,MANOHER SINKU,M,39,BSP,2666,4,138565,86788,62.63,0,OTHERS
Jharkhand,2005,West Singhbhum,Majhgaon,ST,JAIPAL SINGH BODRA,M,34,AJSU,2567,5,138565,86788,62.63,0,OTHERS
Jharkhand,2005,West Singhbhum,Majhgaon,ST,HARISH CHANDRA ALDA,M,39,IND,2126,6,138565,86788,62.63,0,OTHERS
Jharkhand,2005,West Singhbhum,Majhgaon,ST,GOPAL SIRKA,M,48,JKP,1594,7,138565,86788,62.63,0,OTHERS
Jharkhand,2005,West Singhbhum,Majhgaon,ST,HARICHARAN PURTY,M,80,IND,1376,8,138565,86788,62.63,0,OTHERS
Jharkhand,2005,West Singhbhum,Jaganathpur,ST,MADHU KODAH,M,35,IND,26882,1,130744,73162,55.96,1,OTHERS
Jharkhand,2005,West Singhbhum,Jaganathpur,ST,MANGAL SINGH SINKU,M,37,INC,12095,2,130744,73162,55.96,0,INC
Jharkhand,2005,West Singhbhum,Jaganathpur,ST,JWALA KORAH,M,40,UGDP,8438,3,130744,73162,55.96,0,OTHERS
Jharkhand,2005,West Singhbhum,Jaganathpur,ST,MANGAL SINGH BOBONGA,M,39,AJSU,7201,4,130744,73162,55.96,0,OTHERS
Jharkhand,2005,West Singhbhum,Jaganathpur,ST,JAWHAR LAL BANRA,M,44,BJP,5895,5,130744,73162,55.96,0,BJP
Jharkhand,2005,West Singhbhum,Jaganathpur,ST,SUNITA SUNDI,M,28,IND,4875,6,130744,73162,55.96,0,OTHERS
Jharkhand,2005,West Singhbhum,Jaganathpur,ST,SANATAN CHATOMBA,M,52,IND,1695,7,130744,73162,55.96,0,OTHERS
Jharkhand,2005,West Singhbhum,Jaganathpur,ST,BABULAL SINKU,M,31,IND,1312,8,130744,73162,55.96,0,OTHERS
Jharkhand,2005,West Singhbhum,Jaganathpur,ST,JENA LAGURI,M,29,BSP,1298,9,130744,73162,55.96,0,OTHERS
Jharkhand,2005,West Singhbhum,Jaganathpur,ST,RAJ LAKRA,M,35,RJD,1067,10,130744,73162,55.96,0,OTHERS
Jharkhand,2005,West Singhbhum,Jaganathpur,ST,ANAND GURIA,M,53,IND,860,11,130744,73162,55.96,0,OTHERS
Jharkhand,2005,West Singhbhum,Jaganathpur,ST,MOHAN SINGH BOIPAI,M,33,SHS,814,12,130744,73162,55.96,0,OTHERS
Jharkhand,2005,West Singhbhum,Jaganathpur,ST,KRIPA SINDHU JARIKA,M,36,IND,730,13,130744,73162,55.96,0,OTHERS
Jharkhand,2005,West Singhbhum,Manoharpur,ST,JOBA MAJHI,M,49,UGDP,26810,1,150580,87386,58.03,1,OTHERS
Jharkhand,2005,West Singhbhum,Manoharpur,ST,GURU CHARAN NAYAK,M,40,BJP,25213,2,150580,87386,58.03,0,BJP
Jharkhand,2005,West Singhbhum,Manoharpur,ST,SUKHDEV HEMBROM,M,54,JMM,15173,3,150580,87386,58.03,0,JMM
Jharkhand,2005,West Singhbhum,Manoharpur,ST,SUGYANI KODAH,M,39,AJSU,7787,4,150580,87386,58.03,0,OTHERS
Jharkhand,2005,West Singhbhum,Manoharpur,ST,HARDUGAN MANKI,M,47,IND,3947,5,150580,87386,58.03,0,OTHERS
Jharkhand,2005,West Singhbhum,Manoharpur,ST,SANGI MURMU,M,35,JVD,1688,6,150580,87386,58.03,0,OTHERS
Jharkhand,2005,West Singhbhum,Manoharpur,ST,JAIPAL SINGH PURTY,M,60,RJD,1617,7,150580,87386,58.03,0,OTHERS
Jharkhand,2005,West Singhbhum,Manoharpur,ST,JESSE KALUNDIA,M,30,JKP,1414,8,150580,87386,58.03,0,OTHERS
Jharkhand,2005,West Singhbhum,Manoharpur,ST,SALEM SUGAR BHUINYA,M,37,BSP,1175,9,150580,87386,58.03,0,OTHERS
Jharkhand,2005,West Singhbhum,Manoharpur,ST,LEONARD BODRA,M,35,IND,871,10,150580,87386,58.03,0,OTHERS
Jharkhand,2005,West Singhbhum,Manoharpur,ST,NANDLAL BODRA,M,32,IND,858,11,150580,87386,58.03,0,OTHERS
Jharkhand,2005,West Singhbhum,Manoharpur,ST,ALBINA TOPNO,F,34,IND,833,12,150580,87386,58.03,0,OTHERS
Jharkhand,2005,West Singhbhum,Chakradharpur,ST,SUKHRAM ORAON,M,32,JMM,41807,1,145234,83494,57.49,1,JMM
Jharkhand,2005,West Singhbhum,Chakradharpur,ST,LAXMAN GILUA,M,43,BJP,21835,2,145234,83494,57.49,0,BJP
Jharkhand,2005,West Singhbhum,Chakradharpur,ST,DASHRATH GAGRAI,M,28,AJSU,4156,3,145234,83494,57.49,0,OTHERS
Jharkhand,2005,West Singhbhum,Chakradharpur,ST,BUDHRAM ORAON,M,32,UGDP,3843,4,145234,83494,57.49,0,OTHERS
Jharkhand,2005,West Singhbhum,Chakradharpur,ST,LADU JONKO,F,52,CPI,2284,5,145234,83494,57.49,0,OTHERS
Jharkhand,2005,West Singhbhum,Chakradharpur,ST,SASHI BHUSAN SAMAD,M,48,LJP,1963,6,145234,83494,57.49,0,OTHERS
Jharkhand,2005,West Singhbhum,Chakradharpur,ST,JIDAN SOY,M,32,JKP,1956,7,145234,83494,57.49,0,OTHERS
Jharkhand,2005,West Singhbhum,Chakradharpur,ST,TURI HEMBROM,M,54,BSP,1758,8,145234,83494,57.49,0,OTHERS
Jharkhand,2005,West Singhbhum,Chakradharpur,ST,SUKHLAL SOY,M,31,IND,1319,9,145234,83494,57.49,0,OTHERS
Jharkhand,2005,West Singhbhum,Chakradharpur,ST,BAHADUR ORAON,M,61,IND,1004,10,145234,83494,57.49,0,OTHERS
Jharkhand,2005,West Singhbhum,Chakradharpur,ST,SUKHANRAM HANSDA,M,60,IND,823,11,145234,83494,57.49,0,OTHERS
Jharkhand,2005,West Singhbhum,Chakradharpur,ST,GOSNAR DONGO,M,37,IND,746,12,145234,83494,57.49,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Kharsawan,ST,ARJUN MUNDA,M,37,BJP,74797,1,164155,109308,66.59,1,BJP
Jharkhand,2005,Seraikella Kharsawan,Kharsawan,ST,KUNTI SOY,M,40,INC,19453,2,164155,109308,66.59,0,INC
Jharkhand,2005,Seraikella Kharsawan,Kharsawan,ST,SHIV CHARAN HANSDA,M,31,IND,4841,3,164155,109308,66.59,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Kharsawan,ST,SAGU CHARAN HEMBRAM,M,42,IND,2569,4,164155,109308,66.59,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Kharsawan,ST,GORA PURTI,M,35,BSP,1395,5,164155,109308,66.59,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Kharsawan,ST,BHAGWAT PRASAD MAJHI,M,63,JKP,1305,6,164155,109308,66.59,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Kharsawan,ST,SHANKAR BANDRA,M,54,IND,783,7,164155,109308,66.59,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Kharsawan,ST,PRADHAN PASING GUNDUA,M,38,IND,631,8,164155,109308,66.59,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Kharsawan,ST,MALTI PURTI,M,28,IND,599,9,164155,109308,66.59,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Kharsawan,ST,DAMODAR SINGH HANSDA,M,28,IND,566,10,164155,109308,66.59,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Kharsawan,ST,MANGAL SINGH HANSDA,M,31,IND,538,11,164155,109308,66.59,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Kharsawan,ST,DUMBI LEYANGI,M,41,IND,427,12,164155,109308,66.59,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Kharsawan,ST,SUSHEN MARDI,M,27,AIFB,398,13,164155,109308,66.59,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Kharsawan,ST,KUJURI HONHAGA,M,59,IND,357,14,164155,109308,66.59,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Kharsawan,ST,DIMPLE LAMAY,M,27,IND,354,15,164155,109308,66.59,0,OTHERS
Jharkhand,2005,Seraikella Kharsawan,Kharsawan,ST,GASIRAM ORAON,M,55,IND,295,16,164155,109308,66.59,0,OTHERS
Jharkhand,2005,Ranchi,Tamar,ST,RAMESH SINGH MUNDA,M,48,JD(U),22195,1,164740,86944,52.78,1,OTHERS
Jharkhand,2005,Ranchi,Tamar,ST,GOPAL KRISHNA PATAR,M,42,IND,16295,2,164740,86944,52.78,0,OTHERS
Jharkhand,2005,Ranchi,Tamar,ST,JAGANNATH SINGH MUNDA,M,46,IND,12944,3,164740,86944,52.78,0,OTHERS
Jharkhand,2005,Ranchi,Tamar,ST,KALI CHARAN MUNDA,M,32,INC,12647,4,164740,86944,52.78,0,INC
Jharkhand,2005,Ranchi,Tamar,ST,RAJENDRA SINGH MUNDA,M,70,CPM,6262,5,164740,86944,52.78,0,OTHERS
Jharkhand,2005,Ranchi,Tamar,ST,SAMUEL PURTY,M,30,JKP,3673,6,164740,86944,52.78,0,OTHERS
Jharkhand,2005,Ranchi,Tamar,ST,RAJENDRA MUNDA,M,30,IND,2007,7,164740,86944,52.78,0,OTHERS
Jharkhand,2005,Ranchi,Tamar,ST,MRITYUNJAY SINGH MUNDA,M,28,IND,1712,8,164740,86944,52.78,0,OTHERS
Jharkhand,2005,Ranchi,Tamar,ST,AJAY KUMAR MUNDA,M,32,IND,1703,9,164740,86944,52.78,0,OTHERS
Jharkhand,2005,Ranchi,Tamar,ST,RAGHU NANDAN ORAON,M,39,IND,1578,10,164740,86944,52.78,0,OTHERS
Jharkhand,2005,Ranchi,Tamar,ST,DEVI DAYAL MUNDA,M,33,IND,1116,11,164740,86944,52.78,0,OTHERS
Jharkhand,2005,Ranchi,Tamar,ST,RATAN LAL SINGH MUNDA,M,34,BSP,941,12,164740,86944,52.78,0,OTHERS
Jharkhand,2005,Ranchi,Tamar,ST,DHANANJAY SINGH MUNDA,M,46,IND,860,13,164740,86944,52.78,0,OTHERS
Jharkhand,2005,Ranchi,Tamar,ST,PUSHKAR SINGH MUNDA,M,47,IND,714,14,164740,86944,52.78,0,OTHERS
Jharkhand,2005,Ranchi,Tamar,ST,GHANSHYAM SINGH MUNDA,M,57,JD(S),696,15,164740,86944,52.78,0,OTHERS
Jharkhand,2005,Ranchi,Tamar,ST,NISHIKANT ORAON,M,44,IND,684,16,164740,86944,52.78,0,OTHERS
Jharkhand,2005,Ranchi,Tamar,ST,BIMAL PATAR,M,31,IND,532,17,164740,86944,52.78,0,OTHERS
Jharkhand,2005,Ranchi,Tamar,ST,SHIV SINGH MUNDA,M,44,IND,385,18,164740,86944,52.78,0,OTHERS
Jharkhand,2005,Ranchi,Torpa,ST,KOCHE MUNDA,M,46,BJP,28965,1,138394,82273,59.45,1,BJP
Jharkhand,2005,Ranchi,Torpa,ST,NIRAL ENEM HORO,M,79,JKP,20833,2,138394,82273,59.45,0,OTHERS
Jharkhand,2005,Ranchi,Torpa,ST,PETER BAGE,M,28,JMM,11300,3,138394,82273,59.45,0,JMM
Jharkhand,2005,Ranchi,Torpa,ST,VIJAY MUNDU,M,35,IND,9078,4,138394,82273,59.45,0,OTHERS
Jharkhand,2005,Ranchi,Torpa,ST,RAJNI KANDULNA,M,39,IND,4239,5,138394,82273,59.45,0,OTHERS
Jharkhand,2005,Ranchi,Torpa,ST,NIRMAL HEMROM,M,34,IND,2858,6,138394,82273,59.45,0,OTHERS
Jharkhand,2005,Ranchi,Torpa,ST,VAYALET KACHCHHAP,F,47,RJD,1876,7,138394,82273,59.45,0,OTHERS
Jharkhand,2005,Ranchi,Torpa,ST,AJAY MUNDA,M,38,JKP(N),1443,8,138394,82273,59.45,0,OTHERS
Jharkhand,2005,Ranchi,Torpa,ST,ANI BELA GURIA,F,37,AJSU,1035,9,138394,82273,59.45,0,OTHERS
Jharkhand,2005,Ranchi,Torpa,ST,ASHA LAKRA,F,33,JD(S),525,10,138394,82273,59.45,0,OTHERS
Jharkhand,2005,Ranchi,Khunti,ST,NILKANTH SINGH MUNDA,M,36,BJP,43663,1,152237,95423,62.68,1,BJP
Jharkhand,2005,Ranchi,Khunti,ST,ROSHAN KUMAR SURIN,M,37,INC,27963,2,152237,95423,62.68,0,INC
Jharkhand,2005,Ranchi,Khunti,ST,ALISTAIR BODRA,M,37,JKP,11240,3,152237,95423,62.68,0,OTHERS
Jharkhand,2005,Ranchi,Khunti,ST,SHYAM SUNDAR KACHHAP,M,31,IND,3109,4,152237,95423,62.68,0,OTHERS
Jharkhand,2005,Ranchi,Khunti,ST,MANJULA ORAON,F,30,IND,2788,5,152237,95423,62.68,0,OTHERS
Jharkhand,2005,Ranchi,Khunti,ST,BAIJNATH SINGH MUNDA,M,39,BSP,1585,6,152237,95423,62.68,0,OTHERS
Jharkhand,2005,Ranchi,Khunti,ST,VIJAY SINGH MUNDA,M,35,IND,821,7,152237,95423,62.68,0,OTHERS
Jharkhand,2005,Ranchi,Khunti,ST,SHEELA KACCHAP,F,38,IND,756,8,152237,95423,62.68,0,OTHERS
Jharkhand,2005,Ranchi,Khunti,ST,DEV NARAYAN PATAR MUNDA,M,29,UGDP,672,9,152237,95423,62.68,0,OTHERS
Jharkhand,2005,Ranchi,Khunti,ST,SANJAY KUMAR KONGARI,M,32,AJSU,648,10,152237,95423,62.68,0,OTHERS
Jharkhand,2005,Ranchi,Khunti,ST,BIMLA HORO,F,34,IND,564,11,152237,95423,62.68,0,OTHERS
Jharkhand,2005,Ranchi,Khunti,ST,PREM PRAKASH BHENGRA,M,31,IND,532,12,152237,95423,62.68,0,OTHERS
Jharkhand,2005,Ranchi,Khunti,ST,PANDUA HORO,M,45,JKKP,385,13,152237,95423,62.68,0,OTHERS
Jharkhand,2005,Ranchi,Khunti,ST,MANOJ CHIK BARAIK,M,30,IND,308,14,152237,95423,62.68,0,OTHERS
Jharkhand,2005,Ranchi,Khunti,ST,MAHADEO PAHAN,M,30,IND,255,15,152237,95423,62.68,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,SUDESH KUMAR MAHTO,M,30,AJSU,39281,1,164490,107069,65.09,1,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,AMIT KUMAR,M,28,JMM,19969,2,164490,107069,65.09,0,JMM
Jharkhand,2005,Ranchi,Silli,GEN,SANJAY KUMAR SIDHARTH,M,39,CPM,13755,3,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,MATHURA PRASHAD SAHU,M,46,UGDP,9017,4,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,CHAUDHARY MAHTO,M,40,AIFB,2793,5,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,KRISHAN KUMAR MAHTO,M,34,IND,2264,6,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,RAJA RAM MAHTO,M,46,JD(U),2022,7,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,ANIL KUMAR BHAGAT,M,69,IND,1552,8,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,DEEPAK MAHTO,M,41,IND,1540,9,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,SANJAY KUMAR SINGH,M,41,IND,1517,10,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,ETWA BEDIA,M,51,IND,1488,11,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,SUBODH CHANDRA SHUKLA,M,43,IND,1326,12,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,JYOTI PRASAD,M,45,NCP,963,13,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,BHUBANESHWER MAHTO,M,50,IND,904,14,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,MUNDA SHRIKRISHNA KUMAR SINGH,M,43,IND,816,15,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,KHUDI RAM MUNDA,M,50,CPI(ML)(L),809,16,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,KARAM SINGH MAHTO,M,58,SP,706,17,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,SITARAM KUMHAR,M,50,IND,678,18,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,KAMAKHYA NARAYAN SINGH,M,39,IND,587,19,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,JAIPAL HAJAM,M,34,BSP,578,20,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,SUNIL KUMAR,M,36,IND,578,21,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,DHIRAJ KUMAR,M,33,JJJKMC,561,22,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,BALRAM KOIRI,M,33,JKKP,534,23,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,SANJAY GONJHU,M,32,IND,526,24,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,SAMBHU NATH BHAGAT,M,53,IND,500,25,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,SAWNA MUNDA,M,35,IND,478,26,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,DHARA DEVI,F,33,IND,459,27,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,PARESH NATH MAHTO,M,56,IND,380,28,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,BIDESHI PATAR,M,41,IND,313,29,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Silli,GEN,BALBHADRA DAS,M,47,IND,175,30,164490,107069,65.09,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,KARIA MUNDA,M,68,BJP,46101,1,253476,147024,58,1,BJP
Jharkhand,2005,Ranchi,Khijri,ST,SAWNA LAKRA,M,64,INC,43473,2,253476,147024,58,0,INC
Jharkhand,2005,Ranchi,Khijri,ST,AMULYA NIRAJ KHALKHO,M,30,UGDP,21345,3,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,RAJENDRA PRASAD SHAHI MUNDA,M,32,AJSU,6984,4,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,SUNDARI DEVI,F,41,RJD,6813,5,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,DUTI PAHAN,M,61,IND,3448,6,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,PUSHPA DEVI,F,29,IND,3040,7,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,MAHENDRA KACHHAP,M,52,IND,2251,8,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,PRABHU DAYAL,M,32,BSP,1618,9,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,AJAY ORAON,M,39,IND,1598,10,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,PREM PRAKASH MINZ,M,35,IND,1533,11,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,KAMAL NATH MUNDA,M,36,IND,1121,12,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,BIRSA HEMBRUM,M,27,IND,1046,13,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,VINA MUNDA,F,39,IJP,1004,14,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,NICHODIM LAKRA,M,25,RLD,899,15,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,KARMU MUNDA,M,28,PTSS,863,16,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,SOBHAGYA MUNDA,M,46,IND,810,17,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,MINAXI KUJUR,F,45,JKKP,631,18,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,BUDHU BHAGAT,M,58,NCP,610,19,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,SUNIL TOPPO,M,39,IND,548,20,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,HABIL PREM MINZ,M,29,JKPP,473,21,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,SHIV SHANKAR NILAK,M,41,IND,427,22,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Khijri,ST,BHUWANESHWAR LOHRA,M,39,IND,388,23,253476,147024,58,0,OTHERS
Jharkhand,2005,Ranchi,Ranchi,GEN,CHANDRESHWAR PRASAD SINGH,M,49,BJP,74239,1,285034,143936,50.5,1,BJP
Jharkhand,2005,Ranchi,Ranchi,GEN,GOPAL PRASAD SAHU,M,59,INC,48119,2,285034,143936,50.5,0,INC
Jharkhand,2005,Ranchi,Ranchi,GEN,KRISHNA YADAV,M,49,RJD,11370,3,285034,143936,50.5,0,OTHERS
Jharkhand,2005,Ranchi,Ranchi,GEN,RAMESH SINGH ALIAS RAM SINGH,M,35,IND,2588,4,285034,143936,50.5,0,OTHERS
Jharkhand,2005,Ranchi,Ranchi,GEN,MANSOOR ALAM,M,38,BSP,1250,5,285034,143936,50.5,0,OTHERS
Jharkhand,2005,Ranchi,Ranchi,GEN,SRIMANIM BELKHAS KUJUR,M,49,IND,988,6,285034,143936,50.5,0,OTHERS
Jharkhand,2005,Ranchi,Ranchi,GEN,BARUN KUMAR SAHA,M,56,AITC,836,7,285034,143936,50.5,0,OTHERS
Jharkhand,2005,Ranchi,Ranchi,GEN,RAMESH BHARTI,M,35,IND,652,8,285034,143936,50.5,0,OTHERS
Jharkhand,2005,Ranchi,Ranchi,GEN,KUMOD KUMAR VERMA,M,32,UGDP,588,9,285034,143936,50.5,0,OTHERS
