statename,year,distname,lcname,category,candidate,sex,age,party,total,rank,electors,polled,pollperc,win,alliance
Jharkhand,2005,Ranchi,Ranchi,GEN,RANI KUMARI,F,32,LJP,537,10,285034,143936,50.5,0,OTHERS
Jharkhand,2005,Ranchi,Ranchi,GEN,IMRAN HASSAN,M,29,JVD,519,11,285034,143936,50.5,0,OTHERS
Jharkhand,2005,Ranchi,Ranchi,GEN,KAUSHAL KISHORE,M,35,IND,389,12,285034,143936,50.5,0,OTHERS
Jharkhand,2005,Ranchi,Ranchi,GEN,PUSHPA TOPPO,F,53,IND,362,13,285034,143936,50.5,0,OTHERS
Jharkhand,2005,Ranchi,Ranchi,GEN,PANDEY HIMANSU NATH RAY,M,61,IND,360,14,285034,143936,50.5,0,OTHERS
Jharkhand,2005,Ranchi,Ranchi,GEN,ANAND KUAMR JAISWAL,M,41,IND,294,15,285034,143936,50.5,0,OTHERS
Jharkhand,2005,Ranchi,Ranchi,GEN,RAJESH KUMAR,M,44,IND,235,16,285034,143936,50.5,0,OTHERS
Jharkhand,2005,Ranchi,Ranchi,GEN,SHAMIM ANSARI,M,41,JKP,195,17,285034,143936,50.5,0,OTHERS
Jharkhand,2005,Ranchi,Ranchi,GEN,VIJAY KUMAR,M,51,JKKP,151,18,285034,143936,50.5,0,OTHERS
Jharkhand,2005,Ranchi,Ranchi,GEN,SITA RAM SAHU,M,58,IND,133,19,285034,143936,50.5,0,OTHERS
Jharkhand,2005,Ranchi,Ranchi,GEN,PRADIP KUMAR SAHU,M,39,SVKP,131,20,285034,143936,50.5,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,GOPAL S.N. SHAHDEO,M,35,INC,46104,1,326166,165837,50.84,1,INC
Jharkhand,2005,Ranchi,Hatia,GEN,KRISHNA KUMAR PODDAR,M,66,BJP,40897,2,326166,165837,50.84,0,BJP
Jharkhand,2005,Ranchi,Hatia,GEN,ABHAY KUMAR SINGH,M,47,RJD,12481,3,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,VIRENDRA BHAGAT,M,35,IND,12295,4,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,UDAY SHANKER OJHA,M,39,LJP,7180,5,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,RAMJI LAL SHARDA,M,63,IND,6327,6,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,LAL PREM PRAKASH NATH SHAHDEO,M,43,IND,5377,7,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,AKHTAR ANSARI,M,49,UGDP,4532,8,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,BALI RAM SAHU,M,37,IND,3566,9,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,SUDHIR DAS,M,44,CPM,3263,10,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,JAWED ANWAR,M,33,IND,2574,11,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,NAGMANI SINHA,M,32,SAP,1987,12,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,PRAVIN KUMAR MISHRA,M,30,IND,1889,13,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,AKHTAR KHAN,M,32,IND,1791,14,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,AZAM AHMAD,M,45,SP,1779,15,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,MUKESH THAKUR,M,34,NCP,1479,16,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,BANDHAN KACHHAP,M,31,IND,1376,17,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,MD. SHOAB RAJA,M,25,IND,976,18,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,PREM CHANDRA JIWAL,M,41,IND,692,19,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,NAWAL KISHOR SINGH,M,39,SHS,581,20,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,SUSHMA DEVI,F,40,BSP,579,21,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,MD. MOIN ANSARI,M,54,JKP,574,22,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,RAJU MAHTO,M,38,RSMD,565,23,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,ISRAFIL ANSARI,M,36,IND,503,24,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,VAIDYANATH KUMAR PANDAY,M,36,IND,503,25,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,MD. PARWEZ,M,32,JKPP,497,26,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,MACHHINDAR RAM,M,61,IND,495,27,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,NARENDRA KUMAR SINGH,M,41,IJP,465,28,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,ANUP KUMAR,M,35,AITC,449,29,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,JAI PRAKASH SINHA ALIAS RAMAN KUMAR SINHA,M,48,SJP(R),431,30,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,RITA DEVI,F,27,IND,376,31,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,AMRENDRA KUMAR,M,47,IND,348,32,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,BRAJ KISHORE SINGH,M,61,IND,332,33,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,MANOJ KUMAR,M,32,IND,320,34,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,ARUN TIWARI,M,41,IND,317,35,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,KUNDAN SINGH,M,27,JKKP,306,36,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,SHANKAR KUSHWAHA,M,35,IND,296,37,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,SUMITRA NANDAN,M,30,JJJKMC,291,38,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,JAI GOVIND SINGH,M,56,JP,243,39,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,DHANANJAY KUMAR,M,27,IND,223,40,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,RAJENDRA PRASAD SAHU,M,48,SVKP,221,41,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,DILIP KUMAR SAHU,M,29,IND,196,42,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Hatia,GEN,RAM CHANDRA SHUKLA,M,50,ABHM,161,43,326166,165837,50.84,0,OTHERS
Jharkhand,2005,Ranchi,Kanke,SC,RAM CHANDER BAITHA,M,41,BJP,61502,1,298108,151013,50.66,1,BJP
Jharkhand,2005,Ranchi,Kanke,SC,SAMARI LAL,M,42,JMM,46443,2,298108,151013,50.66,0,JMM
Jharkhand,2005,Ranchi,Kanke,SC,RAMJEET GANJHU,M,32,IND,12521,3,298108,151013,50.66,0,OTHERS
Jharkhand,2005,Ranchi,Kanke,SC,GHURAN RAM,M,38,RJD,8906,4,298108,151013,50.66,0,OTHERS
Jharkhand,2005,Ranchi,Kanke,SC,BALRAM PRADHAN,M,36,IND,3985,5,298108,151013,50.66,0,OTHERS
Jharkhand,2005,Ranchi,Kanke,SC,BIBHASH CHANDRA RANJAN,M,25,IND,3392,6,298108,151013,50.66,0,OTHERS
Jharkhand,2005,Ranchi,Kanke,SC,RIJHU NAYAK,M,31,BSP,2230,7,298108,151013,50.66,0,OTHERS
Jharkhand,2005,Ranchi,Kanke,SC,NIRANJAN KALINDI,M,42,AJSU,2168,8,298108,151013,50.66,0,OTHERS
Jharkhand,2005,Ranchi,Kanke,SC,DR. JITU CHARAN RAM,M,37,UGDP,1889,9,298108,151013,50.66,0,OTHERS
Jharkhand,2005,Ranchi,Kanke,SC,MAHAVIR RAM,M,61,IND,1643,10,298108,151013,50.66,0,OTHERS
Jharkhand,2005,Ranchi,Kanke,SC,SULEKHA DEVI,F,39,IND,1358,11,298108,151013,50.66,0,OTHERS
Jharkhand,2005,Ranchi,Kanke,SC,MEERA DEVI,F,36,IND,1153,12,298108,151013,50.66,0,OTHERS
Jharkhand,2005,Ranchi,Kanke,SC,SITA DEVI,F,30,JKP,927,13,298108,151013,50.66,0,OTHERS
Jharkhand,2005,Ranchi,Kanke,SC,ARJUN BAITHA,M,30,IND,767,14,298108,151013,50.66,0,OTHERS
Jharkhand,2005,Ranchi,Kanke,SC,ROHAN RAM,M,64,IJP,631,15,298108,151013,50.66,0,OTHERS
Jharkhand,2005,Ranchi,Kanke,SC,POONAM BALA,F,37,LJP,549,16,298108,151013,50.66,0,OTHERS
Jharkhand,2005,Ranchi,Kanke,SC,SRI HARI NAG,M,54,IND,519,17,298108,151013,50.66,0,OTHERS
Jharkhand,2005,Ranchi,Kanke,SC,KAPILDEO RAM,M,35,IND,430,18,298108,151013,50.66,0,OTHERS
Jharkhand,2005,Ranchi,Mandar,ST,BANDHU TIRKEY,M,45,UGDP,56597,1,243932,140233,57.49,1,OTHERS
Jharkhand,2005,Ranchi,Mandar,ST,DEO KUMAR DHAN,M,43,INC,36365,2,243932,140233,57.49,0,INC
Jharkhand,2005,Ranchi,Mandar,ST,DR. DIWAKAR MINZ,M,47,BJP,26800,3,243932,140233,57.49,0,BJP
Jharkhand,2005,Ranchi,Mandar,ST,SOMRA ORAON,M,28,IND,3230,4,243932,140233,57.49,0,OTHERS
Jharkhand,2005,Ranchi,Mandar,ST,JAIWANT TIGGA,M,36,IND,3217,5,243932,140233,57.49,0,OTHERS
Jharkhand,2005,Ranchi,Mandar,ST,JOTWA ORAON,M,44,BSP,2510,6,243932,140233,57.49,0,OTHERS
Jharkhand,2005,Ranchi,Mandar,ST,SHEONATH TIGGA,M,33,AJSU,2237,7,243932,140233,57.49,0,OTHERS
Jharkhand,2005,Ranchi,Mandar,ST,MANGA TARKI,M,32,JD(S),1784,8,243932,140233,57.49,0,OTHERS
Jharkhand,2005,Ranchi,Mandar,ST,PATRAS EKKA,M,57,AITC,1589,9,243932,140233,57.49,0,OTHERS
Jharkhand,2005,Ranchi,Mandar,ST,BIGA MINZ,M,33,NCP,1511,10,243932,140233,57.49,0,OTHERS
Jharkhand,2005,Ranchi,Mandar,ST,BHIKHA ORAON,M,40,IND,1258,11,243932,140233,57.49,0,OTHERS
Jharkhand,2005,Ranchi,Mandar,ST,ATO ORAON,M,36,CPI(ML)(L),831,12,243932,140233,57.49,0,OTHERS
Jharkhand,2005,Ranchi,Mandar,ST,JEETA EKKA,F,51,JKP,831,13,243932,140233,57.49,0,OTHERS
Jharkhand,2005,Ranchi,Mandar,ST,ANUJ KUMAR,M,29,SP,777,14,243932,140233,57.49,0,OTHERS
Jharkhand,2005,Ranchi,Mandar,ST,BIMAL KACHHAP,M,38,JKPP,693,15,243932,140233,57.49,0,OTHERS
Jharkhand,2005,Gumla,Sisai,ST,SRI SAMIR ORAON,M,28,BJP,34217,1,188104,102477,54.48,1,BJP
Jharkhand,2005,Gumla,Sisai,ST,SRI SHASHI KANT BHAGAT,M,40,INC,33574,2,188104,102477,54.48,0,INC
Jharkhand,2005,Gumla,Sisai,ST,SRI SURYA MOHAN ORAON,M,38,IND,6056,3,188104,102477,54.48,0,OTHERS
Jharkhand,2005,Gumla,Sisai,ST,SRI BANDI ORAON,M,74,IND,5842,4,188104,102477,54.48,0,OTHERS
Jharkhand,2005,Gumla,Sisai,ST,SRI JOHAN EKKA,M,32,IND,5686,5,188104,102477,54.48,0,OTHERS
Jharkhand,2005,Gumla,Sisai,ST,SRI SUJIT TETE,M,32,JKP,4184,6,188104,102477,54.48,0,OTHERS
Jharkhand,2005,Gumla,Sisai,ST,VIJENDRA VIKRAM ORAON,M,26,IND,3549,7,188104,102477,54.48,0,OTHERS
Jharkhand,2005,Gumla,Sisai,ST,SRI TARSIYUS TIRKEY,M,33,BSP,2600,8,188104,102477,54.48,0,OTHERS
Jharkhand,2005,Gumla,Sisai,ST,SIRIL BAA,M,78,JD(S),1502,9,188104,102477,54.48,0,OTHERS
Jharkhand,2005,Gumla,Sisai,ST,FOLEN KUJUR,F,46,RJD,1445,10,188104,102477,54.48,0,OTHERS
Jharkhand,2005,Gumla,Sisai,ST,SRI BIKRAM BARAIK,M,60,IND,1391,11,188104,102477,54.48,0,OTHERS
Jharkhand,2005,Gumla,Sisai,ST,SRI NANKESHWAR BARAIK,M,26,IND,917,12,188104,102477,54.48,0,OTHERS
Jharkhand,2005,Gumla,Sisai,ST,SRI JUGESH ORAON,M,59,IND,807,13,188104,102477,54.48,0,OTHERS
Jharkhand,2005,Gumla,Sisai,ST,SRI JAPENDRA PARDHIA,M,60,IND,707,14,188104,102477,54.48,0,OTHERS
Jharkhand,2005,Gumla,Gumla,ST,BHUSHAN TIRKEY,M,34,JMM,36266,1,179636,93769,52.2,1,JMM
Jharkhand,2005,Gumla,Gumla,ST,SUDARSHAN BHAGAT,M,35,BJP,35397,2,179636,93769,52.2,0,BJP
Jharkhand,2005,Gumla,Gumla,ST,BARNABAS HEMBROM,M,33,JKP,4079,3,179636,93769,52.2,0,OTHERS
Jharkhand,2005,Gumla,Gumla,ST,DHIRENDRA PRASAD SINGH,M,29,IND,3354,4,179636,93769,52.2,0,OTHERS
Jharkhand,2005,Gumla,Gumla,ST,GYANMANI EKKA,M,33,IND,3294,5,179636,93769,52.2,0,OTHERS
Jharkhand,2005,Gumla,Gumla,ST,DROTHIA TIRKEY,F,51,BSP,2815,6,179636,93769,52.2,0,OTHERS
Jharkhand,2005,Gumla,Gumla,ST,GHANSHYAM CHANDRA PAHAN,M,36,JD(S),1953,7,179636,93769,52.2,0,OTHERS
Jharkhand,2005,Gumla,Gumla,ST,MOJESH BAXLA,M,28,LJP,1530,8,179636,93769,52.2,0,OTHERS
Jharkhand,2005,Gumla,Gumla,ST,AMRIT JOY KUJUR,M,29,IND,1294,9,179636,93769,52.2,0,OTHERS
Jharkhand,2005,Gumla,Gumla,ST,ANUP WILLIAM LAKRA,M,28,IND,1092,10,179636,93769,52.2,0,OTHERS
Jharkhand,2005,Gumla,Gumla,ST,SALOMI BARHA,F,37,JVC,968,11,179636,93769,52.2,0,OTHERS
Jharkhand,2005,Gumla,Gumla,ST,DIP NARAYAN ORAON,M,50,IND,889,12,179636,93769,52.2,0,OTHERS
Jharkhand,2005,Gumla,Gumla,ST,JOY FREDRIC BAXLA,M,40,UGDP,835,13,179636,93769,52.2,0,OTHERS
Jharkhand,2005,Gumla,Bishunpur,ST,CHANDRESH ORAON,M,47,BJP,24099,1,190207,97074,51.04,1,BJP
Jharkhand,2005,Gumla,Bishunpur,ST,CHAMRA LINDA,M,36,IND,23530,2,190207,97074,51.04,0,OTHERS
Jharkhand,2005,Gumla,Bishunpur,ST,SHIV KUMAR BHAGAT,M,31,INC,21846,3,190207,97074,51.04,0,INC
Jharkhand,2005,Gumla,Bishunpur,ST,SUKHNATH BHAGAT,M,43,IND,6777,4,190207,97074,51.04,0,OTHERS
Jharkhand,2005,Gumla,Bishunpur,ST,AJIT TIGGA,M,39,RJD,4897,5,190207,97074,51.04,0,OTHERS
Jharkhand,2005,Gumla,Bishunpur,ST,ANIL KUMAR ASUR,M,27,CPI,2860,6,190207,97074,51.04,0,OTHERS
Jharkhand,2005,Gumla,Bishunpur,ST,RAMESH ORAON,M,41,AJSU,2537,7,190207,97074,51.04,0,OTHERS
Jharkhand,2005,Gumla,Bishunpur,ST,JAGDISH LAKRA,M,34,BSP,2095,8,190207,97074,51.04,0,OTHERS
Jharkhand,2005,Gumla,Bishunpur,ST,BIRSU ORAON,M,36,IND,1752,9,190207,97074,51.04,0,OTHERS
Jharkhand,2005,Gumla,Bishunpur,ST,RAM PRASAD BARAIK,M,30,IND,1587,10,190207,97074,51.04,0,OTHERS
Jharkhand,2005,Gumla,Bishunpur,ST,GANESH MAHLI,M,28,IND,1530,11,190207,97074,51.04,0,OTHERS
Jharkhand,2005,Gumla,Bishunpur,ST,KACHA ORAON,M,54,JKP,1281,12,190207,97074,51.04,0,OTHERS
Jharkhand,2005,Gumla,Bishunpur,ST,RABINDRA NATH MAHLI,M,42,IND,1265,13,190207,97074,51.04,0,OTHERS
Jharkhand,2005,Gumla,Bishunpur,ST,BUDHNATH ORAON,M,27,IND,1018,14,190207,97074,51.04,0,OTHERS
Jharkhand,2005,Simdega,Simdega,ST,NEIL TIRKEY,M,50,INC,47230,1,179358,115150,64.2,1,INC
Jharkhand,2005,Simdega,Simdega,ST,NIRMAL KUMAR BESRA,M,56,BJP,38119,2,179358,115150,64.2,0,BJP
Jharkhand,2005,Simdega,Simdega,ST,LIBNUS TETE,M,36,IND,6388,3,179358,115150,64.2,0,OTHERS
Jharkhand,2005,Simdega,Simdega,ST,KONDESHWAR RAM,M,43,IND,6344,4,179358,115150,64.2,0,OTHERS
Jharkhand,2005,Simdega,Simdega,ST,AJIT KIRO,M,32,BSP,5646,5,179358,115150,64.2,0,OTHERS
Jharkhand,2005,Simdega,Simdega,ST,ARWIND EKKA,M,37,UGDP,3468,6,179358,115150,64.2,0,OTHERS
Jharkhand,2005,Simdega,Simdega,ST,JOHAN AIND,M,58,IND,1816,7,179358,115150,64.2,0,OTHERS
Jharkhand,2005,Simdega,Simdega,ST,TURTAN MUNDU,M,31,JD(S),1420,8,179358,115150,64.2,0,OTHERS
Jharkhand,2005,Simdega,Simdega,ST,ADMAN TETE,M,69,IND,1145,9,179358,115150,64.2,0,OTHERS
Jharkhand,2005,Simdega,Simdega,ST,ABRAHAM MINZ,M,47,IND,834,10,179358,115150,64.2,0,OTHERS
Jharkhand,2005,Simdega,Simdega,ST,ENEM BAA,M,53,JKP,807,11,179358,115150,64.2,0,OTHERS
Jharkhand,2005,Simdega,Simdega,ST,OLIVER LAKRA,M,27,JVD,690,12,179358,115150,64.2,0,OTHERS
Jharkhand,2005,Simdega,Simdega,ST,BIRANJAN BARA,M,32,LJP,633,13,179358,115150,64.2,0,OTHERS
Jharkhand,2005,Simdega,Simdega,ST,MANOJ PRAFULLA LAKRA,M,27,JJJKMC,610,14,179358,115150,64.2,0,OTHERS
Jharkhand,2005,Simdega,Kolebira,ST,ENOS EKKA,M,36,JKP,34067,1,161495,99157,61.4,1,OTHERS
Jharkhand,2005,Simdega,Kolebira,ST,THEODORE KIRO,M,53,INC,29781,2,161495,99157,61.4,0,INC
Jharkhand,2005,Simdega,Kolebira,ST,CHATUR BARAIK,M,55,IND,6625,3,161495,99157,61.4,0,OTHERS
Jharkhand,2005,Simdega,Kolebira,ST,JAGARNATH BARAIK,M,36,JD(U),3694,4,161495,99157,61.4,0,OTHERS
Jharkhand,2005,Simdega,Kolebira,ST,ISIDOR KERKETTA,M,58,IND,3395,5,161495,99157,61.4,0,OTHERS
Jharkhand,2005,Simdega,Kolebira,ST,BALDEO SINGH,M,36,JJJKMC,2930,6,161495,99157,61.4,0,OTHERS
Jharkhand,2005,Simdega,Kolebira,ST,MANGAL JADIYA,M,56,IND,2683,7,161495,99157,61.4,0,OTHERS
Jharkhand,2005,Simdega,Kolebira,ST,ARVIND KUMAR SORENG,M,26,AJSU,2559,8,161495,99157,61.4,0,OTHERS
Jharkhand,2005,Simdega,Kolebira,ST,RUBEN DANG,M,55,IND,2423,9,161495,99157,61.4,0,OTHERS
Jharkhand,2005,Simdega,Kolebira,ST,MANJU DEVI,F,39,IND,2247,10,161495,99157,61.4,0,OTHERS
Jharkhand,2005,Simdega,Kolebira,ST,DULAR YOTAM KULLU,M,33,IND,2176,11,161495,99157,61.4,0,OTHERS
Jharkhand,2005,Simdega,Kolebira,ST,BERNARD KANDULNA,M,41,BSP,1905,12,161495,99157,61.4,0,OTHERS
Jharkhand,2005,Simdega,Kolebira,ST,HENRY INNOCENT TETE,M,65,UGDP,1595,13,161495,99157,61.4,0,OTHERS
Jharkhand,2005,Simdega,Kolebira,ST,KAMESHWAR BARAIK,M,31,SP,1581,14,161495,99157,61.4,0,OTHERS
Jharkhand,2005,Simdega,Kolebira,ST,VINOD BARAIK,M,36,JD(S),757,15,161495,99157,61.4,0,OTHERS
Jharkhand,2005,Simdega,Kolebira,ST,SHILA DEVI,F,27,JVD,739,16,161495,99157,61.4,0,OTHERS
Jharkhand,2005,Lohardaga,Lohardaga,ST,SUKHDEO BHAGAT,M,40,INC,35023,1,182022,106781,58.66,1,INC
Jharkhand,2005,Lohardaga,Lohardaga,ST,SADHNU BHAGAT,M,59,BJP,28243,2,182022,106781,58.66,0,BJP
Jharkhand,2005,Lohardaga,Lohardaga,ST,KARMA ORAON,M,51,IND,12158,3,182022,106781,58.66,0,OTHERS
Jharkhand,2005,Lohardaga,Lohardaga,ST,PAWAN EKKA,M,37,IND,9674,4,182022,106781,58.66,0,OTHERS
Jharkhand,2005,Lohardaga,Lohardaga,ST,KAMAL KISHORE  BHAGAT,M,35,AJSU,5845,5,182022,106781,58.66,0,OTHERS
Jharkhand,2005,Lohardaga,Lohardaga,ST,JOKHAN BHAGAT,M,39,RJD,3963,6,182022,106781,58.66,0,OTHERS
Jharkhand,2005,Lohardaga,Lohardaga,ST,SUKHDEO LOHRA,M,66,IND,2356,7,182022,106781,58.66,0,OTHERS
Jharkhand,2005,Lohardaga,Lohardaga,ST,SUCHITA TOPPO,F,34,LJP,1526,8,182022,106781,58.66,0,OTHERS
Jharkhand,2005,Lohardaga,Lohardaga,ST,VASUDEO ORAON,M,52,BSP,1495,9,182022,106781,58.66,0,OTHERS
Jharkhand,2005,Lohardaga,Lohardaga,ST,GANESH MUNDA,M,28,IND,1250,10,182022,106781,58.66,0,OTHERS
Jharkhand,2005,Lohardaga,Lohardaga,ST,ANAND KUMAR BHAGAT,M,48,IND,1214,11,182022,106781,58.66,0,OTHERS
Jharkhand,2005,Lohardaga,Lohardaga,ST,ANJALI ORAON,F,42,IND,1154,12,182022,106781,58.66,0,OTHERS
Jharkhand,2005,Lohardaga,Lohardaga,ST,SHUKA  BHAGAT,M,46,CPI(ML)(L),1139,13,182022,106781,58.66,0,OTHERS
Jharkhand,2005,Lohardaga,Lohardaga,ST,GAURI SHANKAR BHAGAT,M,59,JD(S),869,14,182022,106781,58.66,0,OTHERS
Jharkhand,2005,Lohardaga,Lohardaga,ST,LACHCHA BHAGAT,M,57,IND,858,15,182022,106781,58.66,0,OTHERS
Jharkhand,2005,Latehar,Manika,ST,RAMCHANDRA SINGH,M,50,RJD,26460,1,163871,84318,51.45,1,OTHERS
Jharkhand,2005,Latehar,Manika,ST,DR. DEEPAK ORAON,M,33,JMM,16577,2,163871,84318,51.45,0,JMM
Jharkhand,2005,Latehar,Manika,ST,YAMUNA SINGH,M,67,BJP,15680,3,163871,84318,51.45,0,BJP
Jharkhand,2005,Latehar,Manika,ST,JAI PRAKASH MINJ,M,39,CPI(ML)(L),3709,4,163871,84318,51.45,0,OTHERS
Jharkhand,2005,Latehar,Manika,ST,RAJESHWAR SINGH,M,34,IND,3419,5,163871,84318,51.45,0,OTHERS
Jharkhand,2005,Latehar,Manika,ST,HARDAYAL SINGH,M,30,BSP,2703,6,163871,84318,51.45,0,OTHERS
Jharkhand,2005,Latehar,Manika,ST,JITENDRA SINGH,M,31,IND,2548,7,163871,84318,51.45,0,OTHERS
Jharkhand,2005,Latehar,Manika,ST,BASUDEV BHAGAT,M,57,IND,2536,8,163871,84318,51.45,0,OTHERS
Jharkhand,2005,Latehar,Manika,ST,RAMDHANI SINGH,M,55,LJP,2067,9,163871,84318,51.45,0,OTHERS
Jharkhand,2005,Latehar,Manika,ST,MERI TERESA LAKRA,M,61,IND,1201,10,163871,84318,51.45,0,OTHERS
Jharkhand,2005,Latehar,Manika,ST,TULESHWAR ORAON,M,43,IND,997,11,163871,84318,51.45,0,OTHERS
Jharkhand,2005,Latehar,Manika,ST,AJIT PAL KUJUR,M,36,IND,985,12,163871,84318,51.45,0,OTHERS
Jharkhand,2005,Latehar,Manika,ST,RAM LAGAN SINGH,M,46,IND,940,13,163871,84318,51.45,0,OTHERS
Jharkhand,2005,Latehar,Manika,ST,DAYALI SINGH,M,69,IND,930,14,163871,84318,51.45,0,OTHERS
Jharkhand,2005,Latehar,Manika,ST,RAJDEV ORAON,M,53,JKP,870,15,163871,84318,51.45,0,OTHERS
Jharkhand,2005,Latehar,Manika,ST,VICTOR KERKETTA,M,54,IND,599,16,163871,84318,51.45,0,OTHERS
Jharkhand,2005,Latehar,Manika,ST,BALRAM SINGH,M,34,IND,555,17,163871,84318,51.45,0,OTHERS
Jharkhand,2005,Latehar,Manika,ST,ANJANI VICTOR PETER MUNJANI,M,56,IND,554,18,163871,84318,51.45,0,OTHERS
Jharkhand,2005,Latehar,Manika,ST,VISHVAS SINGH,M,50,IND,505,19,163871,84318,51.45,0,OTHERS
Jharkhand,2005,Latehar,Manika,ST,HARINANDAN ORAON,M,33,IND,475,20,163871,84318,51.45,0,OTHERS
Jharkhand,2005,Latehar,Latehar,SC,PRAKASH RAM,M,38,RJD,18819,1,179062,70223,39.22,1,OTHERS
Jharkhand,2005,Latehar,Latehar,SC,RAMDEV GANJHU,M,52,JMM,13421,2,179062,70223,39.22,0,JMM
Jharkhand,2005,Latehar,Latehar,SC,BAIDYANATH RAM,M,39,JD(U),13040,3,179062,70223,39.22,0,OTHERS
Jharkhand,2005,Latehar,Latehar,SC,PHULCHAND GANJHU,M,42,IND,9411,4,179062,70223,39.22,0,OTHERS
Jharkhand,2005,Latehar,Latehar,SC,SHYAM RAM,M,42,IND,3441,5,179062,70223,39.22,0,OTHERS
Jharkhand,2005,Latehar,Latehar,SC,RAM SEVAK BAITHA,M,34,IND,3215,6,179062,70223,39.22,0,OTHERS
Jharkhand,2005,Latehar,Latehar,SC,BIGU MOCHI,M,39,BSP,1643,7,179062,70223,39.22,0,OTHERS
Jharkhand,2005,Latehar,Latehar,SC,RAM RATAN VASPATI,M,34,IND,1517,8,179062,70223,39.22,0,OTHERS
Jharkhand,2005,Latehar,Latehar,SC,KANHAI MANJHI,M,43,IND,1508,9,179062,70223,39.22,0,OTHERS
Jharkhand,2005,Latehar,Latehar,SC,KRISHNA PASWAN,M,51,IND,850,10,179062,70223,39.22,0,OTHERS
Jharkhand,2005,Latehar,Latehar,SC,GAINDA BHUIAN,M,37,IND,834,11,179062,70223,39.22,0,OTHERS
Jharkhand,2005,Latehar,Latehar,SC,MOHAN RAM,M,29,IND,715,12,179062,70223,39.22,0,OTHERS
Jharkhand,2005,Latehar,Latehar,SC,RAMESH RAM,M,33,IND,551,13,179062,70223,39.22,0,OTHERS
Jharkhand,2005,Latehar,Latehar,SC,BHUSAN BAITHA,M,39,IND,523,14,179062,70223,39.22,0,OTHERS
Jharkhand,2005,Latehar,Latehar,SC,MUKUND RAM,M,53,IND,466,15,179062,70223,39.22,0,OTHERS
Jharkhand,2005,Palamu,Panki,GEN,BIDESH SINGH,M,46,RJD,43350,1,191080,109088,57.09,1,OTHERS
