id,year,statename,pcname,candidate,sex,age,PC Type,category,party,symbol,general,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance
3637,1998,UTTAR PRADESH,Balrampur,SUJAYAT AHMAD,M,,GEN,,IND,,,,8826,0.77%,1.29%,1152311,5,685790,0,0,OTHERS
3638,1998,UTTAR PRADESH,Balrampur,KIMOOTI RAJ SINGH,M,,GEN,,IND,,,,8357,0.73%,1.22%,1152311,6,685790,0,0,OTHERS
3639,1998,UTTAR PRADESH,Balrampur,MOHD. LAEEQUE,M,,GEN,,IND,,,,5228,0.45%,0.76%,1152311,7,685790,0,0,OTHERS
3640,1998,UTTAR PRADESH,Balrampur,OM PRAKASH SINGH,M,,GEN,,IND,,,,2247,0.19%,0.33%,1152311,8,685790,0,0,OTHERS
3641,1998,UTTAR PRADESH,Balrampur,SHREE PATI LAL,M,,GEN,,IND,,,,1240,0.11%,0.18%,1152311,9,685790,0,0,OTHERS
3642,1998,UTTAR PRADESH,Balrampur,PRATAP SINGH,M,,GEN,,IND,,,,1155,0.10%,0.17%,1152311,10,685790,0,0,OTHERS
3643,1998,UTTAR PRADESH,Balrampur,SANDEEP KUMAR,M,,GEN,,IND,,,,898,0.08%,0.13%,1152311,11,685790,0,0,OTHERS
3644,1998,UTTAR PRADESH,Balrampur,MOHD. KHALEEL,M,,GEN,,IND,,,,411,0.04%,0.06%,1152311,12,685790,0,0,OTHERS
3645,1998,UTTAR PRADESH,Balrampur,DHEERENDRA PRATAP SINGH,M,,GEN,,IND,,,,169,0.01%,0.02%,1152311,13,685790,0,0,OTHERS
3646,1998,UTTAR PRADESH,Gonda,KIRTI VADHAN SINGH ALIAS KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,M,,GEN,,SP,,,,278449,23.81%,44.54%,1169675,1,625187,1,0,OTHERS
3647,1998,UTTAR PRADESH,Gonda,BRAJ BHUSHAN URF BRIJ BHUSHAN SARAN SINGH,M,,GEN,,BJP,,,,252894,21.62%,40.45%,1169675,2,625187,0,1,NDA
3648,1998,UTTAR PRADESH,Gonda,SANT RAM ALIAS SANT RAM TIWARI,M,,GEN,,BSP,,,,48816,4.17%,7.81%,1169675,3,625187,0,0,JAN MORCHA
3649,1998,UTTAR PRADESH,Gonda,JAGDEV,M,,GEN,,IND,,,,8420,0.72%,1.35%,1169675,4,625187,0,0,OTHERS
3650,1998,UTTAR PRADESH,Gonda,MOHD. NADEEM,M,,GEN,,INC,,,,5094,0.44%,0.81%,1169675,5,625187,0,0,CONGRESS
3651,1998,UTTAR PRADESH,Gonda,JAGDAMBIKA,M,,GEN,,IND,,,,2231,0.19%,0.36%,1169675,6,625187,0,0,OTHERS
3652,1998,UTTAR PRADESH,Gonda,SATISH PRATAP,M,,GEN,,IND,,,,2149,0.18%,0.34%,1169675,7,625187,0,0,OTHERS
3653,1998,UTTAR PRADESH,Gonda,MEWA LAL,M,,GEN,,IND,,,,1913,0.16%,0.31%,1169675,8,625187,0,0,OTHERS
3654,1998,UTTAR PRADESH,Gonda,LAL BAHADUR SINGH,M,,GEN,,CPM,,,,1570,0.13%,0.25%,1169675,9,625187,0,0,UNITED FRONT
3655,1998,UTTAR PRADESH,Gonda,RAJENDRA KUMAR,M,,GEN,,IND,,,,1345,0.11%,0.22%,1169675,10,625187,0,0,OTHERS
3656,1998,UTTAR PRADESH,Gonda,VIRENDRA KUMAR,M,,GEN,,IND,,,,1094,0.09%,0.17%,1169675,11,625187,0,0,OTHERS
3657,1998,UTTAR PRADESH,Gonda,RAM ACHAL,M,,GEN,,IND,,,,985,0.08%,0.16%,1169675,12,625187,0,0,OTHERS
3658,1998,UTTAR PRADESH,Gonda,UMA SHANKAR,M,,GEN,,IND,,,,888,0.08%,0.14%,1169675,13,625187,0,0,OTHERS
3659,1998,UTTAR PRADESH,Gonda,RAN VIJAY,M,,GEN,,IND,,,,888,0.08%,0.14%,1169675,14,625187,0,0,OTHERS
3660,1998,UTTAR PRADESH,Gonda,SHIV BUX,M,,GEN,,IND,,,,795,0.07%,0.13%,1169675,15,625187,0,0,OTHERS
3661,1998,UTTAR PRADESH,Gonda,JAMUNA,M,,GEN,,IND,,,,741,0.06%,0.12%,1169675,16,625187,0,0,OTHERS
3662,1998,UTTAR PRADESH,Gonda,RAJESH,M,,GEN,,IND,,,,705,0.06%,0.11%,1169675,17,625187,0,0,OTHERS
3663,1998,UTTAR PRADESH,Gonda,RAM UGRA,M,,GEN,,IND,,,,502,0.04%,0.08%,1169675,18,625187,0,0,OTHERS
3664,1998,UTTAR PRADESH,Gonda,OM KAR NATH,M,,GEN,,IND,,,,427,0.04%,0.07%,1169675,19,625187,0,0,OTHERS
3665,1998,UTTAR PRADESH,Gonda,MANJUL RANI,F,,GEN,,IND,,,,379,0.03%,0.06%,1169675,20,625187,0,0,OTHERS
3666,1998,UTTAR PRADESH,Gonda,RADHEY SHYAM,M,,GEN,,IND,,,,339,0.03%,0.05%,1169675,21,625187,0,0,OTHERS
3667,1998,UTTAR PRADESH,Gonda,RAM SEVAK,M,,GEN,,IND,,,,301,0.03%,0.05%,1169675,22,625187,0,0,OTHERS
3668,1998,UTTAR PRADESH,Gonda,DEVENDRA PRATAP KUREEL,M,,GEN,,IND,,,,234,0.02%,0.04%,1169675,23,625187,0,0,OTHERS
3669,1998,UTTAR PRADESH,Basti,SHRI RAM CHAUHAN,M,,SC,,BJP,,,,244233,20.82%,39.24%,1173334,1,622433,1,0,NDA
3670,1998,UTTAR PRADESH,Basti,KALP NATH SONKAR,M,,SC,,SP,,,,174016,14.83%,27.96%,1173334,2,622433,0,1,OTHERS
3671,1998,UTTAR PRADESH,Basti,LAL MANI PRASAD,M,,SC,,BSP,,,,143040,12.19%,22.98%,1173334,3,622433,0,0,JAN MORCHA
3672,1998,UTTAR PRADESH,Basti,RAM JIYAWAN,M,,SC,,INC,,,,39156,3.34%,6.29%,1173334,4,622433,0,0,CONGRESS
3673,1998,UTTAR PRADESH,Basti,INDRA JEET,M,,SC,,NLP,,,,6296,0.54%,1.01%,1173334,5,622433,0,0,OTHERS
3674,1998,UTTAR PRADESH,Basti,RAM LAGAN KANNAUJIA,M,,SC,,AD,,,,4778,0.41%,0.77%,1173334,6,622433,0,0,OTHERS
3675,1998,UTTAR PRADESH,Basti,BHAGWAN DAS,M,,SC,,IND,,,,1101,0.09%,0.18%,1173334,7,622433,0,0,OTHERS
3676,1998,UTTAR PRADESH,Basti,HARI RAM,M,,SC,,IND,,,,973,0.08%,0.16%,1173334,8,622433,0,0,OTHERS
3677,1998,UTTAR PRADESH,Domariaganj,RAM PAL SINGH,M,,GEN,,BJP,,,,250569,22.06%,40.07%,1135814,1,625386,1,0,NDA
3678,1998,UTTAR PRADESH,Domariaganj,KAMAL YUSUF MALIK,M,,GEN,,BSP,,,,176478,15.54%,28.22%,1135814,2,625386,0,1,JAN MORCHA
3679,1998,UTTAR PRADESH,Domariaganj,BRIJ BHOOSHAN TIWARI,M,,GEN,,SP,,,,161722,14.24%,25.86%,1135814,3,625386,0,0,OTHERS
3680,1998,UTTAR PRADESH,Domariaganj,KRISHAN CHANDRA PANDEY,M,,GEN,,IND,,,,16526,1.45%,2.64%,1135814,4,625386,0,0,OTHERS
3681,1998,UTTAR PRADESH,Domariaganj,AHASAN,M,,GEN,,NLP,,,,6783,0.60%,1.08%,1135814,5,625386,0,0,OTHERS
3682,1998,UTTAR PRADESH,Domariaganj,NARENDRA KUMAR SHUKLA,M,,GEN,,IND,,,,3610,0.32%,0.58%,1135814,6,625386,0,0,OTHERS
3683,1998,UTTAR PRADESH,Domariaganj,RAM KRIPAL MAURYA,M,,GEN,,IND,,,,2841,0.25%,0.45%,1135814,7,625386,0,0,OTHERS
3684,1998,UTTAR PRADESH,Khalilabad,INDRAJEET MISHRA,M,,GEN,,BJP,,,,197149,16.35%,30.41%,1205516,1,648340,1,0,NDA
3685,1998,UTTAR PRADESH,Khalilabad,BHAL CHANDRA YADAV,M,,GEN,,SP,,,,195049,16.18%,30.08%,1205516,2,648340,0,1,OTHERS
3686,1998,UTTAR PRADESH,Khalilabad,RAM PRASAD CHAUDHARI,M,,GEN,,BSP,,,,181202,15.03%,27.95%,1205516,3,648340,0,0,JAN MORCHA
3687,1998,UTTAR PRADESH,Khalilabad,JAFAR ALI,M,,GEN,,NLP,,,,16962,1.41%,2.62%,1205516,4,648340,0,0,OTHERS
3688,1998,UTTAR PRADESH,Khalilabad,MOHD. NABI KHAN,M,,GEN,,INC,,,,12885,1.07%,1.99%,1205516,5,648340,0,0,CONGRESS
3689,1998,UTTAR PRADESH,Khalilabad,SURENDRA YADAV,M,,GEN,,JD,,,,10882,0.90%,1.68%,1205516,6,648340,0,0,UNITED FRONT
3690,1998,UTTAR PRADESH,Khalilabad,RAMDHANI SHARMA,M,,GEN,,SHS,,,,6675,0.55%,1.03%,1205516,7,648340,0,0,NDA
3691,1998,UTTAR PRADESH,Khalilabad,GRISH,M,,GEN,,IND,,,,2954,0.25%,0.46%,1205516,8,648340,0,0,OTHERS
3692,1998,UTTAR PRADESH,Khalilabad,DAL SINGAR,M,,GEN,,IND,,,,2372,0.20%,0.37%,1205516,9,648340,0,0,OTHERS
3693,1998,UTTAR PRADESH,Khalilabad,RAM BRIKSH,M,,GEN,,BKKGP,,,,2325,0.19%,0.36%,1205516,10,648340,0,0,OTHERS
3694,1998,UTTAR PRADESH,Khalilabad,CHAUDHARY KEDARNATH PATEL,M,,GEN,,AD,,,,2182,0.18%,0.34%,1205516,11,648340,0,0,OTHERS
3695,1998,UTTAR PRADESH,Khalilabad,K. KUMAR,M,,GEN,,LSWP,,,,1716,0.14%,0.26%,1205516,12,648340,0,0,OTHERS
3696,1998,UTTAR PRADESH,Khalilabad,FARMANULLAH ANSARI,M,,GEN,,IND,,,,1464,0.12%,0.23%,1205516,13,648340,0,0,OTHERS
3697,1998,UTTAR PRADESH,Khalilabad,RAM PRASAD,M,,GEN,,IND,,,,1203,0.10%,0.19%,1205516,14,648340,0,0,OTHERS
3698,1998,UTTAR PRADESH,Khalilabad,SARVADANAND,M,,GEN,,IND,,,,1191,0.10%,0.18%,1205516,15,648340,0,0,OTHERS
3699,1998,UTTAR PRADESH,Khalilabad,BRAMHDEO,M,,GEN,,IND,,,,1142,0.09%,0.18%,1205516,16,648340,0,0,OTHERS
3700,1998,UTTAR PRADESH,Khalilabad,BASANT KUMAR,M,,GEN,,IND,,,,744,0.06%,0.11%,1205516,17,648340,0,0,OTHERS
3701,1998,UTTAR PRADESH,Khalilabad,RAM KEWAL,M,,GEN,,IND,,,,709,0.06%,0.11%,1205516,18,648340,0,0,OTHERS
3702,1998,UTTAR PRADESH,Bansgaon,RAJ NARAIN PASHI,M,,SC,,BJP,,,,217433,17.18%,36.27%,1265578,1,599439,1,0,NDA
3703,1998,UTTAR PRADESH,Bansgaon,SUBHAVATI PASWAN,F,,SC,,SP,,,,186893,14.77%,31.18%,1265578,2,599439,0,1,OTHERS
3704,1998,UTTAR PRADESH,Bansgaon,ER. VIKRAM PRASAD,M,,SC,,BSP,,,,148699,11.75%,24.81%,1265578,3,599439,0,0,JAN MORCHA
3705,1998,UTTAR PRADESH,Bansgaon,SATISH RANA,M,,SC,,INC,,,,27274,2.16%,4.55%,1265578,4,599439,0,0,CONGRESS
3706,1998,UTTAR PRADESH,Bansgaon,MAHATAM PASWAN,M,,SC,,IND,,,,4035,0.32%,0.67%,1265578,5,599439,0,0,OTHERS
3707,1998,UTTAR PRADESH,Bansgaon,RUPAWATI DEVI,F,,SC,,AD,,,,3882,0.31%,0.65%,1265578,6,599439,0,0,OTHERS
3708,1998,UTTAR PRADESH,Bansgaon,NEBU LAL,M,,SC,,IND,,,,1239,0.10%,0.21%,1265578,7,599439,0,0,OTHERS
3709,1998,UTTAR PRADESH,Bansgaon,RAM KEWAL,M,,SC,,IND,,,,673,0.05%,0.11%,1265578,8,599439,0,0,OTHERS
3710,1998,UTTAR PRADESH,Gorakhpur,ADITYANATH,M,,GEN,,BJP,,,,268428,21.54%,42.06%,1246190,1,638183,1,0,NDA
3711,1998,UTTAR PRADESH,Gorakhpur,JAMUNA PRASAD NISHAD,M,,GEN,,SP,,,,242222,19.44%,37.95%,1246190,2,638183,0,1,OTHERS
3712,1998,UTTAR PRADESH,Gorakhpur,PRAHLAD YADAW,M,,GEN,,BSP,,,,85282,6.84%,13.36%,1246190,3,638183,0,0,JAN MORCHA
3713,1998,UTTAR PRADESH,Gorakhpur,HARIKESH BAHADUR,M,,GEN,,INC,,,,22621,1.82%,3.54%,1246190,4,638183,0,0,CONGRESS
3714,1998,UTTAR PRADESH,Gorakhpur,SANTLAL JAISWAL (SANT),M,,GEN,,AD,,,,3892,0.31%,0.61%,1246190,5,638183,0,0,OTHERS
3715,1998,UTTAR PRADESH,Gorakhpur,RAMAKANT PANDEY,M,,GEN,,JD,,,,2766,0.22%,0.43%,1246190,6,638183,0,0,UNITED FRONT
3716,1998,UTTAR PRADESH,Gorakhpur,JAWAHARLAL,M,,GEN,,IND,,,,1378,0.11%,0.22%,1246190,7,638183,0,0,OTHERS
3717,1998,UTTAR PRADESH,Gorakhpur,VINOD KUMAR MISHRA,M,,GEN,,ABBP,,,,1244,0.10%,0.19%,1246190,8,638183,0,0,OTHERS
3718,1998,UTTAR PRADESH,Gorakhpur,RAM KISHUN,M,,GEN,,IND,,,,1153,0.09%,0.18%,1246190,9,638183,0,0,OTHERS
3719,1998,UTTAR PRADESH,Gorakhpur,RAMKARAN,M,,GEN,,IND,,,,779,0.06%,0.12%,1246190,10,638183,0,0,OTHERS
3720,1998,UTTAR PRADESH,Maharajganj-UP,PANKAJ CHOUDHARI,M,,GEN,,BJP,,,,233361,21.17%,35.43%,1102118,1,658727,1,0,NDA
3721,1998,UTTAR PRADESH,Maharajganj-UP,AKHILESH SINGH,M,,GEN,,SP,,,,206421,18.73%,31.34%,1102118,2,658727,0,1,OTHERS
3722,1998,UTTAR PRADESH,Maharajganj-UP,PREM SAGAR PATEL,M,,GEN,,BSP,,,,130166,11.81%,19.76%,1102118,3,658727,0,0,JAN MORCHA
3723,1998,UTTAR PRADESH,Maharajganj-UP,HARSH VARDHAN,M,,GEN,,JD,,,,49260,4.47%,7.48%,1102118,4,658727,0,0,UNITED FRONT
3724,1998,UTTAR PRADESH,Maharajganj-UP,JITENDRA SINGH,M,,GEN,,INC,,,,18962,1.72%,2.88%,1102118,5,658727,0,0,CONGRESS
3725,1998,UTTAR PRADESH,Maharajganj-UP,ABID HUSAIN,M,,GEN,,IND,,,,7308,0.66%,1.11%,1102118,6,658727,0,0,OTHERS
3726,1998,UTTAR PRADESH,Maharajganj-UP,RAMAGYA,M,,GEN,,AD,,,,4062,0.37%,0.62%,1102118,7,658727,0,0,OTHERS
3727,1998,UTTAR PRADESH,Maharajganj-UP,RAM KISHOR,M,,GEN,,IND,,,,872,0.08%,0.13%,1102118,8,658727,0,0,OTHERS
3728,1998,UTTAR PRADESH,Maharajganj-UP,RAM ROOP,M,,GEN,,IND,,,,437,0.04%,0.07%,1102118,9,658727,0,0,OTHERS
3729,1998,UTTAR PRADESH,Padrauna,RAM NAGINA MISHRA,M,,GEN,,BJP,,,,256695,21.60%,37.77%,1188664,1,679662,1,0,NDA
3730,1998,UTTAR PRADESH,Padrauna,VALESHWAR YADAV,M,,GEN,,SP,,,,205920,17.32%,30.30%,1188664,2,679662,0,1,OTHERS
3731,1998,UTTAR PRADESH,Padrauna,RAVI PRAKASH ALIAS MOHAN CHAUHAN,M,,GEN,,BSP,,,,131834,11.09%,19.40%,1188664,3,679662,0,0,JAN MORCHA
3732,1998,UTTAR PRADESH,Padrauna,SUGREEV SINGH,M,,GEN,,NLP,,,,28811,2.42%,4.24%,1188664,4,679662,0,0,OTHERS
3733,1998,UTTAR PRADESH,Padrauna,SHIV KUMAR,M,,GEN,,INC,,,,24454,2.06%,3.60%,1188664,5,679662,0,0,CONGRESS
3734,1998,UTTAR PRADESH,Padrauna,BAIJNATH ALIAS DR. B.N. SINGH,M,,GEN,,JD,,,,10338,0.87%,1.52%,1188664,6,679662,0,0,UNITED FRONT
3735,1998,UTTAR PRADESH,Padrauna,AMIRUDDIN,M,,GEN,,AD,,,,7438,0.63%,1.09%,1188664,7,679662,0,0,OTHERS
3736,1998,UTTAR PRADESH,Padrauna,KHELOO ALIAS K. KUMAR,M,,GEN,,RJD,,,,3575,0.30%,0.53%,1188664,8,679662,0,0,JAN MORCHA
3737,1998,UTTAR PRADESH,Padrauna,BHIKHAM,M,,GEN,,IND,,,,937,0.08%,0.14%,1188664,9,679662,0,0,OTHERS
3738,1998,UTTAR PRADESH,Deoria,MOHAN SINGH,M,,GEN,,SP,,,,259804,20.76%,38.27%,1251198,1,678804,1,0,OTHERS
3739,1998,UTTAR PRADESH,Deoria,SHRI PRAKASH MANI,M,,GEN,,BJP,,,,255736,20.44%,37.67%,1251198,2,678804,0,1,NDA
3740,1998,UTTAR PRADESH,Deoria,RAJESH KUMAR SINGH,M,,GEN,,BSP,,,,108023,8.63%,15.91%,1251198,3,678804,0,0,JAN MORCHA
3741,1998,UTTAR PRADESH,Deoria,GAUKARAN SINGH,M,,GEN,,INC,,,,21945,1.75%,3.23%,1251198,4,678804,0,0,CONGRESS
3742,1998,UTTAR PRADESH,Deoria,NAND KISHORE SINGH,M,,GEN,,JD,,,,7486,0.60%,1.10%,1251198,5,678804,0,0,UNITED FRONT
3743,1998,UTTAR PRADESH,Deoria,MOHAMMAD KHALID ALIAS BABALOO,M,,GEN,,NLP,,,,5204,0.42%,0.77%,1251198,6,678804,0,0,OTHERS
3744,1998,UTTAR PRADESH,Deoria,SHYAMA PRASAD JAISWAL,M,,GEN,,AD,,,,4702,0.38%,0.69%,1251198,7,678804,0,0,OTHERS
3745,1998,UTTAR PRADESH,Deoria,VIGAN,M,,GEN,,IND,,,,1981,0.16%,0.29%,1251198,8,678804,0,0,OTHERS
3746,1998,UTTAR PRADESH,Deoria,J.P.N. PATHAK,M,,GEN,,IND,,,,1702,0.14%,0.25%,1251198,9,678804,0,0,OTHERS
3747,1998,UTTAR PRADESH,Deoria,SHANKAR LAL,M,,GEN,,BJS,,,,1425,0.11%,0.21%,1251198,10,678804,0,0,OTHERS
3748,1998,UTTAR PRADESH,Salempur,HARI KEWAL PRASAD,M,,GEN,,SAP,,,,219450,17.35%,34.62%,1264615,1,633834,1,0,NDA
3749,1998,UTTAR PRADESH,Salempur,HARI BANSH SAHAI,M,,GEN,,SP,,,,180429,14.27%,28.47%,1264615,2,633834,0,1,OTHERS
3750,1998,UTTAR PRADESH,Salempur,SURESH YADAW,M,,GEN,,BSP,,,,131300,10.38%,20.72%,1264615,3,633834,0,0,JAN MORCHA
3751,1998,UTTAR PRADESH,Salempur,KAMESHWAR UPADHAYAY,M,,GEN,,INC,,,,64792,5.12%,10.22%,1264615,4,633834,0,0,CONGRESS
3752,1998,UTTAR PRADESH,Salempur,SRI RAM CHAUDHARI,M,,GEN,,CPI(ML)(L),,,,7032,0.56%,1.11%,1264615,5,633834,0,0,OTHERS
3753,1998,UTTAR PRADESH,Salempur,RAMASHRAY CHAUHAN,M,,GEN,,AD,,,,5743,0.45%,0.91%,1264615,6,633834,0,0,OTHERS
3754,1998,UTTAR PRADESH,Salempur,SUBEDAR SINGH,M,,GEN,,IND,,,,5205,0.41%,0.82%,1264615,7,633834,0,0,OTHERS
3755,1998,UTTAR PRADESH,Salempur,AJAI YADAW,M,,GEN,,JD,,,,4258,0.34%,0.67%,1264615,8,633834,0,0,UNITED FRONT
3756,1998,UTTAR PRADESH,Salempur,LALU RAM MIRDHA,M,,GEN,,IND,,,,3954,0.31%,0.62%,1264615,9,633834,0,0,OTHERS
3757,1998,UTTAR PRADESH,Salempur,GORAKH PRASAD PATEL,M,,GEN,,PSSS,,,,2111,0.17%,0.33%,1264615,10,633834,0,0,OTHERS
3758,1998,UTTAR PRADESH,Salempur,ANIRUDDH,M,,GEN,,IND,,,,1239,0.10%,0.20%,1264615,11,633834,0,0,OTHERS
3759,1998,UTTAR PRADESH,Ballia,CHANDRA SHEKHAR,M,,GEN,,SJP(R),,,,260544,20.23%,40.55%,1287802,1,642535,1,0,JAN MORCHA
3760,1998,UTTAR PRADESH,Ballia,RAM KRISHNA URF GOPAL,M,,GEN,,BJP,,,,231060,17.94%,35.96%,1287802,2,642535,0,1,NDA
3761,1998,UTTAR PRADESH,Ballia,COL. BHARAT SINGH,M,,GEN,,BSP,,,,96884,7.52%,15.08%,1287802,3,642535,0,0,JAN MORCHA
3762,1998,UTTAR PRADESH,Ballia,JAGANNATH CHAUDHARI,M,,GEN,,INC,,,,33764,2.62%,5.25%,1287802,4,642535,0,0,CONGRESS
3763,1998,UTTAR PRADESH,Ballia,DEONATH RAJBHAR,M,,GEN,,IND,,,,4012,0.31%,0.62%,1287802,5,642535,0,0,OTHERS
3764,1998,UTTAR PRADESH,Ballia,RAJENDRA,M,,GEN,,IND,,,,3198,0.25%,0.50%,1287802,6,642535,0,0,OTHERS
3765,1998,UTTAR PRADESH,Ballia,KAILASH CHAUDHARI,M,,GEN,,IND,,,,2048,0.16%,0.32%,1287802,7,642535,0,0,OTHERS
3766,1998,UTTAR PRADESH,Ballia,SAKALDEEP,M,,GEN,,IND,,,,1599,0.12%,0.25%,1287802,8,642535,0,0,OTHERS
3767,1998,UTTAR PRADESH,Ballia,SATYANARAIN,M,,GEN,,IND,,,,681,0.05%,0.11%,1287802,9,642535,0,0,OTHERS
3768,1998,UTTAR PRADESH,Ballia,GHURAHU RAM,M,,GEN,,IND,,,,668,0.05%,0.10%,1287802,10,642535,0,0,OTHERS
3769,1998,UTTAR PRADESH,Ballia,DINESH,M,,GEN,,IND,,,,601,0.05%,0.09%,1287802,11,642535,0,0,OTHERS
3770,1998,UTTAR PRADESH,Ballia,DR. SWAMINATH YADAV,M,,GEN,,IND,,,,278,0.02%,0.04%,1287802,12,642535,0,0,OTHERS
3771,1998,UTTAR PRADESH,Ghosi,KALPNATH RAI,M,,GEN,,SAP,,,,222126,18.40%,32.59%,1207083,1,681565,1,0,NDA
3772,1998,UTTAR PRADESH,Ghosi,BAL KRISHNA,M,,GEN,,BSP,,,,203752,16.88%,29.89%,1207083,2,681565,0,1,JAN MORCHA
3773,1998,UTTAR PRADESH,Ghosi,AZAMAL NURANI,M,,GEN,,SP,,,,198278,16.43%,29.09%,1207083,3,681565,0,0,OTHERS
3774,1998,UTTAR PRADESH,Ghosi,ATUL KUMAR ANJAN,M,,GEN,,CPI,,,,14345,1.19%,2.10%,1207083,4,681565,0,0,UNITED FRONT
3775,1998,UTTAR PRADESH,Ghosi,CHANDRAJEET,M,,GEN,,INC,,,,13382,1.11%,1.96%,1207083,5,681565,0,0,CONGRESS
3776,1998,UTTAR PRADESH,Ghosi,JAIKARAN,M,,GEN,,AD,,,,7570,0.63%,1.11%,1207083,6,681565,0,0,OTHERS
3777,1998,UTTAR PRADESH,Ghosi,JANG BAHADUR,M,,GEN,,IND,,,,5579,0.46%,0.82%,1207083,7,681565,0,0,OTHERS
3778,1998,UTTAR PRADESH,Ghosi,MAHENDRA,M,,GEN,,IND,,,,2744,0.23%,0.40%,1207083,8,681565,0,0,OTHERS
3779,1998,UTTAR PRADESH,Ghosi,RAM PRASAD,M,,GEN,,IND,,,,2022,0.17%,0.30%,1207083,9,681565,0,0,OTHERS
3780,1998,UTTAR PRADESH,Ghosi,AINUL MAZFFAR ANSARI,M,,GEN,,AIMLF,,,,1866,0.15%,0.27%,1207083,10,681565,0,0,OTHERS
3781,1998,UTTAR PRADESH,Ghosi,RAMESH,M,,GEN,,IND,,,,1398,0.12%,0.21%,1207083,11,681565,0,0,OTHERS
3782,1998,UTTAR PRADESH,Azamgarh,AKBAR AHMAD DAMPY,M,,GEN,,BSP,,,,249065,20.62%,37.31%,1208030,1,667489,1,0,JAN MORCHA
3783,1998,UTTAR PRADESH,Azamgarh,RAMAKANT YADAV,M,,GEN,,SP,,,,243700,20.17%,36.51%,1208030,2,667489,0,1,OTHERS
3784,1998,UTTAR PRADESH,Azamgarh,YASHWANT,M,,GEN,,BJP,,,,124594,10.31%,18.67%,1208030,3,667489,0,0,NDA
3785,1998,UTTAR PRADESH,Azamgarh,RAM NARESH YADAV,M,,GEN,,INC,,,,22498,1.86%,3.37%,1208030,4,667489,0,0,CONGRESS
3786,1998,UTTAR PRADESH,Azamgarh,RAJU,M,,GEN,,IND,,,,4633,0.38%,0.69%,1208030,5,667489,0,0,OTHERS
3787,1998,UTTAR PRADESH,Azamgarh,NUMAN,M,,GEN,,NLP,,,,3189,0.26%,0.48%,1208030,6,667489,0,0,OTHERS
3788,1998,UTTAR PRADESH,Azamgarh,KUNDAN,M,,GEN,,IND,,,,2722,0.23%,0.41%,1208030,7,667489,0,0,OTHERS
3789,1998,UTTAR PRADESH,Azamgarh,RAGHUPATI,M,,GEN,,IND,,,,2556,0.21%,0.38%,1208030,8,667489,0,0,OTHERS
3790,1998,UTTAR PRADESH,Azamgarh,SITARAM,M,,GEN,,IND,,,,1848,0.15%,0.28%,1208030,9,667489,0,0,OTHERS
3791,1998,UTTAR PRADESH,Azamgarh,VINOD,M,,GEN,,IND,,,,1766,0.15%,0.26%,1208030,10,667489,0,0,OTHERS
3792,1998,UTTAR PRADESH,Azamgarh,RAMKEWAL,M,,GEN,,IND,,,,1070,0.09%,0.16%,1208030,11,667489,0,0,OTHERS
3793,1998,UTTAR PRADESH,Azamgarh,RAJENRA,M,,GEN,,AJBP,,,,628,0.05%,0.09%,1208030,12,667489,0,0,OTHERS
3794,1998,UTTAR PRADESH,Lalganj,DAROGA PRASAD SAROJ,M,,SC,,SP,,,,248234,18.99%,35.10%,1306839,1,707276,1,0,OTHERS
3795,1998,UTTAR PRADESH,Lalganj,DR. BALIRAM,M,,SC,,BSP,,,,231238,17.69%,32.69%,1306839,2,707276,0,1,JAN MORCHA
3796,1998,UTTAR PRADESH,Lalganj,RAMDHAN,M,,SC,,BJP,,,,192530,14.73%,27.22%,1306839,3,707276,0,0,NDA
3797,1998,UTTAR PRADESH,Lalganj,CHHANGUR RAM,M,,SC,,INC,,,,15222,1.16%,2.15%,1306839,4,707276,0,0,CONGRESS
3798,1998,UTTAR PRADESH,Lalganj,DEEPCHANDRA VISHARAD,M,,SC,,JD,,,,5425,0.42%,0.77%,1306839,5,707276,0,0,UNITED FRONT
3799,1998,UTTAR PRADESH,Lalganj,BUDHIRAJ SAROJ,M,,SC,,ABRC(D),,,,3090,0.24%,0.44%,1306839,6,707276,0,0,OTHERS
3800,1998,UTTAR PRADESH,Lalganj,SATYADEO,M,,SC,,IND,,,,1485,0.11%,0.21%,1306839,7,707276,0,0,OTHERS
3801,1998,UTTAR PRADESH,Lalganj,MUNNI LAL,M,,SC,,RMEP,,,,946,0.07%,0.13%,1306839,8,707276,0,0,OTHERS
3802,1998,UTTAR PRADESH,Lalganj,BALROOP,M,,SC,,IND,,,,592,0.05%,0.08%,1306839,9,707276,0,0,OTHERS
3803,1998,UTTAR PRADESH,Machhlishahr,CHINMAYANAND,M,,GEN,,BJP,,,,237895,19.01%,34.06%,1251473,1,698408,1,0,NDA
3804,1998,UTTAR PRADESH,Machhlishahr,HARIBANSH SINGH,M,,GEN,,SP,,,,196361,15.69%,28.12%,1251473,2,698408,0,1,OTHERS
3805,1998,UTTAR PRADESH,Machhlishahr,DURBALI RAM BIND,M,,GEN,,BSP,,,,154095,12.31%,22.06%,1251473,3,698408,0,0,JAN MORCHA
3806,1998,UTTAR PRADESH,Machhlishahr,VIJAY CHAND PATEL,M,,GEN,,AD,,,,38118,3.05%,5.46%,1251473,4,698408,0,0,OTHERS
