year,statename,distname,lcname,category,candidate,sex,age,party,total,rank,win,alliance,electors,polled,pollperc
2014,Jharkhand,Palamu,Bishrampur,GEN,AJAY KUMAR DUBEY,M,43,INC,22417,5,0,INC,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,AJAY KUMAR DUBEY,M,43,INC,22417,6,0,INC,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,ASHARPHI RAM,M,46,BSP,19145,7,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,ASHARPHI RAM,M,46,BSP,19145,8,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,RAJESH MEHTA,M,44,JVM,13709,9,0,JVM,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,RAJESH MEHTA,M,44,JVM,13709,10,0,JVM,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,SHIV POOJAN YADAV,M,62,SP,10715,11,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,SHIV POOJAN YADAV,M,62,SP,10715,12,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,BRAHMDEO PRASAD,M,41,IND,9862,13,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,BRAHMDEO PRASAD,M,41,IND,9862,14,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,ANWAR HUSSAIN ANSARI,M,48,JMM,9741,15,0,JMM,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,ANWAR HUSSAIN ANSARI,M,48,JMM,9741,16,0,JMM,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,GOVIND SINGH,M,41,NSAM,2776,17,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,GOVIND SINGH,M,41,NSAM,2776,18,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,RAJEEV RANJAN PANDEY,M,26,IND,1966,19,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,RAJEEV RANJAN PANDEY,M,26,IND,1966,20,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,RAJESHWAR VISHWAKARMA,M,46,IND,1923,21,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,RAJESHWAR VISHWAKARMA,M,46,IND,1923,22,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,ANIL MISTRY,M,38,CPIM,1513,23,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,ANIL MISTRY,M,38,CPIM,1513,24,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,RAJENDRA CHOUDHARY,M,39,BMUP,1495,25,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,RAJENDRA CHOUDHARY,M,39,BMUP,1495,26,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,LAXAMAN SINGH,M,52,IND,1290,27,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,LAXAMAN SINGH,M,52,IND,1290,28,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,SHIV PRASAD MEHTA,M,69,PMS,1222,29,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,SHIV PRASAD MEHTA,M,69,PMS,1222,30,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,SHANKAR PD. VISHWAKARMA,M,38,IND,1131,31,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,SHANKAR PD. VISHWAKARMA,M,38,IND,1131,32,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,KALI CHARAN MAHTO,M,41,CPI(ML)(L),1080,33,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,KALI CHARAN MAHTO,M,41,CPI(ML)(L),1080,34,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,MAJUMUDDIN ANSARI,M,54,JDR,1006,35,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,MAJUMUDDIN ANSARI,M,54,JDR,1006,36,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,None of the Above,NULL,NULL,NOTA,975,37,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,None of the Above,NULL,NULL,NOTA,975,38,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,RAJ KR. SINGH,M,62,BSUD,928,39,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,RAJ KR. SINGH,M,62,BSUD,928,40,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,RAM CHANARIK YADAV,M,49,IND,863,41,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,RAM CHANARIK YADAV,M,49,IND,863,42,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,SATISH KUMAR SINGH,M,27,IND,809,43,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,SATISH KUMAR SINGH,M,27,IND,809,44,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Bishrampur,GEN,HARSH KUMAR DHAR DUBEY,M,29,IND,665,45,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Garhwa,Bishrampur,GEN,HARSH KUMAR DHAR DUBEY,M,29,IND,665,46,0,OTHERS,272888,167321,61.31
2014,Jharkhand,Palamu,Chattarpur,SC,RADHA KRISHNA KISHORE,M,57,BJP,43805,1,1,BJP,240087,143166,59.63
2014,Jharkhand,Palamu,Chattarpur,SC,MANOJ KUMAR,M,42,RJD,37943,2,0,OTHERS,240087,143166,59.63
2014,Jharkhand,Palamu,Chattarpur,SC,PRABHAT KUMAR,M,35,JVM,17974,3,0,JVM,240087,143166,59.63
2014,Jharkhand,Palamu,Chattarpur,SC,RAM JANAM KUMAR,M,34,IND,17438,4,0,OTHERS,240087,143166,59.63
2014,Jharkhand,Palamu,Chattarpur,SC,SUDHA CHAUDHARY,F,43,JD(U),10096,5,0,OTHERS,240087,143166,59.63
2014,Jharkhand,Palamu,Chattarpur,SC,None of the Above,NULL,NULL,NOTA,4903,6,0,OTHERS,240087,143166,59.63
2014,Jharkhand,Palamu,Chattarpur,SC,RENU DEVI,F,31,BSP,2768,7,0,OTHERS,240087,143166,59.63
2014,Jharkhand,Palamu,Chattarpur,SC,MURARI BHUIYA,M,48,IND,2493,8,0,OTHERS,240087,143166,59.63
2014,Jharkhand,Palamu,Chattarpur,SC,AWADHESH RAM,M,50,IND,2331,9,0,OTHERS,240087,143166,59.63
2014,Jharkhand,Palamu,Chattarpur,SC,KAMESHWAR BAITHA,M,45,SP,1363,10,0,OTHERS,240087,143166,59.63
2014,Jharkhand,Palamu,Chattarpur,SC,PRAMITA DEVI,F,38,BSUD,1077,11,0,OTHERS,240087,143166,59.63
2014,Jharkhand,Palamu,Chattarpur,SC,NAND DEV MANJHI,M,51,JBSP,886,12,0,OTHERS,240087,143166,59.63
2014,Jharkhand,Palamu,Hussainabad,GEN,KUSHWAHA SHIVPUJAN MEHTA,M,39,BSP,57275,1,1,OTHERS,248498,154827,62.31
2014,Jharkhand,Palamu,Hussainabad,GEN,KAMLESH KR. SINGH,M,56,NCP,29523,2,0,OTHERS,248498,154827,62.31
2014,Jharkhand,Palamu,Hussainabad,GEN,KAMESHWAR PRASAD KUSHWAHA,M,49,BJP,25430,3,0,BJP,248498,154827,62.31
2014,Jharkhand,Palamu,Hussainabad,GEN,SANJAY KUMAR SINGH YADAV,M,47,RJD,22890,4,0,OTHERS,248498,154827,62.31
2014,Jharkhand,Palamu,Hussainabad,GEN,DASHRATH KUMAR SINGH,M,56,JMM,7606,5,0,JMM,248498,154827,62.31
2014,Jharkhand,Palamu,Hussainabad,GEN,None of the Above,NULL,NULL,NOTA,2417,6,0,OTHERS,248498,154827,62.31
2014,Jharkhand,Palamu,Hussainabad,GEN,RAVINDRA KUMAR SINGH,M,38,JVM,2094,7,0,JVM,248498,154827,62.31
2014,Jharkhand,Palamu,Hussainabad,GEN,BANSHIDHAR TIWARI,M,27,IND,1496,8,0,OTHERS,248498,154827,62.31
2014,Jharkhand,Palamu,Hussainabad,GEN,PRADEEP KUMAR SINGH,M,30,IND,1258,9,0,OTHERS,248498,154827,62.31
2014,Jharkhand,Palamu,Hussainabad,GEN,UMESH SAW,M,37,JD(U),1190,10,0,OTHERS,248498,154827,62.31
2014,Jharkhand,Palamu,Hussainabad,GEN,RAMCHANDRA MEHTA,M,46,SP,1143,11,0,OTHERS,248498,154827,62.31
2014,Jharkhand,Palamu,Hussainabad,GEN,RAMPRAWESH SINGH,M,54,IND,1043,12,0,OTHERS,248498,154827,62.31
2014,Jharkhand,Palamu,Hussainabad,GEN,NARESH KUMAR PASWAN,M,34,IND,787,13,0,OTHERS,248498,154827,62.31
2014,Jharkhand,Palamu,Hussainabad,GEN,MANOJ KUMAR SHARMA,M,37,NSAM,648,14,0,OTHERS,248498,154827,62.31
2014,Jharkhand,Garhwa,Garhwa,GEN,SATYENDRA NATH TIWARI,M,53,BJP,75196,1,1,BJP,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,GIRINATH SINGH,M,52,RJD,53441,2,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,MITHILESH KUMAR THAKUR,M,48,JMM,47579,3,0,JMM,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,MD. ROSTAM ALI ANSARI,M,39,BSP,6902,4,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,VIRENDRA SAV,M,34,JVM,2771,5,0,JVM,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,BABANU SINGH,M,42,IND,2580,6,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,VIRENDRA CHOUDHARY,M,30,CPI(ML)(L),1839,7,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,ANAND KUMAR TIWARI,M,48,AKBJHP,1785,8,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,MANISH KUMAR GUPTA,M,27,IND,1605,9,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,BADARUDDIN KHAN,M,32,IND,1316,10,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,TRIVENNI MAHTO,M,49,IND,1263,11,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,None of the Above,NULL,NULL,NOTA,1100,12,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,ISHWAR DAYAL PRASAD,M,61,IND,883,13,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,VARUN KUMAR KESHARI,M,28,IND,803,14,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,KANCHAN KESARI,F,38,NSAM,797,15,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,SANTOSH KUMAR CHOUBEY,M,45,IND,786,16,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,JALALUDDIN RANGSAJ,M,50,IND,724,17,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,MANOJ KUMAR TIWARI,M,44,IND,686,18,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,MOHAMMAD YAKOOB,M,39,SP,533,19,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,ASGAR ALI,M,47,IND,503,20,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Garhwa,GEN,MOHAMMAD RAIS,M,43,JDR,404,21,0,OTHERS,300191,203562,67.81
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,BHANU PRATAP SHAHI,M,40,NSAM,58908,1,1,OTHERS,310943,211953,68.16
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,ANANT PRATAP DEO,M,44,BJP,56247,2,0,BJP,310943,211953,68.16
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,TAHIR ANSARI,M,36,BSP,45523,3,0,OTHERS,310943,211953,68.16
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,KEDAR PRASAD YADAV,M,45,SP,20546,4,0,OTHERS,310943,211953,68.16
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,RAMCHANDRA KESHRI,M,73,JVM,11308,5,0,JVM,310943,211953,68.16
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,SHASHI KUMAR DWIVEDI,M,53,RMKPP,3366,6,0,OTHERS,310943,211953,68.16
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,LAKSHMAN SINGH,M,47,IND,3123,7,0,OTHERS,310943,211953,68.16
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,AJAY KUMAR SINGH,M,51,IND,1855,8,0,OTHERS,310943,211953,68.16
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,RAMESHWAR PRASAD AKELA,M,61,CPI,1552,9,0,OTHERS,310943,211953,68.16
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,MITHILESH KUMAR PANDEY,M,39,IND,1546,10,0,OTHERS,310943,211953,68.16
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,SURENDRA RAM,M,38,IND,1467,11,0,OTHERS,310943,211953,68.16
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,BHANU RAM,M,60,IND,1215,12,0,OTHERS,310943,211953,68.16
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,VIJAY LAXMI DEVI,F,29,JMM,1012,13,0,JMM,310943,211953,68.16
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,None of the Above,NULL,NULL,NOTA,997,14,0,OTHERS,310943,211953,68.16
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,GAYA RAM,M,40,IND,980,15,0,OTHERS,310943,211953,68.16
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,KAMESHWAR MISTRY,M,49,CPI(ML)(L),913,16,0,OTHERS,310943,211953,68.16
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,KISHUN RAM,M,43,IND,770,17,0,OTHERS,310943,211953,68.16
2014,Jharkhand,Garhwa,Bhawanathpur,GEN,CHANDRA DEO PRASAD,M,40,IND,576,18,0,OTHERS,310943,211953,68.16
